"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Bradyrhizobium"	"G"	26151	37	37	1	12	NA	31	NA	NA	2	NA	NA	23	NA	0.02806	0.01909	0.01421	0.007597	NA	0.01715	NA	NA	0.001137	NA	NA	0.02806	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"uncultured"	"G"	2554	33	6	2	8	NA	33	NA	NA	2	NA	NA	18	NA	0.02842	0.003096	0.02842	0.005065	NA	0.01826	NA	NA	0.001137	NA	NA	0.02196	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudorhodoplanes"	"G"	26156	7	4	NA	1	NA	7	NA	NA	NA	NA	NA	NA	NA	0.003873	0.002064	NA	0.0006331	NA	0.003873	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Afipia"	"G"	26148	5	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0.002766	0.001032	NA	NA	NA	0.002766	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Rhodoplanes"	"G"	26157	3	2	NA	3	NA	3	NA	NA	NA	NA	NA	3	NA	0.003661	0.001032	NA	0.001899	NA	0.00166	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Rhodopseudomonas"	"G"	26158	2	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001266	0.001032	NA	0.001266	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Blastochloris"	"G"	26150	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001107	0.0005159	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudolabrys"	"G"	2550	7	1	NA	1	NA	7	NA	NA	NA	NA	NA	5	NA	0.006101	0.0005159	NA	0.0006331	NA	0.003873	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Tardiphaga"	"G"	26159	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Devosiaceae"	"F"	26055	76	31	1	15	NA	46	NA	NA	2	NA	NA	76	NA	0.09274	0.01599	0.01421	0.009497	NA	0.02545	NA	NA	0.001137	NA	NA	0.09274	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Devosia"	"G"	26058	68	27	1	13	NA	40	NA	NA	2	NA	NA	68	NA	0.08297	0.01393	0.01421	0.00823	NA	0.02213	NA	NA	0.001137	NA	NA	0.08297	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"uncultured"	"G"	26064	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00244	0.001032	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Pelagibacterium"	"G"	26062	3	1	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.003661	0.0005159	NA	0.0006331	NA	0.001107	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Arsenicitalea"	"G"	26056	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Beijerinckiaceae"	"F"	2435	57	29	4	17	NA	43	NA	NA	NA	NA	NA	57	NA	0.06955	0.01496	0.05684	0.01076	NA	0.02379	NA	NA	NA	NA	NA	0.06955	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Microvirga"	"G"	26048	6	6	NA	NA	NA	2	NA	NA	NA	NA	NA	5	NA	0.006101	0.003096	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylobacterium"	"G"	26045	11	4	NA	2	NA	6	NA	NA	NA	NA	NA	11	NA	0.01342	0.002064	NA	0.001266	NA	0.00332	NA	NA	NA	NA	NA	0.01342	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"uncultured"	"G"	2444	3	3	NA	2	NA	2	NA	NA	NA	NA	NA	3	NA	0.003661	0.001548	NA	0.001266	NA	0.001107	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"alphaI cluster"	"G"	26054	13	3	NA	1	NA	12	NA	NA	NA	NA	NA	13	NA	0.01586	0.001548	NA	0.0006331	NA	0.006639	NA	NA	NA	NA	NA	0.01586	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"FukuN57"	"G"	26044	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004881	0.001032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004881	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocystis"	"G"	26046	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.00166	0.001032	NA	0.0006331	NA	0.00166	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylosinus"	"G"	26047	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.00244	0.001032	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocapsa"	"G"	2439	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylovirgula"	"G"	2443	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"1174-901-12"	"G"	26040	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Beijerinckia"	"G"	2436	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	0.0006331	NA	NA	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Roseiarcus"	"G"	26052	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.00166	0.0005159	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Bosea"	"G"	26042	9	1	1	1	NA	3	NA	NA	NA	NA	NA	9	NA	0.01421	0.0005159	0.01421	0.0006331	NA	0.00166	NA	NA	NA	NA	NA	0.01098	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"A0839"	"F"	2423	20	18	NA	20	NA	NA	NA	NA	1	NA	NA	3	NA	0.01266	0.009287	NA	0.01266	NA	NA	NA	NA	0.0005683	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"F"	2556	2	2	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.01421	0.001032	0.01421	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methyloligellaceae"	"F"	26071	21	2	NA	1	NA	21	NA	NA	NA	NA	NA	18	NA	0.02196	0.001032	NA	0.0006331	NA	0.01162	NA	NA	NA	NA	NA	0.02196	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	26075	17	2	NA	1	NA	17	NA	NA	NA	NA	NA	16	NA	0.01952	0.001032	NA	0.0006331	NA	0.009405	NA	NA	NA	NA	NA	0.01952	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Pleomorphomonadaceae"	"F"	26081	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	0.0006331	NA	0.001107	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Prosthecomicrobium"	"G"	26087	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Labraceae"	"F"	26067	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Labrys"	"G"	26068	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Labraceae"
"KF-JG30-B3"	"F"	2493	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodobiaceae"	"F"	2536	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006331	0.0005159	NA	0.0006331	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Amorphus"	"G"	26130	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Caulobacterales"	"O"	2386	110	78	NA	28	NA	110	NA	NA	NA	NA	NA	44	NA	0.06086	0.04024	NA	0.01773	NA	0.06086	NA	NA	NA	NA	NA	0.05369	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Caulobacteraceae"	"F"	2387	105	63	NA	27	NA	105	NA	NA	NA	NA	NA	38	NA	0.05809	0.0325	NA	0.01709	NA	0.05809	NA	NA	NA	NA	NA	0.04637	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Brevundimonas"	"G"	2390	71	36	NA	15	NA	71	NA	NA	NA	NA	NA	24	NA	0.03928	0.01857	NA	0.009497	NA	0.03928	NA	NA	NA	NA	NA	0.02929	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Caulobacter"	"G"	2391	20	19	NA	2	NA	20	NA	NA	NA	NA	NA	7	NA	0.01107	0.009803	NA	0.001266	NA	0.01107	NA	NA	NA	NA	NA	0.008541	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Phenylobacterium"	"G"	2392	6	5	NA	6	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003799	0.00258	NA	0.003799	NA	NA	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"uncultured"	"G"	2393	9	2	NA	2	NA	9	NA	NA	NA	NA	NA	1	NA	0.004979	0.001032	NA	0.001266	NA	0.004979	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Hyphomonadaceae"	"F"	2394	13	13	NA	1	NA	4	NA	NA	NA	NA	NA	6	NA	0.007321	0.006707	NA	0.0006331	NA	0.002213	NA	NA	NA	NA	NA	0.007321	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"uncultured"	"G"	2407	7	7	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.003612	0.003612	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Hirschia"	"G"	2399	4	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.002064	0.002064	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Oceanicaulis"	"G"	2403	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"UKL13-1"	"G"	25969	3	1	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.003661	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Parvularculaceae"	"F"	25970	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Parvularcula"	"G"	25972	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Parvularculaceae"
"Rickettsiales"	"O"	2761	46	46	3	28	NA	36	NA	NA	NA	NA	NA	21	NA	0.04263	0.02373	0.04263	0.01773	NA	0.01992	NA	NA	NA	NA	NA	0.02562	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rickettsiaceae"	"F"	2781	19	19	1	10	NA	13	NA	NA	NA	NA	NA	1	NA	0.01421	0.009803	0.01421	0.006331	NA	0.007192	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"uncultured"	"G"	2785	12	12	NA	3	NA	8	NA	NA	NA	NA	NA	1	NA	0.006191	0.006191	NA	0.001899	NA	0.004426	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Candidatus Megaira"	"G"	26226	4	4	NA	4	NA	2	NA	NA	NA	NA	NA	NA	NA	0.002532	0.002064	NA	0.002532	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Rickettsia"	"G"	2784	3	3	1	3	NA	2	NA	NA	NA	NA	NA	NA	NA	0.01421	0.001548	0.01421	0.001899	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Mitochondria"	"F"	2805	18	18	2	9	NA	13	NA	NA	NA	NA	NA	8	NA	0.02842	0.009287	0.02842	0.005698	NA	0.007192	NA	NA	NA	NA	NA	0.009762	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"AB1"	"F"	26212	4	4	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002532	0.002064	NA	0.002532	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"SM2D12"	"F"	2801	10	3	NA	4	NA	4	NA	NA	NA	NA	NA	10	NA	0.0122	0.001548	NA	0.002532	NA	0.002213	NA	NA	NA	NA	NA	0.0122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Anaplasmataceae"	"F"	2763	3	2	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.00166	0.001032	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Anaplasma"	"G"	2764	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Acetobacterales"	"O"	25900	34	17	2	10	NA	32	NA	NA	1	NA	NA	34	NA	0.04149	0.008771	0.02842	0.006331	NA	0.0177	NA	NA	0.0005683	NA	NA	0.04149	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Acetobacteraceae"	"F"	25901	32	16	2	10	NA	32	NA	NA	1	NA	NA	32	NA	0.03905	0.008255	0.02842	0.006331	NA	0.0177	NA	NA	0.0005683	NA	NA	0.03905	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales"
"Roseomonas"	"G"	25932	15	7	1	6	NA	15	NA	NA	1	NA	NA	11	NA	0.01421	0.003612	0.01421	0.003799	NA	0.008299	NA	NA	0.0005683	NA	NA	0.01342	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"uncultured"	"G"	25937	7	4	NA	1	NA	7	NA	NA	NA	NA	NA	7	NA	0.008541	0.002064	NA	0.0006331	NA	0.003873	NA	NA	NA	NA	NA	0.008541	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acidiphilium"	"G"	25904	4	1	1	1	NA	4	NA	NA	NA	NA	NA	1	NA	0.01421	0.0005159	0.01421	0.0006331	NA	0.002213	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Swaminathania"	"G"	25935	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Rubritepida"	"G"	25933	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005159	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Rhodovastum"	"G"	25930	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	0.0006331	NA	NA	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acetobacter"	"G"	25902	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acetobacterales Incertae Sedis"	"F"	25938	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales"
"uncultured"	"G"	25941	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00244	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacterales&nbsp;Incertae&nbsp;Sedis"
"Paracaedibacterales"	"O"	26009	26	17	NA	22	NA	12	NA	NA	NA	NA	NA	26	NA	0.03173	0.008771	NA	0.01393	NA	0.006639	NA	NA	NA	NA	NA	0.03173	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Paracaedibacteraceae"	"F"	26010	26	17	NA	22	NA	12	NA	NA	NA	NA	NA	26	NA	0.03173	0.008771	NA	0.01393	NA	0.006639	NA	NA	NA	NA	NA	0.03173	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales"
"uncultured"	"G"	26015	19	9	NA	15	NA	12	NA	NA	NA	NA	NA	19	NA	0.02318	0.004643	NA	0.009497	NA	0.006639	NA	NA	NA	NA	NA	0.02318	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"Candidatus Paracaedibacter"	"G"	26014	6	5	NA	4	NA	NA	NA	NA	NA	NA	NA	6	NA	0.007321	0.00258	NA	0.002532	NA	NA	NA	NA	NA	NA	NA	0.007321	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"Candidatus Captivus"	"G"	26011	3	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001899	0.001032	NA	0.001899	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"Candidatus Finniella"	"G"	26012	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"Azospirillales"	"O"	25946	28	14	1	8	NA	17	NA	NA	NA	NA	NA	28	NA	0.03417	0.007223	0.01421	0.005065	NA	0.009405	NA	NA	NA	NA	NA	0.03417	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Azospirillaceae"	"F"	25947	27	9	1	3	NA	16	NA	NA	NA	NA	NA	27	NA	0.03295	0.004643	0.01421	0.001899	NA	0.008852	NA	NA	NA	NA	NA	0.03295	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales"
"Niveispirillum"	"G"	25951	12	5	NA	1	NA	10	NA	NA	NA	NA	NA	12	NA	0.01464	0.00258	NA	0.0006331	NA	0.005533	NA	NA	NA	NA	NA	0.01464	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"Azospirillum"	"G"	25948	12	4	1	1	NA	5	NA	NA	NA	NA	NA	12	NA	0.01464	0.002064	0.01421	0.0006331	NA	0.002766	NA	NA	NA	NA	NA	0.01464	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"Azospirillales Incertae Sedis"	"F"	25955	5	5	NA	5	NA	1	NA	NA	NA	NA	NA	NA	NA	0.003166	0.00258	NA	0.003166	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales"
"Stella"	"G"	25956	5	5	NA	5	NA	1	NA	NA	NA	NA	NA	NA	NA	0.003166	0.00258	NA	0.003166	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillales&nbsp;Incertae&nbsp;Sedis"
"Reyranellales"	"O"	26035	14	14	NA	10	NA	3	NA	NA	NA	NA	NA	13	NA	0.01586	0.007223	NA	0.006331	NA	0.00166	NA	NA	NA	NA	NA	0.01586	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Reyranellaceae"	"F"	26036	14	14	NA	10	NA	3	NA	NA	NA	NA	NA	13	NA	0.01586	0.007223	NA	0.006331	NA	0.00166	NA	NA	NA	NA	NA	0.01586	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Reyranellales"
"Reyranella"	"G"	26037	13	13	NA	10	NA	3	NA	NA	NA	NA	NA	12	NA	0.01464	0.006707	NA	0.006331	NA	0.00166	NA	NA	NA	NA	NA	0.01464	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Reyranellales>Reyranellaceae"
"uncultured"	"G"	26038	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00122	0.0005159	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Reyranellales>Reyranellaceae"
"Micavibrionales"	"O"	25998	19	12	NA	11	NA	7	NA	NA	NA	NA	NA	19	NA	0.02318	0.006191	NA	0.006964	NA	0.003873	NA	NA	NA	NA	NA	0.02318	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	26002	15	9	NA	10	NA	6	NA	NA	NA	NA	NA	15	NA	0.0183	0.004643	NA	0.006331	NA	0.00332	NA	NA	NA	NA	NA	0.0183	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Micavibrionales"
"Micavibrionaceae"	"F"	25999	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.00244	0.001548	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Micavibrionales"
"uncultured"	"G"	26001	3	3	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.00244	0.001548	NA	0.0006331	NA	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Micavibrionales>Micavibrionaceae"
"Rhodospirillales"	"O"	2667	21	12	1	11	NA	17	NA	NA	1	NA	NA	21	NA	0.02562	0.006191	0.01421	0.006964	NA	0.009405	NA	NA	0.0005683	NA	NA	0.02562	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
