"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Actinomyces"	"G"	1654	26	6	NA	5	NA	6	NA	NA	26	NA	NA	6	NA	0.01461	0.003058	NA	0.003146	NA	0.003173	NA	NA	0.01461	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinomyces sp. oral taxon 897"	"S"	2081702	8	2	NA	3	NA	1	NA	NA	8	NA	NA	1	NA	0.004494	0.001019	NA	0.001887	NA	0.0005289	NA	NA	0.004494	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinomyces pacaensis"	"S"	1852377	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Arcanobacterium"	"G"	28263	4	1	NA	NA	NA	2	NA	NA	NA	NA	NA	4	NA	0.004511	0.0005097	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Arcanobacterium haemolyticum"	"S"	28264	4	1	NA	NA	NA	2	NA	NA	NA	NA	NA	4	NA	0.004511	0.0005097	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Arcanobacterium"
"Trueperella"	"G"	1069494	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Trueperella pyogenes"	"S"	1661	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Trueperella"
"Actinotignum"	"G"	1653174	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinotignum schaalii"	"S"	59505	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinotignum"
"Actinopolysporales"	"O"	622450	7	7	NA	2	NA	4	NA	NA	NA	NA	NA	4	1	0.5495	0.003568	NA	0.001258	NA	0.002116	NA	NA	NA	NA	NA	0.004511	0.5495	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Actinopolysporaceae"	"F"	622451	7	7	NA	2	NA	4	NA	NA	NA	NA	NA	4	1	0.5495	0.003568	NA	0.001258	NA	0.002116	NA	NA	NA	NA	NA	0.004511	0.5495	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinopolysporales"
"Actinopolyspora"	"G"	1849	7	7	NA	2	NA	4	NA	NA	NA	NA	NA	4	1	0.5495	0.003568	NA	0.001258	NA	0.002116	NA	NA	NA	NA	NA	0.004511	0.5495	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinopolysporales>Actinopolysporaceae"
"Actinopolyspora erythraea"	"S"	414996	7	7	NA	2	NA	4	NA	NA	NA	NA	NA	4	1	0.5495	0.003568	NA	0.001258	NA	0.002116	NA	NA	NA	NA	NA	0.004511	0.5495	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinopolysporales>Actinopolysporaceae>Actinopolyspora"
"Geodermatophilales"	"O"	1643682	11	5	NA	NA	NA	5	NA	NA	10	NA	NA	11	NA	0.01241	0.002549	NA	NA	NA	0.002644	NA	NA	0.005618	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Geodermatophilaceae"	"F"	85030	11	5	NA	NA	NA	5	NA	NA	10	NA	NA	11	NA	0.01241	0.002549	NA	NA	NA	0.002644	NA	NA	0.005618	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales"
"Blastococcus"	"G"	38501	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae"
"Blastococcus saxobsidens"	"S"	138336	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Blastococcus"
"Geodermatophilus"	"G"	1860	10	1	NA	NA	NA	4	NA	NA	10	NA	NA	8	NA	0.009022	0.0005097	NA	NA	NA	0.002116	NA	NA	0.005618	NA	NA	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae"
"Geodermatophilus obscurus"	"S"	1861	10	1	NA	NA	NA	4	NA	NA	10	NA	NA	8	NA	0.009022	0.0005097	NA	NA	NA	0.002116	NA	NA	0.005618	NA	NA	0.009022	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Geodermatophilus"
"Modestobacter"	"G"	88138	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae"
"Modestobacter marinus"	"S"	477641	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Modestobacter"
"Catenulisporales"	"O"	414714	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Catenulisporaceae"	"F"	414877	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales"
"Catenulispora"	"G"	414878	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales>Catenulisporaceae"
"Catenulispora acidiphila"	"S"	304895	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales>Catenulisporaceae>Catenulispora"
"Coriobacteriia"	"C"	84998	1425	1425	39	1269	NA	885	NA	NA	31	NA	NA	63	NA	0.7983	0.7264	0.5311	0.7983	NA	0.4681	NA	NA	0.01742	NA	NA	0.07105	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Coriobacteriales"	"O"	84999	915	915	25	810	NA	558	NA	NA	16	NA	NA	39	NA	0.5096	0.4664	0.3405	0.5096	NA	0.2951	NA	NA	0.008989	NA	NA	0.04398	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Atopobiaceae"	"F"	1643824	822	822	24	717	NA	503	NA	NA	15	NA	NA	34	NA	0.4511	0.419	0.3268	0.4511	NA	0.266	NA	NA	0.008427	NA	NA	0.03834	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Atopobium"	"G"	1380	818	818	24	714	NA	496	NA	NA	1	NA	NA	31	NA	0.4492	0.417	0.3268	0.4492	NA	0.2623	NA	NA	0.0005618	NA	NA	0.03496	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Atopobium parvulum"	"S"	1382	818	818	24	714	NA	496	NA	NA	1	NA	NA	31	NA	0.4492	0.417	0.3268	0.4492	NA	0.2623	NA	NA	0.0005618	NA	NA	0.03496	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Atopobium"
"Olsenella"	"G"	133925	14	3	NA	3	NA	7	NA	NA	14	NA	NA	2	NA	0.007865	0.001529	NA	0.001887	NA	0.003702	NA	NA	0.007865	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Olsenella uli"	"S"	133926	13	1	NA	3	NA	4	NA	NA	13	NA	NA	1	NA	0.007303	0.0005097	NA	0.001887	NA	0.002116	NA	NA	0.007303	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Olsenella sp. oral taxon 807"	"S"	712411	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001058	0.0005097	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Olsenella sp. Marseille-P2300"	"S"	1805478	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	0.0005289	NA	NA	0.0005618	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Coriobacteriaceae"	"F"	84107	93	93	1	93	NA	54	NA	NA	1	NA	NA	5	NA	0.05851	0.04741	0.01362	0.05851	NA	0.02856	NA	NA	0.0005618	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	102106	90	88	1	90	NA	54	NA	NA	NA	NA	NA	5	NA	0.05662	0.04486	0.01362	0.05662	NA	0.02856	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Collinsella aerofaciens"	"S"	74426	90	88	1	90	NA	54	NA	NA	NA	NA	NA	5	NA	0.05662	0.04486	0.01362	0.05662	NA	0.02856	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Collinsella"
"Coriobacterium"	"G"	33870	4	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002039	0.002039	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Coriobacterium glomerans"	"S"	33871	4	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002039	0.002039	NA	0.001258	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Coriobacterium"
"unclassified Coriobacteriaceae"	"-"	84113	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Coriobacteriaceae bacterium 68-1-3"	"S"	1531429	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>unclassified&nbsp;Coriobacteriaceae"
"Eggerthellales"	"O"	1643822	371	371	13	353	NA	241	NA	NA	7	NA	NA	18	NA	0.2221	0.1891	0.177	0.2221	NA	0.1275	NA	NA	0.003933	NA	NA	0.0203	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Eggerthellaceae"	"F"	1643826	371	371	13	353	NA	241	NA	NA	7	NA	NA	18	NA	0.2221	0.1891	0.177	0.2221	NA	0.1275	NA	NA	0.003933	NA	NA	0.0203	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales"
"Cryptobacterium"	"G"	84162	335	335	13	320	NA	215	NA	NA	NA	NA	NA	10	NA	0.2013	0.1708	0.177	0.2013	NA	0.1137	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Cryptobacterium curtum"	"S"	84163	335	335	13	320	NA	215	NA	NA	NA	NA	NA	10	NA	0.2013	0.1708	0.177	0.2013	NA	0.1137	NA	NA	NA	NA	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Cryptobacterium"
"Eggerthella"	"G"	84111	24	24	NA	17	NA	18	NA	NA	NA	NA	NA	5	NA	0.01223	0.01223	NA	0.01069	NA	0.00952	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Eggerthella lenta"	"S"	84112	22	22	NA	17	NA	18	NA	NA	NA	NA	NA	5	NA	0.01121	0.01121	NA	0.01069	NA	0.00952	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Eggerthella sp. YY7918"	"S"	502558	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Denitrobacterium"	"G"	79603	10	4	NA	10	NA	2	NA	NA	1	NA	NA	1	NA	0.006291	0.002039	NA	0.006291	NA	0.001058	NA	NA	0.0005618	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Denitrobacterium detoxificans"	"S"	79604	10	4	NA	10	NA	2	NA	NA	1	NA	NA	1	NA	0.006291	0.002039	NA	0.006291	NA	0.001058	NA	NA	0.0005618	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Denitrobacterium"
"Gordonibacter"	"G"	644652	4	4	NA	4	NA	2	NA	NA	NA	NA	NA	1	NA	0.002516	0.002039	NA	0.002516	NA	0.001058	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Gordonibacter massiliensis"	"S"	1841863	3	3	NA	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.001529	0.001529	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Gordonibacter"
"Gordonibacter urolithinfaciens"	"S"	1335613	2	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001258	0.0005097	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Gordonibacter"
"Adlercreutzia"	"G"	447020	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Adlercreutzia equolifaciens"	"S"	446660	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Adlercreutzia"
"Acidimicrobiia"	"C"	84992	696	696	15	553	NA	464	NA	NA	2	NA	NA	163	NA	0.3548	0.3548	0.2043	0.3479	NA	0.2454	NA	NA	0.001124	NA	NA	0.1838	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Acidimicrobiales"	"O"	84993	696	696	15	553	NA	464	NA	NA	2	NA	NA	163	NA	0.3548	0.3548	0.2043	0.3479	NA	0.2454	NA	NA	0.001124	NA	NA	0.1838	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia"
"Acidimicrobiaceae"	"F"	84994	696	696	15	553	NA	464	NA	NA	2	NA	NA	163	NA	0.3548	0.3548	0.2043	0.3479	NA	0.2454	NA	NA	0.001124	NA	NA	0.1838	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"Ilumatobacter"	"G"	682522	622	622	9	498	NA	407	NA	NA	1	NA	NA	42	NA	0.3171	0.3171	0.1226	0.3133	NA	0.2153	NA	NA	0.0005618	NA	NA	0.04737	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"Ilumatobacter coccineus"	"S"	467094	622	622	9	498	NA	407	NA	NA	1	NA	NA	42	NA	0.3171	0.3171	0.1226	0.3133	NA	0.2153	NA	NA	0.0005618	NA	NA	0.04737	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>Ilumatobacter"
"Acidimicrobium"	"G"	53634	120	74	6	55	NA	57	NA	NA	1	NA	NA	120	NA	0.1353	0.03772	0.08171	0.0346	NA	0.03015	NA	NA	0.0005618	NA	NA	0.1353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"Acidimicrobium ferrooxidans"	"S"	53635	120	74	6	55	NA	57	NA	NA	1	NA	NA	120	NA	0.1353	0.03772	0.08171	0.0346	NA	0.03015	NA	NA	0.0005618	NA	NA	0.1353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>Acidimicrobium"
"unclassified Actinobacteria"	"-"	1752188	204	73	1	25	1	39	1	NA	1	NA	NA	204	NA	0.6849	0.03721	0.01362	0.01573	0.6289	0.02063	0.6849	NA	0.0005618	NA	NA	0.2301	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Actinobacteria bacterium IMCC25003"	"S"	1848255	149	56	1	15	1	31	NA	NA	1	NA	NA	149	NA	0.6289	0.02855	0.01362	0.009437	0.6289	0.0164	NA	NA	0.0005618	NA	NA	0.168	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC19121"	"S"	1848754	28	9	NA	4	NA	4	NA	NA	NA	NA	NA	28	NA	0.03158	0.004588	NA	0.002516	NA	0.002116	NA	NA	NA	NA	NA	0.03158	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC26103"	"S"	1848756	9	3	NA	3	NA	NA	NA	NA	NA	NA	NA	9	NA	0.01015	0.001529	NA	0.001887	NA	NA	NA	NA	NA	NA	NA	0.01015	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC26077"	"S"	1848755	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Thermoleophilia"	"C"	1497346	13	13	1	8	NA	5	NA	NA	2	NA	NA	6	NA	0.01362	0.006627	0.01362	0.005033	NA	0.002644	NA	NA	0.001124	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Solirubrobacterales"	"O"	588673	13	13	1	8	NA	5	NA	NA	2	NA	NA	6	NA	0.01362	0.006627	0.01362	0.005033	NA	0.002644	NA	NA	0.001124	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia"
"Conexibacteraceae"	"F"	320583	13	13	1	8	NA	5	NA	NA	2	NA	NA	6	NA	0.01362	0.006627	0.01362	0.005033	NA	0.002644	NA	NA	0.001124	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Conexibacter"	"G"	191494	13	13	1	8	NA	5	NA	NA	2	NA	NA	6	NA	0.01362	0.006627	0.01362	0.005033	NA	0.002644	NA	NA	0.001124	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae"
"Conexibacter woesei"	"S"	191495	13	13	1	8	NA	5	NA	NA	2	NA	NA	6	NA	0.01362	0.006627	0.01362	0.005033	NA	0.002644	NA	NA	0.001124	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae>Conexibacter"
"Rubrobacteria"	"C"	84995	12	12	1	11	NA	10	NA	NA	1	NA	NA	4	NA	0.01362	0.006117	0.01362	0.00692	NA	0.005289	NA	NA	0.0005618	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Rubrobacterales"	"O"	84996	12	12	1	11	NA	10	NA	NA	1	NA	NA	4	NA	0.01362	0.006117	0.01362	0.00692	NA	0.005289	NA	NA	0.0005618	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria"
"Rubrobacteraceae"	"F"	84997	12	12	1	11	NA	10	NA	NA	1	NA	NA	4	NA	0.01362	0.006117	0.01362	0.00692	NA	0.005289	NA	NA	0.0005618	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales"
"Rubrobacter"	"G"	42255	12	12	1	11	NA	10	NA	NA	1	NA	NA	4	NA	0.01362	0.006117	0.01362	0.00692	NA	0.005289	NA	NA	0.0005618	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae"
"Rubrobacter radiotolerans"	"S"	42256	6	4	1	3	NA	6	NA	NA	NA	NA	NA	4	NA	0.01362	0.002039	0.01362	0.001887	NA	0.003173	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae>Rubrobacter"
"Tenericutes"	"P"	544448	1982	1982	67	1677	1	1441	NA	NA	288	NA	2	289	1	3.571	1.01	0.9124	1.055	0.6289	0.7621	NA	NA	0.1618	NA	3.571	0.3259	0.5495	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
