"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Opitutaceae"	"F"	26973	2	1	1	1	2	NA	NA	NA	NA	NA	NA	0.01362	0.0005097	0.01362	0.0006291	0.001058	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Diplosphaera"	"G"	26976	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Puniceicoccaceae"	"F"	26981	2	1	NA	NA	2	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	0.001058	NA	NA	NA	NA	0.002255	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Verruc-01"	"G"	26989	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Chloroflexi"	"P"	1385	83	41	NA	28	37	NA	83	NA	NA	44	NA	0.04962	0.0209	NA	0.01761	0.01957	NA	0.04663	NA	NA	0.04962	NA	"Bacteria"
"Dehalococcoidia"	"C"	1428	27	27	NA	18	11	NA	9	NA	NA	12	NA	0.01376	0.01376	NA	0.01132	0.005818	NA	0.005056	NA	NA	0.01353	NA	"Bacteria>Chloroflexi"
"GIF3"	"O"	1438	22	22	NA	16	10	NA	5	NA	NA	7	NA	0.01121	0.01121	NA	0.01007	0.005289	NA	0.002809	NA	NA	0.007894	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"FW22"	"O"	1437	2	2	NA	1	1	NA	1	NA	NA	1	NA	0.001128	0.001019	NA	0.0006291	0.0005289	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"1226B1H1-22-FL"	"O"	25171	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"MB-C2-126"	"O"	25182	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"SAR202 clade"	"O"	25185	2	1	NA	NA	NA	NA	2	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	NA	0.001124	NA	NA	0.001128	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"Anaerolineae"	"C"	1386	62	10	NA	8	19	NA	62	NA	NA	15	NA	0.03483	0.005097	NA	0.005033	0.01005	NA	0.03483	NA	NA	0.01692	NA	"Bacteria>Chloroflexi"
"SBR1031"	"O"	25142	8	7	NA	5	6	NA	7	NA	NA	8	NA	0.009022	0.003568	NA	0.003146	0.003173	NA	0.003933	NA	NA	0.009022	NA	"Bacteria>Chloroflexi>Anaerolineae"
"A4b"	"F"	25143	1	1	NA	NA	1	NA	1	NA	NA	1	NA	0.001128	0.0005097	NA	NA	0.0005289	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria>Chloroflexi>Anaerolineae>SBR1031"
"Anaerolineales"	"O"	1387	38	1	NA	2	10	NA	38	NA	NA	5	NA	0.02135	0.0005097	NA	0.001258	0.005289	NA	0.02135	NA	NA	0.005639	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Anaerolineaceae"	"F"	1388	38	1	NA	2	10	NA	38	NA	NA	5	NA	0.02135	0.0005097	NA	0.001258	0.005289	NA	0.02135	NA	NA	0.005639	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales"
"uncultured"	"G"	1395	35	1	NA	2	10	NA	35	NA	NA	5	NA	0.01966	0.0005097	NA	0.001258	0.005289	NA	0.01966	NA	NA	0.005639	NA	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"Ardenticatenales"	"O"	25127	3	1	NA	NA	NA	NA	3	NA	NA	1	NA	0.001685	0.0005097	NA	NA	NA	NA	0.001685	NA	NA	0.001128	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Ardenticatenaceae"	"F"	25128	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales"
"uncultured"	"G"	25130	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales>Ardenticatenaceae"
"Caldilineales"	"O"	25133	9	1	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005056	0.0005097	NA	NA	NA	NA	0.005056	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Caldilineaceae"	"F"	25134	9	1	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005056	0.0005097	NA	NA	NA	NA	0.005056	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales"
"uncultured"	"G"	25137	9	1	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005056	0.0005097	NA	NA	NA	NA	0.005056	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales>Caldilineaceae"
"Chloroflexia"	"C"	1411	8	2	NA	2	3	NA	8	NA	NA	NA	NA	0.004494	0.001019	NA	0.001258	0.001587	NA	0.004494	NA	NA	NA	NA	"Bacteria>Chloroflexi"
"Chloroflexales"	"O"	1413	2	2	NA	NA	1	NA	1	NA	NA	NA	NA	0.001019	0.001019	NA	NA	0.0005289	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia"
"Roseiflexaceae"	"F"	1422	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales"
"uncultured"	"G"	25158	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexaceae"
"Gitt-GS-136"	"C"	1445	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi"
"Planctomycetes"	"P"	2293	46	27	NA	13	46	NA	14	NA	NA	36	NA	0.0406	0.01376	NA	0.008178	0.02433	NA	0.007865	NA	NA	0.0406	NA	"Bacteria"
"Phycisphaerae"	"C"	2300	15	15	NA	5	15	NA	11	NA	NA	12	NA	0.01353	0.007646	NA	0.003146	0.007933	NA	0.00618	NA	NA	0.01353	NA	"Bacteria>Planctomycetes"
"Phycisphaerales"	"O"	2312	12	12	NA	5	9	NA	7	NA	NA	8	NA	0.009022	0.006117	NA	0.003146	0.00476	NA	0.003933	NA	NA	0.009022	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"Phycisphaeraceae"	"F"	2316	11	11	NA	5	8	NA	6	NA	NA	7	NA	0.007894	0.005607	NA	0.003146	0.004231	NA	0.003371	NA	NA	0.007894	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales"
"SM1A02"	"G"	2323	10	10	NA	5	8	NA	5	NA	NA	7	NA	0.007894	0.005097	NA	0.003146	0.004231	NA	0.002809	NA	NA	0.007894	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"AKAU3564 sediment group"	"F"	2314	1	1	NA	NA	1	NA	1	NA	NA	1	NA	0.001128	0.0005097	NA	NA	0.0005289	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales"
"MSBL9"	"O"	2310	2	2	NA	NA	2	NA	2	NA	NA	1	NA	0.001128	0.001019	NA	NA	0.001058	NA	0.001124	NA	NA	0.001128	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"SG8-4"	"F"	25846	2	2	NA	NA	2	NA	2	NA	NA	1	NA	0.001128	0.001019	NA	NA	0.001058	NA	0.001124	NA	NA	0.001128	NA	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"Planctomycetacia"	"C"	2337	26	7	NA	6	26	NA	1	NA	NA	13	NA	0.01466	0.003568	NA	0.003775	0.01375	NA	0.0005618	NA	NA	0.01466	NA	"Bacteria>Planctomycetes"
"Gemmatales"	"O"	25851	10	3	NA	2	10	NA	NA	NA	NA	3	NA	0.005289	0.001529	NA	0.001258	0.005289	NA	NA	NA	NA	0.003383	NA	"Bacteria>Planctomycetes>Planctomycetacia"
"Gemmataceae"	"F"	25852	10	3	NA	2	10	NA	NA	NA	NA	3	NA	0.005289	0.001529	NA	0.001258	0.005289	NA	NA	NA	NA	0.003383	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales"
"Fimbriiglobus"	"G"	25853	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Gemmata"	"G"	25854	1	1	NA	1	1	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	0.0006291	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Planctomycetales"	"O"	2349	4	2	NA	1	4	NA	NA	NA	NA	3	NA	0.003383	0.001019	NA	0.0006291	0.002116	NA	NA	NA	NA	0.003383	NA	"Bacteria>Planctomycetes>Planctomycetacia"
"Rubinisphaeraceae"	"F"	25888	1	1	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"uncultured"	"G"	25893	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Rubinisphaeraceae"
"uncultured"	"F"	25897	2	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Pirellulales"	"O"	25866	9	2	NA	1	9	NA	NA	NA	NA	4	NA	0.00476	0.001019	NA	0.0006291	0.00476	NA	NA	NA	NA	0.004511	NA	"Bacteria>Planctomycetes>Planctomycetacia"
"Pirellulaceae"	"F"	25867	9	2	NA	1	9	NA	NA	NA	NA	4	NA	0.00476	0.001019	NA	0.0006291	0.00476	NA	NA	NA	NA	0.004511	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales"
"Pir4 lineage"	"G"	25875	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"uncultured"	"G"	25884	4	1	NA	NA	4	NA	NA	NA	NA	NA	NA	0.002116	0.0005097	NA	NA	0.002116	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"vadinHA49"	"C"	2374	5	2	NA	1	1	NA	NA	NA	NA	5	NA	0.005639	0.001019	NA	0.0006291	0.0005289	NA	NA	NA	NA	0.005639	NA	"Bacteria>Planctomycetes"
"Pla4 lineage"	"C"	2336	1	1	NA	NA	1	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	0.0005289	NA	NA	NA	NA	0.001128	NA	"Bacteria>Planctomycetes"
"Nitrospirae"	"P"	2273	15	15	NA	11	5	NA	3	NA	NA	8	NA	0.009022	0.007646	NA	0.00692	0.002644	NA	0.001685	NA	NA	0.009022	NA	"Bacteria"
"Nitrospira"	"C"	2274	15	15	NA	11	3	NA	1	NA	NA	4	NA	0.007646	0.007646	NA	0.00692	0.001587	NA	0.0005618	NA	NA	0.004511	NA	"Bacteria>Nitrospirae"
"Nitrospirales"	"O"	2275	15	15	NA	11	3	NA	1	NA	NA	4	NA	0.007646	0.007646	NA	0.00692	0.001587	NA	0.0005618	NA	NA	0.004511	NA	"Bacteria>Nitrospirae>Nitrospira"
"Nitrospiraceae"	"F"	2281	15	15	NA	11	3	NA	1	NA	NA	4	NA	0.007646	0.007646	NA	0.00692	0.001587	NA	0.0005618	NA	NA	0.004511	NA	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales"
"Nitrospira"	"G"	2285	14	14	NA	11	3	NA	1	NA	NA	4	NA	0.007136	0.007136	NA	0.00692	0.001587	NA	0.0005618	NA	NA	0.004511	NA	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Leptospirillum"	"G"	2284	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Acidobacteria"	"P"	321	29	11	1	5	29	NA	20	NA	NA	19	NA	0.02143	0.005607	0.01362	0.003146	0.01534	NA	0.01124	NA	NA	0.02143	NA	"Bacteria"
"Acidobacteriia"	"C"	24413	14	6	NA	1	14	NA	4	NA	NA	10	NA	0.01128	0.003058	NA	0.0006291	0.007404	NA	0.002247	NA	NA	0.01128	NA	"Bacteria>Acidobacteria"
"Acidobacteriales"	"O"	24414	4	3	NA	1	4	NA	NA	NA	NA	4	NA	0.004511	0.001529	NA	0.0006291	0.002116	NA	NA	NA	NA	0.004511	NA	"Bacteria>Acidobacteria>Acidobacteriia"
"uncultured"	"F"	24429	2	2	NA	NA	1	NA	NA	NA	NA	2	NA	0.002255	0.001019	NA	NA	0.0005289	NA	NA	NA	NA	0.002255	NA	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales"
"Acidobacteriaceae (Subgroup 1)"	"F"	24415	3	1	NA	1	3	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	0.001587	NA	NA	NA	NA	0.002255	NA	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales"
"Terracidiphilus"	"G"	24424	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae&nbsp;(Subgroup&nbsp;1)"
"Solibacterales"	"O"	24430	6	3	NA	NA	6	NA	4	NA	NA	1	NA	0.003173	0.001529	NA	NA	0.003173	NA	0.002247	NA	NA	0.001128	NA	"Bacteria>Acidobacteria>Acidobacteriia"
"Solibacteraceae (Subgroup 3)"	"F"	24431	6	3	NA	NA	6	NA	4	NA	NA	1	NA	0.003173	0.001529	NA	NA	0.003173	NA	0.002247	NA	NA	0.001128	NA	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales"
"Bryobacter"	"G"	24434	6	3	NA	NA	6	NA	NA	NA	NA	1	NA	0.003173	0.001529	NA	NA	0.003173	NA	NA	NA	NA	0.001128	NA	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales>Solibacteraceae&nbsp;(Subgroup&nbsp;3)"
"Subgroup 6"	"C"	14196	4	3	1	NA	4	NA	3	NA	NA	1	NA	0.01362	0.001529	0.01362	NA	0.002116	NA	0.001685	NA	NA	0.001128	NA	"Bacteria>Acidobacteria"
"Subgroup 22"	"C"	398	2	1	NA	1	1	NA	2	NA	NA	1	NA	0.001128	0.0005097	NA	0.0006291	0.0005289	NA	0.001124	NA	NA	0.001128	NA	"Bacteria>Acidobacteria"
"Blastocatellia (Subgroup 4)"	"C"	24446	8	1	NA	2	8	NA	5	NA	NA	2	NA	0.004231	0.0005097	NA	0.001258	0.004231	NA	0.002809	NA	NA	0.002255	NA	"Bacteria>Acidobacteria"
"11-24"	"O"	24447	3	1	NA	1	3	NA	2	NA	NA	1	NA	0.001587	0.0005097	NA	0.0006291	0.001587	NA	0.001124	NA	NA	0.001128	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Gemmatimonadetes"	"P"	2224	12	11	1	7	12	NA	10	NA	NA	8	NA	0.01362	0.005607	0.01362	0.004404	0.006347	NA	0.005618	NA	NA	0.009022	NA	"Bacteria"
"BD2-11 terrestrial group"	"C"	14410	8	6	NA	3	4	NA	8	NA	NA	1	NA	0.004494	0.003058	NA	0.001887	0.002116	NA	0.004494	NA	NA	0.001128	NA	"Bacteria>Gemmatimonadetes"
"Gemmatimonadetes"	"C"	2225	6	3	NA	2	6	NA	NA	NA	NA	2	NA	0.003173	0.001529	NA	0.001258	0.003173	NA	NA	NA	NA	0.002255	NA	"Bacteria>Gemmatimonadetes"
"Gemmatimonadales"	"O"	2228	6	3	NA	2	6	NA	NA	NA	NA	2	NA	0.003173	0.001529	NA	0.001258	0.003173	NA	NA	NA	NA	0.002255	NA	"Bacteria>Gemmatimonadetes>Gemmatimonadetes"
"Gemmatimonadaceae"	"F"	2229	6	3	NA	2	6	NA	NA	NA	NA	2	NA	0.003173	0.001529	NA	0.001258	0.003173	NA	NA	NA	NA	0.002255	NA	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales"
"Gemmatimonas"	"G"	2230	2	1	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001058	0.0005097	NA	NA	0.001058	NA	NA	NA	NA	NA	NA	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"uncultured"	"G"	2231	4	1	NA	2	4	NA	NA	NA	NA	1	NA	0.002116	0.0005097	NA	0.001258	0.002116	NA	NA	NA	NA	0.001128	NA	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"Longimicrobia"	"C"	14413	2	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001258	0.0005097	NA	0.001258	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Gemmatimonadetes"
"Longimicrobiales"	"O"	14414	2	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001258	0.0005097	NA	0.001258	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Gemmatimonadetes>Longimicrobia"
"Longimicrobiaceae"	"F"	14415	2	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001258	0.0005097	NA	0.001258	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Gemmatimonadetes>Longimicrobia>Longimicrobiales"
"PAUC43f marine benthic group"	"C"	14418	1	1	1	NA	NA	NA	NA	NA	NA	1	NA	0.01362	0.0005097	0.01362	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Gemmatimonadetes"
"Lentisphaerae"	"P"	2238	33	10	NA	5	33	NA	3	NA	NA	13	NA	0.01745	0.005097	NA	0.003146	0.01745	NA	0.001685	NA	NA	0.01466	NA	"Bacteria"
"Lentisphaeria"	"C"	2250	30	6	NA	3	30	NA	NA	NA	NA	9	NA	0.01587	0.003058	NA	0.001887	0.01587	NA	NA	NA	NA	0.01015	NA	"Bacteria>Lentisphaerae"
"Victivallales"	"O"	2254	30	6	NA	3	30	NA	NA	NA	NA	8	NA	0.01587	0.003058	NA	0.001887	0.01587	NA	NA	NA	NA	0.009022	NA	"Bacteria>Lentisphaerae>Lentisphaeria"
"Victivallaceae"	"F"	2255	5	1	NA	1	5	NA	NA	NA	NA	1	NA	0.002644	0.0005097	NA	0.0006291	0.002644	NA	NA	NA	NA	0.001128	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"GWF2-44-16"	"F"	25720	1	1	NA	1	1	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	0.0005289	NA	NA	NA	NA	NA	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Oligosphaeria"	"C"	2260	4	4	NA	2	3	NA	3	NA	NA	4	NA	0.004511	0.002039	NA	0.001258	0.001587	NA	0.001685	NA	NA	0.004511	NA	"Bacteria>Lentisphaerae"
"Oligosphaerales"	"O"	2261	3	2	NA	NA	3	NA	3	NA	NA	2	NA	0.002255	0.001019	NA	NA	0.001587	NA	0.001685	NA	NA	0.002255	NA	"Bacteria>Lentisphaerae>Oligosphaeria"
"Oligosphaeraceae"	"F"	2262	3	2	NA	NA	2	NA	3	NA	NA	2	NA	0.002255	0.001019	NA	NA	0.001058	NA	0.001685	NA	NA	0.002255	NA	"Bacteria>Lentisphaerae>Oligosphaeria>Oligosphaerales"
"SBZC-1223"	"G"	14449	3	1	NA	NA	2	NA	3	NA	NA	1	NA	0.001685	0.0005097	NA	NA	0.001058	NA	0.001685	NA	NA	0.001128	NA	"Bacteria>Lentisphaerae>Oligosphaeria>Oligosphaerales>Oligosphaeraceae"
"Z20"	"G"	14450	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Lentisphaerae>Oligosphaeria>Oligosphaerales>Oligosphaeraceae"
"P.palmC41"	"O"	14452	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Lentisphaerae>Oligosphaeria"
"Patescibacteria"	"P"	25752	21	8	1	8	18	NA	10	NA	NA	21	NA	0.02368	0.004078	0.01362	0.005033	0.00952	NA	0.005618	NA	NA	0.02368	NA	"Bacteria"
"WS6 (Dojkabacteria)"	"C"	25825	9	3	1	2	NA	NA	NA	NA	NA	9	NA	0.01362	0.001529	0.01362	0.001258	NA	NA	NA	NA	NA	0.01015	NA	"Bacteria>Patescibacteria"
"Saccharimonadia"	"C"	25821	4	2	NA	3	4	NA	1	NA	NA	2	NA	0.002255	0.001019	NA	0.001887	0.002116	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria>Patescibacteria"
"Saccharimonadales"	"O"	25822	4	2	NA	3	4	NA	1	NA	NA	2	NA	0.002255	0.001019	NA	0.001887	0.002116	NA	0.0005618	NA	NA	0.002255	NA	"Bacteria>Patescibacteria>Saccharimonadia"
"ABY1"	"C"	25753	4	1	NA	1	4	NA	2	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	0.002116	NA	0.001124	NA	NA	0.002255	NA	"Bacteria>Patescibacteria"
"Candidatus Uhrbacteria"	"O"	25761	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>ABY1"
"Gracilibacteria"	"C"	25764	4	1	NA	NA	4	NA	2	NA	NA	4	NA	0.004511	0.0005097	NA	NA	0.002116	NA	0.001124	NA	NA	0.004511	NA	"Bacteria>Patescibacteria"
"WWE3"	"C"	25826	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	0.0005097	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Patescibacteria"
"Spirochaetes"	"P"	26899	22	6	NA	1	13	NA	22	NA	NA	10	NA	0.01236	0.003058	NA	0.0006291	0.006875	NA	0.01236	NA	NA	0.01128	NA	"Bacteria"
"Spirochaetia"	"C"	26917	21	6	NA	1	13	NA	21	NA	NA	10	NA	0.0118	0.003058	NA	0.0006291	0.006875	NA	0.0118	NA	NA	0.01128	NA	"Bacteria>Spirochaetes"
"Spirochaetales"	"O"	26921	21	6	NA	1	13	NA	21	NA	NA	10	NA	0.0118	0.003058	NA	0.0006291	0.006875	NA	0.0118	NA	NA	0.01128	NA	"Bacteria>Spirochaetes>Spirochaetia"
"Spirochaetaceae"	"F"	26922	21	6	NA	1	13	NA	21	NA	NA	10	NA	0.0118	0.003058	NA	0.0006291	0.006875	NA	0.0118	NA	NA	0.01128	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales"
"Sphaerochaeta"	"G"	26931	7	2	NA	NA	7	NA	NA	NA	NA	6	NA	0.006766	0.001019	NA	NA	0.003702	NA	NA	NA	NA	0.006766	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Borreliella"	"G"	26925	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Treponema"	"G"	26934	3	1	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001685	0.0005097	NA	NA	NA	NA	0.001685	NA	NA	NA	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Treponema 2"	"G"	26935	2	1	NA	NA	1	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	0.0005289	NA	NA	NA	NA	0.002255	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"uncultured"	"G"	26936	2	1	NA	NA	2	NA	2	NA	NA	1	NA	0.001128	0.0005097	NA	NA	0.001058	NA	0.001124	NA	NA	0.001128	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Synergistetes"	"P"	3898	5	4	NA	NA	5	NA	NA	NA	NA	5	NA	0.005639	0.002039	NA	NA	0.002644	NA	NA	NA	NA	0.005639	NA	"Bacteria"
"Synergistia"	"C"	3899	5	4	NA	NA	5	NA	NA	NA	NA	5	NA	0.005639	0.002039	NA	NA	0.002644	NA	NA	NA	NA	0.005639	NA	"Bacteria>Synergistetes"
"Synergistales"	"O"	3900	5	4	NA	NA	5	NA	NA	NA	NA	5	NA	0.005639	0.002039	NA	NA	0.002644	NA	NA	NA	NA	0.005639	NA	"Bacteria>Synergistetes>Synergistia"
"Synergistaceae"	"F"	3901	5	4	NA	NA	5	NA	NA	NA	NA	5	NA	0.005639	0.002039	NA	NA	0.002644	NA	NA	NA	NA	0.005639	NA	"Bacteria>Synergistetes>Synergistia>Synergistales"
"uncultured"	"G"	3916	4	3	NA	NA	1	NA	NA	NA	NA	4	NA	0.004511	0.001529	NA	NA	0.0005289	NA	NA	NA	NA	0.004511	NA	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
