"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.kreport.cladeReads"	"kraken2_classification_june_BC02.kreport.cladeReads"	"kraken2_classification_june_BC03.kreport.cladeReads"	"kraken2_classification_june_BC04.kreport.cladeReads"	"kraken2_classification_june_BC05.kreport.cladeReads"	"kraken2_classification_june_BC06.kreport.cladeReads"	"kraken2_classification_june_BC07.kreport.cladeReads"	"kraken2_classification_june_BC08.kreport.cladeReads"	"kraken2_classification_june_BC09.kreport.cladeReads"	"kraken2_classification_june_BC10.kreport.cladeReads"	"kraken2_classification_june_BC11.kreport.cladeReads"	"kraken2_classification_june_BC12.kreport.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.kreport.cladeReads.."	"kraken2_classification_june_BC02.kreport.cladeReads.."	"kraken2_classification_june_BC03.kreport.cladeReads.."	"kraken2_classification_june_BC04.kreport.cladeReads.."	"kraken2_classification_june_BC05.kreport.cladeReads.."	"kraken2_classification_june_BC06.kreport.cladeReads.."	"kraken2_classification_june_BC07.kreport.cladeReads.."	"kraken2_classification_june_BC08.kreport.cladeReads.."	"kraken2_classification_june_BC09.kreport.cladeReads.."	"kraken2_classification_june_BC10.kreport.cladeReads.."	"kraken2_classification_june_BC11.kreport.cladeReads.."	"kraken2_classification_june_BC12.kreport.cladeReads.."	"lineage"
"Candidatus Planktophila vernalis"	"S"	1884907	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae>Candidatus&nbsp;Planktophila"
"Candidatus Nanopelagicus"	"G"	2039639	21	8	1	2	NA	2	NA	NA	NA	NA	NA	21	NA	0.02368	0.004078	0.01362	0.001258	NA	0.001058	NA	NA	NA	NA	NA	0.02368	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae"
"Candidatus Nanopelagicus hibericus"	"S"	1884915	3	3	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	0.001529	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae>Candidatus&nbsp;Nanopelagicus"
"Propionibacteriales"	"O"	85009	64	64	3	47	NA	36	NA	NA	1	NA	NA	44	NA	0.04962	0.03262	0.04086	0.02957	NA	0.01904	NA	NA	0.0005618	NA	NA	0.04962	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nocardioidaceae"	"F"	85015	54	54	2	39	NA	29	NA	NA	1	NA	NA	25	NA	0.02819	0.02753	0.02724	0.02454	NA	0.01534	NA	NA	0.0005618	NA	NA	0.02819	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales"
"Kribbella"	"G"	182639	30	30	NA	24	NA	19	NA	NA	1	NA	NA	NA	NA	0.01529	0.01529	NA	0.0151	NA	0.01005	NA	NA	0.0005618	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Kribbella flavida"	"S"	182640	30	30	NA	24	NA	19	NA	NA	1	NA	NA	NA	NA	0.01529	0.01529	NA	0.0151	NA	0.01005	NA	NA	0.0005618	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Kribbella"
"Kribbella flavida DSM 17836"	"-"	479435	30	30	NA	24	NA	19	NA	NA	1	NA	NA	NA	NA	0.01529	0.01529	NA	0.0151	NA	0.01005	NA	NA	0.0005618	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Kribbella>Kribbella&nbsp;flavida"
"Micropruina"	"G"	116071	15	14	NA	4	NA	4	NA	NA	NA	NA	NA	15	NA	0.01692	0.007136	NA	0.002516	NA	0.002116	NA	NA	NA	NA	NA	0.01692	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Micropruina glycogenica"	"S"	75385	15	14	NA	4	NA	4	NA	NA	NA	NA	NA	15	NA	0.01692	0.007136	NA	0.002516	NA	0.002116	NA	NA	NA	NA	NA	0.01692	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Micropruina"
"Nocardioides"	"G"	1839	5	4	1	2	NA	1	NA	NA	NA	NA	NA	5	NA	0.01362	0.002039	0.01362	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Nocardioides sp. 603"	"S"	2483798	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Nocardioides sp. CF8"	"S"	110319	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Nocardioides sp. JS614"	"S"	196162	3	1	1	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.01362	0.0005097	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Aeromicrobium"	"G"	2040	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.001258	0.001019	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Aeromicrobium choanae"	"S"	1736691	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium"
"Actinopolymorpha"	"G"	117156	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Actinopolymorpha singaporensis"	"S"	117157	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Actinopolymorpha"
"Propionibacteriaceae"	"F"	31957	18	8	NA	8	NA	4	NA	NA	NA	NA	NA	18	NA	0.0203	0.004078	NA	0.005033	NA	0.002116	NA	NA	NA	NA	NA	0.0203	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales"
"Tessaracoccus"	"G"	72763	4	3	NA	2	NA	1	NA	NA	NA	NA	NA	4	NA	0.004511	0.001529	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Tessaracoccus flavus"	"S"	1610493	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Propionibacterium"	"G"	1743	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propionibacterium freudenreichii"	"S"	1744	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Propionibacterium"
"Propionimicrobium"	"G"	203133	5	1	NA	2	NA	1	NA	NA	NA	NA	NA	5	NA	0.005639	0.0005097	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propionimicrobium sp. Marseille-P3275"	"S"	1871034	5	1	NA	2	NA	1	NA	NA	NA	NA	NA	5	NA	0.005639	0.0005097	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Propionimicrobium"
"Pseudopropionibacterium"	"G"	1912217	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Pseudopropionibacterium propionicum"	"S"	1750	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Pseudopropionibacterium"
"Pseudopropionibacterium propionicum F0230a"	"-"	767029	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Pseudopropionibacterium>Pseudopropionibacterium&nbsp;propionicum"
"Micromonosporales"	"O"	85008	12	12	2	10	NA	10	NA	1	NA	NA	NA	11	NA	1.087	0.006117	0.02724	0.006291	NA	0.005289	NA	1.087	NA	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Micromonosporaceae"	"F"	28056	12	12	2	10	NA	10	NA	1	NA	NA	NA	11	NA	1.087	0.006117	0.02724	0.006291	NA	0.005289	NA	1.087	NA	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales"
"Actinoplanes"	"G"	1865	6	5	2	5	NA	4	NA	NA	NA	NA	NA	6	NA	0.02724	0.002549	0.02724	0.003146	NA	0.002116	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinoplanes sp. SE50"	"S"	2033844	4	3	1	4	NA	3	NA	NA	NA	NA	NA	NA	NA	0.01362	0.001529	0.01362	0.002516	NA	0.001587	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Actinoplanes derwentensis"	"S"	113562	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Actinoplanes sp. N902-109"	"S"	649831	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Verrucosispora"	"G"	84593	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Verrucosispora maris"	"S"	1003110	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Verrucosispora"
"Verrucosispora maris AB-18-032"	"-"	263358	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Verrucosispora>Verrucosispora&nbsp;maris"
"Plantactinospora"	"G"	673534	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005289	0.0005097	NA	NA	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Plantactinospora sp. KBS50"	"S"	2024580	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Plantactinospora"
"Actinomycetales"	"O"	2037	26	7	NA	3	NA	6	NA	NA	NA	NA	NA	26	NA	0.02932	0.003568	NA	0.001887	NA	0.003173	NA	NA	NA	NA	NA	0.02932	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Actinomycetaceae"	"F"	2049	26	7	NA	3	NA	6	NA	NA	NA	NA	NA	26	NA	0.02932	0.003568	NA	0.001887	NA	0.003173	NA	NA	NA	NA	NA	0.02932	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales"
"Actinomyces"	"G"	1654	6	4	NA	2	NA	3	NA	NA	NA	NA	NA	6	NA	0.006766	0.002039	NA	0.001258	NA	0.001587	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinomyces radingae"	"S"	131110	2	1	NA	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.001258	0.0005097	NA	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinomyces sp. 2129"	"S"	2321394	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinotignum"	"G"	1653174	11	2	NA	1	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01241	0.001019	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinotignum sp. 313"	"S"	2171980	11	2	NA	1	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01241	0.001019	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinotignum"
"Mobiluncus"	"G"	2050	6	1	NA	NA	NA	2	NA	NA	NA	NA	NA	6	NA	0.006766	0.0005097	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Mobiluncus curtisii"	"S"	2051	6	1	NA	NA	NA	2	NA	NA	NA	NA	NA	6	NA	0.006766	0.0005097	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Mobiluncus"
"Mobiluncus curtisii ATCC 43063"	"-"	548479	6	1	NA	NA	NA	2	NA	NA	NA	NA	NA	6	NA	0.006766	0.0005097	NA	NA	NA	0.001058	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Mobiluncus>Mobiluncus&nbsp;curtisii"
"Pseudonocardiales"	"O"	85010	6	5	2	4	1	4	NA	NA	NA	NA	1	6	NA	1.786	0.002549	0.02724	0.002516	0.6289	0.002116	NA	NA	NA	NA	1.786	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Pseudonocardiaceae"	"F"	2070	6	5	2	4	1	4	NA	NA	NA	NA	1	6	NA	1.786	0.002549	0.02724	0.002516	0.6289	0.002116	NA	NA	NA	NA	1.786	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales"
"Pseudonocardia"	"G"	1847	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Pseudonocardia sp. HH130629-09"	"S"	1641402	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Pseudonocardia"
"Saccharothrix"	"G"	2071	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Saccharothrix espanaensis"	"S"	103731	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Saccharothrix"
"Saccharothrix espanaensis DSM 44229"	"-"	1179773	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Saccharothrix>Saccharothrix&nbsp;espanaensis"
"Actinosynnema"	"G"	40566	3	1	1	1	NA	1	NA	NA	NA	NA	NA	3	NA	0.01362	0.0005097	0.01362	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Actinosynnema pretiosum"	"S"	42197	2	1	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002255	0.0005097	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Actinosynnema"
"Frankiales"	"O"	85013	6	3	1	3	NA	1	NA	NA	NA	NA	NA	6	NA	0.01362	0.001529	0.01362	0.001887	NA	0.0005289	NA	NA	NA	NA	NA	0.006766	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Frankiaceae"	"F"	74712	2	2	1	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.01362	0.001019	0.01362	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales"
"Frankia"	"G"	1854	2	2	1	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.01362	0.001019	0.01362	0.001258	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae"
"Frankia inefficax"	"S"	298654	2	2	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01362	0.001019	0.01362	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Actinobacteria incertae sedis"	"-"	1643818	7	3	NA	7	NA	5	NA	NA	NA	NA	NA	NA	NA	0.004404	0.001529	NA	0.004404	NA	0.002644	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Thermobispora"	"G"	147067	7	3	NA	7	NA	5	NA	NA	NA	NA	NA	NA	NA	0.004404	0.001529	NA	0.004404	NA	0.002644	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinobacteria&nbsp;incertae&nbsp;sedis"
"Thermobispora bispora"	"S"	2006	7	3	NA	7	NA	5	NA	NA	NA	NA	NA	NA	NA	0.004404	0.001529	NA	0.004404	NA	0.002644	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinobacteria&nbsp;incertae&nbsp;sedis>Thermobispora"
"Thermobispora bispora DSM 43833"	"-"	469371	7	3	NA	7	NA	5	NA	NA	NA	NA	NA	NA	NA	0.004404	0.001529	NA	0.004404	NA	0.002644	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinobacteria&nbsp;incertae&nbsp;sedis>Thermobispora>Thermobispora&nbsp;bispora"
"Geodermatophilales"	"O"	1643682	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Geodermatophilaceae"	"F"	85030	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001019	0.001019	NA	0.0006291	NA	0.0005289	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales"
"Jiangellales"	"O"	1217098	4	1	1	NA	NA	4	NA	NA	NA	NA	NA	1	NA	0.01362	0.0005097	0.01362	NA	NA	0.002116	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Jiangellaceae"	"F"	1217100	4	1	1	NA	NA	4	NA	NA	NA	NA	NA	1	NA	0.01362	0.0005097	0.01362	NA	NA	0.002116	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Jiangellales"
"Jiangella"	"G"	281472	4	1	1	NA	NA	4	NA	NA	NA	NA	NA	1	NA	0.01362	0.0005097	0.01362	NA	NA	0.002116	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Jiangellales>Jiangellaceae"
"Nakamurellales"	"O"	1643684	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nakamurellaceae"	"F"	85031	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales"
"Nakamurella"	"G"	53460	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales>Nakamurellaceae"
"Nakamurella panacisegetis"	"S"	1090615	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales>Nakamurellaceae>Nakamurella"
