"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Diaphorobacter polyhydroxybutyrativorans"	"S"	1546149	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Diaphorobacter"
"pseudomallei group"	"S"	111527	428	428	13	318	NA	302	NA	NA	40	NA	NA	68	NA	0.3433	0.3433	0.2633	0.3203	NA	0.2269	NA	NA	0.02287	NA	NA	0.096	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia mallei"	"S"	13373	263	263	4	199	NA	167	NA	NA	23	NA	NA	30	NA	0.2109	0.2109	0.081	0.2004	NA	0.1255	NA	NA	0.01315	NA	NA	0.04235	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia thailandensis"	"S"	57975	157	157	7	115	NA	120	NA	NA	14	NA	NA	15	NA	0.1418	0.1259	0.1418	0.1158	NA	0.09017	NA	NA	0.008005	NA	NA	0.02118	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia pseudomallei"	"S"	28450	6	4	1	3	NA	6	NA	NA	3	NA	NA	3	NA	0.02025	0.003208	0.02025	0.003022	NA	0.004508	NA	NA	0.001715	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia oklahomensis"	"S"	342113	10	1	NA	1	NA	2	NA	NA	NA	NA	NA	10	NA	0.01412	0.000802	NA	0.001007	NA	0.001503	NA	NA	NA	NA	NA	0.01412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia cepacia complex"	"S"	87882	145	145	4	123	NA	106	NA	NA	19	1	NA	32	NA	1.515	0.1163	0.081	0.1239	NA	0.07965	NA	NA	0.01086	1.515	NA	0.04518	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia vietnamiensis"	"S"	60552	135	135	2	114	NA	78	NA	NA	NA	NA	NA	10	NA	0.1148	0.1083	0.0405	0.1148	NA	0.05861	NA	NA	NA	NA	NA	0.01412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia multivorans"	"S"	87883	6	5	1	3	NA	6	NA	NA	NA	NA	NA	1	NA	0.02025	0.00401	0.02025	0.003022	NA	0.004508	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia cepacia"	"S"	292	5	1	NA	NA	NA	1	NA	NA	5	NA	NA	2	NA	0.002859	0.000802	NA	NA	NA	0.0007514	NA	NA	0.002859	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia cenocepacia"	"S"	95486	2	1	NA	NA	NA	1	NA	NA	2	NA	NA	1	NA	0.001412	0.000802	NA	NA	NA	0.0007514	NA	NA	0.001144	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia ubonensis"	"S"	101571	5	1	NA	2	NA	5	NA	NA	2	NA	NA	3	NA	0.004235	0.000802	NA	0.002015	NA	0.003757	NA	NA	0.001144	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. CCGE1001"	"S"	640510	113	42	NA	28	NA	84	NA	NA	1	NA	NA	113	NA	0.1595	0.03368	NA	0.0282	NA	0.06312	NA	NA	0.0005718	NA	NA	0.1595	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. 2002721687"	"S"	1468409	31	28	1	31	NA	22	NA	NA	4	NA	NA	5	NA	0.03123	0.02246	0.02025	0.03123	NA	0.01653	NA	NA	0.002287	NA	NA	0.007059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia gladioli"	"S"	28095	24	5	1	6	NA	24	NA	NA	2	NA	NA	16	NA	0.02259	0.00401	0.02025	0.006044	NA	0.01803	NA	NA	0.001144	NA	NA	0.02259	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. Bp7605"	"S"	1740163	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Polynucleobacter duraquae"	"S"	1835254	31	10	1	4	NA	31	NA	NA	NA	NA	NA	31	NA	0.04376	0.00802	0.02025	0.004029	NA	0.02329	NA	NA	NA	NA	NA	0.04376	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter necessarius"	"S"	576610	11	4	NA	2	NA	11	NA	NA	NA	NA	NA	10	NA	0.01412	0.003208	NA	0.002015	NA	0.008265	NA	NA	NA	NA	NA	0.01412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter asymbioticus"	"S"	576611	51	4	NA	3	NA	30	1	NA	NA	NA	NA	51	NA	1.333	0.003208	NA	0.003022	NA	0.02254	1.333	NA	NA	NA	NA	0.072	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Ralstonia solanacearum"	"S"	305	67	15	1	14	NA	67	NA	NA	7	NA	NA	55	1	1.176	0.01203	0.02025	0.0141	NA	0.05034	NA	NA	0.004003	NA	NA	0.07765	1.176	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Pandoraea pulmonicola"	"S"	93221	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	2	NA	0.002823	0.001604	NA	0.001007	NA	0.002254	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea norimbergensis"	"S"	93219	5	1	NA	3	NA	2	NA	NA	NA	NA	NA	5	NA	0.007059	0.000802	NA	0.003022	NA	0.001503	NA	NA	NA	NA	NA	0.007059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea pnomenusa"	"S"	93220	3	1	1	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.02025	0.000802	0.02025	NA	NA	0.0007514	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea thiooxydans"	"S"	445709	6	1	NA	NA	NA	3	NA	NA	NA	NA	NA	6	NA	0.00847	0.000802	NA	NA	NA	0.002254	NA	NA	NA	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Cupriavidus basilensis"	"S"	68895	5	5	1	NA	NA	4	NA	NA	NA	1	NA	2	NA	1.515	0.00401	0.02025	NA	NA	0.003006	NA	NA	NA	1.515	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus gilardii"	"S"	82541	6	2	NA	NA	NA	2	NA	NA	NA	NA	NA	6	NA	0.00847	0.001604	NA	NA	NA	0.001503	NA	NA	NA	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. USMAHM13"	"S"	1389192	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.002254	0.001604	NA	0.001007	NA	0.002254	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. USMAA1020"	"S"	367825	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001412	0.000802	NA	NA	NA	0.0007514	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Paraburkholderia terrae"	"S"	311230	13	7	NA	NA	NA	13	NA	NA	NA	NA	NA	1	NA	0.009768	0.005614	NA	NA	NA	0.009768	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia sprentiae"	"S"	948107	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001604	0.001604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia sp. SOS3"	"S"	1926494	12	2	NA	NA	NA	3	NA	NA	NA	NA	NA	12	NA	0.01694	0.001604	NA	NA	NA	0.002254	NA	NA	NA	NA	NA	0.01694	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Massilia sp. B2"	"S"	2045208	641	74	11	29	NA	641	1	NA	4	NA	NA	441	NA	1.333	0.05935	0.2228	0.02921	NA	0.4817	1.333	NA	0.002287	NA	NA	0.6226	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. ZMN-3"	"S"	2072590	397	63	8	13	NA	397	NA	NA	4	NA	NA	262	NA	0.3699	0.05053	0.162	0.01309	NA	0.2983	NA	NA	0.002287	NA	NA	0.3699	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. WG5"	"S"	1707785	46	12	1	7	NA	46	NA	NA	NA	NA	NA	39	NA	0.05506	0.009624	0.02025	0.007051	NA	0.03456	NA	NA	NA	NA	NA	0.05506	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. NR 4-1"	"S"	1678028	25	6	1	4	1	10	NA	NA	NA	NA	NA	25	NA	1.389	0.004812	0.02025	0.004029	1.389	0.007514	NA	NA	NA	NA	NA	0.03529	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia putida"	"S"	1141883	8	2	NA	3	NA	6	1	NA	8	NA	NA	7	NA	1.333	0.001604	NA	0.003022	NA	0.004508	1.333	NA	0.004574	NA	NA	0.009882	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Herbaspirillum seropedicae"	"S"	964	110	110	3	73	NA	101	NA	NA	5	NA	NA	29	NA	0.08822	0.08822	0.06075	0.07353	NA	0.07589	NA	NA	0.002859	NA	NA	0.04094	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum sp. meg3"	"S"	2025949	27	8	1	1	NA	27	NA	NA	NA	NA	NA	13	NA	0.02029	0.006416	0.02025	0.001007	NA	0.02029	NA	NA	NA	NA	NA	0.01835	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum hiltneri"	"S"	341045	20	5	NA	6	NA	20	NA	NA	NA	NA	NA	20	NA	0.02823	0.00401	NA	0.006044	NA	0.01503	NA	NA	NA	NA	NA	0.02823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum rubrisubalbicans"	"S"	80842	13	2	1	2	NA	13	1	NA	NA	NA	NA	5	NA	1.333	0.001604	0.02025	0.002015	NA	0.009768	1.333	NA	NA	NA	NA	0.007059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Collimonas arenae"	"S"	279058	19	6	NA	3	NA	12	NA	NA	NA	NA	NA	19	NA	0.02682	0.004812	NA	0.003022	NA	0.009017	NA	NA	NA	NA	NA	0.02682	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Collimonas pratensis"	"S"	279113	9	1	NA	NA	NA	9	NA	NA	NA	NA	NA	3	NA	0.006763	0.000802	NA	NA	NA	0.006763	NA	NA	NA	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Janthinobacterium sp. B9-8"	"S"	1236179	32	5	NA	3	NA	24	NA	NA	1	NA	NA	32	NA	0.04518	0.00401	NA	0.003022	NA	0.01803	NA	NA	0.0005718	NA	NA	0.04518	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium agaricidamnosum"	"S"	55508	3	3	NA	2	NA	2	NA	NA	1	NA	NA	2	NA	0.002823	0.002406	NA	0.002015	NA	0.001503	NA	NA	0.0005718	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. Marseille"	"S"	375286	11	3	NA	4	NA	11	NA	NA	NA	NA	NA	1	NA	0.008265	0.002406	NA	0.004029	NA	0.008265	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Herminiimonas arsenitoxidans"	"S"	1809410	18	5	1	3	NA	18	NA	NA	NA	NA	NA	13	NA	0.02025	0.00401	0.02025	0.003022	NA	0.01353	NA	NA	NA	NA	NA	0.01835	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas"
"Oxalobacter formigenes"	"S"	847	8	3	1	3	NA	8	NA	NA	1	NA	NA	7	NA	0.02025	0.002406	0.02025	0.003022	NA	0.006011	NA	NA	0.0005718	NA	NA	0.009882	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Oxalobacter"
"Leptothrix cholodnii"	"S"	34029	480	41	1	25	NA	102	NA	1	1	NA	NA	480	NA	2.273	0.03288	0.02025	0.02518	NA	0.07664	NA	2.273	0.0005718	NA	NA	0.6776	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Leptothrix"
"Thiomonas intermedia"	"S"	926	227	41	7	15	NA	227	NA	NA	3	NA	NA	141	NA	0.1991	0.03288	0.1418	0.01511	NA	0.1706	NA	NA	0.001715	NA	NA	0.1991	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Thiomonas"
"Roseateles depolymerans"	"S"	76731	168	40	4	17	NA	159	NA	NA	2	NA	NA	168	NA	0.2372	0.03208	0.081	0.01712	NA	0.1195	NA	NA	0.001144	NA	NA	0.2372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Roseateles"
"Methylibium petroleiphilum"	"S"	105560	441	38	NA	31	NA	114	NA	1	3	NA	NA	441	NA	2.273	0.03048	NA	0.03123	NA	0.08566	NA	2.273	0.001715	NA	NA	0.6226	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Methylibium"
"Rhizobacter gummiphilus"	"S"	946333	300	36	2	25	NA	64	NA	NA	2	NA	NA	300	1	1.176	0.02887	0.0405	0.02518	NA	0.04809	NA	NA	0.001144	NA	NA	0.4235	1.176	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rhizobacter"
"Paucibacter sp. KCTC 42545"	"S"	1768242	142	19	4	14	1	64	NA	NA	2	NA	NA	142	NA	1.389	0.01524	0.081	0.0141	1.389	0.04809	NA	NA	0.001144	NA	NA	0.2005	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Paucibacter"
"Rubrivivax gelatinosus"	"S"	28068	112	18	3	20	NA	22	NA	NA	NA	NA	NA	112	NA	0.1581	0.01444	0.06075	0.02015	NA	0.01653	NA	NA	NA	NA	NA	0.1581	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rubrivivax"
"Mitsuaria sp. 7"	"S"	1658665	43	11	NA	2	NA	41	NA	NA	1	NA	NA	43	NA	0.0607	0.008822	NA	0.002015	NA	0.03081	NA	NA	0.0005718	NA	NA	0.0607	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Mitsuaria"
"Burkholderiales bacterium YL45"	"S"	1834205	89	89	4	71	NA	86	NA	NA	NA	NA	NA	32	NA	0.081	0.07138	0.081	0.07152	NA	0.06462	NA	NA	NA	NA	NA	0.04518	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>unclassified&nbsp;Burkholderiales&nbsp;(miscellaneous)"
"Burkholderiales bacterium GJ-E10"	"S"	1469502	9	9	NA	3	NA	9	NA	NA	NA	NA	NA	9	NA	0.01271	0.007218	NA	0.003022	NA	0.006763	NA	NA	NA	NA	NA	0.01271	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>unclassified&nbsp;Burkholderiales&nbsp;(miscellaneous)"
"[Polyangium] brachysporum"	"S"	413882	150	27	2	6	NA	68	NA	NA	1	NA	NA	150	NA	0.2118	0.02165	0.0405	0.006044	NA	0.0511	NA	NA	0.0005718	NA	NA	0.2118	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"Achromobacter denitrificans"	"S"	32002	112	97	8	112	NA	100	NA	NA	65	NA	NA	45	NA	0.162	0.0778	0.162	0.1128	NA	0.07514	NA	NA	0.03717	NA	NA	0.06353	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Achromobacter xylosoxidans"	"S"	85698	12	2	1	1	NA	8	NA	NA	NA	NA	NA	12	NA	0.02025	0.001604	0.02025	0.001007	NA	0.006011	NA	NA	NA	NA	NA	0.01694	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Achromobacter spanius"	"S"	217203	2	1	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	1.389	0.000802	NA	NA	1.389	0.0007514	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Achromobacter sp. AONIH1"	"S"	1758194	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000802	0.000802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Paenalcaligenes hominis"	"S"	643674	533	78	9	52	NA	533	NA	NA	4	NA	NA	295	NA	0.4165	0.06256	0.1823	0.05238	NA	0.4005	NA	NA	0.002287	NA	NA	0.4165	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Paenalcaligenes"
"Oligella urethralis"	"S"	90245	73	31	4	28	NA	73	NA	NA	NA	NA	NA	63	NA	0.08894	0.02486	0.081	0.0282	NA	0.05485	NA	NA	NA	NA	NA	0.08894	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Oligella"
"Advenella mimigardefordensis"	"S"	302406	76	13	1	8	NA	53	NA	NA	1	NA	NA	76	NA	0.1073	0.01043	0.02025	0.008058	NA	0.03982	NA	NA	0.0005718	NA	NA	0.1073	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Advenella"
"Advenella kashmirensis"	"S"	310575	2	2	1	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.02025	0.001604	0.02025	0.001007	NA	0.001503	NA	NA	NA	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Advenella"
"Castellaniella defragrans"	"S"	75697	67	16	3	3	NA	67	NA	NA	NA	NA	NA	40	NA	0.06075	0.01283	0.06075	0.003022	NA	0.05034	NA	NA	NA	NA	NA	0.05647	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Castellaniella"
"Basilea psittacipulmonis"	"S"	1472345	80	14	3	12	NA	28	NA	NA	4	NA	NA	80	NA	0.1129	0.01123	0.06075	0.01209	NA	0.02104	NA	NA	0.002287	NA	NA	0.1129	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Basilea"
"Orrella dioscoreae"	"S"	1851544	83	11	2	7	NA	62	NA	NA	1	NA	NA	83	NA	0.1172	0.008822	0.0405	0.007051	NA	0.04659	NA	NA	0.0005718	NA	NA	0.1172	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Orrella"
"Taylorella equigenitalis"	"S"	29575	17	7	NA	9	NA	17	NA	NA	NA	NA	NA	5	NA	0.01277	0.005614	NA	0.009066	NA	0.01277	NA	NA	NA	NA	NA	0.007059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Taylorella"
"Taylorella asinigenitalis"	"S"	84590	12	2	NA	1	NA	12	NA	NA	NA	NA	NA	10	NA	0.01412	0.001604	NA	0.001007	NA	0.009017	NA	NA	NA	NA	NA	0.01412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Taylorella"
"Bordetella pertussis"	"S"	520	2	1	NA	2	NA	2	NA	NA	NA	NA	NA	2	NA	0.002823	0.000802	NA	0.002015	NA	0.001503	NA	NA	NA	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Bordetella petrii"	"S"	94624	6	1	NA	4	1	4	NA	NA	NA	NA	NA	6	NA	1.389	0.000802	NA	0.004029	1.389	0.003006	NA	NA	NA	NA	NA	0.00847	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Alcaligenes faecalis"	"S"	511	15	2	1	1	NA	7	NA	NA	NA	NA	NA	15	NA	0.02118	0.001604	0.02025	0.001007	NA	0.00526	NA	NA	NA	NA	NA	0.02118	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Pusillimonas sp. T7-7"	"S"	1007105	29	1	NA	NA	NA	11	NA	NA	NA	NA	NA	29	NA	0.04094	0.000802	NA	NA	NA	0.008265	NA	NA	NA	NA	NA	0.04094	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Pusillimonas"
"Vitreoscilla sp. C1"	"S"	96942	3242	3102	90	2626	1	3242	NA	NA	40	NA	NA	964	1	2.645	2.488	1.823	2.645	1.389	2.436	NA	NA	0.02287	NA	NA	1.361	1.176	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Vitreoscilla"
