	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Fibrobacter	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibrobacteraceae (uncultured)	30.0	21.0	17.0	16.0	33.0	18.0	20.0	74.0	34.0	29.0	28.0	11.0	31.0	9.0	8.0	8.0	0.0	0.0	0.0	7.0
Fictibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filomicrobium	0.0	0.0	0.0	3.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	10.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
Fimbriiglobus	0.0	3.0	0.0	12.0	2.0	0.0	2.0	10.0	0.0	3.0	0.0	0.0	3.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0
Fimbriimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fischerella PCC-9339	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flammeovirga	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flammeovirgaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavihumibacter	0.0	0.0	0.0	7.0	0.0	0.0	3.0	1.0	7.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavisolibacter	5.0	4.0	0.0	2.0	2.0	3.0	7.0	3.0	6.0	4.0	4.0	0.0	1.0	16.0	3.0	0.0	0.0	0.0	0.0	0.0
Flavitalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavobacteriaceae (uncultured)	3.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Flavobacterium	1334.0	704.0	740.0	237.0	892.0	1649.0	1095.0	223.0	1177.0	221.0	199.0	104.0	325.0	311.0	279.0	424.0	4.0	2.0	1.0	1712.0
Flectobacillus	46.0	23.0	35.0	3.0	28.0	52.0	16.0	9.0	24.0	28.0	6.0	5.0	13.0	13.0	24.0	23.0	0.0	0.0	0.0	23.0
Flexibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicola	171.0	183.0	174.0	42.0	273.0	248.0	94.0	52.0	193.0	115.0	56.0	27.0	77.0	59.0	154.0	163.0	0.0	0.0	0.0	230.0
Fluviimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fodinicola	0.0	1.0	0.0	0.0	5.0	0.0	1.0	2.0	0.0	3.0	0.0	0.0	0.0	8.0	54.0	60.0	0.0	0.0	0.0	6.0
Fonticella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fontimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Formivibrio	0.0	5.0	3.0	0.0	2.0	0.0	0.0	11.0	0.0	2.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fournierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Francisella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Franconibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0
Frateuria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Friedmanniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Frigidibacter	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Frigoribacterium	0.0	7.0	16.0	3.0	12.0	0.0	1.0	10.0	0.0	1.0	3.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	13.0
Frondihabitans	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
FukuN18 freshwater group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FukuN57	0.0	0.0	2.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fulvivirga	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusibacter	0.0	0.0	0.0	0.0	2.0	4.0	1.0	2.0	8.0	4.0	3.0	0.0	1.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
Fusicatenibacter	5.0	0.0	0.0	5.0	0.0	5.0	4.0	0.0	2.0	1.0	1.0	0.0	2.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusobacterium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GKS98 freshwater group	64.0	33.0	104.0	70.0	29.0	32.0	20.0	75.0	53.0	92.0	128.0	67.0	27.0	29.0	153.0	168.0	0.0	3.0	0.0	70.0
GOUTA6	2.0	1.0	0.0	6.0	0.0	0.0	0.0	5.0	1.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GOUTB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GWE2-31-10	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gaiella	0.0	1.0	0.0	1.0	3.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Galbitalea	0.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Gallionella	11.0	5.0	7.0	20.0	5.0	14.0	17.0	15.0	25.0	8.0	8.0	6.0	20.0	5.0	1.0	0.0	0.0	0.0	0.0	17.0
Gallionellaceae (uncultured)	2.0	2.0	0.0	5.0	0.0	3.0	3.0	2.0	4.0	4.0	1.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	7.0
Garciella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geitlerinema PCC-7105	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccaceae (uncultured)	0.0	0.0	0.0	4.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminocystis PCC-6308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemmata	0.0	1.0	1.0	19.0	2.0	0.0	2.0	4.0	1.0	2.0	4.0	7.0	4.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0
Gemmataceae (uncultured)	5.0	8.0	7.0	44.0	0.0	3.0	17.0	24.0	6.0	7.0	17.0	10.0	5.0	32.0	1.0	2.0	0.0	0.0	0.0	0.0
Gemmatimonadaceae (uncultured)	5.0	5.0	9.0	40.0	21.0	6.0	9.0	41.0	20.0	19.0	20.0	15.0	144.0	33.0	7.0	9.0	0.0	0.0	0.0	6.0
Gemmatimonas	1.0	2.0	0.0	16.0	9.0	1.0	6.0	20.0	12.0	33.0	71.0	4.0	27.0	9.0	62.0	139.0	0.0	0.0	0.0	6.0
Gemmobacter	6.0	4.0	19.0	26.0	25.0	1.0	12.0	22.0	6.0	11.0	21.0	28.0	44.0	14.0	38.0	22.0	0.0	0.0	0.0	4.0
Geoalkalibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Geobacter	4.0	1.0	0.0	5.0	3.0	4.0	6.0	10.0	13.0	5.0	8.0	1.0	73.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
Geodermatophilus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Geomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Georgfuchsia	1.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geothermobacter	0.0	0.0	1.0	5.0	1.0	0.0	2.0	1.0	3.0	1.0	1.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Geothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gibbsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Giesbergeria	2.0	2.0	0.0	6.0	0.0	0.0	0.0	2.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gillisia	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glaciimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gleocapsa	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glutamicibacter	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gordonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gottschalkia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Granulicatella	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	3.0	4.0	0.0
Granulosicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gulbenkiania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIMB11	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Haematobacter	27.0	40.0	85.0	107.0	174.0	25.0	70.0	151.0	30.0	68.0	119.0	127.0	258.0	64.0	160.0	157.0	0.0	0.0	0.0	11.0
Haematospirillum	0.0	1.0	0.0	0.0	10.0	0.0	2.0	31.0	0.0	11.0	8.0	0.0	2.0	0.0	10.0	16.0	0.0	0.0	0.0	0.0
Haemophilus	3.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0
Hafnia-Obesumbacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haliangium	7.0	28.0	22.0	168.0	15.0	11.0	28.0	133.0	53.0	58.0	43.0	47.0	52.0	990.0	7.0	5.0	0.0	0.0	0.0	31.0
Halioglobus	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Haliscomenobacter	1.0	2.0	0.0	2.0	0.0	2.0	9.0	0.0	3.0	2.0	2.0	2.0	2.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0
Halobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halobacteriovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halocynthiibacter	3.0	16.0	24.0	33.0	64.0	9.0	16.0	55.0	8.0	26.0	56.0	47.0	60.0	33.0	70.0	70.0	0.0	0.0	0.0	9.0
Halodurantibacterium	0.0	0.0	10.0	5.0	18.0	1.0	3.0	6.0	0.0	9.0	5.0	3.0	16.0	4.0	16.0	15.0	0.0	0.0	0.0	0.0
Haloferula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Halomonas	2.0	1.0	3.0	4.0	0.0	1.0	3.0	3.0	3.0	1.0	0.0	0.0	107.0	16.0	1.0	0.0	0.0	0.0	0.0	4.0
Halothiobacillaceae (uncultured)	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halovulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hansschlegelia	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HdN1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Helcobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Helicobacter	7.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	4.0	14.0	0.0	0.0	0.0	0.0
Helicobacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Herbaspirillum	88.0	32.0	33.0	65.0	31.0	57.0	69.0	47.0	80.0	54.0	72.0	72.0	42.0	49.0	25.0	18.0	0.0	0.0	0.0	28.0
Herbiconiux	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbinix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herminiimonas	47.0	51.0	48.0	44.0	40.0	25.0	47.0	70.0	42.0	94.0	87.0	51.0	16.0	19.0	14.0	11.0	0.0	0.0	0.0	32.0
Herpetosiphon	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hirschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Hoeflea	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Holophagaceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Holosporaceae (uncultured)	1.0	2.0	0.0	2.0	0.0	0.0	3.0	1.0	2.0	2.0	3.0	0.0	5.0	10.0	6.0	0.0	0.0	0.0	0.0	0.0
Huakuichenia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hungatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrocarboniphaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenispora	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenophaga	319.0	167.0	307.0	549.0	136.0	276.0	332.0	260.0	305.0	275.0	257.0	396.0	147.0	203.0	117.0	156.0	1.0	1.0	3.0	116.0
Hydrogenophilaceae (uncultured)	1.0	2.0	3.0	4.0	1.0	4.0	5.0	3.0	6.0	2.0	5.0	0.0	17.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Hylemonella	0.0	0.0	0.0	4.0	1.0	0.0	0.0	12.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Hymenobacter	5.0	4.0	2.0	1.0	4.0	4.0	7.0	1.0	1.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Hyphomicrobiaceae (uncultured)	0.0	0.0	0.0	6.0	3.0	0.0	0.0	6.0	0.0	2.0	1.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Hyphomicrobium	5.0	15.0	24.0	70.0	57.0	7.0	18.0	90.0	13.0	27.0	29.0	33.0	155.0	135.0	29.0	45.0	0.0	0.0	0.0	0.0
Hyphomonadaceae (uncultured)	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	5.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0
Hyphomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hypnocyclicus	5.0	2.0	3.0	0.0	0.0	10.0	1.0	1.0	10.0	3.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
IMCC26134	7.0	23.0	88.0	23.0	13.0	16.0	34.0	147.0	68.0	92.0	57.0	202.0	48.0	10.0	1.0	3.0	0.0	0.0	0.0	0.0
IMCC26207	0.0	0.0	3.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	5.0	0.0	0.0	0.0	0.0
IS-44	3.0	3.0	2.0	5.0	0.0	0.0	0.0	0.0	7.0	3.0	2.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Iamia	0.0	0.0	3.0	6.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
Ideonella	26.0	23.0	26.0	40.0	20.0	31.0	30.0	28.0	23.0	42.0	52.0	52.0	16.0	40.0	6.0	24.0	0.0	0.0	0.0	6.0
Ignatzschineria	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ignavibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IheB2-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacter	0.0	1.0	5.0	9.0	6.0	0.0	2.0	2.0	3.0	3.0	5.0	4.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacteraceae (uncultured)	0.0	1.0	4.0	1.0	11.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	6.0	1.0	4.0	0.0	0.0	0.0	0.0
Immundisolibacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Inhella	3.0	5.0	7.0	11.0	1.0	3.0	4.0	4.0	5.0	13.0	1.0	13.0	3.0	6.0	0.0	7.0	0.0	0.0	0.0	18.0
Insolitispirillum	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinibacter	0.0	5.0	2.0	5.0	9.0	0.0	0.0	7.0	0.0	13.0	9.0	10.0	0.0	13.0	11.0	5.0	0.0	0.0	0.0	95.0
Intestinimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intrasporangiaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Iodobacter	0.0	0.0	1.0	5.0	0.0	2.0	5.0	2.0	1.0	0.0	0.0	0.0	29.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Isosphaeraceae (uncultured)	5.0	4.0	0.0	11.0	8.0	2.0	2.0	14.0	0.0	4.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Izhakiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
JGI 0001001-H03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Janibacter	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Jannaschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Janthinobacterium	116.0	55.0	67.0	117.0	40.0	73.0	101.0	69.0	88.0	86.0	89.0	97.0	48.0	63.0	24.0	53.0	0.0	0.0	0.0	33.0
Jejudonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jeotgalibaca	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	6.0	0.0	0.0	1.0	3.0	0.0	0.0
Jeotgalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCM-B-112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kaistia	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Kamptonema PCC-6407	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kerstersia	2.0	0.0	3.0	7.0	2.0	4.0	6.0	3.0	1.0	2.0	3.0	2.0	2.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Ketogulonicigenium	0.0	0.0	1.0	1.0	5.0	0.0	4.0	2.0	0.0	4.0	3.0	4.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Kiloniellaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
