"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_loman_loman.kreport.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Candidatus Megaira"	"G"	26226	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Candidatus Cryptoprodotis"	"G"	2782	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Rickettsia"	"G"	2784	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Midichloriaceae"	"F"	26213	11	11	0.008691	0.008691	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"MD3-55"	"G"	26222	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"uncultured"	"G"	26223	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Candidatus Anadelfobacter"	"G"	26214	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Candidatus Jidaibacter"	"G"	26218	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Candidatus Lariskella"	"G"	26219	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Lyticum"	"G"	26221	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"uncultured"	"F"	2806	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"AB1"	"F"	26212	6	6	0.004741	0.004741	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"S25-593"	"F"	2796	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Rickettsiales Incertae Sedis"	"F"	2786	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Candidatus Hepatincola"	"G"	2791	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiales&nbsp;Incertae&nbsp;Sedis"
"Rhizobiales"	"O"	2421	574	574	0.4535	0.4535	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhizobiaceae"	"F"	2525	324	324	0.256	0.256	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	"G"	26091	112	112	0.08849	0.08849	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Candidatus Hodgkinia"	"G"	26098	74	74	0.05847	0.05847	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ochrobactrum"	"G"	26115	33	33	0.02607	0.02607	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ensifer"	"G"	2526	21	21	0.01659	0.01659	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Mesorhizobium"	"G"	26112	18	18	0.01422	0.01422	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Nitratireductor"	"G"	26114	12	12	0.009481	0.009481	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Candidatus Liberibacter"	"G"	26099	6	6	0.004741	0.004741	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Bartonella"	"G"	26096	6	6	0.004741	0.004741	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"uncultured"	"G"	26127	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Falsochrobactrum"	"G"	26106	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Shinella"	"G"	2529	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Phyllobacterium"	"G"	26118	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aquamicrobium"	"G"	26093	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudahrensia"	"G"	26119	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Cohaesibacter"	"G"	26103	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Neorhizobium"	"G"	11436	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aureimonas"	"G"	26095	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Lentilitoribacter"	"G"	26110	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Hoeflea"	"G"	26108	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudochrobactrum"	"G"	26121	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aliihoeflea"	"G"	26090	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ciceribacter"	"G"	26102	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aminobacter"	"G"	26092	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Xanthobacteraceae"	"F"	2545	85	85	0.06716	0.06716	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bradyrhizobium"	"G"	26151	52	52	0.04109	0.04109	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"uncultured"	"G"	2554	16	16	0.01264	0.01264	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudolabrys"	"G"	2550	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudorhodoplanes"	"G"	26156	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Rhodopseudomonas"	"G"	26158	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Rhodoplanes"	"G"	26157	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Nitrobacter"	"G"	26154	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Afipia"	"G"	26148	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Ancylobacter"	"G"	2546	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Beijerinckiaceae"	"F"	2435	50	50	0.03951	0.03951	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylobacterium"	"G"	26045	24	24	0.01896	0.01896	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Microvirga"	"G"	26048	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Bosea"	"G"	26042	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Roseiarcus"	"G"	26052	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocystis"	"G"	26046	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylorosula"	"G"	2442	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"1174-901-12"	"G"	26040	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Camelimonas"	"G"	2437	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylovirgula"	"G"	2443	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Chelatococcus"	"G"	2438	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"uncultured"	"G"	2444	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Hyphomicrobiaceae"	"F"	2472	14	14	0.01106	0.01106	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hyphomicrobium"	"G"	2480	7	7	0.005531	0.005531	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Pedomicrobium"	"G"	2483	6	6	0.004741	0.004741	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Filomicrobium"	"G"	2479	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Rhizobiales Incertae Sedis"	"F"	2530	12	12	0.009481	0.009481	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bauldia"	"G"	2532	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Nordella"	"G"	2534	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"G"	14525	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Dichotomicrobium"	"G"	26129	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Phreatobacter"	"G"	11439	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Devosiaceae"	"F"	26055	12	12	0.009481	0.009481	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Devosia"	"G"	26058	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Pelagibacterium"	"G"	26062	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Methyloligellaceae"	"F"	26071	9	9	0.007111	0.007111	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	26075	9	9	0.007111	0.007111	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"uncultured"	"F"	2556	9	9	0.007111	0.007111	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"A0839"	"F"	2423	7	7	0.005531	0.005531	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Stappiaceae"	"F"	26133	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Pannonibacter"	"G"	26138	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Kaistiaceae"	"F"	26065	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Kaistia"	"G"	26066	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Kaistiaceae"
"Amb-16S-1323"	"F"	26039	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobiaceae"	"F"	26131	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobium"	"G"	26132	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodomicrobiaceae"
"Methylopilaceae"	"F"	26076	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hansschlegelia"	"G"	26078	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Rhodobiaceae"	"F"	2536	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Amorphus"	"G"	26130	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"KF-JG30-B3"	"F"	2493	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodobacterales"	"O"	2557	215	215	0.1699	0.1699	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	2558	215	215	0.1699	0.1699	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"uncultured"	"G"	2666	53	53	0.04188	0.04188	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus"	"G"	2607	28	28	0.02212	0.02212	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter"	"G"	2653	12	12	0.009481	0.009481	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseovarius"	"G"	2641	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amylibacter"	"G"	11445	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktomarina"	"G"	11455	7	7	0.005531	0.005531	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseivivax"	"G"	2634	6	6	0.004741	0.004741	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria"	"G"	2645	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudophaeobacter"	"G"	11458	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade NAC11-7 lineage"	"G"	2638	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Loktanella"	"G"	2587	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Haematobacter"	"G"	2575	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudooceanicola"	"G"	26171	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter"	"G"	2624	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter"	"G"	2635	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ascidiaceihabitans"	"G"	11446	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodovulum"	"G"	2626	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseibacterium"	"G"	2628	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubellimicrobium"	"G"	2642	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanicola"	"G"	2601	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade CHAB-I-5 lineage"	"G"	2636	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Mameliella"	"G"	2589	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Gemmobacter"	"G"	2574	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanicella"	"G"	2600	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Palleronia"	"G"	2605	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagibaca"	"G"	2608	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amaricoccus"	"G"	2562	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Cereibacter"	"G"	14530	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Aliiroseovarius"	"G"	14529	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halocynthiibacter"	"G"	11450	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Jhaorihella"	"G"	11451	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ponticoccus"	"G"	2616	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sedimentitalea"	"G"	11460	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudorhodobacter"	"G"	2620	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Citreicella"	"G"	2567	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Celeribacter"	"G"	2566	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tabrizicola"	"G"	2654	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaculum"	"G"	26172	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Silicimonas"	"G"	26173	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Maribius"	"G"	2590	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Lutimaribacter"	"G"	2588	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Defluviimonas"	"G"	2569	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marinibacterium"	"G"	26167	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Litoreibacter"	"G"	2584	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Dinoroseobacter"	"G"	2570	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sphingomonadales"	"O"	2823	163	163	0.1288	0.1288	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	2844	163	163	0.1288	0.1288	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingomonas"	"G"	2852	85	85	0.06716	0.06716	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Novosphingobium"	"G"	2846	20	20	0.0158	0.0158	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium"	"G"	2850	16	16	0.01264	0.01264	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis"	"G"	2853	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Erythrobacter"	"G"	26245	7	7	0.005531	0.005531	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Altererythrobacter"	"G"	26240	7	7	0.005531	0.005531	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus"	"G"	2854	4	4	0.00316	0.00316	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Ellin6055"	"G"	26244	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"uncultured"	"G"	2858	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Polymorphobacter"	"G"	11469	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Porphyrobacter"	"G"	26248	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"DSSF69"	"G"	26243	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas"	"G"	2857	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"SAR11 clade"	"O"	2808	68	68	0.05373	0.05373	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Clade I"	"F"	26228	32	32	0.02528	0.02528	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Clade Ia"	"G"	26229	24	24	0.01896	0.01896	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade>Clade&nbsp;I"
"Clade Ib"	"G"	26230	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade>Clade&nbsp;I"
"uncultured"	"G"	26231	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade>Clade&nbsp;I"
"Clade II"	"F"	26232	24	24	0.01896	0.01896	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Clade III"	"F"	26233	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Clade IV"	"F"	26234	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"uncultured"	"F"	26235	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Acetobacterales"	"O"	25900	66	66	0.05215	0.05215	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Acetobacteraceae"	"F"	25901	65	65	0.05136	0.05136	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales"
"Acidiphilium"	"G"	25904	19	19	0.01501	0.01501	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"uncultured"	"G"	25937	15	15	0.01185	0.01185	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Roseomonas"	"G"	25932	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acetobacter"	"G"	25902	6	6	0.004741	0.004741	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Saccharibacter"	"G"	25934	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acidocella"	"G"	25907	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Gluconobacter"	"G"	25918	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Craurococcus"	"G"	25914	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Commensalibacter"	"G"	25913	2	2	0.00158	0.00158	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acidicaldus"	"G"	25903	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Rhodopila"	"G"	25928	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Komagataeibacter"	"G"	25921	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acidisoma"	"G"	25905	1	1	0.0007901	0.0007901	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Rhodospirillales"	"O"	2667	66	66	0.05215	0.05215	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	26198	33	33	0.02607	0.02607	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"AEGEAN-169 marine group"	"F"	26177	8	8	0.006321	0.006321	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Rhodospirillaceae"	"F"	2717	5	5	0.003951	0.003951	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Candidatus Riegeria"	"G"	2722	3	3	0.00237	0.00237	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
