"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC07.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC07.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Mycolicibacterium flavescens"	"S"	1776	2	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	NA	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycolicibacterium"
"Micromonosporales"	"O"	85008	8	NA	NA	3	NA	3	NA	NA	NA	NA	NA	8	NA	0.009963	NA	NA	0.002134	NA	0.001774	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Micromonosporaceae"	"F"	28056	8	NA	NA	3	NA	3	NA	NA	NA	NA	NA	8	NA	0.009963	NA	NA	0.002134	NA	0.001774	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales"
"Micromonospora"	"G"	1873	4	NA	NA	2	NA	3	NA	NA	NA	NA	NA	4	NA	0.004981	NA	NA	0.001423	NA	0.001774	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Micromonospora citrea"	"S"	47855	2	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	NA	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Micromonospora"
"Micromonospora sp. 173708"	"S"	441467	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Micromonospora"
"Catenuloplanes"	"G"	33874	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Nocardioides sp. EPR 26 W"	"S"	248935	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"environmental samples"	"-"	337819	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium"
"uncultured Aeromicrobium sp."	"S"	337820	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium>environmental&nbsp;samples"
"Microbispora"	"G"	2005	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Microbispora sp. LM 164"	"S"	262288	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae>Microbispora"
"Nocardiopsaceae"	"F"	83676	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nocardiopsis"	"G"	2013	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Nocardiopsis prasina"	"S"	2015	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"unclassified Bifidobacteriales"	"-"	186919	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales"
"Candidatus Ancillula"	"G"	1265508	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>unclassified&nbsp;Bifidobacteriales"
"Candidatus Ancillula trichonymphae"	"S"	1265509	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>unclassified&nbsp;Bifidobacteriales>Candidatus&nbsp;Ancillula"
"Candidatus Ancillula trichonymphae ImTpAt"	"-"	1265510	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>unclassified&nbsp;Bifidobacteriales>Candidatus&nbsp;Ancillula>Candidatus&nbsp;Ancillula&nbsp;trichonymphae"
"Streptoalloteichus"	"G"	2016	3	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	NA	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Streptoalloteichus sp. CC1J"	"S"	672461	3	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	NA	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Streptoalloteichus"
"Bacillus vallismortis"	"S"	72361	46	NA	NA	1	NA	NA	NA	NA	46	NA	NA	NA	NA	0.02716	NA	NA	0.0007114	NA	NA	NA	NA	0.02716	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus sp. TT45(2010)"	"S"	795896	56	NA	NA	1	NA	NA	NA	NA	56	NA	NA	NA	NA	0.03307	NA	NA	0.0007114	NA	NA	NA	NA	0.03307	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus megaterium"	"S"	1404	39	NA	NA	1	NA	3	NA	NA	39	NA	NA	1	NA	0.02303	NA	NA	0.0007114	NA	0.001774	NA	NA	0.02303	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"uncultured bacterium DA154"	"S"	134713	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>environmental&nbsp;samples"
"Bacillus cereus group"	"S"	86661	187	NA	NA	1	NA	2	NA	NA	187	NA	NA	1	NA	0.1104	NA	NA	0.0007114	NA	0.001183	NA	NA	0.1104	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus cereus"	"S"	1396	84	NA	NA	1	NA	2	NA	NA	84	NA	NA	1	NA	0.0496	NA	NA	0.0007114	NA	0.001183	NA	NA	0.0496	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus sp. E-2006"	"S"	370694	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. P-30"	"S"	413385	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus oceanisediminis"	"S"	665099	25	NA	NA	1	NA	NA	NA	NA	25	NA	NA	NA	NA	0.01476	NA	NA	0.0007114	NA	NA	NA	NA	0.01476	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. V16.15"	"S"	1758602	23	NA	NA	1	NA	NA	NA	NA	23	NA	NA	NA	NA	0.01358	NA	NA	0.0007114	NA	NA	NA	NA	0.01358	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Lysinibacillus sphaericus"	"S"	1421	12	NA	NA	1	NA	NA	NA	NA	12	NA	NA	NA	NA	0.007086	NA	NA	0.0007114	NA	NA	NA	NA	0.007086	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lysinibacillus"
"Brevibacillus parabrevis"	"S"	54914	2	NA	NA	2	NA	2	NA	NA	2	NA	NA	NA	NA	0.001423	NA	NA	0.001423	NA	0.001183	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Brevibacillus"
"Paenibacillus"	"G"	44249	80	NA	NA	1	NA	9	NA	NA	80	NA	NA	5	NA	0.04724	NA	NA	0.0007114	NA	0.005323	NA	NA	0.04724	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Paenibacillus graminis"	"S"	189425	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Listeria monocytogenes"	"S"	1639	3176	NA	NA	1	NA	4	NA	NA	3176	NA	NA	2	NA	1.875	NA	NA	0.0007114	NA	0.002366	NA	NA	1.875	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria monocytogenes ATCC 19117"	"-"	882095	83	NA	NA	1	NA	NA	NA	NA	83	NA	NA	NA	NA	0.04901	NA	NA	0.0007114	NA	NA	NA	NA	0.04901	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Planococcus"	"G"	1372	129	NA	NA	1	NA	NA	NA	NA	129	NA	NA	NA	NA	0.07617	NA	NA	0.0007114	NA	NA	NA	NA	0.07617	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Planococcus maritimus"	"S"	192421	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"environmental samples"	"-"	218287	102	NA	NA	1	NA	NA	NA	NA	102	NA	NA	NA	NA	0.06023	NA	NA	0.0007114	NA	NA	NA	NA	0.06023	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"uncultured Lactobacillaceae bacterium"	"S"	218288	102	NA	NA	1	NA	NA	NA	NA	102	NA	NA	NA	NA	0.06023	NA	NA	0.0007114	NA	NA	NA	NA	0.06023	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>environmental&nbsp;samples"
"Streptococcus"	"G"	1301	131	NA	NA	1	NA	1	NA	NA	131	NA	NA	1	NA	0.07735	NA	NA	0.0007114	NA	0.0005915	NA	NA	0.07735	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Streptococcus sp. bSSV21"	"S"	392829	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Enterococcus gallinarum"	"S"	1353	32	NA	NA	1	NA	NA	NA	NA	32	NA	NA	NA	NA	0.0189	NA	NA	0.0007114	NA	NA	NA	NA	0.0189	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus sp. C13"	"S"	1677829	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Carnobacterium"	"G"	2747	32	NA	NA	1	NA	NA	NA	NA	32	NA	NA	2	NA	0.0189	NA	NA	0.0007114	NA	NA	NA	NA	0.0189	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"environmental samples"	"-"	259012	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"uncultured Carnobacterium sp."	"S"	259013	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium>environmental&nbsp;samples"
"Clostridium beijerinckii"	"S"	1520	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. AL08-17"	"S"	573268	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. Culture-24"	"S"	1003346	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Lutispora"	"G"	667112	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"environmental samples"	"-"	1137114	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Lutispora"
"uncultured Lutispora sp."	"S"	1137115	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Lutispora>environmental&nbsp;samples"
"Romboutsia lituseburensis"	"S"	1537	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Romboutsia"
"Butyrivibrio"	"G"	830	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"environmental samples"	"-"	135026	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Butyrivibrio"
"uncultured Butyrivibrio sp."	"S"	370801	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Butyrivibrio>environmental&nbsp;samples"
"Peptococcaceae"	"F"	186807	9	NA	NA	1	NA	2	NA	NA	9	NA	NA	1	NA	0.005314	NA	NA	0.0007114	NA	0.001183	NA	NA	0.005314	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Desulfallas"	"G"	2282740	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfallas geothermicus"	"S"	39060	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfallas"
"Thermoanaerobacterales"	"O"	68295	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia"
"Thermoanaerobacteraceae"	"F"	186814	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales"
"Thermoanaerobacter"	"G"	1754	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"environmental samples"	"-"	114535	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter"
"uncultured Thermoanaerobacter sp."	"S"	242695	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter>environmental&nbsp;samples"
"Negativicutes"	"C"	909932	6	NA	NA	4	NA	2	NA	NA	2	NA	NA	6	NA	0.007472	NA	NA	0.002846	NA	0.001183	NA	NA	0.001181	NA	NA	0.007472	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes"
"Selenomonadales"	"O"	909929	5	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	5	NA	0.006227	NA	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes"
"Selenomonadaceae"	"F"	1843491	3	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003736	NA	NA	0.002134	NA	NA	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales"
"Selenomonas"	"G"	970	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae"
"Selenomonas lacticifex"	"S"	86957	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae>Selenomonas"
"Mitsuokella"	"G"	52225	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae"
"Mitsuokella sp. oral taxon G68"	"S"	712394	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae>Mitsuokella"
"Megamonas"	"G"	158846	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae"
"Megamonas funiformis"	"S"	437897	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	NA	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae>Megamonas"
