"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Rickettsia endosymbiont of Bemisia tabaci"	"S"	337479	15	1	NA	4	15	NA	2	3	NA	NA	NA	1	NA	0.008731	0.008731	NA	0.001808	0.004951	NA	0.001	0.001297	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>unclassified&nbsp;Rickettsia"
"Rickettsia sp. MEAM1 (Bemisia tabaci)"	"-"	1182263	15	1	NA	4	15	NA	2	3	NA	NA	NA	1	NA	0.008731	0.008731	NA	0.001808	0.004951	NA	0.001	0.001297	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>unclassified&nbsp;Rickettsia>Rickettsia&nbsp;endosymbiont&nbsp;of&nbsp;Bemisia&nbsp;tabaci"
"belli group"	"S"	1129742	43	1	NA	3	43	NA	13	11	NA	11	6	6	NA	0.01419	0.008731	NA	0.001356	0.01419	NA	0.0065	0.004757	NA	0.004757	0.001951	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia"
"Rickettsia bellii"	"S"	33990	28	1	NA	2	28	NA	4	2	NA	NA	1	1	NA	0.009243	0.008731	NA	0.0009039	0.009243	NA	0.002	0.000865	NA	NA	0.0003251	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>belli&nbsp;group"
"Rhodospirillales"	"O"	204441	2382	12	2	614	2382	3	222	314	202	162	724	132	NA	0.7863	0.1048	0.01733	0.2775	0.7863	0.3236	0.111	0.1358	0.05587	0.07006	0.2354	0.0659	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Acetobacteraceae"	"F"	433	700	7	NA	216	700	NA	66	84	99	57	246	42	NA	0.2311	0.06112	NA	0.09762	0.2311	NA	0.033	0.03633	0.02738	0.02465	0.07998	0.02097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Acetobacter"	"G"	434	174	2	NA	66	174	NA	28	28	71	37	65	20	NA	0.05744	0.01746	NA	0.02983	0.05744	NA	0.014	0.01211	0.01964	0.016	0.02113	0.009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Acetobacter pomorum"	"S"	65959	129	1	NA	44	129	NA	11	17	71	13	41	7	NA	0.04258	0.008731	NA	0.01988	0.04258	NA	0.0055	0.007352	0.01964	0.005622	0.01333	0.003495	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter"
"Acetobacter senegalensis"	"S"	446692	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008731	0.008731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter"
"Gluconobacter"	"G"	441	30	1	NA	15	30	NA	5	8	23	3	16	3	NA	0.009903	0.008731	NA	0.006779	0.009903	NA	0.0025	0.00346	0.006361	0.001297	0.005202	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Roseomonas"	"G"	125216	253	1	NA	64	253	NA	16	22	2	7	84	11	NA	0.08351	0.008731	NA	0.02892	0.08351	NA	0.008	0.009515	0.0005531	0.003027	0.02731	0.005492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Granulibacter"	"G"	364409	33	1	NA	8	33	NA	1	3	NA	1	10	NA	NA	0.01089	0.008731	NA	0.003615	0.01089	NA	5e-04	0.001297	NA	0.0004325	0.003251	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Granulibacter bethesdensis"	"S"	364410	33	1	NA	8	33	NA	1	3	NA	1	10	NA	NA	0.01089	0.008731	NA	0.003615	0.01089	NA	5e-04	0.001297	NA	0.0004325	0.003251	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Granulibacter"
"Commensalibacter"	"G"	1079922	22	1	NA	10	22	NA	5	3	1	2	9	2	NA	0.008731	0.008731	NA	0.004519	0.007262	NA	0.0025	0.001297	0.0002766	0.000865	0.002926	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Commensalibacter sp. AMU001"	"S"	2478912	22	1	NA	10	22	NA	5	3	1	2	9	2	NA	0.008731	0.008731	NA	0.004519	0.007262	NA	0.0025	0.001297	0.0002766	0.000865	0.002926	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Commensalibacter"
"Rhodospirillaceae"	"F"	41295	1680	5	2	396	1680	3	156	228	102	105	477	89	NA	0.5546	0.04366	0.01733	0.179	0.5546	0.3236	0.078	0.09861	0.02821	0.04541	0.1551	0.04443	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Rhodospirillum"	"G"	1081	43	1	NA	11	43	NA	5	12	NA	4	20	3	NA	0.01419	0.008731	NA	0.004971	0.01419	NA	0.0025	0.00519	NA	0.00173	0.006502	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Rhodospirillum rubrum"	"S"	1085	27	1	NA	3	27	NA	4	6	NA	1	9	1	NA	0.008912	0.008731	NA	0.001356	0.008912	NA	0.002	0.002595	NA	0.0004325	0.002926	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Rhodospirillum"
"Thalassospira"	"G"	168934	64	1	NA	23	64	NA	6	6	13	6	25	2	NA	0.02113	0.008731	NA	0.01039	0.02113	NA	0.003	0.002595	0.003595	0.002595	0.008128	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Thalassospira marina"	"S"	2048283	14	1	NA	4	14	NA	2	NA	NA	NA	7	1	NA	0.008731	0.008731	NA	0.001808	0.004621	NA	0.001	NA	NA	NA	0.002276	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Thalassospira"
"Tistrella"	"G"	171436	63	1	NA	16	63	NA	7	13	37	4	23	4	NA	0.0208	0.008731	NA	0.007231	0.0208	NA	0.0035	0.005622	0.01023	0.00173	0.007478	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Tistrella mobilis"	"S"	171437	63	1	NA	16	63	NA	7	13	37	4	23	4	NA	0.0208	0.008731	NA	0.007231	0.0208	NA	0.0035	0.005622	0.01023	0.00173	0.007478	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Tistrella"
"Tistrella mobilis KA081020-065"	"-"	1110502	63	1	NA	16	63	NA	7	13	37	4	23	4	NA	0.0208	0.008731	NA	0.007231	0.0208	NA	0.0035	0.005622	0.01023	0.00173	0.007478	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Tistrella>Tistrella&nbsp;mobilis"
"Candidatus Endolissoclinum"	"G"	1263978	25	1	NA	6	25	NA	3	3	11	3	12	2	NA	0.008731	0.008731	NA	0.002712	0.008252	NA	0.0015	0.001297	0.003042	0.001297	0.003901	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Candidatus Endolissoclinum faulkneri"	"S"	1263979	25	1	NA	6	25	NA	3	3	11	3	12	2	NA	0.008731	0.008731	NA	0.002712	0.008252	NA	0.0015	0.001297	0.003042	0.001297	0.003901	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Candidatus&nbsp;Endolissoclinum"
"Candidatus Endolissoclinum faulkneri L2"	"-"	1193729	3	1	NA	1	3	NA	NA	NA	1	1	NA	2	NA	0.008731	0.008731	NA	0.0004519	0.0009903	NA	NA	NA	0.0002766	0.0004325	NA	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Candidatus&nbsp;Endolissoclinum>Candidatus&nbsp;Endolissoclinum&nbsp;faulkneri"
"Holosporales"	"O"	1921002	291	10	NA	69	291	NA	53	77	5	39	65	21	NA	0.09606	0.08731	NA	0.03118	0.09606	NA	0.0265	0.0333	0.001383	0.01687	0.02113	0.01048	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Candidatus Paracaedibacteraceae"	"F"	1777752	104	5	NA	28	104	NA	17	24	NA	15	22	4	NA	0.04366	0.04366	NA	0.01265	0.03433	NA	0.0085	0.01038	NA	0.006487	0.007153	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales"
"Candidatus Paracaedibacter"	"G"	1521255	104	5	NA	28	104	NA	17	24	NA	15	22	4	NA	0.04366	0.04366	NA	0.01265	0.03433	NA	0.0085	0.01038	NA	0.006487	0.007153	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Candidatus&nbsp;Paracaedibacteraceae"
"Candidatus Paracaedibacter acanthamoebae"	"S"	91604	104	5	NA	28	104	NA	17	24	NA	15	22	4	NA	0.04366	0.04366	NA	0.01265	0.03433	NA	0.0085	0.01038	NA	0.006487	0.007153	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Candidatus&nbsp;Paracaedibacteraceae>Candidatus&nbsp;Paracaedibacter"
"Caedimonadaceae"	"F"	2100208	102	3	NA	28	102	NA	24	42	4	17	25	11	NA	0.03367	0.02619	NA	0.01265	0.03367	NA	0.012	0.01816	0.001106	0.007352	0.008128	0.005492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales"
"Candidatus Nucleicultrix"	"G"	1509243	102	3	NA	28	102	NA	24	42	4	17	25	11	NA	0.03367	0.02619	NA	0.01265	0.03367	NA	0.012	0.01816	0.001106	0.007352	0.008128	0.005492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Caedimonadaceae"
"Candidatus Nucleicultrix amoebiphila"	"S"	1509244	102	3	NA	28	102	NA	24	42	4	17	25	11	NA	0.03367	0.02619	NA	0.01265	0.03367	NA	0.012	0.01816	0.001106	0.007352	0.008128	0.005492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Caedimonadaceae>Candidatus&nbsp;Nucleicultrix"
"Candidatus Nucleicultrix amoebiphila FS5"	"-"	1414854	102	3	NA	28	102	NA	24	42	4	17	25	11	NA	0.03367	0.02619	NA	0.01265	0.03367	NA	0.012	0.01816	0.001106	0.007352	0.008128	0.005492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Caedimonadaceae>Candidatus&nbsp;Nucleicultrix>Candidatus&nbsp;Nucleicultrix&nbsp;amoebiphila"
"Holosporaceae"	"F"	44746	85	2	NA	13	85	NA	12	11	1	7	18	6	NA	0.02806	0.01746	NA	0.005875	0.02806	NA	0.006	0.004757	0.0002766	0.003027	0.005852	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales"
"unclassified Holosporaceae"	"-"	204454	85	2	NA	13	85	NA	12	11	1	7	18	6	NA	0.02806	0.01746	NA	0.005875	0.02806	NA	0.006	0.004757	0.0002766	0.003027	0.005852	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Holosporaceae"
"endosymbiont of Acanthamoeba sp. UWC8"	"S"	86106	85	2	NA	13	85	NA	12	11	1	7	18	6	NA	0.02806	0.01746	NA	0.005875	0.02806	NA	0.006	0.004757	0.0002766	0.003027	0.005852	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Holosporaceae>unclassified&nbsp;Holosporaceae"
"Caulobacterales"	"O"	204458	3623	4	3	443	3623	2	199	376	31	194	967	131	NA	1.196	0.03493	0.026	0.2002	1.196	0.2157	0.0995	0.1626	0.008573	0.0839	0.3144	0.0654	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Caulobacteraceae"	"F"	76892	3623	4	3	443	3623	2	199	376	31	194	967	131	NA	1.196	0.03493	0.026	0.2002	1.196	0.2157	0.0995	0.1626	0.008573	0.0839	0.3144	0.0654	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Caulobacter"	"G"	75	2202	1	1	177	2202	2	102	223	NA	94	467	70	NA	0.7269	0.008731	0.008666	0.07999	0.7269	0.2157	0.051	0.09644	NA	0.04065	0.1518	0.03495	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Caulobacter henricii"	"S"	69395	1201	1	NA	75	1201	1	53	133	NA	55	217	36	NA	0.3964	0.008731	NA	0.03389	0.3964	0.1079	0.0265	0.05752	NA	0.02379	0.07055	0.01797	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Caulobacter"
"Brevundimonas"	"G"	41275	821	1	1	139	821	NA	59	89	5	71	340	36	NA	0.271	0.008731	0.008666	0.06282	0.271	NA	0.0295	0.03849	0.001383	0.03071	0.1105	0.01797	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Brevundimonas sp. LM2"	"S"	1938605	254	1	NA	47	254	NA	22	22	1	24	138	8	NA	0.08384	0.008731	NA	0.02124	0.08384	NA	0.011	0.009515	0.0002766	0.01038	0.04487	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Asticcacaulis"	"G"	76890	62	1	NA	20	62	NA	6	7	1	NA	21	4	NA	0.02047	0.008731	NA	0.009039	0.02047	NA	0.003	0.003027	0.0002766	NA	0.006828	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Asticcacaulis excentricus"	"S"	78587	62	1	NA	20	62	NA	6	7	1	NA	21	4	NA	0.02047	0.008731	NA	0.009039	0.02047	NA	0.003	0.003027	0.0002766	NA	0.006828	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Asticcacaulis"
"unclassified Caulobacteraceae"	"-"	81440	137	1	NA	33	137	NA	5	15	1	2	17	6	NA	0.04522	0.008731	NA	0.01491	0.04522	NA	0.0025	0.006487	0.0002766	0.000865	0.005527	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Caulobacteraceae bacterium OTSz_A_272"	"S"	1759059	137	1	NA	33	137	NA	5	15	1	2	17	6	NA	0.04522	0.008731	NA	0.01491	0.04522	NA	0.0025	0.006487	0.0002766	0.000865	0.005527	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>unclassified&nbsp;Caulobacteraceae"
"Pelagibacterales"	"O"	54526	99	1	NA	22	99	NA	13	11	11	5	17	6	NA	0.03268	0.008731	NA	0.009942	0.03268	NA	0.0065	0.004757	0.003042	0.002162	0.005527	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Pelagibacteraceae"	"F"	1655514	52	1	NA	15	52	NA	9	9	3	4	8	4	NA	0.01716	0.008731	NA	0.006779	0.01716	NA	0.0045	0.003892	0.0008297	0.00173	0.002601	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales"
"unclassified Pelagibacteraceae"	"-"	1655516	33	1	NA	12	33	NA	6	4	NA	2	6	3	NA	0.01089	0.008731	NA	0.005423	0.01089	NA	0.003	0.00173	NA	0.000865	0.001951	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>Pelagibacteraceae"
"alpha proteobacterium HIMB59"	"S"	744985	26	1	NA	10	26	NA	4	3	NA	2	5	3	NA	0.008731	0.008731	NA	0.004519	0.008582	NA	0.002	0.001297	NA	0.000865	0.001626	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>Pelagibacteraceae>unclassified&nbsp;Pelagibacteraceae"
"unclassified Alphaproteobacteria"	"-"	82117	413	1	2	153	413	NA	91	108	17	66	172	55	NA	0.1363	0.008731	0.01733	0.06915	0.1363	NA	0.0455	0.04671	0.004702	0.02854	0.05592	0.02746	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Phreatobacter"	"G"	1632780	164	1	NA	50	164	NA	4	14	NA	7	58	3	NA	0.05413	0.008731	NA	0.0226	0.05413	NA	0.002	0.006055	NA	0.003027	0.01886	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria"
"Phreatobacter cathodiphilus"	"S"	1868589	164	1	NA	50	164	NA	4	14	NA	7	58	3	NA	0.05413	0.008731	NA	0.0226	0.05413	NA	0.002	0.006055	NA	0.003027	0.01886	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>Phreatobacter"
"Parvularculales"	"O"	255473	37	1	NA	10	37	NA	4	4	2	NA	8	3	NA	0.01221	0.008731	NA	0.004519	0.01221	NA	0.002	0.00173	0.0005531	NA	0.002601	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Parvularculaceae"	"F"	255474	37	1	NA	10	37	NA	4	4	2	NA	8	3	NA	0.01221	0.008731	NA	0.004519	0.01221	NA	0.002	0.00173	0.0005531	NA	0.002601	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Parvularculales"
"Parvularcula"	"G"	208215	37	1	NA	10	37	NA	4	4	2	NA	8	3	NA	0.01221	0.008731	NA	0.004519	0.01221	NA	0.002	0.00173	0.0005531	NA	0.002601	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Parvularculales>Parvularculaceae"
"Parvularcula bermudensis"	"S"	208216	37	1	NA	10	37	NA	4	4	2	NA	8	3	NA	0.01221	0.008731	NA	0.004519	0.01221	NA	0.002	0.00173	0.0005531	NA	0.002601	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Parvularculales>Parvularculaceae>Parvularcula"
"Parvularcula bermudensis HTCC2503"	"-"	314260	37	1	NA	10	37	NA	4	4	2	NA	8	3	NA	0.01221	0.008731	NA	0.004519	0.01221	NA	0.002	0.00173	0.0005531	NA	0.002601	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Parvularculales>Parvularculaceae>Parvularcula>Parvularcula&nbsp;bermudensis"
"Oligoflexia"	"C"	1553900	4101	31	13	561	4101	6	746	649	21	739	703	478	1	1.354	0.2707	0.1127	0.2535	1.354	0.6472	0.373	0.2807	0.005808	0.3196	0.2286	0.2386	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Bacteriovoracales"	"O"	2024979	3020	15	4	291	3020	2	220	183	12	196	142	145	NA	0.9969	0.131	0.03466	0.1315	0.9969	0.2157	0.11	0.07914	0.003319	0.08477	0.04617	0.07239	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia"
"Bacteriovoracaceae"	"F"	263369	2486	7	3	61	2486	2	171	126	5	141	52	110	NA	0.8206	0.06112	0.026	0.02757	0.8206	0.2157	0.0855	0.05449	0.001383	0.06098	0.01691	0.05492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales"
"Bacteriovorax"	"G"	146784	2486	7	3	61	2486	2	171	126	5	141	52	110	NA	0.8206	0.06112	0.026	0.02757	0.8206	0.2157	0.0855	0.05449	0.001383	0.06098	0.01691	0.05492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Bacteriovoracaceae"
"Bacteriovorax stolpii"	"S"	960	2486	7	3	61	2486	2	171	126	5	141	52	110	NA	0.8206	0.06112	0.026	0.02757	0.8206	0.2157	0.0855	0.05449	0.001383	0.06098	0.01691	0.05492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Bacteriovoracaceae>Bacteriovorax"
"Halobacteriovoraceae"	"F"	1652132	418	7	1	209	418	NA	35	35	5	36	65	20	NA	0.138	0.06112	0.008666	0.09445	0.138	NA	0.0175	0.01514	0.001383	0.01557	0.02113	0.009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales"
"Halobacteriovorax"	"G"	1652133	418	7	1	209	418	NA	35	35	5	36	65	20	NA	0.138	0.06112	0.008666	0.09445	0.138	NA	0.0175	0.01514	0.001383	0.01557	0.02113	0.009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Halobacteriovoraceae"
"Halobacteriovorax marinus"	"S"	97084	230	5	1	198	230	NA	25	24	3	28	51	12	NA	0.08948	0.04366	0.008666	0.08948	0.07592	NA	0.0125	0.01038	0.0008297	0.01211	0.01658	0.005991	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Halobacteriovoraceae>Halobacteriovorax"
"Halobacteriovorax sp. BALOs_7"	"S"	2109558	184	2	NA	11	184	NA	10	10	2	7	14	8	NA	0.06074	0.01746	NA	0.004971	0.06074	NA	0.005	0.004325	0.0005531	0.003027	0.004552	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Halobacteriovoraceae>Halobacteriovorax"
"Bdellovibrionales"	"O"	213481	791	13	9	229	791	4	510	446	7	537	534	323	1	0.4367	0.1135	0.07799	0.1035	0.2611	0.4315	0.255	0.1929	0.001936	0.2322	0.1736	0.1613	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia"
"Bdellovibrionaceae"	"F"	213483	791	13	9	229	791	4	510	446	7	537	534	323	1	0.4367	0.1135	0.07799	0.1035	0.2611	0.4315	0.255	0.1929	0.001936	0.2322	0.1736	0.1613	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales"
"Bdellovibrio"	"G"	958	791	13	9	229	791	4	510	446	7	537	534	323	1	0.4367	0.1135	0.07799	0.1035	0.2611	0.4315	0.255	0.1929	0.001936	0.2322	0.1736	0.1613	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae"
"Bdellovibrio bacteriovorus"	"S"	959	225	10	6	99	225	2	190	193	4	205	178	155	NA	0.2157	0.08731	0.05199	0.04474	0.07427	0.2157	0.095	0.08347	0.001106	0.08866	0.05787	0.07738	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae>Bdellovibrio"
"Bdellovibrio bacteriovorus W"	"-"	765869	10	1	NA	3	10	NA	NA	1	NA	3	3	2	NA	0.008731	0.008731	NA	0.001356	0.003301	NA	NA	0.0004325	NA	0.001297	0.0009754	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae>Bdellovibrio>Bdellovibrio&nbsp;bacteriovorus"
"Bdellovibrio exovorus"	"S"	453816	449	3	1	60	449	1	119	130	1	145	272	67	1	0.4367	0.02619	0.008666	0.02712	0.1482	0.1079	0.0595	0.05622	0.0002766	0.06271	0.08843	0.03345	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae>Bdellovibrio"
"Bdellovibrio exovorus JSS"	"-"	1184267	449	3	1	60	449	1	119	130	1	145	272	67	1	0.4367	0.02619	0.008666	0.02712	0.1482	0.1079	0.0595	0.05622	0.0002766	0.06271	0.08843	0.03345	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae>Bdellovibrio>Bdellovibrio&nbsp;exovorus"
"Silvanigrellales"	"O"	2024973	287	3	NA	38	287	NA	16	18	1	5	27	10	NA	0.09474	0.02619	NA	0.01717	0.09474	NA	0.008	0.007785	0.0002766	0.002162	0.008778	0.004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia"
"unclassified Silvanigrellales"	"-"	2024980	287	3	NA	38	287	NA	16	18	1	5	27	10	NA	0.09474	0.02619	NA	0.01717	0.09474	NA	0.008	0.007785	0.0002766	0.002162	0.008778	0.004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Silvanigrellales"
