"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Micromonospora echinospora"	"S"	1877	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Micromonospora"
"Micromonospora sp. WMMA2032"	"S"	2039870	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Micromonospora"
"Actinoplanes"	"G"	1865	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinoplanes friuliensis"	"S"	196914	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Jiangellales"	"O"	1217098	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Jiangellaceae"	"F"	1217100	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Jiangellales"
"Jiangella"	"G"	281472	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Jiangellales>Jiangellaceae"
"Jiangella alkaliphila"	"S"	419479	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Jiangellales>Jiangellaceae>Jiangella"
"Jiangella sp. DSM 45060"	"S"	1798224	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Jiangellales>Jiangellaceae>Jiangella"
"Frankiales"	"O"	85013	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Frankiaceae"	"F"	74712	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales"
"Frankia"	"G"	1854	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae"
"Frankia sp. QA3"	"S"	710111	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Frankia inefficax"	"S"	298654	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Frankia sp. EAN1pec"	"S"	298653	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"unclassified Frankiales"	"-"	1837742	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales"
"unclassified Frankiales (miscellaneous)"	"-"	1920255	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>unclassified&nbsp;Frankiales"
"Frankineae bacterium MT45"	"S"	1882833	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>unclassified&nbsp;Frankiales>unclassified&nbsp;Frankiales&nbsp;(miscellaneous)"
"Streptosporangiales"	"O"	85012	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nocardiopsaceae"	"F"	83676	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nocardiopsis"	"G"	2013	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Nocardiopsis alba"	"S"	53437	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"Thermomonosporaceae"	"F"	2012	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Thermomonospora"	"G"	2019	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae"
"Thermomonospora curvata"	"S"	2020	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae>Thermomonospora"
"Bifidobacteriales"	"O"	85004	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Bifidobacteriaceae"	"F"	31953	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales"
"Scardovia"	"G"	196081	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae"
"Scardovia inopinata"	"S"	78259	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Scardovia"
"Bifidobacterium"	"G"	1678	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae"
"Bifidobacterium angulatum"	"S"	1683	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Geodermatophilales"	"O"	1643682	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Geodermatophilaceae"	"F"	85030	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales"
"Modestobacter"	"G"	88138	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae"
"Modestobacter marinus"	"S"	477641	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Modestobacter"
"Candidatus Nanopelagicales"	"O"	2039638	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Candidatus Nanopelagicaceae"	"F"	2162846	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales"
"Candidatus Planktophila"	"G"	622681	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae"
"Candidatus Planktophila limnetica"	"S"	573600	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae>Candidatus&nbsp;Planktophila"
"Coriobacteriia"	"C"	84998	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Eggerthellales"	"O"	1643822	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Eggerthellaceae"	"F"	1643826	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales"
"Gordonibacter"	"G"	644652	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Gordonibacter massiliensis"	"S"	1841863	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Gordonibacter"
"Eggerthella"	"G"	84111	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Eggerthella lenta"	"S"	84112	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Thermoleophilia"	"C"	1497346	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Solirubrobacterales"	"O"	588673	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia"
"Conexibacteraceae"	"F"	320583	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Conexibacter"	"G"	191494	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae"
"Conexibacter woesei"	"S"	191495	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae>Conexibacter"
"Rubrobacteria"	"C"	84995	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Rubrobacterales"	"O"	84996	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria"
"Rubrobacteraceae"	"F"	84997	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales"
"Rubrobacter"	"G"	42255	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae"
"Rubrobacter radiotolerans"	"S"	42256	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae>Rubrobacter"
"Cyanobacteria/Melainabacteria group"	"-"	1798711	35	35	0.02767	0.02767	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Cyanobacteria"	"P"	1117	35	35	0.02767	0.02767	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group"
"Nostocales"	"O"	1161	15	15	0.01186	0.01186	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Rivulariaceae"	"F"	1185	9	9	0.007116	0.007116	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Calothrix"	"G"	1186	7	7	0.005535	0.005535	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Calothrix brevissima"	"S"	938406	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix parasitica"	"S"	1973486	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. 336/3"	"S"	1337936	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. PCC 7507"	"S"	99598	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Rivularia"	"G"	373984	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Rivularia sp. PCC 7116"	"S"	373994	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Rivularia"
"Microchaete"	"G"	188910	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Microchaete diplosiphon"	"S"	1197	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Microchaete"
"Nostocaceae"	"F"	1162	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Nostoc"	"G"	1177	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Nostoc sp. 'Peltigera membranacea cyanobiont' N6"	"S"	1261031	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Anabaena"	"G"	1163	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Anabaena sp. 90"	"S"	46234	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Anabaena"
"Hapalosiphonaceae"	"F"	1892263	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Fischerella"	"G"	1190	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Hapalosiphonaceae"
"Fischerella sp. NIES-3754"	"S"	1752063	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Hapalosiphonaceae>Fischerella"
"Aphanizomenonaceae"	"F"	1892259	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Raphidiopsis"	"G"	244599	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae"
"Raphidiopsis curvata"	"S"	312883	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Raphidiopsis"
"Scytonemataceae"	"F"	1182	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Scytonema"	"G"	1203	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Scytonemataceae"
"Scytonema sp. HK-05"	"S"	1137095	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Scytonemataceae>Scytonema"
"Oscillatoriophycideae"	"-"	1301283	9	9	0.007116	0.007116	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Oscillatoriales"	"O"	1150	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae"
"Oscillatoriaceae"	"F"	1892254	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Oscillatoria"	"G"	1158	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Oscillatoria acuminata"	"S"	118323	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria"
"Oscillatoria nigro-viridis"	"S"	482564	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria"
"Moorea"	"G"	1155738	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Moorea producens"	"S"	1155739	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Moorea"
"Microcoleaceae"	"F"	1892252	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Trichodesmium"	"G"	1205	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae"
"Trichodesmium erythraeum"	"S"	1206	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae>Trichodesmium"
"Chroococcales"	"O"	1118	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae"
"Aphanothecaceae"	"F"	1890450	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Candidatus Atelocyanobacterium"	"G"	1453359	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae"
"Candidatus Atelocyanobacterium thalassa"	"S"	713887	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Candidatus&nbsp;Atelocyanobacterium"
"Halothece cluster"	"-"	92682	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae"
"Halothece"	"G"	76023	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Halothece&nbsp;cluster"
"Halothece sp. PCC 7418"	"S"	65093	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Aphanothecaceae>Halothece&nbsp;cluster>Halothece"
"Chroococcaceae"	"F"	1890464	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Chondrocystis"	"G"	268175	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae"
"Chondrocystis sp. NIES-4102"	"S"	2005460	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae>Chondrocystis"
"Cyanobacteriaceae"	"F"	1890452	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Cyanobacterium"	"G"	102234	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae"
"Cyanobacterium aponinum"	"S"	379064	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Cyanobacteriaceae>Cyanobacterium"
"Synechococcales"	"O"	1890424	7	7	0.005535	0.005535	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Synechococcaceae"	"F"	1890426	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Synechococcus"	"G"	1129	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae"
"Synechococcus sp. CC9902"	"S"	316279	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. JA-3-3Ab"	"S"	321327	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Thermosynechococcus"	"G"	146785	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae"
