"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Alloactinosynnema sp. L-07"	"S"	1653480	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Alloactinosynnema"
"Actinopolysporales"	"O"	622450	12	12	NA	7	NA	3	NA	NA	NA	NA	NA	NA	NA	0.006972	0.006972	NA	0.00498	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Actinopolysporaceae"	"F"	622451	12	12	NA	7	NA	3	NA	NA	NA	NA	NA	NA	NA	0.006972	0.006972	NA	0.00498	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinopolysporales"
"Actinopolyspora"	"G"	1849	12	12	NA	7	NA	3	NA	NA	NA	NA	NA	NA	NA	0.006972	0.006972	NA	0.00498	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinopolysporales>Actinopolysporaceae"
"Actinopolyspora erythraea"	"S"	414996	12	12	NA	7	NA	3	NA	NA	NA	NA	NA	NA	NA	0.006972	0.006972	NA	0.00498	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinopolysporales>Actinopolysporaceae>Actinopolyspora"
"unclassified Actinobacteria (class)"	"-"	52018	10	9	1	10	NA	2	NA	NA	1	NA	NA	3	NA	0.01779	0.005229	0.01779	0.007114	NA	0.001183	NA	NA	0.0005905	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"unclassified Actinobacteria (class) (miscellaneous)"	"-"	78537	10	9	1	10	NA	2	NA	NA	1	NA	NA	3	NA	0.01779	0.005229	0.01779	0.007114	NA	0.001183	NA	NA	0.0005905	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>unclassified&nbsp;Actinobacteria&nbsp;(class)"
"Actinobacteria bacterium IMCC26256"	"S"	1650658	10	9	1	10	NA	2	NA	NA	1	NA	NA	3	NA	0.01779	0.005229	0.01779	0.007114	NA	0.001183	NA	NA	0.0005905	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>unclassified&nbsp;Actinobacteria&nbsp;(class)>unclassified&nbsp;Actinobacteria&nbsp;(class)&nbsp;(miscellaneous)"
"Actinomycetales"	"O"	2037	11	4	NA	NA	NA	2	NA	NA	2	NA	NA	11	NA	0.0137	0.002324	NA	NA	NA	0.001183	NA	NA	0.001181	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Actinomycetaceae"	"F"	2049	11	4	NA	NA	NA	2	NA	NA	2	NA	NA	11	NA	0.0137	0.002324	NA	NA	NA	0.001183	NA	NA	0.001181	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales"
"Trueperella"	"G"	1069494	7	2	NA	NA	NA	1	NA	NA	NA	NA	NA	7	NA	0.008717	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Trueperella pyogenes"	"S"	1661	7	2	NA	NA	NA	1	NA	NA	NA	NA	NA	7	NA	0.008717	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Trueperella"
"Actinomyces"	"G"	1654	3	1	NA	NA	NA	1	NA	NA	2	NA	NA	3	NA	0.003736	0.000581	NA	NA	NA	0.0005915	NA	NA	0.001181	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinomyces viscosus"	"S"	1656	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Geodermatophilales"	"O"	1643682	7	4	NA	1	NA	NA	NA	NA	3	NA	NA	7	NA	0.008717	0.002324	NA	0.0007114	NA	NA	NA	NA	0.001771	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Geodermatophilaceae"	"F"	85030	7	4	NA	1	NA	NA	NA	NA	3	NA	NA	7	NA	0.008717	0.002324	NA	0.0007114	NA	NA	NA	NA	0.001771	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales"
"Geodermatophilus"	"G"	1860	5	2	NA	1	NA	NA	NA	NA	3	NA	NA	5	NA	0.006227	0.001162	NA	0.0007114	NA	NA	NA	NA	0.001771	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae"
"Geodermatophilus obscurus"	"S"	1861	5	2	NA	1	NA	NA	NA	NA	3	NA	NA	5	NA	0.006227	0.001162	NA	0.0007114	NA	NA	NA	NA	0.001771	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Geodermatophilus"
"Geodermatophilus obscurus DSM 43160"	"-"	526225	5	2	NA	1	NA	NA	NA	NA	3	NA	NA	5	NA	0.006227	0.001162	NA	0.0007114	NA	NA	NA	NA	0.001771	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Geodermatophilus>Geodermatophilus&nbsp;obscurus"
"Blastococcus"	"G"	38501	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae"
"Blastococcus saxobsidens"	"S"	138336	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Blastococcus"
"Blastococcus saxobsidens DD2"	"-"	1146883	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Blastococcus>Blastococcus&nbsp;saxobsidens"
"Glycomycetales"	"O"	85014	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Glycomycetaceae"	"F"	85034	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales"
"Stackebrandtia"	"G"	283810	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae"
"Stackebrandtia nassauensis"	"S"	283811	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae>Stackebrandtia"
"Stackebrandtia nassauensis DSM 44728"	"-"	446470	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae>Stackebrandtia>Stackebrandtia&nbsp;nassauensis"
"Catenulisporales"	"O"	414714	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Catenulisporaceae"	"F"	414877	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales"
"Catenulispora"	"G"	414878	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales>Catenulisporaceae"
"Catenulispora acidiphila"	"S"	304895	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales>Catenulisporaceae>Catenulispora"
"Catenulispora acidiphila DSM 44928"	"-"	479433	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales>Catenulisporaceae>Catenulispora>Catenulispora&nbsp;acidiphila"
"Nakamurellales"	"O"	1643684	5	1	1	NA	NA	1	NA	NA	NA	NA	NA	5	NA	0.01779	0.000581	0.01779	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nakamurellaceae"	"F"	85031	5	1	1	NA	NA	1	NA	NA	NA	NA	NA	5	NA	0.01779	0.000581	0.01779	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales"
"Nakamurella"	"G"	53460	5	1	1	NA	NA	1	NA	NA	NA	NA	NA	5	NA	0.01779	0.000581	0.01779	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales>Nakamurellaceae"
"Nakamurella sp. s14-144"	"S"	1902245	5	1	1	NA	NA	1	NA	NA	NA	NA	NA	5	NA	0.01779	0.000581	0.01779	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales>Nakamurellaceae>Nakamurella"
"Coriobacteriia"	"C"	84998	537	537	13	491	NA	339	NA	NA	5	NA	NA	23	NA	0.3493	0.312	0.2313	0.3493	NA	0.2005	NA	NA	0.002952	NA	NA	0.02864	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Coriobacteriales"	"O"	84999	273	273	6	226	NA	168	NA	NA	2	NA	NA	12	NA	0.1608	0.1586	0.1068	0.1608	NA	0.09937	NA	NA	0.001181	NA	NA	0.01494	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Atopobiaceae"	"F"	1643824	255	255	6	215	NA	150	NA	NA	1	NA	NA	11	NA	0.153	0.1481	0.1068	0.153	NA	0.08872	NA	NA	0.0005905	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Atopobium"	"G"	1380	223	223	5	185	NA	133	NA	NA	NA	NA	NA	8	NA	0.1316	0.1296	0.08897	0.1316	NA	0.07866	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Atopobium parvulum"	"S"	1382	223	223	5	185	NA	133	NA	NA	NA	NA	NA	8	NA	0.1316	0.1296	0.08897	0.1316	NA	0.07866	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Atopobium"
"Atopobium parvulum DSM 20469"	"-"	521095	223	223	5	185	NA	133	NA	NA	NA	NA	NA	8	NA	0.1316	0.1296	0.08897	0.1316	NA	0.07866	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Atopobium>Atopobium&nbsp;parvulum"
"Olsenella"	"G"	133925	32	32	1	29	NA	17	NA	NA	1	NA	NA	1	NA	0.02063	0.01859	0.01779	0.02063	NA	0.01005	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Olsenella sp. GAM18"	"S"	2109685	29	29	1	25	NA	14	NA	NA	NA	NA	NA	NA	NA	0.01779	0.01685	0.01779	0.01779	NA	0.00828	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Olsenella uli"	"S"	133926	4	3	NA	4	NA	3	NA	NA	1	NA	NA	NA	NA	0.002846	0.001743	NA	0.002846	NA	0.001774	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Olsenella uli DSM 7084"	"-"	633147	4	3	NA	4	NA	3	NA	NA	1	NA	NA	NA	NA	0.002846	0.001743	NA	0.002846	NA	0.001774	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella>Olsenella&nbsp;uli"
"Coriobacteriaceae"	"F"	84107	18	18	NA	11	NA	18	NA	NA	1	NA	NA	1	NA	0.01065	0.01046	NA	0.007825	NA	0.01065	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	102106	17	16	NA	10	NA	17	NA	NA	NA	NA	NA	1	NA	0.01005	0.009296	NA	0.007114	NA	0.01005	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Collinsella aerofaciens"	"S"	74426	17	16	NA	10	NA	17	NA	NA	NA	NA	NA	1	NA	0.01005	0.009296	NA	0.007114	NA	0.01005	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Collinsella"
"Coriobacterium"	"G"	33870	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Coriobacterium glomerans"	"S"	33871	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Coriobacterium"
"Coriobacterium glomerans PW2"	"-"	700015	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Coriobacterium>Coriobacterium&nbsp;glomerans"
"Eggerthellales"	"O"	1643822	254	247	7	254	NA	160	NA	NA	1	NA	NA	11	NA	0.1807	0.1435	0.1246	0.1807	NA	0.09463	NA	NA	0.0005905	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Eggerthellaceae"	"F"	1643826	254	247	7	254	NA	160	NA	NA	1	NA	NA	11	NA	0.1807	0.1435	0.1246	0.1807	NA	0.09463	NA	NA	0.0005905	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales"
"Cryptobacterium"	"G"	84162	250	245	7	250	NA	159	NA	NA	NA	NA	NA	8	NA	0.1779	0.1423	0.1246	0.1779	NA	0.09404	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Cryptobacterium curtum"	"S"	84163	250	245	7	250	NA	159	NA	NA	NA	NA	NA	8	NA	0.1779	0.1423	0.1246	0.1779	NA	0.09404	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Cryptobacterium"
"Cryptobacterium curtum DSM 15641"	"-"	469378	250	245	7	250	NA	159	NA	NA	NA	NA	NA	8	NA	0.1779	0.1423	0.1246	0.1779	NA	0.09404	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Cryptobacterium>Cryptobacterium&nbsp;curtum"
"Eggerthella"	"G"	84111	2	1	NA	2	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	0.001423	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Eggerthella lenta"	"S"	84112	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"unclassified Actinobacteria"	"-"	1752188	187	71	3	20	NA	34	NA	NA	NA	NA	NA	187	NA	0.2329	0.04125	0.05338	0.01423	NA	0.02011	NA	NA	NA	NA	NA	0.2329	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Actinobacteria bacterium IMCC25003"	"S"	1848255	140	62	2	14	NA	26	NA	NA	NA	NA	NA	140	NA	0.1743	0.03602	0.03559	0.00996	NA	0.01538	NA	NA	NA	NA	NA	0.1743	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC19121"	"S"	1848754	27	6	1	2	NA	6	NA	NA	NA	NA	NA	27	NA	0.03362	0.003486	0.01779	0.001423	NA	0.003549	NA	NA	NA	NA	NA	0.03362	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Actinobacteria bacterium IMCC26103"	"S"	1848756	16	2	NA	3	NA	2	NA	NA	NA	NA	NA	16	NA	0.01993	0.001162	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	0.01993	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Acidimicrobiia"	"C"	84992	34	34	1	30	NA	30	NA	NA	NA	NA	NA	29	NA	0.03611	0.01975	0.01779	0.02134	NA	0.01774	NA	NA	NA	NA	NA	0.03611	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Acidimicrobiales"	"O"	84993	34	34	1	30	NA	30	NA	NA	NA	NA	NA	29	NA	0.03611	0.01975	0.01779	0.02134	NA	0.01774	NA	NA	NA	NA	NA	0.03611	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia"
"Acidimicrobiaceae"	"F"	84994	34	34	1	30	NA	30	NA	NA	NA	NA	NA	29	NA	0.03611	0.01975	0.01779	0.02134	NA	0.01774	NA	NA	NA	NA	NA	0.03611	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"Acidimicrobium"	"G"	53634	34	34	1	30	NA	30	NA	NA	NA	NA	NA	29	NA	0.03611	0.01975	0.01779	0.02134	NA	0.01774	NA	NA	NA	NA	NA	0.03611	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae"
"Acidimicrobium ferrooxidans"	"S"	53635	34	34	1	30	NA	30	NA	NA	NA	NA	NA	29	NA	0.03611	0.01975	0.01779	0.02134	NA	0.01774	NA	NA	NA	NA	NA	0.03611	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>Acidimicrobium"
"Acidimicrobium ferrooxidans DSM 10331"	"-"	525909	34	34	1	30	NA	30	NA	NA	NA	NA	NA	29	NA	0.03611	0.01975	0.01779	0.02134	NA	0.01774	NA	NA	NA	NA	NA	0.03611	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Acidimicrobiaceae>Acidimicrobium>Acidimicrobium&nbsp;ferrooxidans"
"Thermoleophilia"	"C"	1497346	7	7	NA	5	NA	4	NA	NA	1	NA	NA	5	NA	0.006227	0.004067	NA	0.003557	NA	0.002366	NA	NA	0.0005905	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Solirubrobacterales"	"O"	588673	7	7	NA	5	NA	4	NA	NA	1	NA	NA	5	NA	0.006227	0.004067	NA	0.003557	NA	0.002366	NA	NA	0.0005905	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia"
"Conexibacteraceae"	"F"	320583	7	7	NA	5	NA	4	NA	NA	1	NA	NA	5	NA	0.006227	0.004067	NA	0.003557	NA	0.002366	NA	NA	0.0005905	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Conexibacter"	"G"	191494	7	7	NA	5	NA	4	NA	NA	1	NA	NA	5	NA	0.006227	0.004067	NA	0.003557	NA	0.002366	NA	NA	0.0005905	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae"
"Conexibacter woesei"	"S"	191495	7	7	NA	5	NA	4	NA	NA	1	NA	NA	5	NA	0.006227	0.004067	NA	0.003557	NA	0.002366	NA	NA	0.0005905	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae>Conexibacter"
"Conexibacter woesei DSM 14684"	"-"	469383	7	7	NA	5	NA	4	NA	NA	1	NA	NA	5	NA	0.006227	0.004067	NA	0.003557	NA	0.002366	NA	NA	0.0005905	NA	NA	0.006227	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Conexibacteraceae>Conexibacter>Conexibacter&nbsp;woesei"
"Nitriliruptoria"	"C"	908620	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
