"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"Dechloromonas"	"G"	26563	410	67	17	NA	NA	292	264	355	12	NA	37	410	11	0.0494	0.0221	0.03825	NA	NA	0.03385	0.03045	0.0494	0.0007177	NA	0.02827	0.04832	0.02517	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Zoogloea"	"G"	26580	92	55	15	NA	NA	59	78	69	2	NA	12	92	13	0.03375	0.01815	0.03375	NA	NA	0.00684	0.008997	0.009603	0.0001196	NA	0.009168	0.01084	0.02974	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Thauera"	"G"	26577	39	33	13	NA	NA	30	39	33	2	NA	4	33	NA	0.02925	0.01089	0.02925	NA	NA	0.003478	0.004499	0.004593	0.0001196	NA	0.003056	0.003889	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfuritalea"	"G"	26576	324	31	5	NA	NA	131	145	245	10	NA	32	324	1	0.03818	0.01023	0.01125	NA	NA	0.01519	0.01673	0.0341	0.0005981	NA	0.02445	0.03818	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"G"	26581	187	26	3	NA	NA	157	122	184	5	NA	24	187	7	0.02561	0.008578	0.006751	NA	NA	0.0182	0.01407	0.02561	0.000299	NA	0.01834	0.02204	0.01602	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitratisoma"	"G"	26565	129	23	11	NA	NA	68	63	120	5	NA	14	129	2	0.02475	0.007588	0.02475	NA	NA	0.007884	0.007267	0.0167	0.000299	NA	0.0107	0.0152	0.004576	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methyloversatilis"	"G"	26569	64	21	4	NA	NA	34	36	34	1	NA	5	64	1	0.009001	0.006928	0.009001	NA	NA	0.003942	0.004152	0.004732	5.981e-05	NA	0.00382	0.007543	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	651	18	4	NA	NA	172	152	651	2	NA	85	430	5	0.0906	0.005938	0.009001	NA	NA	0.01994	0.01753	0.0906	0.0001196	NA	0.06494	0.05068	0.01144	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azospira"	"G"	26558	71	16	4	NA	NA	46	48	50	2	NA	13	71	3	0.009932	0.005279	0.009001	NA	NA	0.005333	0.005537	0.006958	0.0001196	NA	0.009932	0.008368	0.006864	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sterolibacterium"	"G"	26574	41	16	3	NA	NA	12	36	28	2	NA	3	41	3	0.006864	0.005279	0.006751	NA	NA	0.001391	0.004152	0.003897	0.0001196	NA	0.002292	0.004832	0.006864	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azonexus"	"G"	26557	43	10	2	NA	NA	26	23	29	1	NA	2	43	2	0.005068	0.003299	0.0045	NA	NA	0.003014	0.002653	0.004036	5.981e-05	NA	0.001528	0.005068	0.004576	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Candidatus Accumulibacter"	"G"	26561	87	9	4	NA	NA	53	61	82	4	NA	11	87	3	0.01141	0.002969	0.009001	NA	NA	0.006145	0.007036	0.01141	0.0002392	NA	0.008404	0.01025	0.006864	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azoarcus"	"G"	26556	25	8	1	NA	NA	21	19	25	6	NA	3	25	3	0.006864	0.002639	0.00225	NA	NA	0.002435	0.002192	0.003479	0.0003588	NA	0.002292	0.002946	0.006864	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitromonas"	"G"	26566	8	5	NA	NA	NA	2	8	2	1	NA	NA	5	NA	0.00165	0.00165	NA	NA	NA	0.0002319	0.0009228	0.0002783	5.981e-05	NA	NA	0.0005893	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Propionivibrio"	"G"	26571	25	4	1	NA	NA	22	12	17	1	NA	1	25	NA	0.002946	0.00132	0.00225	NA	NA	0.002551	0.001384	0.002366	5.981e-05	NA	0.000764	0.002946	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Z-35"	"G"	26579	8	3	NA	NA	NA	4	NA	8	NA	NA	NA	7	NA	0.001113	0.0009897	NA	NA	NA	0.0004637	NA	0.001113	NA	NA	NA	0.000825	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azovibrio"	"G"	26559	10	3	NA	NA	NA	8	6	10	NA	NA	3	9	NA	0.002292	0.0009897	NA	NA	NA	0.0009275	0.0006921	0.001392	NA	NA	0.002292	0.001061	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Ferribacterium"	"G"	26567	41	2	1	NA	NA	18	29	31	5	NA	2	41	4	0.009151	0.0006598	0.00225	NA	NA	0.002087	0.003345	0.004314	0.000299	NA	0.001528	0.004832	0.009151	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Methylophilaceae"	"F"	26515	3330	366	79	NA	NA	3330	2507	3169	50	NA	160	2386	145	0.441	0.1207	0.1778	NA	NA	0.3861	0.2892	0.441	0.00299	NA	0.1222	0.2812	0.3317	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26525	2218	216	47	NA	NA	2218	1593	1645	19	NA	87	1073	84	0.2571	0.07126	0.1058	NA	NA	0.2571	0.1837	0.2289	0.001136	NA	0.06647	0.1265	0.1922	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylophilus"	"G"	26520	487	43	8	NA	NA	239	221	487	15	NA	19	382	13	0.06777	0.01419	0.018	NA	NA	0.02771	0.02549	0.06777	0.0008971	NA	0.01452	0.04502	0.02974	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylotenera"	"G"	26521	334	29	5	NA	NA	181	159	305	7	NA	16	334	15	0.04245	0.009567	0.01125	NA	NA	0.02098	0.01834	0.04245	0.0004187	NA	0.01222	0.03936	0.03432	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"OM43 clade"	"G"	26523	176	20	6	NA	NA	176	148	166	3	NA	8	173	8	0.0231	0.006598	0.0135	NA	NA	0.0204	0.01707	0.0231	0.0001794	NA	0.006112	0.02039	0.0183	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylobacillus"	"G"	26519	165	14	NA	NA	NA	122	94	165	2	NA	6	110	8	0.02296	0.004619	NA	NA	NA	0.01414	0.01084	0.02296	0.0001196	NA	0.004584	0.01296	0.0183	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Candidatus Methylopumilus"	"G"	26516	69	7	2	NA	NA	44	32	69	NA	NA	2	30	NA	0.009603	0.002309	0.0045	NA	NA	0.005101	0.003691	0.009603	NA	NA	0.001528	0.003536	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"MM1"	"G"	26517	5	1	NA	NA	NA	4	1	5	NA	NA	1	3	NA	0.000764	0.0003299	NA	NA	NA	0.0004637	0.0001153	0.0006958	NA	NA	0.000764	0.0003536	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"UBA6140"	"G"	26524	6	1	1	NA	NA	2	6	2	1	NA	NA	4	NA	0.00225	0.0003299	0.00225	NA	NA	0.0002319	0.0006921	0.0002783	5.981e-05	NA	NA	0.0004714	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Neisseriaceae"	"F"	26526	545	210	51	NA	1	545	514	511	101	1	65	494	27	0.4184	0.06928	0.1148	NA	0.3096	0.06319	0.05929	0.07111	0.006041	0.4184	0.04966	0.05822	0.06177	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Neisseria"	"G"	26532	379	104	18	NA	1	378	342	379	71	1	40	346	17	0.4184	0.03431	0.0405	NA	0.3096	0.04382	0.03945	0.05274	0.004246	0.4184	0.03056	0.04078	0.03889	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"uncultured"	"G"	26538	104	83	28	NA	NA	91	104	65	20	NA	16	84	4	0.063	0.02738	0.063	NA	NA	0.01055	0.012	0.009046	0.001196	NA	0.01222	0.0099	0.009151	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Eikenella"	"G"	26530	7	7	NA	NA	NA	NA	NA	3	1	NA	NA	1	NA	0.002309	0.002309	NA	NA	NA	NA	NA	0.0004175	5.981e-05	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Kingella"	"G"	26531	14	4	2	NA	NA	9	14	11	1	NA	2	14	NA	0.0045	0.00132	0.0045	NA	NA	0.001043	0.001615	0.001531	5.981e-05	NA	0.001528	0.00165	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Conchiformibius"	"G"	26529	15	3	NA	NA	NA	15	5	12	2	NA	1	14	3	0.006864	0.0009897	NA	NA	NA	0.001739	0.0005767	0.00167	0.0001196	NA	0.000764	0.00165	0.006864	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Alysiella"	"G"	26527	4	1	NA	NA	NA	1	2	4	NA	NA	NA	1	NA	0.0005567	0.0003299	NA	NA	NA	0.0001159	0.0002307	0.0005567	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Nitrosomonadaceae"	"F"	26539	1317	180	36	NA	NA	821	865	1317	78	NA	145	1162	18	0.1833	0.05938	0.08101	NA	NA	0.09518	0.09977	0.1833	0.004665	NA	0.1108	0.1369	0.04118	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Nitrosomonas"	"G"	26546	171	68	13	NA	NA	148	155	171	33	NA	19	171	4	0.02925	0.02243	0.02925	NA	NA	0.01716	0.01788	0.0238	0.001974	NA	0.01452	0.02015	0.009151	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"MND1"	"G"	26545	407	42	10	NA	NA	212	220	387	27	NA	57	407	10	0.05386	0.01386	0.0225	NA	NA	0.02458	0.02538	0.05386	0.001615	NA	0.04355	0.04797	0.02288	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Ellin6067"	"G"	26542	472	41	8	NA	NA	345	363	472	7	NA	59	428	1	0.06569	0.01353	0.018	NA	NA	0.04	0.04187	0.06569	0.0004187	NA	0.04508	0.05044	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"966-1"	"G"	26540	20	9	2	NA	NA	19	15	8	1	NA	3	20	NA	0.0045	0.002969	0.0045	NA	NA	0.002203	0.00173	0.001113	5.981e-05	NA	0.002292	0.002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"mle1-7"	"G"	26550	26	6	1	NA	NA	26	22	21	1	NA	NA	19	1	0.003014	0.001979	0.00225	NA	NA	0.003014	0.002538	0.002923	5.981e-05	NA	NA	0.002239	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosospira"	"G"	26547	19	5	NA	NA	NA	8	9	19	1	NA	NA	12	NA	0.002644	0.00165	NA	NA	NA	0.0009275	0.001038	0.002644	5.981e-05	NA	NA	0.001414	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"IS-44"	"G"	26544	25	3	NA	NA	NA	5	12	16	NA	NA	1	25	2	0.004576	0.0009897	NA	NA	NA	0.0005797	0.001384	0.002227	NA	NA	0.000764	0.002946	0.004576	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"oc32"	"G"	26551	134	3	NA	NA	NA	13	18	134	1	NA	1	18	NA	0.01865	0.0009897	NA	NA	NA	0.001507	0.002076	0.01865	5.981e-05	NA	0.000764	0.002121	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"P3OB-51"	"G"	26548	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	0.0001159	NA	NA	5.981e-05	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"cr616"	"G"	26549	8	1	NA	NA	NA	7	4	7	3	NA	NA	8	NA	0.0009742	0.0003299	NA	NA	NA	0.0008116	0.0004614	0.0009742	0.0001794	NA	NA	0.0009428	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"SC-I-84"	"F"	26582	1218	67	19	NA	1	840	701	1218	14	NA	156	953	17	0.3096	0.0221	0.04275	NA	0.3096	0.09739	0.08086	0.1695	0.0008373	NA	0.1192	0.1123	0.03889	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Hydrogenophilaceae"	"F"	26503	224	56	14	NA	NA	212	176	213	26	NA	28	224	6	0.0315	0.01848	0.0315	NA	NA	0.02458	0.0203	0.02964	0.001555	NA	0.02139	0.0264	0.01373	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26511	98	25	9	NA	NA	90	71	76	6	NA	8	98	5	0.02025	0.008248	0.02025	NA	NA	0.01043	0.00819	0.01058	0.0003588	NA	0.006112	0.01155	0.01144	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Hydrogenophilus"	"G"	26505	36	11	1	NA	NA	36	28	24	4	NA	5	19	NA	0.004174	0.003629	0.00225	NA	NA	0.004174	0.00323	0.00334	0.0002392	NA	0.00382	0.002239	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Thiobacillus"	"G"	26509	80	8	2	NA	NA	49	48	80	14	NA	10	72	1	0.01113	0.002639	0.0045	NA	NA	0.005681	0.005537	0.01113	0.0008373	NA	0.00764	0.008485	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Tepidiphilus"	"G"	26508	27	6	2	NA	NA	15	14	27	1	NA	4	24	NA	0.0045	0.001979	0.0045	NA	NA	0.001739	0.001615	0.003758	5.981e-05	NA	0.003056	0.002828	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Spirillum"	"G"	26506	2	2	NA	NA	NA	2	1	2	1	NA	1	NA	NA	0.000764	0.0006598	NA	NA	NA	0.0002319	0.0001153	0.0002783	5.981e-05	NA	0.000764	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Thiobacter"	"G"	26510	4	1	NA	NA	NA	2	4	2	NA	NA	NA	1	NA	0.0004614	0.0003299	NA	NA	NA	0.0002319	0.0004614	0.0002783	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"TRA3-20"	"F"	26589	339	43	7	NA	NA	238	220	339	13	NA	33	278	10	0.04718	0.01419	0.01575	NA	NA	0.02759	0.02538	0.04718	0.0007775	NA	0.02521	0.03276	0.02288	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinibacteraceae"	"F"	26472	759	38	2	NA	NA	207	168	759	3	NA	68	299	85	0.1945	0.01254	0.0045	NA	NA	0.024	0.01938	0.1056	0.0001794	NA	0.05195	0.03524	0.1945	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Deefgea"	"G"	26478	371	15	1	NA	NA	125	100	371	NA	NA	33	123	83	0.1899	0.004949	0.00225	NA	NA	0.01449	0.01153	0.05163	NA	NA	0.02521	0.0145	0.1899	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Chitinibacter"	"G"	26475	211	9	1	NA	NA	41	28	211	3	NA	21	97	NA	0.02936	0.002969	0.00225	NA	NA	0.004753	0.00323	0.02936	0.0001794	NA	0.01604	0.01143	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Formivibrio"	"G"	26479	97	6	NA	NA	NA	25	27	97	NA	NA	4	42	NA	0.0135	0.001979	NA	NA	NA	0.002898	0.003114	0.0135	NA	NA	0.003056	0.00495	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Chitinilyticum"	"G"	26476	22	2	NA	NA	NA	4	4	10	NA	NA	8	22	NA	0.006112	0.0006598	NA	NA	NA	0.0004637	0.0004614	0.001392	NA	NA	0.006112	0.002593	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Chitiniphilus"	"G"	26477	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Jeongeupia"	"G"	26481	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	0.0001392	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Silvimonas"	"G"	26482	3	1	NA	NA	NA	1	1	3	NA	NA	NA	NA	NA	0.0004175	0.0003299	NA	NA	NA	0.0001159	0.0001153	0.0004175	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Gallionellaceae"	"F"	26497	321	38	6	NA	NA	206	248	321	8	NA	15	268	15	0.04467	0.01254	0.0135	NA	NA	0.02388	0.02861	0.04467	0.0004785	NA	0.01146	0.03158	0.03432	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Sideroxydans"	"G"	26501	53	13	3	NA	NA	42	47	53	3	NA	4	51	NA	0.007376	0.004289	0.006751	NA	NA	0.004869	0.005421	0.007376	0.0001794	NA	0.003056	0.006011	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"uncultured"	"G"	26502	15	10	NA	NA	NA	3	13	15	NA	NA	1	12	NA	0.003299	0.003299	NA	NA	NA	0.0003478	0.0015	0.002088	NA	NA	0.000764	0.001414	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Gallionella"	"G"	26500	210	9	3	NA	NA	138	148	210	3	NA	10	160	14	0.03203	0.002969	0.006751	NA	NA	0.016	0.01707	0.02923	0.0001794	NA	0.00764	0.01886	0.03203	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Candidatus Nitrotoga"	"G"	26498	24	3	NA	NA	NA	11	17	24	2	NA	NA	22	NA	0.00334	0.0009897	NA	NA	NA	0.001275	0.001961	0.00334	0.0001196	NA	NA	0.002593	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Aquaspirillaceae"	"F"	26343	141	25	9	NA	NA	31	47	102	NA	NA	24	141	NA	0.02025	0.008248	0.02025	NA	NA	0.003594	0.005421	0.0142	NA	NA	0.01834	0.01662	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Aquaspirillum"	"G"	26344	33	15	5	NA	NA	18	20	16	NA	NA	NA	33	NA	0.01125	0.004949	0.01125	NA	NA	0.002087	0.002307	0.002227	NA	NA	NA	0.003889	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Laribacter"	"G"	26345	8	8	NA	NA	NA	1	1	3	NA	NA	1	6	NA	0.002639	0.002639	NA	NA	NA	0.0001159	0.0001153	0.0004175	NA	NA	0.000764	0.0007071	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Rivicola"	"G"	26347	91	2	4	NA	NA	12	20	30	NA	NA	16	91	NA	0.01222	0.0006598	0.009001	NA	NA	0.001391	0.002307	0.004175	NA	NA	0.01222	0.01072	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Sulfuricellaceae"	"F"	26583	162	22	4	NA	NA	99	105	162	10	NA	11	141	7	0.02255	0.007258	0.009001	NA	NA	0.01148	0.01211	0.02255	0.0005981	NA	0.008404	0.01662	0.01602	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Sulfuriferula"	"G"	26586	37	13	NA	NA	NA	37	20	23	4	NA	NA	33	2	0.004576	0.004289	NA	NA	NA	0.00429	0.002307	0.003201	0.0002392	NA	NA	0.003889	0.004576	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Ferritrophicum"	"G"	26584	116	5	2	NA	NA	44	63	116	4	NA	9	84	2	0.01614	0.00165	0.0045	NA	NA	0.005101	0.007267	0.01614	0.0002392	NA	0.006876	0.0099	0.004576	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Sulfuricella"	"G"	26585	21	2	1	NA	NA	16	20	18	1	NA	2	21	3	0.006864	0.0006598	0.00225	NA	NA	0.001855	0.002307	0.002505	5.981e-05	NA	0.001528	0.002475	0.006864	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Sulfurirhabdus"	"G"	26587	5	2	1	NA	NA	2	2	5	1	NA	NA	3	NA	0.00225	0.0006598	0.00225	NA	NA	0.0002319	0.0002307	0.0006958	5.981e-05	NA	NA	0.0003536	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Chromobacteriaceae"	"F"	26486	314	20	5	NA	NA	79	63	314	11	NA	46	232	6	0.0437	0.006598	0.01125	NA	NA	0.009159	0.007267	0.0437	0.0006579	NA	0.03514	0.02734	0.01373	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Vogesella"	"G"	26493	277	13	4	NA	NA	61	52	277	1	NA	44	193	2	0.03855	0.004289	0.009001	NA	NA	0.007072	0.005998	0.03855	5.981e-05	NA	0.03362	0.02275	0.004576	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Pseudogulbenkiania"	"G"	26492	3	3	NA	NA	NA	1	2	1	2	NA	NA	NA	NA	0.0009897	0.0009897	NA	NA	NA	0.0001159	0.0002307	0.0001392	0.0001196	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Paludibacterium"	"G"	26491	7	2	NA	NA	NA	1	1	6	NA	NA	1	7	NA	0.000835	0.0006598	NA	NA	NA	0.0001159	0.0001153	0.000835	NA	NA	0.000764	0.000825	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Aquitalea"	"G"	26487	7	1	NA	NA	NA	5	1	5	7	NA	NA	7	NA	0.000825	0.0003299	NA	NA	NA	0.0005797	0.0001153	0.0006958	0.0004187	NA	NA	0.000825	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Chromobacterium"	"G"	26488	21	1	1	NA	NA	10	7	17	NA	NA	1	21	3	0.006864	0.0003299	0.00225	NA	NA	0.001159	0.0008074	0.002366	NA	NA	0.000764	0.002475	0.006864	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Chitinimonadaceae"	"F"	26483	52	14	3	NA	NA	36	52	30	4	NA	6	41	1	0.006751	0.004619	0.006751	NA	NA	0.004174	0.005998	0.004175	0.0002392	NA	0.004584	0.004832	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinivorax"	"G"	26485	28	13	2	NA	NA	21	28	8	NA	NA	NA	1	NA	0.0045	0.004289	0.0045	NA	NA	0.002435	0.00323	0.001113	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"Chitinimonas"	"G"	26484	40	1	1	NA	NA	15	24	22	4	NA	6	40	1	0.004714	0.0003299	0.00225	NA	NA	0.001739	0.002768	0.003062	0.0002392	NA	0.004584	0.004714	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"A21b"	"F"	26342	69	9	2	NA	NA	48	55	56	3	NA	4	69	13	0.02974	0.002969	0.0045	NA	NA	0.005565	0.006344	0.007793	0.0001794	NA	0.003056	0.008132	0.02974	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"B1-7BS"	"F"	26348	74	5	2	NA	NA	35	28	74	NA	NA	10	48	NA	0.0103	0.00165	0.0045	NA	NA	0.004058	0.00323	0.0103	NA	NA	0.00764	0.005657	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
