"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Rhodobacteraceae"	"F"	2558	4288	2217	314	600	NA	4288	1	3	41	1	NA	2405	NA	12.5	1.288	5.587	0.4268	NA	2.536	4	12.5	0.02421	5	NA	2.995	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Tabrizicola"	"G"	2654	1166	541	69	130	NA	1166	1	1	7	1	NA	625	NA	5	0.3143	1.228	0.09248	NA	0.6896	4	4.167	0.004133	5	NA	0.7783	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter"	"G"	2624	657	371	45	99	NA	657	NA	1	8	NA	NA	422	NA	4.167	0.2155	0.8007	0.07043	NA	0.3886	NA	4.167	0.004724	NA	NA	0.5255	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"uncultured"	"G"	2666	418	197	33	56	NA	418	NA	NA	3	NA	NA	208	NA	0.5872	0.1145	0.5872	0.03984	NA	0.2472	NA	NA	0.001771	NA	NA	0.259	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus"	"G"	2607	312	170	28	47	NA	312	NA	NA	2	NA	NA	219	NA	0.4982	0.09877	0.4982	0.03344	NA	0.1845	NA	NA	0.001181	NA	NA	0.2727	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudorhodobacter"	"G"	2620	270	141	23	36	NA	270	NA	1	4	NA	NA	108	NA	4.167	0.08192	0.4093	0.02561	NA	0.1597	NA	4.167	0.002362	NA	NA	0.1345	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Haematobacter"	"G"	2575	151	93	12	20	NA	151	NA	NA	1	NA	NA	81	NA	0.2135	0.05403	0.2135	0.01423	NA	0.08931	NA	NA	0.0005905	NA	NA	0.1009	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktomarina"	"G"	11455	107	55	10	9	NA	107	NA	NA	1	NA	NA	47	NA	0.1779	0.03195	0.1779	0.006403	NA	0.06329	NA	NA	0.0005905	NA	NA	0.05853	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Cereibacter"	"G"	14530	108	45	11	13	NA	108	NA	NA	1	NA	NA	82	NA	0.1957	0.02614	0.1957	0.009248	NA	0.06388	NA	NA	0.0005905	NA	NA	0.1021	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter"	"G"	2653	66	41	8	5	NA	66	NA	NA	2	NA	NA	33	NA	0.1423	0.02382	0.1423	0.003557	NA	0.03904	NA	NA	0.001181	NA	NA	0.0411	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halocynthiibacter"	"G"	11450	47	40	5	10	NA	47	NA	NA	NA	NA	NA	28	NA	0.08897	0.02324	0.08897	0.007114	NA	0.0278	NA	NA	NA	NA	NA	0.03487	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseovarius"	"G"	2641	54	36	4	8	NA	54	NA	NA	NA	NA	NA	29	NA	0.07117	0.02092	0.07117	0.005691	NA	0.03194	NA	NA	NA	NA	NA	0.03611	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amaricoccus"	"G"	2562	31	31	NA	14	NA	19	NA	NA	1	NA	NA	7	NA	0.01801	0.01801	NA	0.00996	NA	0.01124	NA	NA	0.0005905	NA	NA	0.008717	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Falsirhodobacter"	"G"	2572	57	26	NA	6	NA	57	NA	NA	1	NA	NA	30	NA	0.03736	0.01511	NA	0.004268	NA	0.03371	NA	NA	0.0005905	NA	NA	0.03736	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanibulbus"	"G"	2599	47	23	1	5	NA	47	NA	NA	NA	NA	NA	18	NA	0.0278	0.01336	0.01779	0.003557	NA	0.0278	NA	NA	NA	NA	NA	0.02242	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade NAC11-7 lineage"	"G"	2638	26	21	2	4	NA	26	NA	NA	NA	NA	NA	17	NA	0.03559	0.0122	0.03559	0.002846	NA	0.01538	NA	NA	NA	NA	NA	0.02117	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria"	"G"	2645	34	19	4	11	NA	34	NA	NA	NA	NA	NA	24	NA	0.07117	0.01104	0.07117	0.007825	NA	0.02011	NA	NA	NA	NA	NA	0.02989	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Defluviimonas"	"G"	2569	25	18	6	10	NA	25	NA	NA	1	NA	NA	16	NA	0.1068	0.01046	0.1068	0.007114	NA	0.01479	NA	NA	0.0005905	NA	NA	0.01993	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodovulum"	"G"	2626	28	17	2	4	NA	28	NA	NA	NA	NA	NA	18	NA	0.03559	0.009877	0.03559	0.002846	NA	0.01656	NA	NA	NA	NA	NA	0.02242	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudoruegeria"	"G"	2621	32	16	1	8	NA	32	NA	NA	NA	NA	NA	11	NA	0.01893	0.009296	0.01779	0.005691	NA	0.01893	NA	NA	NA	NA	NA	0.0137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Gemmobacter"	"G"	2574	36	13	5	4	NA	36	NA	NA	NA	NA	NA	23	NA	0.08897	0.007553	0.08897	0.002846	NA	0.02129	NA	NA	NA	NA	NA	0.02864	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Actibacterium"	"G"	2559	24	12	1	7	NA	24	NA	NA	2	NA	NA	14	NA	0.01779	0.006972	0.01779	0.00498	NA	0.0142	NA	NA	0.001181	NA	NA	0.01743	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseinatronobacter"	"G"	2632	31	10	NA	4	NA	31	NA	NA	1	NA	NA	11	NA	0.01834	0.00581	NA	0.002846	NA	0.01834	NA	NA	0.0005905	NA	NA	0.0137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Loktanella"	"G"	2587	27	9	1	2	NA	27	NA	NA	NA	NA	NA	9	NA	0.01779	0.005229	0.01779	0.001423	NA	0.01597	NA	NA	NA	NA	NA	0.01121	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Shimia"	"G"	2651	15	8	NA	2	NA	15	NA	NA	NA	NA	NA	9	NA	0.01121	0.004648	NA	0.001423	NA	0.008872	NA	NA	NA	NA	NA	0.01121	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseivivax"	"G"	2634	19	7	2	3	NA	19	NA	NA	NA	NA	NA	11	NA	0.03559	0.004067	0.03559	0.002134	NA	0.01124	NA	NA	NA	NA	NA	0.0137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Leisingera"	"G"	2582	11	7	1	1	NA	11	NA	NA	NA	NA	NA	2	NA	0.01779	0.004067	0.01779	0.0007114	NA	0.006506	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ascidiaceihabitans"	"G"	11446	6	5	NA	NA	NA	6	NA	NA	NA	NA	NA	3	NA	0.003736	0.002905	NA	NA	NA	0.003549	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade CHAB-I-5 lineage"	"G"	2636	17	4	2	5	NA	17	NA	NA	1	NA	NA	10	NA	0.03559	0.002324	0.03559	0.003557	NA	0.01005	NA	NA	0.0005905	NA	NA	0.01245	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amylibacter"	"G"	11445	7	4	NA	1	NA	7	NA	NA	NA	NA	NA	2	NA	0.00414	0.002324	NA	0.0007114	NA	0.00414	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ketogulonicigenium"	"G"	2580	6	3	NA	1	NA	6	NA	NA	NA	NA	NA	2	NA	0.003549	0.001743	NA	0.0007114	NA	0.003549	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Celeribacter"	"G"	2566	7	3	NA	1	NA	7	NA	NA	NA	NA	NA	3	NA	0.00414	0.001743	NA	0.0007114	NA	0.00414	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marivita"	"G"	2594	3	3	1	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.01779	0.001743	0.01779	NA	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albidovulum"	"G"	2560	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001743	0.001743	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicibacter"	"G"	2661	11	3	2	1	NA	11	NA	NA	NA	NA	NA	4	NA	0.03559	0.001743	0.03559	0.0007114	NA	0.006506	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albimonas"	"G"	2561	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade Marinomonas lineage"	"G"	2637	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.001162	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halodurantibacterium"	"G"	26163	9	2	NA	2	NA	7	NA	NA	NA	NA	NA	9	NA	0.01121	0.001162	NA	0.001423	NA	0.00414	NA	NA	NA	NA	NA	0.01121	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tateyamaria"	"G"	2655	5	2	1	1	NA	5	NA	NA	NA	NA	NA	2	NA	0.01779	0.001162	0.01779	0.0007114	NA	0.002957	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thioclava"	"G"	2659	12	2	2	1	NA	7	NA	NA	NA	NA	NA	12	NA	0.03559	0.001162	0.03559	0.0007114	NA	0.00414	NA	NA	NA	NA	NA	0.01494	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paenirhodobacter"	"G"	11453	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001162	0.001162	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Dinoroseobacter"	"G"	2570	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003736	0.001162	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"HIMB11"	"G"	26162	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	2	NA	0.002491	0.001162	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubrimonas"	"G"	2644	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubribacterium"	"G"	2643	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Seohaeicola"	"G"	2650	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicimonas"	"G"	2662	9	1	NA	3	NA	9	NA	NA	NA	NA	NA	NA	NA	0.005323	0.000581	NA	0.002134	NA	0.005323	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaculum"	"G"	26172	1	1	1	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.01779	0.000581	0.01779	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sedimentitalea"	"G"	11460	6	1	NA	NA	NA	5	NA	NA	NA	NA	NA	6	NA	0.007472	0.000581	NA	NA	NA	0.002957	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albirhodobacter"	"G"	14528	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01779	0.000581	0.01779	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Frigidibacter"	"G"	14532	2	1	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubellimicrobium"	"G"	2642	7	1	NA	1	NA	7	NA	NA	NA	NA	NA	5	NA	0.006227	0.000581	NA	0.0007114	NA	0.00414	NA	NA	NA	NA	NA	0.006227	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Donghicola"	"G"	2571	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ponticoccus"	"G"	2616	2	1	1	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.01779	0.000581	0.01779	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Octadecabacter"	"G"	2603	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Citreicella"	"G"	2567	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007114	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marinovum"	"G"	2592	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	0.000581	NA	NA	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sphingomonadales"	"O"	2823	1616	1035	51	383	NA	1616	1	NA	11	NA	NA	1616	NA	4	0.6013	0.9075	0.2725	NA	0.9558	4	NA	0.006495	NA	NA	2.012	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	2844	1616	1035	51	383	NA	1616	1	NA	11	NA	NA	1616	NA	4	0.6013	0.9075	0.2725	NA	0.9558	4	NA	0.006495	NA	NA	2.012	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Novosphingobium"	"G"	2846	553	338	15	120	NA	553	NA	NA	2	NA	NA	548	NA	0.6824	0.1964	0.2669	0.08537	NA	0.3271	NA	NA	0.001181	NA	NA	0.6824	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas"	"G"	2852	353	236	13	74	NA	353	1	NA	4	NA	NA	350	NA	4	0.1371	0.2313	0.05264	NA	0.2088	4	NA	0.002362	NA	NA	0.4359	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium"	"G"	2850	134	89	2	31	NA	134	NA	NA	NA	NA	NA	118	NA	0.1469	0.05171	0.03559	0.02205	NA	0.07926	NA	NA	NA	NA	NA	0.1469	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus"	"G"	2854	130	76	7	32	NA	99	NA	NA	NA	NA	NA	130	NA	0.1619	0.04415	0.1246	0.02276	NA	0.05855	NA	NA	NA	NA	NA	0.1619	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"uncultured"	"G"	2858	106	74	3	42	NA	86	NA	NA	1	NA	NA	106	NA	0.132	0.04299	0.05338	0.02988	NA	0.05087	NA	NA	0.0005905	NA	NA	0.132	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis"	"G"	2853	112	68	3	29	NA	78	NA	NA	NA	NA	NA	112	NA	0.1395	0.03951	0.05338	0.02063	NA	0.04613	NA	NA	NA	NA	NA	0.1395	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Altererythrobacter"	"G"	26240	67	26	1	7	NA	51	NA	NA	2	NA	NA	67	NA	0.08344	0.01511	0.01779	0.00498	NA	0.03016	NA	NA	0.001181	NA	NA	0.08344	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Erythrobacter"	"G"	26245	55	16	NA	8	NA	55	NA	NA	NA	NA	NA	34	NA	0.04234	0.009296	NA	0.005691	NA	0.03253	NA	NA	NA	NA	NA	0.04234	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Ellin6055"	"G"	26244	10	7	1	1	NA	10	NA	NA	NA	NA	NA	4	NA	0.01779	0.004067	0.01779	0.0007114	NA	0.005915	NA	NA	NA	NA	NA	0.004981	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhapis"	"G"	14559	23	6	NA	NA	NA	23	NA	NA	NA	NA	NA	6	NA	0.0136	0.003486	NA	NA	NA	0.0136	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Polymorphobacter"	"G"	11469	4	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.002324	0.002324	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Qipengyuania"	"G"	26249	4	4	NA	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.002324	0.002324	NA	0.0007114	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas"	"G"	2857	6	3	NA	1	NA	6	NA	NA	NA	NA	NA	3	NA	0.003736	0.001743	NA	0.0007114	NA	0.003549	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Blastomonas"	"G"	2845	3	3	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.001743	0.001743	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Porphyrobacter"	"G"	26248	18	3	1	3	NA	18	NA	NA	NA	NA	NA	7	NA	0.01779	0.001743	0.01779	0.002134	NA	0.01065	NA	NA	NA	NA	NA	0.008717	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Stakelama"	"G"	2856	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	0.000581	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingoaurantiacus"	"G"	26251	6	1	NA	NA	NA	6	NA	NA	NA	NA	NA	2	NA	0.003549	0.000581	NA	NA	NA	0.003549	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"MN 122.2a"	"G"	26246	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingosinicella"	"G"	2855	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizobiales"	"O"	2421	592	326	22	190	NA	592	NA	NA	7	NA	NA	570	NA	0.7098	0.1894	0.3915	0.1352	NA	0.3501	NA	NA	0.004133	NA	NA	0.7098	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhizobiales Incertae Sedis"	"F"	2530	174	79	7	33	NA	174	NA	NA	1	NA	NA	102	NA	0.127	0.0459	0.1246	0.02348	NA	0.1029	NA	NA	0.0005905	NA	NA	0.127	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	14525	149	63	7	27	NA	149	NA	NA	NA	NA	NA	80	NA	0.1246	0.0366	0.1246	0.01921	NA	0.08813	NA	NA	NA	NA	NA	0.09963	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Nordella"	"G"	2534	13	7	NA	3	NA	13	NA	NA	NA	NA	NA	6	NA	0.007689	0.004067	NA	0.002134	NA	0.007689	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Bauldia"	"G"	2532	6	4	NA	1	NA	5	NA	NA	NA	NA	NA	6	NA	0.007472	0.002324	NA	0.0007114	NA	0.002957	NA	NA	NA	NA	NA	0.007472	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Phreatobacter"	"G"	11439	9	3	NA	1	NA	6	NA	NA	1	NA	NA	9	NA	0.01121	0.001743	NA	0.0007114	NA	0.003549	NA	NA	0.0005905	NA	NA	0.01121	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Rhizobiaceae"	"F"	2525	178	64	6	39	NA	166	NA	NA	2	NA	NA	178	NA	0.2217	0.03718	0.1068	0.02774	NA	0.09818	NA	NA	0.001181	NA	NA	0.2217	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	"G"	26091	110	30	5	19	NA	93	NA	NA	NA	NA	NA	110	NA	0.137	0.01743	0.08897	0.01352	NA	0.05501	NA	NA	NA	NA	NA	0.137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Mesorhizobium"	"G"	26112	21	9	NA	6	NA	21	NA	NA	NA	NA	NA	17	NA	0.02117	0.005229	NA	0.004268	NA	0.01242	NA	NA	NA	NA	NA	0.02117	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"uncultured"	"G"	26127	15	4	NA	6	NA	15	NA	NA	NA	NA	NA	11	NA	0.0137	0.002324	NA	0.004268	NA	0.008872	NA	NA	NA	NA	NA	0.0137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ochrobactrum"	"G"	26115	10	4	NA	NA	NA	2	NA	NA	NA	NA	NA	10	NA	0.01245	0.002324	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.01245	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
