"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"uncultured"	"G"	26552	14	1	NA	NA	NA	8	10	10	NA	NA	NA	14	NA	0.001522	0.0002939	NA	NA	NA	0.0008504	0.001069	0.001288	NA	NA	NA	0.001522	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"SC-I-84"	"F"	26582	1514	97	25	NA	1	1175	956	1514	13	NA	197	1301	26	0.195	0.02851	0.0483	NA	0.07364	0.1249	0.1022	0.195	0.0007603	NA	0.1317	0.1414	0.05376	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Gallionellaceae"	"F"	26497	472	38	3	NA	1	363	430	472	2	NA	35	419	27	0.07364	0.01117	0.005795	NA	0.07364	0.03859	0.04598	0.0608	0.000117	NA	0.0234	0.04555	0.05583	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Gallionella"	"G"	26500	200	15	1	NA	NA	142	200	197	1	NA	9	161	15	0.03102	0.004408	0.001932	NA	NA	0.01509	0.02139	0.02538	5.848e-05	NA	0.006016	0.0175	0.03102	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Sideroxydans"	"G"	26501	155	11	1	NA	NA	135	129	151	NA	NA	15	155	3	0.01945	0.003233	0.001932	NA	NA	0.01435	0.01379	0.01945	NA	NA	0.01003	0.01685	0.006203	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"uncultured"	"G"	26502	76	8	NA	NA	1	40	64	76	NA	NA	7	53	9	0.07364	0.002351	NA	NA	0.07364	0.004252	0.006844	0.00979	NA	NA	0.004679	0.005762	0.01861	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Aquaspirillaceae"	"F"	26343	155	37	9	NA	NA	39	53	85	NA	NA	33	155	NA	0.02206	0.01087	0.01739	NA	NA	0.004145	0.005667	0.01095	NA	NA	0.02206	0.01685	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Aquaspirillum"	"G"	26344	40	27	4	NA	NA	21	19	6	NA	NA	1	40	NA	0.007935	0.007935	0.007727	NA	NA	0.002232	0.002032	0.0007729	NA	NA	0.0006684	0.004349	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Laribacter"	"G"	26345	7	7	NA	NA	NA	1	3	2	NA	NA	2	5	NA	0.002057	0.002057	NA	NA	NA	0.0001063	0.0003208	0.0002576	NA	NA	0.001337	0.0005436	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Rivicola"	"G"	26347	103	3	5	NA	NA	16	27	30	NA	NA	26	103	NA	0.01738	0.0008816	0.009659	NA	NA	0.001701	0.002887	0.003864	NA	NA	0.01738	0.0112	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"TRA3-20"	"F"	26589	353	33	4	NA	1	208	203	353	9	NA	26	272	10	0.07364	0.009698	0.007727	NA	0.07364	0.02211	0.02171	0.04547	0.0005263	NA	0.01738	0.02957	0.02068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinimonadaceae"	"F"	26483	100	30	3	NA	NA	87	100	32	2	NA	10	75	2	0.01069	0.008816	0.005795	NA	NA	0.009248	0.01069	0.004122	0.000117	NA	0.006684	0.008154	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinivorax"	"G"	26485	66	26	3	NA	NA	61	66	15	1	NA	2	18	2	0.007641	0.007641	0.005795	NA	NA	0.006484	0.007058	0.001932	5.848e-05	NA	0.001337	0.001957	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"Chitinimonas"	"G"	26484	56	4	NA	NA	NA	25	34	17	1	NA	8	56	NA	0.006088	0.001176	NA	NA	NA	0.002657	0.003636	0.00219	5.848e-05	NA	0.005347	0.006088	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"Chitinibacteraceae"	"F"	26472	826	29	3	NA	NA	216	181	826	2	1	70	331	92	0.1902	0.008522	0.005795	NA	NA	0.02296	0.01935	0.1064	0.000117	0.1205	0.04679	0.03599	0.1902	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Deefgea"	"G"	26478	387	11	1	NA	NA	123	97	387	NA	NA	30	125	89	0.184	0.003233	0.001932	NA	NA	0.01307	0.01037	0.04985	NA	NA	0.02005	0.01359	0.184	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Chitinibacter"	"G"	26475	261	8	2	NA	NA	48	37	261	2	1	28	128	NA	0.1205	0.002351	0.003864	NA	NA	0.005102	0.003957	0.03362	0.000117	0.1205	0.01872	0.01392	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Formivibrio"	"G"	26479	74	6	NA	NA	NA	25	20	74	NA	NA	3	30	NA	0.009532	0.001763	NA	NA	NA	0.002657	0.002139	0.009532	NA	NA	0.002005	0.003262	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Amantichitinum"	"G"	26473	12	2	NA	NA	NA	9	6	12	NA	NA	NA	8	1	0.002068	0.0005878	NA	NA	NA	0.0009567	0.0006416	0.001546	NA	NA	NA	0.0008698	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Silvimonas"	"G"	26482	9	1	NA	NA	NA	1	3	9	NA	NA	2	3	NA	0.001337	0.0002939	NA	NA	NA	0.0001063	0.0003208	0.001159	NA	NA	0.001337	0.0003262	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Hydrogenophilaceae"	"F"	26503	250	24	8	NA	NA	169	193	194	3	NA	31	250	3	0.02718	0.007053	0.01545	NA	NA	0.01796	0.02064	0.02499	0.0001754	NA	0.02072	0.02718	0.006203	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Thiobacillus"	"G"	26509	143	11	5	NA	NA	91	114	116	1	NA	20	143	1	0.01555	0.003233	0.009659	NA	NA	0.009673	0.01219	0.01494	5.848e-05	NA	0.01337	0.01555	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"uncultured"	"G"	26511	87	10	2	NA	NA	51	55	54	2	NA	6	87	2	0.009459	0.002939	0.003864	NA	NA	0.005421	0.005881	0.006956	0.000117	NA	0.004011	0.009459	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Hydrogenophilus"	"G"	26505	23	1	1	NA	NA	23	12	15	NA	NA	3	6	NA	0.002445	0.0002939	0.001932	NA	NA	0.002445	0.001283	0.001932	NA	NA	0.002005	0.0006523	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Tepidiphilus"	"G"	26508	6	1	NA	NA	NA	2	5	3	NA	NA	2	6	NA	0.001337	0.0002939	NA	NA	NA	0.0002126	0.0005347	0.0003864	NA	NA	0.001337	0.0006523	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Sulfuricellaceae"	"F"	26583	230	18	NA	1	NA	184	166	230	2	NA	19	210	5	0.1155	0.00529	NA	0.1155	NA	0.01956	0.01775	0.02963	0.000117	NA	0.0127	0.02283	0.01034	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ferritrophicum"	"G"	26584	138	10	NA	NA	NA	84	84	138	1	NA	8	114	3	0.01778	0.002939	NA	NA	NA	0.008929	0.008982	0.01778	5.848e-05	NA	0.005347	0.01239	0.006203	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Sulfuricella"	"G"	26585	72	6	NA	NA	NA	71	58	71	NA	NA	6	72	1	0.009146	0.001763	NA	NA	NA	0.007547	0.006202	0.009146	NA	NA	0.004011	0.007828	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Sulfuriferula"	"G"	26586	25	2	NA	1	NA	25	18	17	1	NA	2	21	1	0.1155	0.0005878	NA	0.1155	NA	0.002657	0.001925	0.00219	5.848e-05	NA	0.001337	0.002283	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Chromobacteriaceae"	"F"	26486	269	9	1	NA	NA	75	69	269	3	NA	27	206	2	0.03465	0.002645	0.001932	NA	NA	0.007972	0.007378	0.03465	0.0001754	NA	0.01805	0.0224	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Vogesella"	"G"	26493	228	4	NA	NA	NA	42	43	228	1	NA	20	155	NA	0.02937	0.001176	NA	NA	NA	0.004464	0.004598	0.02937	5.848e-05	NA	0.01337	0.01685	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Chromobacterium"	"G"	26488	31	3	1	NA	NA	27	18	27	2	NA	3	31	2	0.004135	0.0008816	0.001932	NA	NA	0.00287	0.001925	0.003478	0.000117	NA	0.002005	0.00337	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Aquitalea"	"G"	26487	7	1	NA	NA	NA	2	3	5	NA	NA	1	7	NA	0.000761	0.0002939	NA	NA	NA	0.0002126	0.0003208	0.0006441	NA	NA	0.0006684	0.000761	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Crenobacter"	"G"	26489	2	1	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	0.0002126	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"A21b"	"F"	26342	76	3	1	NA	NA	49	57	76	NA	NA	15	73	14	0.02895	0.0008816	0.001932	NA	NA	0.005208	0.006095	0.00979	NA	NA	0.01003	0.007937	0.02895	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ferrovaceae"	"F"	26495	12	1	NA	NA	1	7	4	8	NA	NA	1	12	2	0.07364	0.0002939	NA	NA	0.07364	0.0007441	0.0004277	0.001031	NA	NA	0.0006684	0.001305	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ferrovum"	"G"	26496	12	1	NA	NA	1	7	4	8	NA	NA	1	12	2	0.07364	0.0002939	NA	NA	0.07364	0.0007441	0.0004277	0.001031	NA	NA	0.0006684	0.001305	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Ferrovaceae"
"EC94"	"F"	26494	6	1	NA	NA	NA	4	5	6	NA	NA	NA	5	NA	0.0007729	0.0002939	NA	NA	NA	0.0004252	0.0005347	0.0007729	NA	NA	NA	0.0005436	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"T34"	"F"	26588	13	1	NA	NA	NA	9	7	3	NA	NA	NA	13	NA	0.001413	0.0002939	NA	NA	NA	0.0009567	0.0007485	0.0003864	NA	NA	NA	0.001413	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"B1-7BS"	"F"	26348	146	1	2	NA	NA	63	42	146	NA	NA	17	80	1	0.01881	0.0002939	0.003864	NA	NA	0.006697	0.004491	0.01881	NA	NA	0.01136	0.008698	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Enterobacteriales"	"O"	3468	1061300	991	187	34	40	2405	2196	5242	1061290	182	526	7329	769	62.07	0.2912	0.3612	3.926	2.946	0.2556	0.2348	0.6752	62.07	21.93	0.3516	0.7968	1.59	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Enterobacteriaceae"	"F"	3469	1061300	991	187	34	40	2405	2196	5242	1061290	182	526	7329	769	62.07	0.2912	0.3612	3.926	2.946	0.2556	0.2348	0.6752	62.07	21.93	0.3516	0.7968	1.59	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales"
"Escherichia-Shigella"	"G"	3504	1004700	750	145	31	31	1848	1728	3720	1004661	150	396	5239	533	58.75	0.2204	0.2801	3.58	2.283	0.1964	0.1848	0.4792	58.75	18.07	0.2647	0.5696	1.102	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Enterobacter"	"G"	3502	22297	52	9	NA	1	100	105	238	22297	5	18	348	38	1.304	0.01528	0.01739	NA	0.07364	0.01063	0.01123	0.03066	1.304	0.6024	0.01203	0.03783	0.07857	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Serratia"	"G"	3523	2038	31	3	NA	3	67	62	221	2038	1	27	295	22	0.2209	0.00911	0.005795	NA	0.2209	0.007122	0.00663	0.02847	0.1192	0.1205	0.01805	0.03207	0.04549	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Klebsiella"	"G"	3507	4562	28	10	NA	2	57	45	167	4562	3	17	220	17	0.3614	0.008229	0.01932	NA	0.1473	0.006059	0.004812	0.02151	0.2668	0.3614	0.01136	0.02392	0.03515	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pantoea"	"G"	3513	3675	21	3	1	NA	37	24	132	3675	2	7	198	42	0.241	0.006171	0.005795	0.1155	NA	0.003933	0.002566	0.017	0.2149	0.241	0.004679	0.02153	0.08685	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Edwardsiella"	"G"	3501	305	20	NA	NA	NA	13	15	54	305	NA	6	84	11	0.02275	0.005878	NA	NA	NA	0.001382	0.001604	0.006956	0.01784	NA	0.004011	0.009133	0.02275	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Dickeya"	"G"	3500	254	8	4	NA	NA	23	15	72	254	NA	5	144	31	0.0641	0.002351	0.007727	NA	NA	0.002445	0.001604	0.009275	0.01485	NA	0.003342	0.01566	0.0641	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Salmonella"	"G"	3522	7254	6	1	NA	NA	17	11	16	7254	3	3	29	3	0.4242	0.001763	0.001932	NA	NA	0.001807	0.001176	0.002061	0.4242	0.3614	0.002005	0.003153	0.006203	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Citrobacter"	"G"	3497	2322	6	NA	NA	1	18	11	17	2322	5	2	52	4	0.6024	0.001763	NA	NA	0.07364	0.001913	0.001176	0.00219	0.1358	0.6024	0.001337	0.005653	0.008271	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Yersinia"	"G"	3531	268	5	NA	NA	NA	18	4	23	268	NA	2	55	4	0.01567	0.001469	NA	NA	NA	0.001913	0.0004277	0.002963	0.01567	NA	0.001337	0.00598	0.008271	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Providencia"	"G"	3519	209	5	NA	NA	NA	3	3	35	209	NA	2	29	2	0.01222	0.001469	NA	NA	NA	0.0003189	0.0003208	0.004508	0.01222	NA	0.001337	0.003153	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Kosakonia"	"G"	14637	550	4	NA	NA	NA	3	4	9	550	1	NA	17	NA	0.1205	0.001176	NA	NA	NA	0.0003189	0.0004277	0.001159	0.03217	0.1205	NA	0.001848	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Proteus"	"G"	3518	108	4	1	NA	NA	7	5	17	108	NA	NA	13	1	0.006316	0.001176	0.001932	NA	NA	0.0007441	0.0005347	0.00219	0.006316	NA	NA	0.001413	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Erwinia"	"G"	3503	304	3	2	NA	NA	5	9	20	304	NA	2	29	4	0.01778	0.0008816	0.003864	NA	NA	0.0005315	0.0009624	0.002576	0.01778	NA	0.001337	0.003153	0.008271	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Sodalis"	"G"	3525	109	3	NA	NA	NA	6	4	8	109	NA	NA	9	NA	0.006375	0.0008816	NA	NA	NA	0.0006378	0.0004277	0.001031	0.006375	NA	NA	0.0009785	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pectobacterium"	"G"	3514	169	2	1	NA	NA	7	5	51	169	NA	2	34	1	0.009883	0.0005878	0.001932	NA	NA	0.0007441	0.0005347	0.006569	0.009883	NA	0.001337	0.003697	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts2"	"G"	14647	4	2	NA	NA	NA	NA	NA	1	4	1	NA	1	NA	0.1205	0.0005878	NA	NA	NA	NA	NA	0.0001288	0.0002339	0.1205	NA	0.0001087	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Raoultella"	"G"	3521	186	2	NA	NA	NA	8	7	18	186	NA	1	20	2	0.01088	0.0005878	NA	NA	NA	0.0008504	0.0007485	0.002319	0.01088	NA	0.0006684	0.002174	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Morganella"	"G"	3512	191	1	1	NA	NA	2	7	16	191	1	NA	10	NA	0.1205	0.0002939	0.001932	NA	NA	0.0002126	0.0007485	0.002061	0.01117	0.1205	NA	0.001087	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Kluyvera"	"G"	3508	479	1	NA	NA	NA	2	4	10	479	NA	NA	20	NA	0.02801	0.0002939	NA	NA	NA	0.0002126	0.0004277	0.001288	0.02801	NA	NA	0.002174	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Benitsuchiphilus"	"G"	3477	20	1	NA	NA	NA	NA	NA	3	20	NA	NA	NA	NA	0.00117	0.0002939	NA	NA	NA	NA	NA	0.0003864	0.00117	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Buchnera"	"G"	3473	35	1	NA	NA	NA	2	2	3	35	NA	1	3	NA	0.002047	0.0002939	NA	NA	NA	0.0002126	0.0002139	0.0003864	0.002047	NA	0.0006684	0.0003262	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Rahnella"	"G"	3520	61	1	NA	NA	NA	1	NA	6	61	NA	NA	9	NA	0.003567	0.0002939	NA	NA	NA	0.0001063	NA	0.0007729	0.003567	NA	NA	0.0009785	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Annandia"	"G"	14630	6	1	NA	NA	NA	1	1	1	6	NA	NA	1	NA	0.0003509	0.0002939	NA	NA	NA	0.0001063	0.0001069	0.0001288	0.0003509	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"uncultured"	"G"	3534	14	1	NA	NA	NA	11	4	7	8	NA	2	14	NA	0.001522	0.0002939	NA	NA	NA	0.001169	0.0004277	0.0009017	0.0004679	NA	0.001337	0.001522	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pseudomonadales"	"O"	3709	11623	950	172	4	7	1852	2057	3224	11623	2	376	3580	326	0.6797	0.2792	0.3323	0.4619	0.5155	0.1969	0.22	0.4153	0.6797	0.241	0.2513	0.3892	0.6741	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pseudomonadaceae"	"F"	3718	11584	882	154	4	5	1668	1902	2603	11584	1	277	2177	293	0.6775	0.2592	0.2975	0.4619	0.3682	0.1773	0.2034	0.3353	0.6775	0.1205	0.1852	0.2367	0.6058	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales"
"Pseudomonas"	"G"	3723	11583	881	154	4	5	1665	1895	2599	11583	1	277	2171	292	0.6774	0.2589	0.2975	0.4619	0.3682	0.177	0.2026	0.3348	0.6774	0.1205	0.1852	0.236	0.6038	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Azotobacter"	"G"	3721	5	1	NA	NA	NA	1	4	2	1	NA	NA	5	1	0.002068	0.0002939	NA	NA	NA	0.0001063	0.0004277	0.0002576	5.848e-05	NA	NA	0.0005436	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Moraxellaceae"	"F"	3710	1372	64	18	NA	1	176	143	594	37	1	97	1372	30	0.1492	0.01881	0.03477	NA	0.07364	0.01871	0.01529	0.07651	0.002164	0.1205	0.06484	0.1492	0.06203	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales"
"Acinetobacter"	"G"	3711	714	38	15	NA	1	111	72	150	26	1	35	714	17	0.1205	0.01117	0.02898	NA	0.07364	0.0118	0.007699	0.01932	0.001521	0.1205	0.0234	0.07763	0.03515	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"uncultured"	"G"	3717	371	7	1	NA	NA	42	46	371	1	NA	36	323	6	0.04779	0.002057	0.001932	NA	NA	0.004464	0.004919	0.04779	5.848e-05	NA	0.02406	0.03512	0.01241	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Psychrobacter"	"G"	3716	44	6	1	NA	NA	11	11	26	9	NA	1	44	4	0.008271	0.001763	0.001932	NA	NA	0.001169	0.001176	0.003349	0.0005263	NA	0.0006684	0.004784	0.008271	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"[Agitococcus] lubricus group"	"G"	14681	33	4	1	NA	NA	NA	NA	4	NA	NA	1	33	1	0.003588	0.001176	0.001932	NA	NA	NA	NA	0.0005153	NA	NA	0.0006684	0.003588	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Alkanindiges"	"G"	3712	19	2	NA	NA	NA	3	1	8	NA	NA	2	19	NA	0.002066	0.0005878	NA	NA	NA	0.0003189	0.0001069	0.001031	NA	NA	0.001337	0.002066	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Fluviicoccus"	"G"	14680	3	2	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	0.0005878	0.0005878	NA	NA	NA	NA	NA	0.0002576	NA	NA	NA	0.0003262	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Moraxella"	"G"	3714	13	1	NA	NA	NA	2	4	5	1	NA	NA	13	1	0.002068	0.0002939	NA	NA	NA	0.0002126	0.0004277	0.0006441	5.848e-05	NA	NA	0.001413	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Perlucidibaca"	"G"	3715	127	1	NA	NA	NA	2	NA	12	NA	NA	17	127	1	0.01381	0.0002939	NA	NA	NA	0.0002126	NA	0.001546	NA	NA	0.01136	0.01381	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Paraperlucidibaca"	"G"	26804	22	1	NA	NA	NA	NA	NA	1	NA	NA	1	22	NA	0.002392	0.0002939	NA	NA	NA	NA	NA	0.0001288	NA	NA	0.0006684	0.002392	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Xanthomonadales"	"O"	3786	4124	664	121	1	1	3066	2313	4124	51	NA	373	3540	130	0.5312	0.1951	0.2337	0.1155	0.07364	0.3259	0.2473	0.5312	0.002983	NA	0.2493	0.3849	0.2688	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Xanthomonadaceae"	"F"	3799	3612	554	96	1	1	2774	2059	3612	40	NA	335	3158	125	0.4653	0.1628	0.1855	0.1155	0.07364	0.2949	0.2202	0.4653	0.002339	NA	0.2239	0.3433	0.2585	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Arenimonas"	"G"	3801	1852	310	54	1	NA	1778	1264	1852	13	NA	176	1680	48	0.2386	0.0911	0.1043	0.1155	NA	0.189	0.1352	0.2386	0.0007603	NA	0.1176	0.1827	0.09925	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Stenotrophomonas"	"G"	3818	860	119	25	NA	NA	502	410	860	12	NA	98	780	38	0.1108	0.03497	0.0483	NA	NA	0.05336	0.04384	0.1108	0.0007018	NA	0.06551	0.0848	0.07857	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Lysobacter"	"G"	3809	197	22	7	NA	NA	123	81	197	2	NA	22	174	14	0.02895	0.006465	0.01352	NA	NA	0.01307	0.008662	0.02538	0.000117	NA	0.01471	0.01892	0.02895	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Thermomonas"	"G"	3820	100	19	NA	NA	NA	74	60	94	1	NA	7	100	2	0.01211	0.005584	NA	NA	NA	0.007866	0.006416	0.01211	5.848e-05	NA	0.004679	0.01087	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Silanimonas"	"G"	3817	59	17	1	NA	NA	11	17	59	NA	NA	NA	32	NA	0.0076	0.004996	0.001932	NA	NA	0.001169	0.001818	0.0076	NA	NA	NA	0.003479	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
