"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"Thiohalorhabdales"	"O"	26837	10	1	NA	NA	NA	3	1	3	1	NA	2	10	1	0.002068	0.0002939	NA	NA	NA	0.0003189	0.0001069	0.0003864	5.848e-05	NA	0.001337	0.001087	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiohalorhabdaceae"	"F"	26838	10	1	NA	NA	NA	3	1	3	1	NA	2	10	1	0.002068	0.0002939	NA	NA	NA	0.0003189	0.0001069	0.0003864	5.848e-05	NA	0.001337	0.001087	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiohalorhabdales"
"uncultured"	"G"	26842	8	1	NA	NA	NA	3	1	1	1	NA	2	8	1	0.002068	0.0002939	NA	NA	NA	0.0003189	0.0001069	0.0001288	5.848e-05	NA	0.001337	0.0008698	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiohalorhabdales>Thiohalorhabdaceae"
"WD260"	"O"	26863	17	1	NA	1	NA	17	9	8	1	NA	1	14	NA	0.1155	0.0002939	NA	0.1155	NA	0.001807	0.0009624	0.001031	5.848e-05	NA	0.0006684	0.001522	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Deltaproteobacteria"	"C"	3087	2201	245	45	1	1	754	767	817	2201	NA	77	325	16	0.1287	0.072	0.08693	0.1155	0.07364	0.08015	0.08202	0.1052	0.1287	NA	0.05147	0.03533	0.03308	"Bacteria>Proteobacteria"
"Myxococcales"	"O"	3210	154	51	10	1	1	101	116	154	88	NA	20	82	4	0.1155	0.01499	0.01932	0.1155	0.07364	0.01074	0.0124	0.01984	0.005146	NA	0.01337	0.008915	0.008271	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Haliangiaceae"	"F"	3222	51	7	NA	NA	NA	32	43	51	4	NA	1	19	1	0.006569	0.002057	NA	NA	NA	0.003401	0.004598	0.006569	0.0002339	NA	0.0006684	0.002066	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Haliangium"	"G"	3223	51	7	NA	NA	NA	32	43	51	4	NA	1	19	1	0.006569	0.002057	NA	NA	NA	0.003401	0.004598	0.006569	0.0002339	NA	0.0006684	0.002066	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Haliangiaceae"
"Sandaracinaceae"	"F"	3241	14	6	NA	NA	NA	6	10	11	14	NA	1	12	NA	0.001763	0.001763	NA	NA	NA	0.0006378	0.001069	0.001417	0.0008187	NA	0.0006684	0.001305	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"uncultured"	"G"	11491	13	4	NA	NA	NA	4	7	10	13	NA	1	12	NA	0.001305	0.001176	NA	NA	NA	0.0004252	0.0007485	0.001288	0.0007603	NA	0.0006684	0.001305	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Sandaracinaceae"
"Sandaracinus"	"G"	3242	3	2	NA	NA	NA	2	3	1	1	NA	NA	NA	NA	0.0005878	0.0005878	NA	NA	NA	0.0002126	0.0003208	0.0001288	5.848e-05	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Sandaracinaceae"
"Nannocystaceae"	"F"	3229	12	3	NA	NA	NA	8	9	12	NA	NA	3	4	NA	0.002005	0.0008816	NA	NA	NA	0.0008504	0.0009624	0.001546	NA	NA	0.002005	0.0004349	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Nannocystis"	"G"	3231	11	3	NA	NA	NA	8	9	11	NA	NA	3	4	NA	0.002005	0.0008816	NA	NA	NA	0.0008504	0.0009624	0.001417	NA	NA	0.002005	0.0004349	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Nannocystaceae"
"Polyangiaceae"	"F"	3236	16	3	1	NA	1	13	13	16	8	NA	5	6	2	0.07364	0.0008816	0.001932	NA	0.07364	0.001382	0.00139	0.002061	0.0004679	NA	0.003342	0.0006523	0.004135	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Pajaroellobacter"	"G"	26282	3	2	NA	NA	1	3	1	2	2	NA	NA	NA	1	0.07364	0.0005878	NA	NA	0.07364	0.0003189	0.0001069	0.0002576	0.000117	NA	NA	NA	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Sorangium"	"G"	3239	9	1	NA	NA	NA	9	7	3	5	NA	1	1	1	0.002068	0.0002939	NA	NA	NA	0.0009567	0.0007485	0.0003864	0.0002924	NA	0.0006684	0.0001087	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"P3OB-42"	"F"	11486	8	3	NA	NA	NA	4	2	5	8	NA	NA	1	NA	0.0008816	0.0008816	NA	NA	NA	0.0004252	0.0002139	0.0006441	0.0004679	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"mle1-27"	"F"	3244	6	2	NA	NA	NA	4	6	6	NA	NA	NA	2	NA	0.0007729	0.0005878	NA	NA	NA	0.0004252	0.0006416	0.0007729	NA	NA	NA	0.0002174	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"bacteriap25"	"F"	11496	25	2	NA	NA	NA	13	11	10	25	NA	3	14	NA	0.002005	0.0005878	NA	NA	NA	0.001382	0.001176	0.001288	0.001462	NA	0.002005	0.001522	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"VHS-B3-70"	"F"	3243	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"uncultured"	"F"	3245	4	1	NA	NA	NA	2	1	3	NA	NA	1	4	NA	0.0006684	0.0002939	NA	NA	NA	0.0002126	0.0001069	0.0003864	NA	NA	0.0006684	0.0004349	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Blfdi19"	"F"	11479	7	1	2	NA	NA	2	NA	3	NA	NA	2	7	NA	0.003864	0.0002939	0.003864	NA	NA	0.0002126	NA	0.0003864	NA	NA	0.001337	0.000761	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Vulgatibacteraceae"	"F"	11494	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Vulgatibacter"	"G"	11495	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Vulgatibacteraceae"
"Desulfobacterales"	"O"	3109	293	46	11	NA	NA	205	293	265	87	NA	11	49	5	0.03414	0.01352	0.02125	NA	NA	0.02179	0.03133	0.03414	0.005088	NA	0.007353	0.005327	0.01034	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfobulbaceae"	"F"	3139	181	27	4	NA	NA	129	181	169	38	NA	5	9	NA	0.02177	0.007935	0.007727	NA	NA	0.01371	0.01935	0.02177	0.002222	NA	0.003342	0.0009785	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"Desulfocapsa"	"G"	3141	4	1	NA	NA	NA	NA	1	1	4	NA	1	NA	NA	0.0006684	0.0002939	NA	NA	NA	NA	0.0001069	0.0001288	0.0002339	NA	0.0006684	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"MSBL7"	"G"	3148	16	1	NA	NA	NA	6	7	16	6	NA	NA	3	NA	0.002061	0.0002939	NA	NA	NA	0.0006378	0.0007485	0.002061	0.0003509	NA	NA	0.0003262	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Candidatus Electronema"	"G"	26273	3	1	NA	NA	NA	NA	1	3	1	NA	NA	1	NA	0.0003864	0.0002939	NA	NA	NA	NA	0.0001069	0.0003864	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfobacteraceae"	"F"	3110	112	19	7	NA	NA	76	112	96	48	NA	6	40	5	0.01352	0.005584	0.01352	NA	NA	0.008078	0.01198	0.01237	0.002807	NA	0.004011	0.004349	0.01034	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"Desulfonema"	"G"	3130	28	7	2	NA	NA	17	28	23	1	NA	NA	NA	NA	0.003864	0.002057	0.003864	NA	NA	0.001807	0.002994	0.002963	5.848e-05	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"uncultured"	"G"	3138	39	7	3	NA	NA	32	39	38	30	NA	3	24	3	0.006203	0.002057	0.005795	NA	NA	0.003401	0.00417	0.004895	0.001754	NA	0.002005	0.002609	0.006203	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacter"	"G"	3120	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacterium"	"G"	3121	2	1	NA	NA	NA	1	2	NA	NA	NA	1	NA	NA	0.0006684	0.0002939	NA	NA	NA	0.0001063	0.0002139	NA	NA	NA	0.0006684	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfonatronobacter"	"G"	3129	2	1	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	0.0002126	0.0001069	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Sva0081 sediment group"	"G"	3137	36	1	2	NA	NA	21	36	28	1	NA	NA	13	2	0.004135	0.0002939	0.003864	NA	NA	0.002232	0.00385	0.003607	5.848e-05	NA	NA	0.001413	0.004135	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Bdellovibrionales"	"O"	3091	150	31	4	NA	NA	150	82	103	100	NA	8	51	NA	0.01594	0.00911	0.007727	NA	NA	0.01594	0.008769	0.01327	0.005848	NA	0.005347	0.005545	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bdellovibrionaceae"	"F"	3098	117	18	2	NA	NA	117	55	67	59	NA	2	13	NA	0.01244	0.00529	0.003864	NA	NA	0.01244	0.005881	0.00863	0.00345	NA	0.001337	0.001413	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"OM27 clade"	"G"	3100	116	16	2	NA	NA	116	52	64	13	NA	1	12	NA	0.01233	0.004702	0.003864	NA	NA	0.01233	0.005561	0.008244	0.0007603	NA	0.0006684	0.001305	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Bdellovibrio"	"G"	3099	46	2	NA	NA	NA	1	3	3	46	NA	1	1	NA	0.00269	0.0005878	NA	NA	NA	0.0001063	0.0003208	0.0003864	0.00269	NA	0.0006684	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Bacteriovoracaceae"	"F"	3092	41	7	NA	NA	NA	31	26	33	41	NA	4	31	NA	0.004251	0.002057	NA	NA	NA	0.003295	0.00278	0.004251	0.002398	NA	0.002674	0.00337	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"Peredibacter"	"G"	3096	41	4	NA	NA	NA	11	12	9	41	NA	1	8	NA	0.002398	0.001176	NA	NA	NA	0.001169	0.001283	0.001159	0.002398	NA	0.0006684	0.0008698	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Bacteriovorax"	"G"	3093	3	2	NA	NA	NA	2	3	2	NA	NA	NA	NA	NA	0.0005878	0.0005878	NA	NA	NA	0.0002126	0.0003208	0.0002576	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Halobacteriovorax"	"G"	11474	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002174	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Desulfovibrionales"	"O"	3156	1540	20	4	NA	NA	44	47	33	1540	NA	3	16	1	0.09006	0.005878	0.007727	NA	NA	0.004677	0.005026	0.004251	0.09006	NA	0.002005	0.00174	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	3169	1510	18	3	NA	NA	36	39	32	1510	NA	3	13	1	0.08831	0.00529	0.005795	NA	NA	0.003827	0.00417	0.004122	0.08831	NA	0.002005	0.001413	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfovibrio"	"G"	3173	1504	17	3	NA	NA	33	39	31	1504	NA	3	13	1	0.08796	0.004996	0.005795	NA	NA	0.003508	0.00417	0.003993	0.08796	NA	0.002005	0.001413	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfocurvus"	"G"	3172	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfomicrobiaceae"	"F"	3165	25	2	1	NA	NA	6	8	1	25	NA	NA	3	NA	0.001932	0.0005878	0.001932	NA	NA	0.0006378	0.0008555	0.0001288	0.001462	NA	NA	0.0003262	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfomicrobium"	"G"	3166	25	2	1	NA	NA	6	8	1	25	NA	NA	3	NA	0.001932	0.0005878	0.001932	NA	NA	0.0006378	0.0008555	0.0001288	0.001462	NA	NA	0.0003262	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae"
"Desulfuromonadales"	"O"	3181	16	16	2	NA	NA	7	6	8	10	NA	1	7	1	0.004702	0.004702	0.003864	NA	NA	0.0007441	0.0006416	0.001031	0.0005848	NA	0.0006684	0.000761	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Geobacteraceae"	"F"	3195	13	13	2	NA	NA	3	3	5	3	NA	1	5	NA	0.003864	0.00382	0.003864	NA	NA	0.0003189	0.0003208	0.0006441	0.0001754	NA	0.0006684	0.0005436	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	3197	13	13	2	NA	NA	3	3	3	3	NA	1	5	NA	0.003864	0.00382	0.003864	NA	NA	0.0003189	0.0003208	0.0003864	0.0001754	NA	0.0006684	0.0005436	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"uncultured"	"F"	3207	2	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0005878	0.0005878	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Desulfuromonadaceae"	"F"	3189	4	1	NA	NA	NA	4	3	2	4	NA	NA	1	NA	0.0004252	0.0002939	NA	NA	NA	0.0004252	0.0003208	0.0002576	0.0002339	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Desulfuromonas"	"G"	3190	4	1	NA	NA	NA	4	3	1	4	NA	NA	1	NA	0.0004252	0.0002939	NA	NA	NA	0.0004252	0.0003208	0.0001288	0.0002339	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Bradymonadales"	"O"	14584	96	16	2	NA	NA	56	83	96	14	NA	5	18	1	0.01237	0.004702	0.003864	NA	NA	0.005953	0.008875	0.01237	0.0008187	NA	0.003342	0.001957	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bradymonadaceae"	"F"	14585	6	1	NA	NA	NA	1	6	2	2	NA	NA	1	NA	0.0006416	0.0002939	NA	NA	NA	0.0001063	0.0006416	0.0002576	0.000117	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bradymonadales"
"Syntrophobacterales"	"O"	3251	73	11	3	NA	NA	73	43	42	15	NA	4	34	2	0.00776	0.003233	0.005795	NA	NA	0.00776	0.004598	0.00541	0.0008772	NA	0.002674	0.003697	0.004135	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophobacteraceae"	"F"	3258	48	9	2	NA	NA	48	24	35	1	NA	3	31	1	0.005102	0.002645	0.003864	NA	NA	0.005102	0.002566	0.004508	5.848e-05	NA	0.002005	0.00337	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"uncultured"	"G"	3266	28	5	1	NA	NA	28	10	17	NA	NA	1	15	1	0.002976	0.001469	0.001932	NA	NA	0.002976	0.001069	0.00219	NA	NA	0.0006684	0.001631	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Syntrophobacter"	"G"	3264	19	4	1	NA	NA	19	14	17	NA	NA	2	16	NA	0.00219	0.001176	0.001932	NA	NA	0.00202	0.001497	0.00219	NA	NA	0.001337	0.00174	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Syntrophaceae"	"F"	3252	25	2	1	NA	NA	25	19	7	14	NA	1	3	1	0.002657	0.0005878	0.001932	NA	NA	0.002657	0.002032	0.0009017	0.0008187	NA	0.0006684	0.0003262	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"Smithella"	"G"	3255	3	1	NA	NA	NA	3	2	2	1	NA	1	NA	NA	0.0006684	0.0002939	NA	NA	NA	0.0003189	0.0002139	0.0002576	5.848e-05	NA	0.0006684	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"uncultured"	"G"	3257	9	1	NA	NA	NA	1	4	2	9	NA	NA	2	NA	0.0005263	0.0002939	NA	NA	NA	0.0001063	0.0004277	0.0002576	0.0005263	NA	NA	0.0002174	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Oligoflexales"	"O"	11497	50	10	NA	NA	NA	50	36	31	36	NA	10	21	NA	0.006684	0.002939	NA	NA	NA	0.005315	0.00385	0.003993	0.002105	NA	0.006684	0.002283	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Oligoflexaceae"	"F"	11498	25	6	NA	NA	NA	21	19	13	25	NA	6	7	NA	0.004011	0.001763	NA	NA	NA	0.002232	0.002032	0.001675	0.001462	NA	0.004011	0.000761	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"uncultured"	"G"	26286	25	4	NA	NA	NA	9	11	6	25	NA	4	5	NA	0.002674	0.001176	NA	NA	NA	0.0009567	0.001176	0.0007729	0.001462	NA	0.002674	0.0005436	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Oligoflexus"	"G"	11499	6	1	NA	NA	NA	6	2	4	NA	NA	NA	1	NA	0.0006378	0.0002939	NA	NA	NA	0.0006378	0.0002139	0.0005153	NA	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Silvanigrella"	"G"	26285	6	1	NA	NA	NA	6	5	2	NA	NA	NA	1	NA	0.0006378	0.0002939	NA	NA	NA	0.0006378	0.0005347	0.0002576	NA	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"0319-6G20"	"F"	14610	26	4	NA	NA	NA	26	16	18	11	NA	4	13	NA	0.002764	0.001176	NA	NA	NA	0.002764	0.001711	0.002319	0.0006433	NA	0.002674	0.001413	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"NB1-j"	"O"	14609	16	8	NA	NA	NA	13	8	13	2	NA	3	16	NA	0.002351	0.002351	NA	NA	NA	0.001382	0.0008555	0.001675	0.000117	NA	0.002005	0.00174	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"SAR324 clade(Marine group B)"	"O"	3247	64	4	NA	NA	NA	15	11	24	64	NA	6	11	1	0.004011	0.001176	NA	NA	NA	0.001594	0.001176	0.003092	0.003743	NA	0.004011	0.001196	0.002068	"Bacteria>Proteobacteria>Deltaproteobacteria"
"RCP2-54"	"O"	26288	4	4	NA	NA	NA	1	1	1	4	NA	1	1	NA	0.001176	0.001176	NA	NA	NA	0.0001063	0.0001069	0.0001288	0.0002339	NA	0.0006684	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Deltaproteobacteria Incertae Sedis"	"O"	3102	7	2	NA	NA	NA	NA	1	NA	7	NA	NA	NA	NA	0.0005878	0.0005878	NA	NA	NA	NA	0.0001069	NA	0.0004094	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophorhabdaceae"	"F"	3103	5	2	NA	NA	NA	NA	1	NA	5	NA	NA	NA	NA	0.0005878	0.0005878	NA	NA	NA	NA	0.0001069	NA	0.0002924	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis"
"Syntrophorhabdus"	"G"	3104	5	2	NA	NA	NA	NA	1	NA	5	NA	NA	NA	NA	0.0005878	0.0005878	NA	NA	NA	NA	0.0001069	NA	0.0002924	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis>Syntrophorhabdaceae"
"Sva0485"	"O"	3250	5	2	1	NA	NA	3	3	2	5	NA	NA	1	NA	0.001932	0.0005878	0.001932	NA	NA	0.0003189	0.0003208	0.0002576	0.0002924	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"PB19"	"O"	26287	5	2	NA	NA	NA	3	3	5	1	NA	NA	2	NA	0.0006441	0.0005878	NA	NA	NA	0.0003189	0.0003208	0.0006441	5.848e-05	NA	NA	0.0002174	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculales"	"O"	3105	34	1	2	NA	NA	12	6	9	34	NA	2	4	NA	0.003864	0.0002939	0.003864	NA	NA	0.001276	0.0006416	0.001159	0.001988	NA	0.001337	0.0004349	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculaceae"	"F"	3106	34	1	2	NA	NA	12	6	9	34	NA	2	4	NA	0.003864	0.0002939	0.003864	NA	NA	0.001276	0.0006416	0.001159	0.001988	NA	0.001337	0.0004349	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales"
"uncultured"	"G"	3108	7	1	1	NA	NA	7	3	5	1	NA	1	3	NA	0.001932	0.0002939	0.001932	NA	NA	0.0007441	0.0003208	0.0006441	5.848e-05	NA	0.0006684	0.0003262	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"Magnetococcia"	"C"	26883	19	3	NA	NA	NA	13	11	19	2	NA	1	7	NA	0.002447	0.0008816	NA	NA	NA	0.001382	0.001176	0.002447	0.000117	NA	0.0006684	0.000761	NA	"Bacteria>Proteobacteria"
"Magnetococcales"	"O"	26884	19	3	NA	NA	NA	13	11	19	2	NA	1	7	NA	0.002447	0.0008816	NA	NA	NA	0.001382	0.001176	0.002447	0.000117	NA	0.0006684	0.000761	NA	"Bacteria>Proteobacteria>Magnetococcia"
"Magnetococcaceae"	"F"	26885	19	3	NA	NA	NA	13	11	19	2	NA	1	7	NA	0.002447	0.0008816	NA	NA	NA	0.001382	0.001176	0.002447	0.000117	NA	0.0006684	0.000761	NA	"Bacteria>Proteobacteria>Magnetococcia>Magnetococcales"
"Magnetococcus"	"G"	26886	19	3	NA	NA	NA	13	11	19	2	NA	1	7	NA	0.002447	0.0008816	NA	NA	NA	0.001382	0.001176	0.002447	0.000117	NA	0.0006684	0.000761	NA	"Bacteria>Proteobacteria>Magnetococcia>Magnetococcales>Magnetococcaceae"
"Zetaproteobacteria"	"C"	3845	7	1	NA	NA	NA	4	1	3	7	NA	NA	5	NA	0.0005436	0.0002939	NA	NA	NA	0.0004252	0.0001069	0.0003864	0.0004094	NA	NA	0.0005436	NA	"Bacteria>Proteobacteria"
"Mariprofundales"	"O"	3846	7	1	NA	NA	NA	4	1	3	7	NA	NA	5	NA	0.0005436	0.0002939	NA	NA	NA	0.0004252	0.0001069	0.0003864	0.0004094	NA	NA	0.0005436	NA	"Bacteria>Proteobacteria>Zetaproteobacteria"
"Mariprofundaceae"	"F"	3847	7	1	NA	NA	NA	4	1	3	7	NA	NA	5	NA	0.0005436	0.0002939	NA	NA	NA	0.0004252	0.0001069	0.0003864	0.0004094	NA	NA	0.0005436	NA	"Bacteria>Proteobacteria>Zetaproteobacteria>Mariprofundales"
"Mariprofundus"	"G"	3848	7	1	NA	NA	NA	4	1	3	7	NA	NA	5	NA	0.0005436	0.0002939	NA	NA	NA	0.0004252	0.0001069	0.0003864	0.0004094	NA	NA	0.0005436	NA	"Bacteria>Proteobacteria>Zetaproteobacteria>Mariprofundales>Mariprofundaceae"
"Actinobacteria"	"P"	400	3766	1244	144	4	1	2923	3766	3375	1491	2	396	1335	81	0.4619	0.3656	0.2782	0.4619	0.07364	0.3107	0.4027	0.4347	0.0872	0.241	0.2647	0.1451	0.1675	"Bacteria"
"Actinobacteria"	"C"	419	1101	519	68	2	1	641	596	692	1101	1	240	887	53	0.2309	0.1525	0.1314	0.2309	0.07364	0.06813	0.06373	0.08914	0.06439	0.1205	0.1604	0.09644	0.1096	"Bacteria>Actinobacteria"
