"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Yersinia pestis Antiqua"	"-"	360102	7	1	NA	5	NA	2	NA	7	NA	NA	NA	NA	0.003848	0.0004986	NA	0.003065	NA	0.001028	NA	0.003848	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pestis"
"Yersinia pseudotuberculosis"	"S"	633	54	1	NA	NA	NA	5	NA	54	NA	NA	6	NA	0.02968	0.0004986	NA	NA	NA	0.002571	NA	0.02968	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex"
"Yersinia pseudotuberculosis IP 32953"	"-"	273123	26	1	NA	NA	NA	2	NA	26	NA	NA	1	NA	0.01429	0.0004986	NA	NA	NA	0.001028	NA	0.01429	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pseudotuberculosis"
"Yersinia enterocolitica"	"S"	630	141	39	NA	23	NA	26	NA	141	NA	NA	16	NA	0.0775	0.01945	NA	0.0141	NA	0.01337	NA	0.0775	NA	NA	0.01758	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia enterocolitica subsp. palearctica"	"-"	150053	48	3	NA	NA	NA	NA	NA	48	NA	NA	1	NA	0.02638	0.001496	NA	NA	NA	NA	NA	0.02638	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;enterocolitica"
"Yersinia enterocolitica subsp. palearctica 105.5R(r)"	"-"	994476	45	2	NA	NA	NA	NA	NA	45	NA	NA	1	NA	0.02474	0.0009973	NA	NA	NA	NA	NA	0.02474	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;enterocolitica>Yersinia&nbsp;enterocolitica&nbsp;subsp.&nbsp;palearctica"
"Yersinia enterocolitica subsp. palearctica Y11"	"-"	930944	3	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001649	0.0004986	NA	NA	NA	NA	NA	0.001649	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;enterocolitica>Yersinia&nbsp;enterocolitica&nbsp;subsp.&nbsp;palearctica"
"Yersinia ruckeri"	"S"	29486	8	8	1	8	NA	3	NA	1	NA	NA	4	NA	0.01356	0.003989	0.01356	0.004904	NA	0.001543	NA	0.0005497	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia aldovae"	"S"	29483	9	4	NA	3	NA	NA	NA	9	NA	NA	6	NA	0.006593	0.001995	NA	0.001839	NA	NA	NA	0.004947	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia aldovae 670-83"	"-"	1453495	9	4	NA	3	NA	NA	NA	9	NA	NA	6	NA	0.006593	0.001995	NA	0.001839	NA	NA	NA	0.004947	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;aldovae"
"Yersinia frederiksenii"	"S"	29484	45	1	NA	3	NA	1	NA	45	NA	NA	10	NA	0.02474	0.0004986	NA	0.001839	NA	0.0005142	NA	0.02474	NA	NA	0.01099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia frederiksenii Y225"	"-"	1454377	45	1	NA	3	NA	1	NA	45	NA	NA	10	NA	0.02474	0.0004986	NA	0.001839	NA	0.0005142	NA	0.02474	NA	NA	0.01099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;frederiksenii"
"Serratia"	"G"	613	177	16	1	13	NA	15	NA	177	NA	NA	9	NA	0.09729	0.007978	0.01356	0.007968	NA	0.007713	NA	0.09729	NA	NA	0.00989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Serratia plymuthica"	"S"	82996	61	9	1	4	NA	7	NA	61	NA	NA	2	NA	0.03353	0.004488	0.01356	0.002452	NA	0.003599	NA	0.03353	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia plymuthica RVH1"	"-"	1006598	44	3	1	2	NA	4	NA	44	NA	NA	1	NA	0.02419	0.001496	0.01356	0.001226	NA	0.002057	NA	0.02419	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;plymuthica"
"Serratia plymuthica PRI-2C"	"-"	1154756	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;plymuthica"
"Serratia marcescens"	"S"	615	69	5	NA	7	NA	5	NA	69	NA	NA	5	NA	0.03793	0.002493	NA	0.004291	NA	0.002571	NA	0.03793	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia marcescens WW4"	"-"	435998	5	3	NA	5	NA	2	NA	4	NA	NA	1	NA	0.003065	0.001496	NA	0.003065	NA	0.001028	NA	0.002199	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;marcescens"
"Serratia fonticola"	"S"	47917	40	1	NA	NA	NA	1	NA	40	NA	NA	2	NA	0.02199	0.0004986	NA	NA	NA	0.0005142	NA	0.02199	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia sp. YD25"	"S"	1759437	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.001226	0.0004986	NA	0.001226	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Rahnella"	"G"	34037	74	4	NA	2	NA	3	NA	74	NA	NA	6	NA	0.04068	0.001995	NA	0.001226	NA	0.001543	NA	0.04068	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Rahnella aquatilis"	"S"	34038	72	4	NA	2	NA	3	NA	72	NA	NA	5	NA	0.03958	0.001995	NA	0.001226	NA	0.001543	NA	0.03958	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella"
"Rahnella aquatilis HX2"	"-"	1151116	72	4	NA	2	NA	3	NA	72	NA	NA	3	NA	0.03958	0.001995	NA	0.001226	NA	0.001543	NA	0.03958	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella>Rahnella&nbsp;aquatilis"
"Pectobacteriaceae"	"F"	1903410	296	51	2	53	NA	69	NA	296	NA	NA	49	NA	0.1627	0.02543	0.02712	0.03249	NA	0.03548	NA	0.1627	NA	NA	0.05385	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Sodalis"	"G"	84565	179	32	NA	29	NA	23	NA	179	NA	NA	14	NA	0.09839	0.01596	NA	0.01778	NA	0.01183	NA	0.09839	NA	NA	0.01538	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Candidatus Sodalis pierantonius"	"S"	1486991	115	23	NA	22	NA	16	NA	115	NA	NA	11	NA	0.06321	0.01147	NA	0.01348	NA	0.008227	NA	0.06321	NA	NA	0.01209	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Candidatus Sodalis pierantonius str. SOPE"	"-"	2342	115	23	NA	22	NA	16	NA	115	NA	NA	11	NA	0.06321	0.01147	NA	0.01348	NA	0.008227	NA	0.06321	NA	NA	0.01209	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis>Candidatus&nbsp;Sodalis&nbsp;pierantonius"
"Sodalis praecaptivus"	"S"	1239307	23	9	NA	5	NA	4	NA	23	NA	NA	2	NA	0.01264	0.004488	NA	0.003065	NA	0.002057	NA	0.01264	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Pectobacterium"	"G"	122277	82	19	2	24	NA	37	NA	82	NA	NA	35	NA	0.04507	0.009474	0.02712	0.01471	NA	0.01902	NA	0.04507	NA	NA	0.03846	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Pectobacterium carotovorum"	"S"	554	73	18	2	23	NA	36	NA	73	NA	NA	28	NA	0.04013	0.008975	0.02712	0.0141	NA	0.01851	NA	0.04013	NA	NA	0.03077	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium carotovorum subsp. carotovorum"	"-"	555	71	18	2	23	NA	36	NA	71	NA	NA	27	NA	0.03903	0.008975	0.02712	0.0141	NA	0.01851	NA	0.03903	NA	NA	0.02967	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum"
"Pectobacterium carotovorum subsp. carotovorum PCC21"	"-"	1218933	71	18	2	23	NA	36	NA	71	NA	NA	27	NA	0.03903	0.008975	0.02712	0.0141	NA	0.01851	NA	0.03903	NA	NA	0.02967	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum>Pectobacterium&nbsp;carotovorum&nbsp;subsp.&nbsp;carotovorum"
"Pectobacterium parmentieri"	"S"	1905730	6	1	NA	1	NA	1	NA	6	NA	NA	4	NA	0.004396	0.0004986	NA	0.000613	NA	0.0005142	NA	0.003298	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Morganellaceae"	"F"	1903414	58	33	1	23	NA	27	NA	58	NA	NA	20	NA	0.03188	0.01645	0.01356	0.0141	NA	0.01388	NA	0.03188	NA	NA	0.02198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Providencia"	"G"	586	27	27	1	21	NA	19	NA	9	NA	NA	7	NA	0.01356	0.01346	0.01356	0.01287	NA	0.009769	NA	0.004947	NA	NA	0.007692	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Providencia alcalifaciens"	"S"	126385	25	25	1	20	NA	18	NA	5	NA	NA	4	NA	0.01356	0.01247	0.01356	0.01226	NA	0.009255	NA	0.002748	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Providencia sneebia"	"S"	516075	2	1	NA	NA	NA	1	NA	2	NA	NA	NA	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	0.001099	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Providencia sneebia DSM 19967"	"-"	1141660	2	1	NA	NA	NA	1	NA	2	NA	NA	NA	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	0.001099	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia>Providencia&nbsp;sneebia"
"Providencia sp. WCHPr000369"	"S"	2027290	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Proteus"	"G"	583	15	3	NA	1	NA	1	NA	15	NA	NA	1	NA	0.008245	0.001496	NA	0.000613	NA	0.0005142	NA	0.008245	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Proteus mirabilis"	"S"	584	15	3	NA	1	NA	1	NA	15	NA	NA	1	NA	0.008245	0.001496	NA	0.000613	NA	0.0005142	NA	0.008245	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Arsenophonus"	"G"	637	7	2	NA	NA	NA	2	NA	7	NA	NA	2	NA	0.003848	0.0009973	NA	NA	NA	0.001028	NA	0.003848	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Arsenophonus endosymbiont of Aleurodicus dispersus"	"S"	235559	5	2	NA	NA	NA	2	NA	5	NA	NA	1	NA	0.002748	0.0009973	NA	NA	NA	0.001028	NA	0.002748	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus"
"Photorhabdus"	"G"	29487	7	1	NA	1	NA	NA	NA	7	NA	NA	1	NA	0.003848	0.0004986	NA	0.000613	NA	NA	NA	0.003848	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Photorhabdus laumondii"	"S"	2218628	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"Photorhabdus laumondii subsp. laumondii"	"-"	141679	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus>Photorhabdus&nbsp;laumondii"
"Budviciaceae"	"F"	1903416	13	6	NA	3	NA	5	NA	13	NA	NA	2	NA	0.007146	0.002992	NA	0.001839	NA	0.002571	NA	0.007146	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Pragia"	"G"	82984	13	6	NA	3	NA	5	NA	13	NA	NA	2	NA	0.007146	0.002992	NA	0.001839	NA	0.002571	NA	0.007146	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae"
"Pragia fontium"	"S"	82985	13	6	NA	3	NA	5	NA	13	NA	NA	2	NA	0.007146	0.002992	NA	0.001839	NA	0.002571	NA	0.007146	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae>Pragia"
"Cardiobacteriales"	"O"	135615	1335	1335	33	1127	NA	913	NA	2	NA	NA	58	NA	0.6908	0.6657	0.4475	0.6908	NA	0.4694	NA	0.001099	NA	NA	0.06374	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Cardiobacteriaceae"	"F"	868	1335	1335	33	1127	NA	913	NA	2	NA	NA	58	NA	0.6908	0.6657	0.4475	0.6908	NA	0.4694	NA	0.001099	NA	NA	0.06374	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales"
"Dichelobacter"	"G"	869	1335	1335	33	1127	NA	913	NA	2	NA	NA	58	NA	0.6908	0.6657	0.4475	0.6908	NA	0.4694	NA	0.001099	NA	NA	0.06374	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae"
"Dichelobacter nodosus"	"S"	870	1335	1335	33	1127	NA	913	NA	2	NA	NA	58	NA	0.6908	0.6657	0.4475	0.6908	NA	0.4694	NA	0.001099	NA	NA	0.06374	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae>Dichelobacter"
"Legionellales"	"O"	118969	648	620	8	516	NA	648	NA	27	NA	1	211	NA	1.754	0.3092	0.1085	0.3163	NA	0.3332	NA	0.01484	NA	1.754	0.2319	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Legionellaceae"	"F"	444	492	492	6	418	NA	337	NA	26	NA	NA	67	NA	0.2562	0.2453	0.08137	0.2562	NA	0.1733	NA	0.01429	NA	NA	0.07363	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	445	489	489	6	416	NA	333	NA	26	NA	NA	65	NA	0.255	0.2438	0.08137	0.255	NA	0.1712	NA	0.01429	NA	NA	0.07143	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Legionella sainthelensi"	"S"	28087	450	450	5	379	NA	271	NA	19	NA	NA	26	NA	0.2323	0.2244	0.06781	0.2323	NA	0.1393	NA	0.01044	NA	NA	0.02857	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella pneumophila"	"S"	446	28	28	NA	26	NA	28	NA	6	NA	NA	5	NA	0.01594	0.01396	NA	0.01594	NA	0.0144	NA	0.003298	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella pneumophila subsp. pneumophila"	"-"	91891	28	28	NA	25	NA	27	NA	6	NA	NA	4	NA	0.01532	0.01396	NA	0.01532	NA	0.01388	NA	0.003298	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella>Legionella&nbsp;pneumophila"
"Legionella endosymbiont of Polyplax serrata"	"S"	2005262	11	4	1	1	NA	10	NA	NA	NA	NA	11	NA	0.01356	0.001995	0.01356	0.000613	NA	0.005142	NA	NA	NA	NA	0.01209	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella spiritensis"	"S"	452	6	3	NA	NA	NA	6	NA	NA	NA	NA	3	NA	0.003297	0.001496	NA	NA	NA	0.003085	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella lansingensis"	"S"	45067	5	2	NA	5	NA	1	NA	1	NA	NA	4	NA	0.004396	0.0009973	NA	0.003065	NA	0.0005142	NA	0.0005497	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella fallonii"	"S"	96230	4	1	NA	1	NA	4	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	0.000613	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella fallonii LLAP-10"	"-"	1212491	4	1	NA	1	NA	4	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	0.000613	NA	0.002057	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella>Legionella&nbsp;fallonii"
"Coxiellaceae"	"F"	118968	311	127	2	98	NA	311	NA	1	NA	1	144	NA	1.754	0.06333	0.02712	0.06007	NA	0.1599	NA	0.0005497	NA	1.754	0.1582	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Coxiella"	"G"	776	311	127	2	98	NA	311	NA	1	NA	1	144	NA	1.754	0.06333	0.02712	0.06007	NA	0.1599	NA	0.0005497	NA	1.754	0.1582	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Coxiellaceae"
"Candidatus Coxiella mudrowiae"	"S"	2054173	223	19	NA	11	NA	223	NA	NA	NA	NA	114	NA	0.1253	0.009474	NA	0.006742	NA	0.1147	NA	NA	NA	NA	0.1253	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Coxiellaceae>Coxiella"
"Coxiella burnetii"	"S"	777	3	3	NA	1	NA	2	NA	NA	NA	NA	3	NA	0.003297	0.001496	NA	0.000613	NA	0.001028	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Coxiellaceae>Coxiella"
"Coxiella endosymbiont of Amblyomma americanum"	"S"	325775	10	2	NA	1	NA	10	NA	NA	NA	NA	9	NA	0.00989	0.0009973	NA	0.000613	NA	0.005142	NA	NA	NA	NA	0.00989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Coxiellaceae>Coxiella"
"Vibrionales"	"O"	135623	505	505	22	471	NA	364	NA	101	1	NA	88	NA	0.9174	0.2518	0.2983	0.2887	NA	0.1872	NA	0.05552	0.9174	NA	0.0967	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	641	505	505	22	471	NA	364	NA	101	1	NA	88	NA	0.9174	0.2518	0.2983	0.2887	NA	0.1872	NA	0.05552	0.9174	NA	0.0967	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	662	425	425	15	394	NA	310	NA	72	NA	NA	75	NA	0.2415	0.2119	0.2034	0.2415	NA	0.1594	NA	0.03958	NA	NA	0.08242	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Vibrio harveyi group"	"-"	717610	187	187	7	176	NA	144	NA	21	NA	NA	34	NA	0.1079	0.09324	0.09493	0.1079	NA	0.07404	NA	0.01154	NA	NA	0.03736	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio campbellii"	"S"	680	164	164	6	145	NA	120	NA	5	NA	NA	31	NA	0.08888	0.08178	0.08137	0.08888	NA	0.0617	NA	0.002748	NA	NA	0.03407	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio campbellii ATCC BAA-1116"	"-"	338187	1	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0005497	0.0004986	NA	NA	NA	0.0005142	NA	0.0005497	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group>Vibrio&nbsp;campbellii"
"Vibrio natriegens"	"S"	691	28	18	NA	28	NA	12	NA	2	NA	NA	NA	NA	0.01716	0.008975	NA	0.01716	NA	0.00617	NA	0.001099	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759"	"-"	1219067	28	18	NA	28	NA	12	NA	2	NA	NA	NA	NA	0.01716	0.008975	NA	0.01716	NA	0.00617	NA	0.001099	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group>Vibrio&nbsp;natriegens"
"Vibrio parahaemolyticus"	"S"	670	12	2	NA	1	NA	6	NA	12	NA	NA	2	NA	0.006596	0.0009973	NA	0.000613	NA	0.003085	NA	0.006596	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio harveyi"	"S"	669	5	1	NA	NA	NA	5	NA	NA	NA	NA	1	NA	0.002571	0.0004986	NA	NA	NA	0.002571	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio owensii"	"S"	696485	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
