"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Corynebacterium kutscheri"	"S"	35755	3	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003589	0.001645	NA	NA	NA	NA	NA	NA	NA	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium kroppenstedtii"	"S"	161879	2	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001196	0.001097	NA	NA	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium uterequi"	"S"	1072256	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium phocae"	"S"	161895	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium mustelae"	"S"	571915	1	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	0.0005485	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Mycobacteriaceae"	"F"	1762	44	44	7	36	2	38	2	6	1	NA	18	5	3.012	0.02413	0.1054	0.02431	1.316	0.02106	1.481	0.003302	0.9804	NA	0.02154	3.012	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales"
"Mycolicibacterium"	"G"	1866885	26	26	3	20	2	17	NA	2	NA	NA	4	4	2.41	0.01426	0.04517	0.01351	1.316	0.009421	NA	0.001101	NA	NA	0.004786	2.41	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Mycolicibacterium aurum"	"S"	1791	22	22	NA	19	NA	15	NA	2	NA	NA	3	2	1.205	0.01207	NA	0.01283	NA	0.008313	NA	0.001101	NA	NA	0.003589	1.205	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycolicibacterium"
"Mycolicibacterium litorale"	"S"	758802	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.6024	0.001645	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycolicibacterium"
"Mycolicibacterium gilvum"	"S"	1804	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01506	0.0005485	0.01506	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycolicibacterium"
"Mycobacterium"	"G"	1763	20	17	4	11	NA	20	2	4	NA	NA	7	1	1.481	0.009324	0.06022	0.007429	NA	0.01108	1.481	0.002201	NA	NA	0.008375	0.6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Mycobacterium tuberculosis complex"	"-"	77643	10	8	NA	4	NA	10	NA	NA	NA	NA	NA	NA	0.005542	0.004388	NA	0.002701	NA	0.005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium tuberculosis"	"S"	1773	10	8	NA	4	NA	10	NA	NA	NA	NA	NA	NA	0.005542	0.004388	NA	0.002701	NA	0.005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;tuberculosis&nbsp;complex"
"Mycobacterium marinum"	"S"	1781	6	4	1	2	NA	3	NA	NA	NA	NA	6	NA	0.01506	0.002194	0.01506	0.001351	NA	0.001663	NA	NA	NA	NA	0.007178	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium simiae complex"	"-"	2249310	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.001097	0.001097	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium shigaense"	"S"	722731	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.001097	0.001097	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;simiae&nbsp;complex"
"Mycobacterium pseudoshottsii"	"S"	265949	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	0.0005485	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium avium complex (MAC)"	"-"	120793	2	1	1	NA	NA	2	NA	NA	NA	NA	NA	NA	0.01506	0.0005485	0.01506	NA	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium avium"	"S"	1764	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01506	0.0005485	0.01506	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;avium&nbsp;complex&nbsp;(MAC)"
"Mycobacteroides"	"G"	670516	3	1	NA	3	NA	1	NA	NA	NA	NA	NA	NA	0.002026	0.0005485	NA	0.002026	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Mycobacteroides abscessus"	"S"	36809	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacteroides"
"Nocardiaceae"	"F"	85025	29	10	NA	10	1	8	1	NA	1	NA	29	NA	0.9804	0.005485	NA	0.006754	0.6579	0.004433	0.7407	NA	0.9804	NA	0.0347	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales"
"Rhodococcus"	"G"	1827	28	9	NA	10	1	8	1	NA	NA	NA	28	NA	0.7407	0.004936	NA	0.006754	0.6579	0.004433	0.7407	NA	NA	NA	0.0335	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Rhodococcus sp. P1Y"	"S"	1302308	16	4	NA	3	NA	3	NA	NA	NA	NA	16	NA	0.01914	0.002194	NA	0.002026	NA	0.001663	NA	NA	NA	NA	0.01914	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus aetherivorans"	"S"	191292	5	5	NA	5	NA	1	NA	NA	NA	NA	1	NA	0.003377	0.002742	NA	0.003377	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Nocardia"	"G"	1817	1	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.9804	0.0005485	NA	NA	NA	NA	NA	NA	0.9804	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Nocardia sp. Y48"	"S"	2213200	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.9804	0.0005485	NA	NA	NA	NA	NA	NA	0.9804	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Nocardia"
"Tsukamurellaceae"	"F"	85028	3	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.001645	0.001645	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales"
"Tsukamurella"	"G"	2060	3	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.001645	0.001645	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Tsukamurellaceae"
"Gordoniaceae"	"F"	85026	3	2	1	1	NA	3	NA	NA	NA	NA	NA	NA	0.01506	0.001097	0.01506	0.0006754	NA	0.001663	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales"
"Gordonia"	"G"	2053	3	2	1	1	NA	3	NA	NA	NA	NA	NA	NA	0.01506	0.001097	0.01506	0.0006754	NA	0.001663	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Gordoniaceae"
"Gordonia iterans"	"S"	1004901	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	0.0005485	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Gordoniaceae>Gordonia"
"Gordonia polyisoprenivorans"	"S"	84595	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001108	0.0005485	NA	NA	NA	0.001108	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Gordoniaceae>Gordonia"
"Streptomycetales"	"O"	85011	207	172	13	124	1	134	2	10	3	NA	207	4	2.941	0.09433	0.1957	0.08374	0.6579	0.07426	1.481	0.005503	2.941	NA	0.2477	2.41	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Streptomycetaceae"	"F"	2062	207	172	13	124	1	134	2	10	3	NA	207	4	2.941	0.09433	0.1957	0.08374	0.6579	0.07426	1.481	0.005503	2.941	NA	0.2477	2.41	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales"
"Streptomyces"	"G"	1883	206	171	12	124	1	134	2	10	3	NA	206	4	2.941	0.09378	0.1807	0.08374	0.6579	0.07426	1.481	0.005503	2.941	NA	0.2465	2.41	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae"
"Streptomyces scabiei"	"S"	1930	47	47	NA	45	NA	36	NA	NA	NA	NA	8	NA	0.03039	0.02578	NA	0.03039	NA	0.01995	NA	NA	NA	NA	0.009571	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces lunaelactis"	"S"	1535768	95	41	2	20	NA	23	NA	4	NA	NA	95	NA	0.1137	0.02249	0.03011	0.01351	NA	0.01275	NA	0.002201	NA	NA	0.1137	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces nodosus"	"S"	40318	43	26	NA	20	NA	24	NA	5	NA	NA	43	NA	0.05145	0.01426	NA	0.01351	NA	0.0133	NA	0.002751	NA	NA	0.05145	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces cattleya"	"S"	29303	10	9	1	10	NA	8	NA	NA	NA	NA	1	NA	0.01506	0.004936	0.01506	0.006754	NA	0.004433	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces pristinaespiralis"	"S"	38300	16	15	1	4	NA	16	NA	1	NA	NA	1	NA	0.01506	0.008227	0.01506	0.002701	NA	0.008867	NA	0.0005503	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. CMB-StM0423"	"S"	2059884	7	7	NA	3	NA	6	NA	NA	NA	NA	NA	NA	0.003839	0.003839	NA	0.002026	NA	0.003325	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces ambofaciens"	"S"	1889	5	5	NA	3	NA	5	NA	NA	NA	NA	2	NA	0.002771	0.002742	NA	0.002026	NA	0.002771	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. PAMC 26508"	"S"	1265601	4	3	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004786	0.001645	NA	NA	NA	NA	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. S8"	"S"	1837283	5	2	NA	1	NA	1	NA	NA	NA	NA	5	NA	0.005982	0.001097	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces albidoflavus group"	"-"	1477431	7	3	NA	3	NA	7	NA	NA	NA	NA	2	NA	0.003879	0.001645	NA	0.002026	NA	0.003879	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sampsonii"	"S"	42239	7	3	NA	3	NA	7	NA	NA	NA	NA	2	NA	0.003879	0.001645	NA	0.002026	NA	0.003879	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces>Streptomyces&nbsp;albidoflavus&nbsp;group"
"Streptomyces sp. Mg1"	"S"	465541	6	2	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	0.007178	0.001097	NA	NA	NA	NA	NA	NA	NA	NA	0.007178	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces globosus"	"S"	68209	2	2	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.001351	0.001097	NA	0.001351	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces peucetius"	"S"	1950	4	1	NA	1	NA	1	NA	NA	NA	NA	4	NA	0.004786	0.0005485	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces lividans"	"S"	1916	19	1	NA	NA	NA	NA	NA	NA	NA	NA	19	NA	0.02273	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	0.02273	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces nigra"	"S"	1827580	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. CCM_MD2014"	"S"	1561022	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces clavuligerus"	"S"	1901	3	1	NA	NA	NA	1	NA	NA	1	NA	3	NA	0.9804	0.0005485	NA	NA	NA	0.0005542	NA	NA	0.9804	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces hundungensis"	"S"	1077946	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005542	0.0005485	NA	NA	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces pratensis"	"S"	1169025	1	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01506	0.0005485	0.01506	NA	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces albulus"	"S"	68570	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005485	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Kitasatospora"	"G"	2063	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001196	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae"
"Kitasatospora sp. MMS16-BH015"	"S"	2018025	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001196	0.0005485	NA	NA	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Kitasatospora"
"Bifidobacteriales"	"O"	85004	211	211	8	143	NA	106	NA	5	1	NA	110	NA	0.9804	0.1157	0.1204	0.09658	NA	0.05874	NA	0.002751	0.9804	NA	0.1316	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Bifidobacteriaceae"	"F"	31953	211	211	8	143	NA	106	NA	5	1	NA	110	NA	0.9804	0.1157	0.1204	0.09658	NA	0.05874	NA	0.002751	0.9804	NA	0.1316	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales"
"Bifidobacterium"	"G"	1678	208	208	6	141	NA	101	NA	5	1	NA	106	NA	0.9804	0.1141	0.09033	0.09523	NA	0.05597	NA	0.002751	0.9804	NA	0.1268	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae"
"Bifidobacterium animalis"	"S"	28025	133	133	5	87	NA	74	NA	2	NA	NA	72	NA	0.08614	0.07294	0.07528	0.05876	NA	0.04101	NA	0.001101	NA	NA	0.08614	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium adolescentis"	"S"	1680	40	40	1	31	NA	10	NA	NA	NA	NA	2	NA	0.02194	0.02194	0.01506	0.02094	NA	0.005542	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium longum"	"S"	216816	28	28	NA	18	NA	12	NA	3	NA	NA	20	NA	0.02393	0.01536	NA	0.01216	NA	0.00665	NA	0.001651	NA	NA	0.02393	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium kashiwanohense"	"S"	630129	10	6	NA	3	NA	3	NA	NA	NA	NA	10	NA	0.01196	0.003291	NA	0.002026	NA	0.001663	NA	NA	NA	NA	0.01196	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Parascardovia"	"G"	196082	2	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	0.001351	0.0005485	NA	0.001351	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae"
"Parascardovia denticolens"	"S"	78258	2	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	0.001351	0.0005485	NA	0.001351	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Parascardovia"
"Streptosporangiales"	"O"	85012	93	93	5	76	NA	72	NA	2	NA	NA	14	1	0.6024	0.05101	0.07528	0.05133	NA	0.0399	NA	0.001101	NA	NA	0.01675	0.6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nocardiopsaceae"	"F"	83676	91	91	5	76	NA	70	NA	2	NA	NA	11	1	0.6024	0.04991	0.07528	0.05133	NA	0.03879	NA	0.001101	NA	NA	0.01316	0.6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nocardiopsis"	"G"	2013	91	91	5	76	NA	70	NA	2	NA	NA	11	1	0.6024	0.04991	0.07528	0.05133	NA	0.03879	NA	0.001101	NA	NA	0.01316	0.6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Nocardiopsis dassonvillei"	"S"	2014	88	88	5	75	NA	69	NA	NA	NA	NA	6	NA	0.07528	0.04826	0.07528	0.05065	NA	0.03824	NA	NA	NA	NA	0.007178	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"Nocardiopsis gilva"	"S"	280236	5	3	NA	1	NA	1	NA	2	NA	NA	5	1	0.6024	0.001645	NA	0.0006754	NA	0.0005542	NA	0.001101	NA	NA	0.005982	0.6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"Streptosporangiaceae"	"F"	2004	2	1	NA	NA	NA	2	NA	NA	NA	NA	2	NA	0.002393	0.0005485	NA	NA	NA	0.001108	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nonomuraea"	"G"	83681	2	1	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002393	0.0005485	NA	NA	NA	0.0005542	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Nonomuraea sp. ATCC 55076"	"S"	1909395	2	1	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002393	0.0005485	NA	NA	NA	0.0005542	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae>Nonomuraea"
"Candidatus Nanopelagicales"	"O"	2039638	346	83	6	17	1	50	1	2	NA	NA	346	3	1.807	0.04552	0.09033	0.01148	0.6579	0.02771	0.7407	0.001101	NA	NA	0.414	1.807	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
