"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Aeromonas rivipollensis"	"S"	948519	1446	99	91	902	1299	10	1018	998	259	792	1446	811	5	1.312	0.8303	0.6417	0.4603	0.4768	0.5886	0.6111	0.5	0.06973	0.4199	0.5488	0.4628	1.312	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas media"	"S"	651	728	59	37	181	121	1	31	54	728	23	160	55	NA	0.4948	0.4948	0.2609	0.09237	0.04441	0.05886	0.01861	0.02706	0.196	0.01219	0.06073	0.03138	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas salmonicida"	"S"	645	125	7	15	67	125	3	31	59	82	27	125	49	1	0.2625	0.05871	0.1058	0.03419	0.04588	0.1766	0.01861	0.02956	0.02208	0.01432	0.04744	0.02796	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas caviae"	"S"	648	12	7	1	8	4	NA	NA	4	NA	1	12	5	NA	0.05871	0.05871	0.007052	0.004083	0.001468	NA	NA	0.002004	NA	0.0005302	0.004554	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas veronii"	"S"	654	98	7	7	21	83	NA	21	15	98	12	19	13	NA	0.05871	0.05871	0.04937	0.01072	0.03046	NA	0.01261	0.007515	0.02638	0.006363	0.007211	0.007418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas hydrophila"	"S"	644	102	3	2	30	60	NA	1	11	102	8	27	7	NA	0.02746	0.02516	0.0141	0.01531	0.02202	NA	0.0006003	0.005511	0.02746	0.004242	0.01025	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH1"	"S"	1636606	2	2	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.01677	0.01677	NA	NA	0.000367	NA	NA	NA	NA	NA	NA	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH7"	"S"	1920107	5	2	NA	NA	5	NA	NA	3	1	NA	3	1	NA	0.01677	0.01677	NA	NA	0.001835	NA	NA	0.001503	0.0002692	NA	0.001139	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. O23A"	"S"	697046	6	1	2	NA	6	NA	NA	NA	1	NA	4	2	NA	0.0141	0.008386	0.0141	NA	0.002202	NA	NA	NA	0.0002692	NA	0.001518	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH5"	"S"	1758179	15	1	2	7	15	NA	NA	4	1	NA	9	5	NA	0.0141	0.008386	0.0141	0.003572	0.005506	NA	NA	0.002004	0.0002692	NA	0.003416	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Tolumonas auensis"	"S"	43948	672	55	23	553	672	1	50	193	21	80	239	201	1	0.4613	0.4613	0.1622	0.2822	0.2467	0.05886	0.03001	0.0967	0.005654	0.04242	0.09071	0.1147	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Tolumonas"
"Oceanimonas sp. GK1"	"S"	511062	44	4	NA	14	44	NA	16	24	43	11	29	17	NA	0.03355	0.03355	NA	0.007145	0.01615	NA	0.009604	0.01202	0.01158	0.005832	0.01101	0.009701	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanimonas"
"Zobellella denitrificans"	"S"	347534	21	1	1	6	21	NA	2	2	1	NA	11	3	NA	0.008386	0.008386	0.007052	0.003062	0.007708	NA	0.001201	0.001002	0.0002692	NA	0.004175	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Zobellella"
"Pseudomonas aeruginosa group"	"S"	136841	2447	39	67	499	2447	4	261	480	1289	286	977	365	2	0.8981	0.3271	0.4725	0.2547	0.8981	0.2354	0.1567	0.2405	0.347	0.1516	0.3708	0.2083	0.5249	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas aeruginosa"	"S"	287	927	25	56	247	410	NA	166	352	927	209	681	254	NA	0.3949	0.2097	0.3949	0.1261	0.1505	NA	0.09964	0.1764	0.2496	0.1108	0.2585	0.1449	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas citronellolis"	"S"	53408	1557	13	8	227	1557	3	86	113	281	74	259	90	2	0.5715	0.109	0.05642	0.1158	0.5715	0.1766	0.05162	0.05662	0.07565	0.03924	0.0983	0.05136	0.5249	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas putida group"	"S"	136845	1066	17	20	189	1066	3	238	227	397	189	277	198	2	0.5249	0.1426	0.141	0.09645	0.3913	0.1766	0.1429	0.1137	0.1069	0.1002	0.1051	0.113	0.5249	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas putida"	"S"	303	681	11	13	136	681	2	217	188	198	170	189	161	2	0.5249	0.09225	0.09168	0.06941	0.25	0.1177	0.1303	0.09419	0.05331	0.09014	0.07173	0.09187	0.5249	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas monteilii"	"S"	76759	185	5	4	38	173	NA	8	25	185	5	47	20	NA	0.0635	0.04193	0.02821	0.01939	0.0635	NA	0.004802	0.01253	0.04981	0.002651	0.01784	0.01141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas mosselii"	"S"	78327	94	1	3	7	94	NA	2	5	12	NA	6	6	NA	0.0345	0.008386	0.02116	0.003572	0.0345	NA	0.001201	0.002505	0.003231	NA	0.002277	0.003424	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas fluorescens group"	"S"	136843	577	11	16	86	577	1	111	109	25	108	152	109	NA	0.2118	0.09225	0.1128	0.04389	0.2118	0.05886	0.06663	0.05461	0.006731	0.05726	0.05769	0.0622	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas fluorescens"	"S"	294	465	10	15	82	465	NA	110	105	18	106	145	102	NA	0.1707	0.08386	0.1058	0.04185	0.1707	NA	0.06603	0.05261	0.004846	0.0562	0.05503	0.0582	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas orientalis"	"S"	76758	50	1	NA	2	50	NA	1	2	4	NA	3	2	NA	0.01835	0.008386	NA	0.001021	0.01835	NA	0.0006003	0.001002	0.001077	NA	0.001139	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas stutzeri group"	"S"	136846	449	10	5	94	449	4	30	55	290	29	130	43	NA	0.2354	0.08386	0.03526	0.04797	0.1648	0.2354	0.01801	0.02756	0.07807	0.01538	0.04934	0.02454	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas stutzeri subgroup"	"S"	578833	206	7	2	26	206	2	19	26	39	17	42	26	NA	0.1177	0.05871	0.0141	0.01327	0.07561	0.1177	0.01141	0.01303	0.0105	0.009014	0.01594	0.01484	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group"
"Pseudomonas stutzeri"	"S"	316	206	7	2	26	206	2	19	26	39	17	42	26	NA	0.1177	0.05871	0.0141	0.01327	0.07561	0.1177	0.01141	0.01303	0.0105	0.009014	0.01594	0.01484	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group>Pseudomonas&nbsp;stutzeri&nbsp;subgroup"
"Pseudomonas balearica"	"S"	74829	251	2	3	68	243	2	11	29	251	12	88	17	NA	0.1177	0.01677	0.02116	0.0347	0.08919	0.1177	0.006603	0.01453	0.06757	0.006363	0.0334	0.009701	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group"
"Pseudomonas sp. SWI6"	"S"	2083051	692	10	4	58	692	1	58	47	58	44	102	55	1	0.2625	0.08386	0.02821	0.0296	0.254	0.05886	0.03482	0.02355	0.01561	0.02333	0.03871	0.03138	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. CC6-YY-74"	"S"	1930532	1526	8	5	44	1526	4	22	46	43	23	101	80	1	0.5601	0.06709	0.03526	0.02245	0.5601	0.2354	0.01321	0.02305	0.01158	0.01219	0.03833	0.04565	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. UW4"	"S"	1207075	113	3	3	24	105	NA	25	23	113	21	18	15	NA	0.03854	0.02516	0.02116	0.01225	0.03854	NA	0.01501	0.01152	0.03042	0.01113	0.006832	0.008559	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. Os17"	"S"	1500686	95	3	2	24	95	NA	39	39	68	34	32	40	NA	0.03487	0.02516	0.0141	0.01225	0.03487	NA	0.02341	0.01954	0.01831	0.01803	0.01215	0.02283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas syringae group"	"S"	136849	278	2	3	17	278	NA	5	14	23	5	29	21	NA	0.102	0.01677	0.02116	0.008676	0.102	NA	0.003001	0.007014	0.006192	0.002651	0.01101	0.01198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas syringae group genomosp. 1"	"S"	251695	84	1	NA	6	84	NA	3	5	16	2	12	5	NA	0.03083	0.008386	NA	0.003062	0.03083	NA	0.001801	0.002505	0.004308	0.00106	0.004554	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas syringae"	"S"	317	84	1	NA	6	84	NA	3	5	16	2	12	5	NA	0.03083	0.008386	NA	0.003062	0.03083	NA	0.001801	0.002505	0.004308	0.00106	0.004554	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1"
"Pseudomonas syringae group genomosp. 2"	"S"	251698	15	1	NA	3	15	NA	1	2	6	2	1	NA	NA	0.008386	0.008386	NA	0.001531	0.005506	NA	0.0006003	0.001002	0.001615	0.00106	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas amygdali"	"S"	47877	15	1	NA	3	15	NA	1	2	6	2	1	NA	NA	0.008386	0.008386	NA	0.001531	0.005506	NA	0.0006003	0.001002	0.001615	0.00106	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;2"
"Pseudomonas sp. S-6-2"	"S"	1931241	138	2	NA	7	138	NA	4	17	14	9	15	7	1	0.2625	0.01677	NA	0.003572	0.05065	NA	0.002401	0.008517	0.003769	0.004772	0.005693	0.003994	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas alcaliphila"	"S"	101564	169	1	NA	4	169	NA	2	7	NA	2	6	3	NA	0.06203	0.008386	NA	0.002041	0.06203	NA	0.001201	0.003507	NA	0.00106	0.002277	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas frederiksbergensis"	"S"	104087	70	1	2	3	70	NA	1	7	3	NA	6	5	NA	0.02569	0.008386	0.0141	0.001531	0.02569	NA	0.0006003	0.003507	0.0008077	NA	0.002277	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas chlororaphis group"	"S"	136842	292	1	1	43	292	1	48	53	72	46	55	46	NA	0.1072	0.008386	0.007052	0.02194	0.1072	0.05886	0.02881	0.02655	0.01938	0.02439	0.02087	0.02625	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas chlororaphis"	"S"	587753	153	1	NA	25	153	NA	21	22	58	27	42	26	NA	0.05616	0.008386	NA	0.01276	0.05616	NA	0.01261	0.01102	0.01561	0.01432	0.01594	0.01484	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group"
"Pseudomonas koreensis"	"S"	198620	32	1	3	16	27	NA	10	17	8	10	32	17	NA	0.02116	0.008386	0.02116	0.008165	0.00991	NA	0.006003	0.008517	0.002154	0.005302	0.01215	0.009701	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. JY-Q"	"S"	1338689	68	1	NA	5	68	NA	1	2	7	NA	4	2	NA	0.02496	0.008386	NA	0.002552	0.02496	NA	0.0006003	0.001002	0.001885	NA	0.001518	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas cerasi"	"S"	1583341	14	1	NA	5	14	NA	4	3	4	3	10	5	NA	0.008386	0.008386	NA	0.002552	0.005139	NA	0.002401	0.001503	0.001077	0.001591	0.003795	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas silesiensis"	"S"	1853130	217	1	1	27	217	NA	11	18	19	12	39	18	NA	0.07965	0.008386	0.007052	0.01378	0.07965	NA	0.006603	0.009018	0.005115	0.006363	0.0148	0.01027	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. NC02"	"S"	2067572	47	1	NA	NA	47	NA	1	NA	NA	NA	NA	4	NA	0.01725	0.008386	NA	NA	0.01725	NA	0.0006003	NA	NA	NA	NA	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Azotobacter chroococcum"	"S"	353	87	1	NA	5	87	NA	2	5	16	2	7	2	NA	0.03193	0.008386	NA	0.002552	0.03193	NA	0.001201	0.002505	0.004308	0.00106	0.002657	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Azotobacter&nbsp;group>Azotobacter"
"Azotobacter vinelandii"	"S"	354	174	1	NA	9	174	1	4	10	32	7	18	22	NA	0.06387	0.008386	NA	0.004593	0.06387	0.05886	0.002401	0.00501	0.008615	0.003712	0.006832	0.01255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Azotobacter&nbsp;group>Azotobacter"
"Acinetobacter johnsonii"	"S"	40214	247	8	NA	29	247	NA	2	11	2	1	8	12	NA	0.09066	0.06709	NA	0.0148	0.09066	NA	0.001201	0.005511	0.0005384	0.0005302	0.003036	0.006848	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter haemolyticus"	"S"	29430	177	6	NA	53	177	NA	17	21	1	15	31	15	NA	0.06497	0.05032	NA	0.02705	0.06497	NA	0.0102	0.01052	0.0002692	0.007953	0.01177	0.008559	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter larvae"	"S"	1789224	301	3	1	12	301	NA	2	10	1	2	15	9	NA	0.1105	0.02516	0.007052	0.006124	0.1105	NA	0.001201	0.00501	0.0002692	0.00106	0.005693	0.005136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter bereziniae"	"S"	106648	93	2	NA	18	93	1	30	14	20	21	24	19	NA	0.05886	0.01677	NA	0.009186	0.03413	0.05886	0.01801	0.007014	0.005384	0.01113	0.009109	0.01084	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter sp. LoGeW2-3"	"S"	1808001	20	1	NA	11	20	NA	7	6	5	5	11	8	NA	0.008386	0.008386	NA	0.005614	0.007341	NA	0.004202	0.003006	0.001346	0.002651	0.004175	0.004565	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Moraxella osloensis"	"S"	34062	275	7	9	27	275	NA	39	69	2	42	127	38	1	0.2625	0.05871	0.06347	0.01378	0.1009	NA	0.02341	0.03457	0.0005384	0.02227	0.0482	0.02168	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Moraxella"
"Stenotrophomonas maltophilia"	"S"	40324	757	29	30	453	606	3	580	512	203	430	757	410	1	0.3482	0.2432	0.2116	0.2312	0.2224	0.1766	0.3482	0.2565	0.05465	0.228	0.2873	0.234	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas>Stenotrophomonas&nbsp;maltophilia&nbsp;group"
"Stenotrophomonas acidaminiphila"	"S"	128780	42	3	NA	17	8	NA	4	10	1	9	42	4	NA	0.02516	0.02516	NA	0.008676	0.002936	NA	0.002401	0.00501	0.0002692	0.004772	0.01594	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Stenotrophomonas sp. KCTC 12332"	"S"	1793721	79	2	2	20	13	NA	5	9	NA	4	79	8	NA	0.02998	0.01677	0.0141	0.01021	0.004772	NA	0.003001	0.004509	NA	0.002121	0.02998	0.004565	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Lysobacter antibioticus"	"S"	84531	80	3	1	53	13	NA	8	8	NA	2	80	5	NA	0.03036	0.02516	0.007052	0.02705	0.004772	NA	0.004802	0.004008	NA	0.00106	0.03036	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Lysobacter gummosus"	"S"	262324	17	1	NA	1	5	1	1	5	NA	NA	17	1	NA	0.05886	0.008386	NA	0.0005103	0.001835	0.05886	0.0006003	0.002505	NA	NA	0.006452	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Pseudoxanthomonas suwonensis"	"S"	314722	220	5	1	131	80	1	38	34	2	29	220	27	NA	0.0835	0.04193	0.007052	0.06685	0.02936	0.05886	0.02281	0.01703	0.0005384	0.01538	0.0835	0.01541	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Pseudoxanthomonas"
"Pseudoxanthomonas spadix"	"S"	415229	151	2	1	40	34	NA	24	14	3	10	151	12	NA	0.05731	0.01677	0.007052	0.02041	0.01248	NA	0.01441	0.007014	0.0008077	0.005302	0.05731	0.006848	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Pseudoxanthomonas"
"Xanthomonas sacchari"	"S"	56458	19	1	NA	2	5	NA	3	9	NA	NA	19	7	NA	0.008386	0.008386	NA	0.001021	0.001835	NA	0.001801	0.004509	NA	NA	0.007211	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Luteimonas sp. 100111"	"S"	2006110	140	1	2	61	27	1	23	19	1	12	140	7	NA	0.05886	0.008386	0.0141	0.03113	0.00991	0.05886	0.01381	0.009519	0.0002692	0.006363	0.05314	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Luteimonas"
"Dokdonella koreensis"	"S"	323415	514	12	3	479	340	1	132	112	9	30	514	47	NA	0.2445	0.1006	0.02116	0.2445	0.1248	0.05886	0.07924	0.05611	0.002423	0.01591	0.1951	0.02682	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dokdonella"
"Rhodanobacter denitrificans"	"S"	666685	173	6	1	173	66	1	39	33	7	28	146	22	NA	0.08829	0.05032	0.007052	0.08829	0.02422	0.05886	0.02341	0.01653	0.001885	0.01485	0.05541	0.01255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Rhodanobacter"
"Frateuria aurantia"	"S"	81475	82	2	1	59	35	NA	24	29	NA	11	82	12	NA	0.03112	0.01677	0.007052	0.03011	0.01285	NA	0.01441	0.01453	NA	0.005832	0.03112	0.006848	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Frateuria"
"Dyella thiooxydans"	"S"	445710	72	1	NA	72	9	NA	5	3	2	2	25	2	NA	0.03674	0.008386	NA	0.03674	0.003303	NA	0.003001	0.001503	0.0005384	0.00106	0.009488	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dyella"
"Dyella jiangningensis"	"S"	1379159	20	1	NA	8	20	NA	3	NA	1	2	12	4	NA	0.008386	0.008386	NA	0.004083	0.007341	NA	0.001801	NA	0.0002692	0.00106	0.004554	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dyella"
"Luteibacter rhizovicinus"	"S"	242606	133	2	1	121	31	NA	18	22	NA	11	133	7	NA	0.06175	0.01677	0.007052	0.06175	0.01138	NA	0.0108	0.01102	NA	0.005832	0.05048	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Luteibacter"
"Xanthomonadales bacterium D13"	"S"	2021234	267	9	2	267	110	NA	33	52	7	7	150	16	NA	0.1363	0.07548	0.0141	0.1363	0.04037	NA	0.01981	0.02605	0.001885	0.003712	0.05693	0.00913	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>unclassified&nbsp;Xanthomonadales"
"Vibrio harveyi group"	"S"	717610	2018	27	45	376	816	5	555	463	2018	438	535	469	2	0.5433	0.2264	0.3173	0.1919	0.2995	0.2943	0.3331	0.232	0.5433	0.2322	0.2031	0.2676	0.5249	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio parahaemolyticus"	"S"	670	765	11	15	118	240	1	57	77	765	57	187	83	1	0.2625	0.09225	0.1058	0.06022	0.08809	0.05886	0.03422	0.03858	0.206	0.03022	0.07097	0.04736	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio owensii"	"S"	696485	693	11	24	209	347	3	432	327	693	334	273	328	1	0.2625	0.09225	0.1693	0.1067	0.1274	0.1766	0.2593	0.1638	0.1866	0.1771	0.1036	0.1872	0.2625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
