"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Marinifilaceae"	"F"	24613	45	NA	1	21	33	NA	40	35	2	45	26	40	NA	0.0174	NA	0.005277	0.008171	0.008792	NA	0.01673	0.01305	0.0005124	0.0174	0.007403	0.01667	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Marinifilum"	"G"	24615	45	NA	1	21	33	NA	40	35	2	45	25	40	NA	0.0174	NA	0.005277	0.008171	0.008792	NA	0.01673	0.01305	0.0005124	0.0174	0.007119	0.01667	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinifilaceae"
"Lentimicrobiaceae"	"F"	25012	39	NA	3	20	30	NA	34	31	NA	35	22	39	NA	0.01625	NA	0.01583	0.007782	0.007993	NA	0.01422	0.01155	NA	0.01354	0.006264	0.01625	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobium"	"G"	25013	29	NA	2	12	21	NA	20	15	NA	19	10	29	NA	0.01208	NA	0.01055	0.004669	0.005595	NA	0.008367	0.005591	NA	0.007348	0.002847	0.01208	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Lentimicrobiaceae"
"NS9 marine group"	"F"	24980	15	NA	1	13	10	NA	4	2	1	3	15	11	NA	0.005277	NA	0.005277	0.005058	0.002664	NA	0.001673	0.0007454	0.0002562	0.00116	0.004271	0.004583	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Rhodothermus"	"G"	25095	6	NA	1	NA	6	NA	2	3	NA	1	5	NA	NA	0.005277	NA	0.005277	NA	0.001599	NA	0.0008367	0.001118	NA	0.0003867	0.001424	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"Paenibacillaceae"	"F"	1740	54	NA	2	13	16	NA	3	5	54	5	16	9	NA	0.01384	NA	0.01055	0.005058	0.004263	NA	0.001255	0.001864	0.01384	0.001934	0.004556	0.00375	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Paenibacillus"	"G"	1747	44	NA	2	5	9	NA	1	3	44	3	9	4	NA	0.01127	NA	0.01055	0.001946	0.002398	NA	0.0004183	0.001118	0.01127	0.00116	0.002563	0.001667	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Planomicrobium"	"G"	1765	6	NA	1	NA	NA	NA	NA	3	6	NA	3	1	NA	0.005277	NA	0.005277	NA	NA	NA	NA	0.001118	0.001537	NA	0.0008542	0.0004167	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Family XII"	"F"	1734	13	NA	1	8	11	1	5	7	8	4	13	10	NA	0.04227	NA	0.005277	0.003113	0.002931	0.04227	0.002092	0.002609	0.00205	0.001547	0.003702	0.004167	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Exiguobacterium"	"G"	1735	13	NA	1	8	11	1	5	7	8	4	13	10	NA	0.04227	NA	0.005277	0.003113	0.002931	0.04227	0.002092	0.002609	0.00205	0.001547	0.003702	0.004167	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;XII"
"Carnobacteriaceae"	"F"	1811	22	NA	1	6	6	NA	3	4	22	1	6	3	NA	0.005637	NA	0.005277	0.002335	0.001599	NA	0.001255	0.001491	0.005637	0.0003867	0.001708	0.00125	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Trichococcus"	"G"	1826	5	NA	1	4	3	NA	NA	3	4	NA	5	NA	NA	0.005277	NA	0.005277	0.001556	0.0007993	NA	NA	0.001118	0.001025	NA	0.001424	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Lactobacillaceae"	"F"	1836	156	NA	1	18	21	1	14	17	156	11	17	10	NA	0.04227	NA	0.005277	0.007004	0.005595	0.04227	0.005857	0.006336	0.03997	0.004254	0.004841	0.004167	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Lactobacillus"	"G"	1837	154	NA	1	17	20	1	13	17	154	11	16	9	NA	0.04227	NA	0.005277	0.006615	0.005329	0.04227	0.005438	0.006336	0.03946	0.004254	0.004556	0.00375	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Leuconostocaceae"	"F"	1839	46	NA	1	12	46	NA	15	11	7	5	27	11	NA	0.01226	NA	0.005277	0.004669	0.01226	NA	0.006275	0.0041	0.001794	0.001934	0.007688	0.004583	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Weissella"	"G"	1843	4	NA	1	3	2	NA	3	4	NA	NA	2	3	NA	0.005277	NA	0.005277	0.001167	0.0005329	NA	0.001255	0.001491	NA	NA	0.0005695	0.00125	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Ruminococcaceae NK4A214 group"	"G"	11358	13	NA	1	11	11	1	5	2	13	3	10	2	NA	0.04227	NA	0.005277	0.00428	0.002931	0.04227	0.002092	0.0007454	0.003331	0.00116	0.002847	0.0008334	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcaceae UCG-005"	"G"	11363	23	NA	1	17	15	NA	7	9	21	8	23	9	NA	0.006615	NA	0.005277	0.006615	0.003996	NA	0.002928	0.003355	0.005381	0.003094	0.006549	0.00375	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcaceae UCG-013"	"G"	11370	112	NA	1	NA	2	NA	NA	2	112	NA	NA	1	NA	0.0287	NA	0.005277	NA	0.0005329	NA	NA	0.0007454	0.0287	NA	NA	0.0004167	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Caldicoprobacteraceae"	"F"	1864	14	NA	3	5	5	NA	6	8	1	5	14	6	NA	0.01583	NA	0.01583	0.001946	0.001332	NA	0.00251	0.002982	0.0002562	0.001934	0.003986	0.0025	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Caldicoprobacter"	"G"	1865	14	NA	3	5	5	NA	6	8	1	5	14	6	NA	0.01583	NA	0.01583	0.001946	0.001332	NA	0.00251	0.002982	0.0002562	0.001934	0.003986	0.0025	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Caldicoprobacteraceae"
"Peptoclostridium"	"G"	11346	14	NA	2	3	11	NA	4	9	1	5	14	14	NA	0.01055	NA	0.01055	0.001167	0.002931	NA	0.001673	0.003355	0.0002562	0.001934	0.003986	0.005834	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Clostridiaceae 1"	"F"	1869	28	NA	2	23	28	NA	14	13	24	11	15	13	1	0.1783	NA	0.01055	0.00895	0.00746	NA	0.005857	0.004845	0.006149	0.004254	0.004271	0.005417	0.1783	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Clostridium sensu stricto 13"	"G"	1877	6	NA	1	2	6	NA	1	1	5	NA	2	1	NA	0.005277	NA	0.005277	0.0007782	0.001599	NA	0.0004183	0.0003727	0.001281	NA	0.0005695	0.0004167	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"uncultured"	"G"	1899	5	NA	1	4	5	NA	1	1	4	NA	2	1	NA	0.005277	NA	0.005277	0.001556	0.001332	NA	0.0004183	0.0003727	0.001025	NA	0.0005695	0.0004167	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Peptococcaceae"	"F"	2024	28	NA	2	13	19	NA	7	10	28	14	24	7	NA	0.01055	NA	0.01055	0.005058	0.005062	NA	0.002928	0.003727	0.007174	0.005414	0.006834	0.002917	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"uncultured"	"G"	2041	12	NA	1	4	9	NA	1	1	12	1	4	1	NA	0.005277	NA	0.005277	0.001556	0.002398	NA	0.0004183	0.0003727	0.003075	0.0003867	0.001139	0.0004167	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"SCADC1-2-3"	"G"	25659	13	NA	1	3	3	NA	2	4	1	7	13	6	NA	0.005277	NA	0.005277	0.001167	0.0007993	NA	0.0008367	0.001491	0.0002562	0.002707	0.003702	0.0025	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Family XI"	"F"	1936	18	NA	1	14	13	1	10	11	8	7	18	11	NA	0.04227	NA	0.005277	0.005448	0.003464	0.04227	0.004183	0.0041	0.00205	0.002707	0.005125	0.004583	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Sedimentibacter"	"G"	1947	2	NA	1	NA	NA	NA	1	1	NA	2	NA	NA	NA	0.005277	NA	0.005277	NA	NA	NA	0.0004183	0.0003727	NA	0.0007734	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"uncultured"	"G"	1984	2	NA	1	2	2	NA	NA	2	NA	2	2	2	NA	0.005277	NA	0.005277	0.0007782	0.0005329	NA	NA	0.0007454	NA	0.0007734	0.0005695	0.0008334	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Heliobacteriaceae"
"Thermoanaerobacteraceae"	"F"	2126	7	NA	1	7	6	NA	1	5	2	5	5	2	NA	0.005277	NA	0.005277	0.002724	0.001599	NA	0.0004183	0.001864	0.0005124	0.001934	0.001424	0.0008334	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales"
"Moorella"	"G"	2135	7	NA	1	7	6	NA	1	5	1	5	4	2	NA	0.005277	NA	0.005277	0.002724	0.001599	NA	0.0004183	0.001864	0.0002562	0.001934	0.001139	0.0008334	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"uncultured"	"G"	2200	8	NA	1	1	8	NA	NA	4	1	2	2	NA	NA	0.005277	NA	0.005277	0.0003891	0.002131	NA	NA	0.001491	0.0002562	0.0007734	0.0005695	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Akkermansiaceae"	"F"	27000	115	NA	3	20	115	NA	13	19	2	20	25	20	NA	0.03064	NA	0.01583	0.007782	0.03064	NA	0.005438	0.007082	0.0005124	0.007734	0.007119	0.008334	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Akkermansia"	"G"	27001	115	NA	3	20	115	NA	13	19	2	20	25	20	NA	0.03064	NA	0.01583	0.007782	0.03064	NA	0.005438	0.007082	0.0005124	0.007734	0.007119	0.008334	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Akkermansiaceae"
"Verrucomicrobiaceae"	"F"	4036	281	NA	1	31	281	1	74	85	1	80	185	40	NA	0.07487	NA	0.005277	0.01206	0.07487	0.04227	0.03096	0.03168	0.0002562	0.03094	0.05268	0.01667	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"uncultured"	"O"	27008	756	NA	4	114	756	3	212	229	9	260	485	140	NA	0.2014	NA	0.02111	0.04436	0.2014	0.1268	0.08869	0.08535	0.002306	0.1005	0.1381	0.05834	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Puniceicoccus"	"G"	26988	2	NA	1	NA	2	NA	1	NA	1	1	2	NA	NA	0.005277	NA	0.005277	NA	0.0005329	NA	0.0004183	NA	0.0002562	0.0003867	0.0005695	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Oxyphotobacteria Incertae Sedis"	"O"	25462	14	NA	1	3	3	NA	14	4	2	4	5	2	NA	0.005857	NA	0.005277	0.001167	0.0007993	NA	0.005857	0.001491	0.0005124	0.001547	0.001424	0.0008334	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Unknown Family"	"F"	25463	14	NA	1	3	3	NA	14	4	2	4	5	2	NA	0.005857	NA	0.005277	0.001167	0.0007993	NA	0.005857	0.001491	0.0005124	0.001547	0.001424	0.0008334	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"G"	25482	14	NA	1	2	3	NA	14	3	1	4	5	2	NA	0.005857	NA	0.005277	0.0007782	0.0007993	NA	0.005857	0.001118	0.0002562	0.001547	0.001424	0.0008334	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Phormidesmiales"	"O"	25483	4	NA	1	NA	3	NA	2	3	NA	4	2	4	NA	0.005277	NA	0.005277	NA	0.0007993	NA	0.0008367	0.001118	NA	0.001547	0.0005695	0.001667	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Nodosilineaceae"	"F"	25484	4	NA	1	NA	NA	NA	2	3	NA	4	1	4	NA	0.005277	NA	0.005277	NA	NA	NA	0.0008367	0.001118	NA	0.001547	0.0002847	0.001667	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales"
"uncultured"	"G"	25491	4	NA	1	NA	NA	NA	1	3	NA	4	NA	4	NA	0.005277	NA	0.005277	NA	NA	NA	0.0004183	0.001118	NA	0.001547	NA	0.001667	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales>Nodosilineaceae"
"Melainabacteria"	"C"	1589	4	NA	1	4	3	NA	4	2	3	3	2	1	NA	0.005277	NA	0.005277	0.001556	0.0007993	NA	0.001673	0.0007454	0.0007687	0.00116	0.0005695	0.0004167	NA	"Bacteria>Cyanobacteria"
"Gastranaerophilales"	"O"	1591	3	NA	1	1	2	NA	3	1	3	2	2	1	NA	0.005277	NA	0.005277	0.0003891	0.0005329	NA	0.001255	0.0003727	0.0007687	0.0007734	0.0005695	0.0004167	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Propionibacteriales"	"O"	704	87	NA	1	35	34	NA	16	18	87	11	34	13	NA	0.02229	NA	0.005277	0.01362	0.009059	NA	0.006693	0.006709	0.02229	0.004254	0.009681	0.005417	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Propionibacteriaceae"	"F"	714	78	NA	1	29	31	NA	12	11	78	6	25	10	NA	0.01999	NA	0.005277	0.01128	0.008259	NA	0.00502	0.0041	0.01999	0.00232	0.007119	0.004167	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales"
"Cutibacterium"	"G"	24519	68	NA	1	22	28	NA	11	8	68	4	22	10	NA	0.01742	NA	0.005277	0.00856	0.00746	NA	0.004602	0.002982	0.01742	0.001547	0.006264	0.004167	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Microtrichaceae"	"F"	24490	101	NA	2	49	101	NA	22	38	6	43	73	16	NA	0.02691	NA	0.01055	0.01907	0.02691	NA	0.009203	0.01416	0.001537	0.01663	0.02079	0.006667	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"Sva0996 marine group"	"G"	24493	33	NA	1	3	33	NA	6	15	5	15	23	6	NA	0.008792	NA	0.005277	0.001167	0.008792	NA	0.00251	0.005591	0.001281	0.005801	0.006549	0.0025	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"uncultured"	"G"	24494	67	NA	1	6	67	NA	15	21	1	27	47	10	NA	0.01785	NA	0.005277	0.002335	0.01785	NA	0.006275	0.007827	0.0002562	0.01044	0.01338	0.004167	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"Ilumatobacteraceae"	"F"	24486	14	NA	1	6	13	NA	4	6	7	4	14	4	NA	0.005277	NA	0.005277	0.002335	0.003464	NA	0.001673	0.002236	0.001794	0.001547	0.003986	0.001667	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"uncultured"	"G"	24489	3	NA	1	1	3	NA	1	1	NA	NA	2	NA	NA	0.005277	NA	0.005277	0.0003891	0.0007993	NA	0.0004183	0.0003727	NA	NA	0.0005695	NA	NA	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Ilumatobacteraceae"
"Termite planctomycete cluster"	"G"	25880	88	NA	1	15	88	NA	27	25	2	27	59	13	NA	0.02345	NA	0.005277	0.005837	0.02345	NA	0.01129	0.009318	0.0005124	0.01044	0.0168	0.005417	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Phycisphaerae"	"C"	2300	100	NA	1	35	100	NA	25	24	40	30	52	33	NA	0.02664	NA	0.005277	0.01362	0.02664	NA	0.01046	0.008945	0.01025	0.0116	0.01481	0.01375	NA	"Bacteria>Planctomycetes"
"Phycisphaerales"	"O"	2312	45	NA	1	24	45	NA	20	16	21	24	27	24	NA	0.01199	NA	0.005277	0.009339	0.01199	NA	0.008367	0.005964	0.005381	0.009281	0.007688	0.01	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"Phycisphaeraceae"	"F"	2316	30	NA	1	21	30	NA	13	14	20	17	22	22	NA	0.009167	NA	0.005277	0.008171	0.007993	NA	0.005438	0.005218	0.005124	0.006574	0.006264	0.009167	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales"
"SM1A02"	"G"	2323	21	NA	1	12	21	NA	11	14	19	17	18	20	NA	0.008334	NA	0.005277	0.004669	0.005595	NA	0.004602	0.005218	0.004868	0.006574	0.005125	0.008334	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"Ardenticatenales"	"O"	25127	8	NA	1	5	8	NA	NA	1	2	3	7	3	NA	0.005277	NA	0.005277	0.001946	0.002131	NA	NA	0.0003727	0.0005124	0.00116	0.001993	0.00125	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Ardenticatenaceae"	"F"	25128	2	NA	1	NA	2	NA	NA	NA	NA	2	1	1	NA	0.005277	NA	0.005277	NA	0.0005329	NA	NA	NA	NA	0.0007734	0.0002847	0.0004167	NA	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales"
"Ardenticatena"	"G"	25129	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005277	NA	0.005277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales>Ardenticatenaceae"
"Elev-1554"	"O"	25159	3	NA	1	NA	3	NA	1	1	2	1	1	1	NA	0.005277	NA	0.005277	NA	0.0007993	NA	0.0004183	0.0003727	0.0005124	0.0003867	0.0002847	0.0004167	NA	"Bacteria>Chloroflexi>Chloroflexia"
"S085"	"O"	25184	7	NA	1	3	7	NA	3	1	1	NA	3	NA	NA	0.005277	NA	0.005277	0.001167	0.001865	NA	0.001255	0.0003727	0.0002562	NA	0.0008542	NA	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"Sphaerochaeta"	"G"	26931	39	NA	1	12	15	NA	11	23	1	8	39	11	NA	0.0111	NA	0.005277	0.004669	0.003996	NA	0.004602	0.008573	0.0002562	0.003094	0.0111	0.004583	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Spirochaeta 2"	"G"	26932	19	NA	1	8	19	NA	2	5	13	3	8	1	NA	0.005277	NA	0.005277	0.003113	0.005062	NA	0.0008367	0.001864	0.003331	0.00116	0.002278	0.0004167	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Treponema"	"G"	26934	7	NA	1	6	3	NA	7	5	7	2	7	5	NA	0.005277	NA	0.005277	0.002335	0.0007993	NA	0.002928	0.001864	0.001794	0.0007734	0.001993	0.002083	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Unknown Order"	"O"	14197	2	NA	1	2	1	NA	NA	NA	NA	NA	NA	NA	NA	0.005277	NA	0.005277	0.0007782	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Subgroup&nbsp;6"
"Unknown Family"	"F"	14198	2	NA	1	2	1	NA	NA	NA	NA	NA	NA	NA	NA	0.005277	NA	0.005277	0.0007782	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Subgroup&nbsp;6>Unknown&nbsp;Order"
"Vicinamibacter"	"G"	14199	1	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.005277	NA	0.005277	0.0003891	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Subgroup&nbsp;6>Unknown&nbsp;Order>Unknown&nbsp;Family"
"Acidobacteriales"	"O"	24414	19	NA	1	15	19	NA	4	3	2	5	11	3	1	0.1783	NA	0.005277	0.005837	0.005062	NA	0.001673	0.001118	0.0005124	0.001934	0.003132	0.00125	0.1783	"Bacteria>Acidobacteria>Acidobacteriia"
"Acidobacteriaceae (Subgroup 1)"	"F"	24415	11	NA	1	11	8	NA	1	3	NA	2	5	NA	1	0.1783	NA	0.005277	0.00428	0.002131	NA	0.0004183	0.001118	NA	0.0007734	0.001424	NA	0.1783	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales"
"Acidipila"	"G"	24417	2	NA	1	NA	1	NA	1	2	NA	NA	1	NA	NA	0.005277	NA	0.005277	NA	0.0002664	NA	0.0004183	0.0007454	NA	NA	0.0002847	NA	NA	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae&nbsp;(Subgroup&nbsp;1)"
"Fibrobacteres"	"P"	1646	41	NA	3	12	41	NA	8	18	2	17	38	14	NA	0.01583	NA	0.01583	0.004669	0.01092	NA	0.003347	0.006709	0.0005124	0.006574	0.01082	0.005834	NA	"Bacteria"
"Fibrobacteria"	"C"	1647	40	NA	3	12	40	NA	6	17	2	17	35	14	NA	0.01583	NA	0.01583	0.004669	0.01066	NA	0.00251	0.006336	0.0005124	0.006574	0.009966	0.005834	NA	"Bacteria>Fibrobacteres"
"Fibrobacterales"	"O"	1648	40	NA	3	12	40	NA	6	17	2	17	35	14	NA	0.01583	NA	0.01583	0.004669	0.01066	NA	0.00251	0.006336	0.0005124	0.006574	0.009966	0.005834	NA	"Bacteria>Fibrobacteres>Fibrobacteria"
"Fibrobacteraceae"	"F"	1654	32	NA	2	12	32	NA	5	16	2	14	29	13	NA	0.01055	NA	0.01055	0.004669	0.008526	NA	0.002092	0.005964	0.0005124	0.005414	0.008258	0.005417	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"possible genus 04"	"G"	1656	10	NA	2	1	10	NA	3	2	NA	3	NA	1	NA	0.01055	NA	0.01055	0.0003891	0.002664	NA	0.001255	0.0007454	NA	0.00116	NA	0.0004167	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"B122"	"F"	1651	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.005277	NA	0.005277	NA	0.0002664	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"Mollicutes Incertae Sedis"	"O"	3943	15	NA	1	5	15	NA	4	6	4	7	10	6	NA	0.005277	NA	0.005277	0.001946	0.003996	NA	0.001673	0.002236	0.001025	0.002707	0.002847	0.0025	NA	"Bacteria>Tenericutes>Mollicutes"
"Unknown Family"	"F"	3944	15	NA	1	5	15	NA	4	6	4	7	10	6	NA	0.005277	NA	0.005277	0.001946	0.003996	NA	0.001673	0.002236	0.001025	0.002707	0.002847	0.0025	NA	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis"
"Candidatus Phytoplasma"	"G"	3945	15	NA	1	5	15	NA	4	6	4	7	10	6	NA	0.005277	NA	0.005277	0.001946	0.003996	NA	0.001673	0.002236	0.001025	0.002707	0.002847	0.0025	NA	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Microgenomatia"	"C"	25772	35	NA	2	22	35	NA	19	16	4	25	30	11	NA	0.01055	NA	0.01055	0.00856	0.009325	NA	0.007948	0.005964	0.001025	0.009668	0.008542	0.004583	NA	"Bacteria>Patescibacteria"
"Candidatus Levybacteria"	"O"	25780	4	NA	1	3	2	NA	3	1	NA	4	1	1	NA	0.005277	NA	0.005277	0.001167	0.0005329	NA	0.001255	0.0003727	NA	0.001547	0.0002847	0.0004167	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Pacebacteria"	"O"	25781	23	NA	1	6	23	NA	10	4	2	6	18	3	NA	0.006128	NA	0.005277	0.002335	0.006128	NA	0.004183	0.001491	0.0005124	0.00232	0.005125	0.00125	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Saccharimonadia"	"C"	25821	18	NA	1	8	18	NA	12	11	16	9	15	8	NA	0.005277	NA	0.005277	0.003113	0.004796	NA	0.00502	0.0041	0.0041	0.00348	0.004271	0.003333	NA	"Bacteria>Patescibacteria"
"Saccharimonadales"	"O"	25822	18	NA	1	8	18	NA	12	11	16	9	15	8	NA	0.005277	NA	0.005277	0.003113	0.004796	NA	0.00502	0.0041	0.0041	0.00348	0.004271	0.003333	NA	"Bacteria>Patescibacteria>Saccharimonadia"
"Oligosphaeria"	"C"	2260	31	NA	1	8	31	NA	8	5	3	9	15	5	NA	0.008259	NA	0.005277	0.003113	0.008259	NA	0.003347	0.001864	0.0007687	0.00348	0.004271	0.002083	NA	"Bacteria>Lentisphaerae"
"Synergistetes"	"P"	3898	20	NA	2	10	20	NA	6	7	NA	7	11	8	NA	0.01055	NA	0.01055	0.003891	0.005329	NA	0.00251	0.002609	NA	0.002707	0.003132	0.003333	NA	"Bacteria"
"Synergistia"	"C"	3899	20	NA	2	10	20	NA	6	7	NA	7	11	8	NA	0.01055	NA	0.01055	0.003891	0.005329	NA	0.00251	0.002609	NA	0.002707	0.003132	0.003333	NA	"Bacteria>Synergistetes"
"Synergistales"	"O"	3900	20	NA	2	10	20	NA	6	7	NA	7	11	8	NA	0.01055	NA	0.01055	0.003891	0.005329	NA	0.00251	0.002609	NA	0.002707	0.003132	0.003333	NA	"Bacteria>Synergistetes>Synergistia"
"Synergistaceae"	"F"	3901	20	NA	2	10	20	NA	6	7	NA	7	11	8	NA	0.01055	NA	0.01055	0.003891	0.005329	NA	0.00251	0.002609	NA	0.002707	0.003132	0.003333	NA	"Bacteria>Synergistetes>Synergistia>Synergistales"
