"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"uncultured Methylophilus sp."	"S"	179000	22	1	NA	NA	NA	9	NA	1	NA	NA	22	NA	0.02418	0.0004986	NA	NA	NA	0.004628	NA	0.0005497	NA	NA	0.02418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Methylophilus>environmental&nbsp;samples"
"Methylophilus freyburgensis"	"S"	214633	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Methylophilus"
"environmental samples"	"-"	62667	12	3	1	1	NA	12	NA	1	NA	NA	12	NA	0.01356	0.001496	0.01356	0.000613	NA	0.00617	NA	0.0005497	NA	NA	0.01319	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae"
"uncultured Methylophilaceae bacterium"	"S"	239732	12	3	1	1	NA	12	NA	1	NA	NA	12	NA	0.01356	0.001496	0.01356	0.000613	NA	0.00617	NA	0.0005497	NA	NA	0.01319	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>environmental&nbsp;samples"
"Methylobacillus"	"G"	404	7	1	NA	NA	NA	7	NA	NA	NA	NA	5	NA	0.005494	0.0004986	NA	NA	NA	0.003599	NA	NA	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae"
"Methylobacillus sp. VITPRS29"	"S"	1323934	3	1	NA	NA	NA	3	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	NA	NA	0.001543	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Methylobacillus"
"Candidatus Methylopumilus"	"G"	1679002	10	1	NA	NA	NA	7	NA	NA	NA	NA	10	NA	0.01099	0.0004986	NA	NA	NA	0.003599	NA	NA	NA	NA	0.01099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae"
"Candidatus Methylopumilus turicensis"	"S"	1581680	8	1	NA	NA	NA	4	NA	NA	NA	NA	8	NA	0.008791	0.0004986	NA	NA	NA	0.002057	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>Candidatus&nbsp;Methylopumilus"
"Gallionellaceae"	"F"	90627	20	6	NA	3	NA	19	NA	NA	NA	NA	20	NA	0.02198	0.002992	NA	0.001839	NA	0.009769	NA	NA	NA	NA	0.02198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales"
"Gallionella"	"G"	96	20	4	NA	2	NA	16	NA	NA	NA	NA	20	NA	0.02198	0.001995	NA	0.001226	NA	0.008227	NA	NA	NA	NA	0.02198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae"
"environmental samples"	"-"	360906	20	4	NA	2	NA	16	NA	NA	NA	NA	20	NA	0.02198	0.001995	NA	0.001226	NA	0.008227	NA	NA	NA	NA	0.02198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae>Gallionella"
"uncultured Gallionella sp."	"S"	360907	20	4	NA	2	NA	16	NA	NA	NA	NA	20	NA	0.02198	0.001995	NA	0.001226	NA	0.008227	NA	NA	NA	NA	0.02198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae>Gallionella>environmental&nbsp;samples"
"Sulfuricella"	"G"	935200	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0009973	NA	0.000613	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae"
"environmental samples"	"-"	1162707	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0009973	NA	0.000613	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae>Sulfuricella"
"uncultured Sulfuricella sp."	"S"	1162708	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0009973	NA	0.000613	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae>Sulfuricella>environmental&nbsp;samples"
"Nitrosomonadaceae"	"F"	206379	18	5	NA	4	NA	18	NA	NA	NA	NA	10	NA	0.01099	0.002493	NA	0.002452	NA	0.009255	NA	NA	NA	NA	0.01099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales"
"Nitrosomonas"	"G"	914	11	5	NA	3	NA	11	NA	NA	NA	NA	4	NA	0.005656	0.002493	NA	0.001839	NA	0.005656	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae"
"environmental samples"	"-"	73639	8	4	NA	3	NA	8	NA	NA	NA	NA	3	NA	0.004113	0.001995	NA	0.001839	NA	0.004113	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas"
"uncultured Nitrosomonas sp."	"S"	156424	7	4	NA	3	NA	7	NA	NA	NA	NA	2	NA	0.003599	0.001995	NA	0.001839	NA	0.003599	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas>environmental&nbsp;samples"
"Nitrosomonas mobilis"	"S"	51642	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas"
"Thiobacillaceae"	"F"	2008790	8	4	NA	3	NA	7	NA	NA	NA	NA	8	NA	0.008791	0.001995	NA	0.001839	NA	0.003599	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales"
"Thiobacillus"	"G"	919	7	3	NA	3	NA	6	NA	NA	NA	NA	7	NA	0.007692	0.001496	NA	0.001839	NA	0.003085	NA	NA	NA	NA	0.007692	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Thiobacillaceae"
"environmental samples"	"-"	133827	6	3	NA	1	NA	5	NA	NA	NA	NA	6	NA	0.006593	0.001496	NA	0.000613	NA	0.002571	NA	NA	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Thiobacillaceae>Thiobacillus"
"uncultured Thiobacillus sp."	"S"	189996	6	3	NA	1	NA	5	NA	NA	NA	NA	6	NA	0.006593	0.001496	NA	0.000613	NA	0.002571	NA	NA	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Thiobacillaceae>Thiobacillus>environmental&nbsp;samples"
"Annwoodia"	"G"	2008781	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Thiobacillaceae"
"Annwoodia aquaesulis"	"S"	47959	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Thiobacillaceae>Annwoodia"
"environmental samples"	"-"	239991	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales"
"uncultured Nitrosomonadales bacterium"	"S"	239992	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>environmental&nbsp;samples"
"unclassified Betaproteobacteria"	"-"	119066	99	27	NA	10	NA	99	NA	2	NA	NA	95	NA	0.1044	0.01346	NA	0.00613	NA	0.0509	NA	0.001099	NA	NA	0.1044	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria"
"unclassified Betaproteobacteria (miscellaneous)"	"-"	33809	92	26	NA	10	NA	92	NA	NA	NA	NA	86	NA	0.0945	0.01296	NA	0.00613	NA	0.0473	NA	NA	NA	NA	0.0945	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria"
"beta proteobacterium B5"	"S"	70583	5	5	NA	5	NA	NA	NA	NA	NA	NA	2	NA	0.003065	0.002493	NA	0.003065	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium GMD15D04"	"S"	214741	14	4	NA	1	NA	14	NA	NA	NA	NA	9	NA	0.00989	0.001995	NA	0.000613	NA	0.007198	NA	NA	NA	NA	0.00989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium EM1"	"S"	260928	7	4	NA	NA	NA	7	NA	NA	NA	NA	5	NA	0.005494	0.001995	NA	NA	NA	0.003599	NA	NA	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"ultramicrobacterium str. DY01"	"S"	69285	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium B1"	"S"	70579	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium YB11"	"S"	120339	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium TW2"	"S"	194431	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium CTE108"	"S"	202909	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium AquaspiC"	"S"	247029	9	1	NA	NA	NA	7	NA	NA	NA	NA	9	NA	0.00989	0.0004986	NA	NA	NA	0.003599	NA	NA	NA	NA	0.00989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium TEGF004"	"S"	509118	3	1	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium TEGF008"	"S"	509121	5	1	NA	NA	NA	4	NA	NA	NA	NA	5	NA	0.005494	0.0004986	NA	NA	NA	0.002057	NA	NA	NA	NA	0.005494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium CB"	"S"	543913	3	1	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium 367"	"S"	697460	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium 4-85"	"S"	697472	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0004986	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium L13"	"S"	1229489	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"beta proteobacterium B12"	"S"	1529876	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"Candidatus Vidania"	"G"	1191175	6	1	NA	NA	NA	6	NA	NA	NA	NA	4	NA	0.004396	0.0004986	NA	NA	NA	0.003085	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria"
"Candidatus Vidania fulgoroideae"	"S"	881286	6	1	NA	NA	NA	6	NA	NA	NA	NA	4	NA	0.004396	0.0004986	NA	NA	NA	0.003085	NA	NA	NA	NA	0.004396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>Candidatus&nbsp;Vidania"
"Neisseriales"	"O"	206351	133	23	6	6	NA	118	NA	NA	NA	NA	133	1	0.5435	0.01147	0.08137	0.003678	NA	0.06067	NA	NA	NA	NA	0.1462	0.5435	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria"
"Chromobacteriaceae"	"F"	1499392	114	19	5	6	NA	98	NA	NA	NA	NA	114	NA	0.1253	0.009474	0.06781	0.003678	NA	0.05039	NA	NA	NA	NA	0.1253	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales"
"Aquaspirillum"	"G"	187	58	9	NA	3	NA	42	NA	NA	NA	NA	58	NA	0.06374	0.004488	NA	0.001839	NA	0.0216	NA	NA	NA	NA	0.06374	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae"
"environmental samples"	"-"	89695	32	6	NA	2	NA	29	NA	NA	NA	NA	32	NA	0.03516	0.002992	NA	0.001226	NA	0.01491	NA	NA	NA	NA	0.03516	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Aquaspirillum"
"uncultured Aquaspirillum sp."	"S"	191339	32	6	NA	2	NA	29	NA	NA	NA	NA	32	NA	0.03516	0.002992	NA	0.001226	NA	0.01491	NA	NA	NA	NA	0.03516	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Aquaspirillum>environmental&nbsp;samples"
"Aquaspirillum sp. R-23044"	"S"	289004	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Aquaspirillum"
"Vogesella"	"G"	57739	13	4	3	1	NA	13	NA	NA	NA	NA	8	NA	0.04068	0.001995	0.04068	0.000613	NA	0.006684	NA	NA	NA	NA	0.008791	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae"
"Vogesella sp. EB"	"S"	1526735	2	2	2	NA	NA	2	NA	NA	NA	NA	NA	NA	0.02712	0.0009973	0.02712	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Vogesella"
"Vogesella indigofera"	"S"	45465	6	1	NA	NA	NA	6	NA	NA	NA	NA	2	NA	0.003085	0.0004986	NA	NA	NA	0.003085	NA	NA	NA	NA	0.002198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Vogesella"
"Vogesella alkaliphila"	"S"	1193621	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Vogesella"
"Chromobacterium group"	"-"	90153	25	3	NA	1	NA	25	NA	NA	NA	NA	15	NA	0.01648	0.001496	NA	0.000613	NA	0.01285	NA	NA	NA	NA	0.01648	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae"
"Chromobacterium"	"G"	535	24	3	NA	1	NA	24	NA	NA	NA	NA	14	NA	0.01538	0.001496	NA	0.000613	NA	0.01234	NA	NA	NA	NA	0.01538	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Chromobacterium&nbsp;group"
"Chromobacterium violaceum"	"S"	536	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Chromobacterium&nbsp;group>Chromobacterium"
"Chromobacterium sp. 90"	"S"	699128	19	1	NA	1	NA	19	NA	NA	NA	NA	6	NA	0.009769	0.0004986	NA	0.000613	NA	0.009769	NA	NA	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Chromobacterium&nbsp;group>Chromobacterium"
"Chromobacterium sp. MWU2576"	"S"	1502364	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Chromobacterium&nbsp;group>Chromobacterium"
"Microvirgula"	"G"	57479	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae"
"Laribacter"	"G"	168470	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae"
"Laribacter hongkongensis"	"S"	168471	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Laribacter"
"Aquitalea"	"G"	407217	6	1	1	NA	NA	4	NA	NA	NA	NA	6	NA	0.01356	0.0004986	0.01356	NA	NA	0.002057	NA	NA	NA	NA	0.006593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae"
"Aquitalea sp. Br23"	"S"	1780353	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Aquitalea"
"Neisseriaceae"	"F"	481	20	4	1	NA	NA	20	NA	NA	NA	NA	17	1	0.5435	0.001995	0.01356	NA	NA	0.01028	NA	NA	NA	NA	0.01868	0.5435	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales"
"Neisseria"	"G"	482	19	4	1	NA	NA	19	NA	NA	NA	NA	13	1	0.5435	0.001995	0.01356	NA	NA	0.009769	NA	NA	NA	NA	0.01429	0.5435	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae"
"Neisseria meningitidis"	"S"	487	12	4	NA	NA	NA	12	NA	NA	NA	NA	7	1	0.5435	0.001995	NA	NA	NA	0.00617	NA	NA	NA	NA	0.007692	0.5435	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Alphaproteobacteria"	"C"	28211	2352	1377	143	485	2	2352	NA	196	1	NA	1760	NA	1.939	0.6866	1.939	0.2973	1.25	1.209	NA	0.1077	0.9174	NA	1.934	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Rhodobacterales"	"O"	204455	883	485	67	134	1	883	NA	11	1	NA	553	NA	0.9174	0.2418	0.9086	0.08214	0.625	0.454	NA	0.006046	0.9174	NA	0.6077	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	31989	878	481	66	133	1	878	NA	11	1	NA	549	NA	0.9174	0.2398	0.895	0.08152	0.625	0.4514	NA	0.006046	0.9174	NA	0.6033	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"environmental samples"	"-"	58841	167	107	18	31	1	167	NA	2	NA	NA	127	NA	0.625	0.05335	0.2441	0.019	0.625	0.08587	NA	0.001099	NA	NA	0.1396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"uncultured Rhodobacteraceae bacterium"	"S"	157276	167	107	18	31	1	167	NA	2	NA	NA	127	NA	0.625	0.05335	0.2441	0.019	0.625	0.08587	NA	0.001099	NA	NA	0.1396	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>environmental&nbsp;samples"
"Rhodobacter"	"G"	1060	211	91	9	18	NA	211	NA	4	1	NA	122	NA	0.9174	0.04538	0.1221	0.01103	NA	0.1085	NA	0.002199	0.9174	NA	0.1341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"environmental samples"	"-"	126073	94	44	2	4	NA	94	NA	1	1	NA	47	NA	0.9174	0.02194	0.02712	0.002452	NA	0.04833	NA	0.0005497	0.9174	NA	0.05165	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"uncultured Rhodobacter sp."	"S"	204728	94	42	2	4	NA	94	NA	1	1	NA	47	NA	0.9174	0.02094	0.02712	0.002452	NA	0.04833	NA	0.0005497	0.9174	NA	0.05165	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter>environmental&nbsp;samples"
"Rhodobacter sp. enrichment culture"	"S"	1718447	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009973	0.0009973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter>environmental&nbsp;samples"
