"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"Candidatus Liberibacter asiaticus"	"S"	34021	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Liberibacter"
"Candidatus Liberibacter solanacearum"	"S"	556287	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Liberibacter"
"Sinorhizobium/Ensifer group"	"-"	227292	20	20	3	NA	NA	4	9	10	3	NA	14	7	8	0.01609	0.005696	0.005623	NA	NA	0.0004091	0.0009276	0.001238	0.0001699	NA	0.009054	0.000734	0.01609	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Sinorhizobium"	"G"	28105	18	18	3	NA	NA	2	8	6	3	NA	12	5	6	0.01207	0.005127	0.005623	NA	NA	0.0002046	0.0008245	0.0007427	0.0001699	NA	0.007761	0.0005243	0.01207	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group"
"Sinorhizobium fredii group"	"S"	663276	9	9	1	NA	NA	NA	NA	3	NA	NA	3	1	NA	0.002563	0.002563	0.001874	NA	NA	NA	NA	0.0003714	NA	NA	0.00194	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium fredii"	"S"	380	9	9	1	NA	NA	NA	NA	3	NA	NA	3	1	NA	0.002563	0.002563	0.001874	NA	NA	NA	NA	0.0003714	NA	NA	0.00194	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;fredii&nbsp;group"
"Sinorhizobium meliloti"	"S"	382	4	3	2	NA	NA	NA	NA	1	NA	NA	4	1	1	0.003749	0.0008544	0.003749	NA	NA	NA	NA	0.0001238	NA	NA	0.002587	0.0001049	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"environmental samples"	"-"	215602	3	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0008544	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"uncultured Sinorhizobium sp."	"S"	215603	2	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>environmental&nbsp;samples"
"Sinorhizobium sp. enrichment culture"	"S"	1718440	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>environmental&nbsp;samples"
"Sinorhizobium indiaense"	"S"	77789	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	0.002011	0.0002848	NA	NA	NA	0.0001023	NA	NA	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium sp. MG-2011-109-GA"	"S"	1041754	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium sp. D3Ml91"	"S"	1812960	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.006033	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Ensifer"	"G"	106591	4	1	NA	NA	NA	2	1	4	NA	NA	2	2	2	0.004022	0.0002848	NA	NA	NA	0.0002046	0.0001031	0.0004952	NA	NA	0.001293	0.0002097	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group"
"Ensifer adhaerens"	"S"	106592	2	1	NA	NA	NA	2	1	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	0.0002046	0.0001031	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer"
"environmental samples"	"-"	130875	5	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001424	0.001424	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"uncultured Rhizobiaceae bacterium"	"S"	271151	5	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001424	0.001424	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>environmental&nbsp;samples"
"Shinella"	"G"	323620	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	0.002011	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Shinella yambaruensis"	"S"	415996	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Shinella"
"Phyllobacteriaceae"	"F"	69277	122	122	25	NA	NA	13	9	21	6	NA	95	11	20	0.06144	0.03475	0.04686	NA	NA	0.00133	0.0009276	0.0026	0.0003398	NA	0.06144	0.001153	0.04022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Mesorhizobium"	"G"	68287	57	57	9	NA	NA	8	6	15	NA	NA	41	7	12	0.02652	0.01623	0.01687	NA	NA	0.0008183	0.0006184	0.001857	NA	NA	0.02652	0.000734	0.02413	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Mesorhizobium ciceri"	"S"	39645	22	22	6	NA	NA	2	NA	2	NA	NA	10	2	7	0.01408	0.006266	0.01125	NA	NA	0.0002046	NA	0.0002476	NA	NA	0.006467	0.0002097	0.01408	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"environmental samples"	"-"	233793	8	8	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	0.003234	0.002279	NA	NA	NA	NA	NA	NA	NA	NA	0.003234	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"uncultured Mesorhizobium sp."	"S"	233795	8	8	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	0.003234	0.002279	NA	NA	NA	NA	NA	NA	NA	NA	0.003234	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium>environmental&nbsp;samples"
"Mesorhizobium sp. GWS-SE-H103"	"S"	251129	5	3	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	0.003234	0.0008544	NA	NA	NA	NA	NA	NA	NA	NA	0.003234	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp."	"S"	1871066	2	2	1	NA	NA	NA	NA	1	NA	NA	2	NA	NA	0.001874	0.0005696	0.001874	NA	NA	NA	NA	0.0001238	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. LLAN60"	"S"	1899326	2	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. ORS 3186"	"S"	310746	1	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	0.0001238	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"unclassified Mesorhizobium"	"-"	325217	1	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	0.0001031	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Biserrula isolate"	"S"	102683	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
"Mesorhizobium sp. Q-2"	"S"	367167	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. Mad-1"	"S"	441602	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. CCNWGS0011"	"S"	501388	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. CMSS19"	"S"	552739	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. CA4"	"S"	588499	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. CA7"	"S"	588501	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. Cac6a"	"S"	671019	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. Z0-YC6819"	"S"	674661	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. AN11"	"S"	1100768	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. LNJC401B00"	"S"	1287278	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. AG27"	"S"	1385838	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. AG9"	"S"	1385841	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.004022	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium oceanicum"	"S"	1670800	2	1	1	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001874	0.0002848	0.001874	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. PHD5"	"S"	1710704	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Mesorhizobium sp. CSLC30N"	"S"	1776428	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Phyllobacterium"	"G"	28100	22	22	9	NA	NA	5	3	3	5	NA	14	4	4	0.01687	0.006266	0.01687	NA	NA	0.0005114	0.0003092	0.0003714	0.0002832	NA	0.009054	0.0004195	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"environmental samples"	"-"	75673	14	14	4	NA	NA	NA	NA	NA	NA	NA	7	NA	1	0.007497	0.003987	0.007497	NA	NA	NA	NA	NA	NA	NA	0.004527	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Phyllobacterium"
"uncultured Phyllobacterium sp."	"S"	253813	14	14	4	NA	NA	NA	NA	NA	NA	NA	7	NA	1	0.007497	0.003987	0.007497	NA	NA	NA	NA	NA	NA	NA	0.004527	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Phyllobacterium>environmental&nbsp;samples"
"Phyllobacterium sp. T50"	"S"	617210	5	5	1	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	0.003234	0.001424	0.001874	NA	NA	NA	NA	NA	NA	NA	0.003234	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Phyllobacterium"
"Phyllobacterium myrsinacearum"	"S"	28101	5	2	1	NA	NA	5	3	2	5	NA	1	2	2	0.004022	0.0005696	0.001874	NA	NA	0.0005114	0.0003092	0.0002476	0.0002832	NA	0.0006467	0.0002097	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Phyllobacterium"
"Phyllobacterium sp. DSM 17640"	"S"	376736	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Phyllobacterium"
"Nitratireductor"	"G"	245876	16	16	1	NA	NA	NA	NA	1	1	NA	9	NA	NA	0.005821	0.004557	0.001874	NA	NA	NA	NA	0.0001238	5.663e-05	NA	0.005821	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"environmental samples"	"-"	520952	6	6	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0.00194	0.001709	NA	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor"
"uncultured Nitratireductor sp."	"S"	520953	6	6	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0.00194	0.001709	NA	NA	NA	NA	NA	NA	NA	NA	0.00194	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor>environmental&nbsp;samples"
"Nitratireductor sp. RCC32"	"S"	1268820	5	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001424	0.001424	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor"
"Nitratireductor sp. RCC34"	"S"	1268821	3	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0008544	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor"
"Nitratireductor kimnyeongensis"	"S"	430679	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor"
"Nitratireductor sp. RCC23"	"S"	1268817	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor"
"Hoeflea"	"G"	274591	13	8	1	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	0.008408	0.002279	0.001874	NA	NA	NA	NA	NA	NA	NA	0.008408	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"environmental samples"	"-"	538665	12	5	1	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	0.007761	0.001424	0.001874	NA	NA	NA	NA	NA	NA	NA	0.007761	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Hoeflea"
"uncultured Hoeflea sp."	"S"	538666	12	5	1	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	0.007761	0.001424	0.001874	NA	NA	NA	NA	NA	NA	NA	0.007761	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Hoeflea>environmental&nbsp;samples"
"Hoeflea sp. IMCC20628"	"S"	1620421	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005696	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Hoeflea"
"Hoeflea sp. AT5-8"	"S"	1922333	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Hoeflea"
"unclassified Phyllobacteriaceae"	"-"	102274	5	5	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	0.003234	0.001424	NA	NA	NA	NA	NA	NA	NA	NA	0.003234	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Phyllobacteriaceae bacterium SO24"	"S"	1110677	5	4	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	0.003234	0.001139	NA	NA	NA	NA	NA	NA	NA	NA	0.003234	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>unclassified&nbsp;Phyllobacteriaceae"
"Phyllobacteriaceae bacterium SO97"	"S"	1110678	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>unclassified&nbsp;Phyllobacteriaceae"
"environmental samples"	"-"	257461	7	2	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	0.004527	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.004527	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"uncultured Phyllobacteriaceae bacterium"	"S"	257462	7	2	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	0.004527	0.0005696	NA	NA	NA	NA	NA	NA	NA	NA	0.004527	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>environmental&nbsp;samples"
"Aquamicrobium"	"G"	69278	2	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	0.004022	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Aquamicrobium defluvii"	"S"	69279	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Aquamicrobium"
"Pseudaminobacter"	"G"	93368	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Pseudaminobacter salicylatoxidans"	"S"	93369	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Pseudaminobacter"
"Bradyrhizobiaceae"	"F"	41294	922	89	23	NA	NA	66	46	100	104	NA	49	60	922	1.854	0.02535	0.04311	NA	NA	0.006751	0.004741	0.01238	0.00589	NA	0.03169	0.006292	1.854	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bradyrhizobium"	"G"	374	822	65	7	NA	NA	26	20	57	1	NA	32	39	822	1.653	0.01851	0.01312	NA	NA	0.002659	0.002061	0.007056	5.663e-05	NA	0.0207	0.00409	1.653	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
