"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Geobacteraceae"	"F"	3195	13	1	NA	NA	NA	13	NA	NA	NA	NA	6	NA	0.006684	0.0004986	NA	NA	NA	0.006684	NA	NA	NA	NA	0.006593	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	3197	8	1	NA	NA	NA	8	NA	NA	NA	NA	3	NA	0.004113	0.0004986	NA	NA	NA	0.004113	NA	NA	NA	NA	0.003297	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"DTB120"	"O"	3101	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.001099	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculales"	"O"	3105	5	1	NA	4	NA	5	NA	NA	NA	NA	1	NA	0.002571	0.0004986	NA	0.002452	NA	0.002571	NA	NA	NA	NA	0.001099	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculaceae"	"F"	3106	5	1	NA	4	NA	5	NA	NA	NA	NA	1	NA	0.002571	0.0004986	NA	0.002452	NA	0.002571	NA	NA	NA	NA	0.001099	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales"
"uncultured"	"G"	3108	3	1	NA	2	NA	3	NA	NA	NA	NA	NA	NA	0.001543	0.0004986	NA	0.001226	NA	0.001543	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"Bacteroidetes"	"P"	905	28269	8177	264	3846	8	6306	3	125	3	1	28269	5	31.06	4.077	3.58	2.357	5	3.242	2.027	0.06871	2.752	1.754	31.06	2.717	"Bacteria"
"Bacteroidia"	"C"	912	28248	8138	264	3834	8	6273	2	125	3	1	28248	5	31.04	4.058	3.58	2.35	5	3.225	1.351	0.06871	2.752	1.754	31.04	2.717	"Bacteria>Bacteroidetes"
"Sphingobacteriales"	"O"	25002	7797	4986	102	2407	2	3333	NA	56	2	NA	7797	2	8.568	2.486	1.383	1.475	1.25	1.714	NA	0.03078	1.835	NA	8.568	1.087	"Bacteria>Bacteroidetes>Bacteroidia"
"NS11-12 marine group"	"F"	25015	7583	4848	99	2325	2	3215	NA	54	2	NA	7583	2	8.333	2.417	1.343	1.425	1.25	1.653	NA	0.02968	1.835	NA	8.333	1.087	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobiaceae"	"F"	25012	37	37	1	19	NA	19	NA	NA	NA	NA	17	NA	0.01868	0.01845	0.01356	0.01165	NA	0.009769	NA	NA	NA	NA	0.01868	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobium"	"G"	25013	6	6	NA	4	NA	3	NA	NA	NA	NA	1	NA	0.002992	0.002992	NA	0.002452	NA	0.001543	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Lentimicrobiaceae"
"Sphingobacteriaceae"	"F"	25020	110	33	1	22	NA	34	NA	1	NA	NA	110	NA	0.1209	0.01645	0.01356	0.01348	NA	0.01748	NA	0.0005497	NA	NA	0.1209	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Pedobacter"	"G"	25027	94	18	1	15	NA	24	NA	1	NA	NA	94	NA	0.1033	0.008975	0.01356	0.009194	NA	0.01234	NA	0.0005497	NA	NA	0.1033	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Solitalea"	"G"	25031	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001496	0.001496	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Nubsella"	"G"	25024	5	2	NA	4	NA	1	NA	NA	NA	NA	5	NA	0.005494	0.0009973	NA	0.002452	NA	0.0005142	NA	NA	NA	NA	0.005494	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacterium"	"G"	25032	6	2	NA	3	NA	5	NA	NA	NA	NA	6	NA	0.006593	0.0009973	NA	0.001839	NA	0.002571	NA	NA	NA	NA	0.006593	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Mucilaginibacter"	"G"	25023	3	1	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Olivibacter"	"G"	25025	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"uncultured"	"G"	25033	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005142	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"env.OPS 17"	"F"	25035	18	16	NA	11	NA	10	NA	NA	NA	NA	18	NA	0.01978	0.007978	NA	0.006742	NA	0.005142	NA	NA	NA	NA	0.01978	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"AKYH767"	"F"	25004	25	11	NA	8	NA	25	NA	1	NA	NA	9	NA	0.01285	0.005485	NA	0.004904	NA	0.01285	NA	0.0005497	NA	NA	0.00989	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"LiUU-11-161"	"F"	25014	8	2	NA	1	NA	3	NA	NA	NA	NA	8	NA	0.008791	0.0009973	NA	0.000613	NA	0.001543	NA	NA	NA	NA	0.008791	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"S15A-MN91"	"F"	25017	5	2	NA	1	NA	1	NA	NA	NA	NA	5	NA	0.005494	0.0009973	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.005494	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"GWF2-29-10"	"F"	25009	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01356	0.0004986	0.01356	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"E6aC02"	"F"	25007	3	1	NA	NA	NA	3	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	0.001543	NA	NA	NA	NA	0.002198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Cytophagales"	"O"	24714	17478	1999	85	717	4	2114	1	53	1	1	17478	3	19.21	0.9968	1.153	0.4395	2.5	1.087	0.6757	0.02913	0.9174	1.754	19.21	1.63	"Bacteria>Bacteroidetes>Bacteroidia"
"Spirosomaceae"	"F"	24794	16909	1897	82	670	4	2027	1	51	1	1	16909	2	18.58	0.9459	1.112	0.4107	2.5	1.042	0.6757	0.02803	0.9174	1.754	18.58	1.087	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Pseudarcicella"	"G"	24809	15954	1706	71	579	4	1723	1	45	1	1	15954	2	17.53	0.8507	0.9628	0.3549	2.5	0.8859	0.6757	0.02474	0.9174	1.754	17.53	1.087	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Lacihabitans"	"G"	24804	123	47	3	28	NA	123	NA	NA	NA	NA	51	NA	0.06324	0.02344	0.04068	0.01716	NA	0.06324	NA	NA	NA	NA	0.05604	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Arcicella"	"G"	24795	269	39	3	17	NA	65	NA	1	NA	NA	269	NA	0.2956	0.01945	0.04068	0.01042	NA	0.03342	NA	0.0005497	NA	NA	0.2956	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Runella"	"G"	24812	80	26	1	19	NA	19	NA	NA	NA	NA	80	NA	0.08791	0.01296	0.01356	0.01165	NA	0.009769	NA	NA	NA	NA	0.08791	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Flectobacillus"	"G"	24801	165	22	2	9	NA	30	NA	2	NA	NA	165	NA	0.1813	0.01097	0.02712	0.005517	NA	0.01543	NA	0.001099	NA	NA	0.1813	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Emticicia"	"G"	24798	15	15	1	1	NA	5	NA	NA	NA	NA	2	NA	0.01356	0.00748	0.01356	0.000613	NA	0.002571	NA	NA	NA	NA	0.002198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"uncultured"	"G"	24815	20	5	NA	2	NA	12	NA	1	NA	NA	20	NA	0.02198	0.002493	NA	0.001226	NA	0.00617	NA	0.0005497	NA	NA	0.02198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Dyadobacter"	"G"	24797	38	4	NA	3	NA	6	NA	NA	NA	NA	38	NA	0.04176	0.001995	NA	0.001839	NA	0.003085	NA	NA	NA	NA	0.04176	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Taeseokella"	"G"	24814	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0009973	NA	0.000613	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fluviimonas"	"G"	24802	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Microscillaceae"	"F"	24783	74	32	2	17	NA	24	NA	1	NA	NA	74	NA	0.08132	0.01596	0.02712	0.01042	NA	0.01234	NA	0.0005497	NA	NA	0.08132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24793	65	26	2	15	NA	19	NA	1	NA	NA	65	NA	0.07143	0.01296	0.02712	0.009194	NA	0.009769	NA	0.0005497	NA	NA	0.07143	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"OLB12"	"G"	24789	4	4	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.001995	0.001995	NA	0.000613	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Chryseolinea"	"G"	24784	3	1	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	NA	NA	0.001028	NA	NA	NA	NA	0.003297	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Ohtaekwangia"	"G"	24790	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Cyclobacteriaceae"	"F"	24725	145	31	NA	14	NA	19	NA	1	NA	NA	145	1	0.5435	0.01546	NA	0.008581	NA	0.009769	NA	0.0005497	NA	NA	0.1593	0.5435	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Algoriphagus"	"G"	24726	75	13	NA	10	NA	10	NA	NA	NA	NA	75	NA	0.08242	0.006482	NA	0.00613	NA	0.005142	NA	NA	NA	NA	0.08242	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"uncultured"	"G"	24760	16	6	NA	1	NA	1	NA	NA	NA	NA	16	NA	0.01758	0.002992	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.01758	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Marinoscillum"	"G"	24746	7	4	NA	NA	NA	NA	NA	NA	NA	NA	7	1	0.5435	0.001995	NA	NA	NA	NA	NA	NA	NA	NA	0.007692	0.5435	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cyclobacterium"	"G"	24734	3	2	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.003297	0.0009973	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Nitritalea"	"G"	24753	10	2	NA	1	NA	2	NA	NA	NA	NA	10	NA	0.01099	0.0009973	NA	0.000613	NA	0.001028	NA	NA	NA	NA	0.01099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Catalinimonas"	"G"	24731	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Ekhidna"	"G"	24736	8	1	NA	1	NA	NA	NA	1	NA	NA	8	NA	0.008791	0.0004986	NA	0.000613	NA	NA	NA	0.0005497	NA	NA	0.008791	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Fulvivirga"	"G"	24740	5	1	NA	NA	NA	1	NA	NA	NA	NA	5	NA	0.005494	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.005494	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Amoebophilaceae"	"F"	24715	23	11	NA	7	NA	7	NA	NA	NA	NA	23	NA	0.02527	0.005485	NA	0.004291	NA	0.003599	NA	NA	NA	NA	0.02527	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Candidatus Amoebophilus"	"G"	24716	18	8	NA	7	NA	5	NA	NA	NA	NA	18	NA	0.01978	0.003989	NA	0.004291	NA	0.002571	NA	NA	NA	NA	0.01978	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"uncultured"	"G"	24719	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Hymenobacteraceae"	"F"	24776	105	4	NA	4	NA	9	NA	NA	NA	NA	105	NA	0.1154	0.001995	NA	0.002452	NA	0.004628	NA	NA	NA	NA	0.1154	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Hymenobacter"	"G"	24778	34	2	NA	1	NA	2	NA	NA	NA	NA	34	NA	0.03736	0.0009973	NA	0.000613	NA	0.001028	NA	NA	NA	NA	0.03736	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Adhaeribacter"	"G"	24777	23	1	NA	NA	NA	6	NA	NA	NA	NA	23	NA	0.02527	0.0004986	NA	NA	NA	0.003085	NA	NA	NA	NA	0.02527	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Pontibacter"	"G"	24780	13	1	NA	2	NA	NA	NA	NA	NA	NA	13	NA	0.01429	0.0004986	NA	0.001226	NA	NA	NA	NA	NA	NA	0.01429	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Cytophagaceae"	"F"	24761	32	2	NA	NA	NA	8	NA	NA	NA	NA	32	NA	0.03516	0.0009973	NA	NA	NA	0.004113	NA	NA	NA	NA	0.03516	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Cytophaga"	"G"	24762	25	2	NA	NA	NA	6	NA	NA	NA	NA	25	NA	0.02747	0.0009973	NA	NA	NA	0.003085	NA	NA	NA	NA	0.02747	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Flammeovirgaceae"	"F"	24766	16	1	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	0.01758	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.01758	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Flammeovirga"	"G"	24768	13	1	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	0.01429	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.01429	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Flavobacteriales"	"O"	24819	2195	513	53	210	1	348	1	6	NA	NA	2195	NA	2.412	0.2558	0.7187	0.1287	0.625	0.1789	0.6757	0.003298	NA	NA	2.412	NA	"Bacteria>Bacteroidetes>Bacteroidia"
"Flavobacteriaceae"	"F"	24841	1799	350	42	112	NA	259	1	4	NA	NA	1799	NA	1.977	0.1745	0.5696	0.06865	NA	0.1332	0.6757	0.002199	NA	NA	1.977	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Flavobacterium"	"G"	24881	1718	308	42	101	NA	233	1	4	NA	NA	1718	NA	1.888	0.1536	0.5696	0.06191	NA	0.1198	0.6757	0.002199	NA	NA	1.888	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Pseudofulvibacter"	"G"	24938	12	9	NA	2	NA	2	NA	NA	NA	NA	12	NA	0.01319	0.004488	NA	0.001226	NA	0.001028	NA	NA	NA	NA	0.01319	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Actibacter"	"G"	24842	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001995	0.001995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga"	"G"	24863	9	2	NA	1	NA	3	NA	NA	NA	NA	9	NA	0.00989	0.0009973	NA	0.000613	NA	0.001543	NA	NA	NA	NA	0.00989	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Psychroserpens"	"G"	24941	3	2	NA	1	NA	1	NA	NA	NA	NA	3	NA	0.003297	0.0009973	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.003297	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS5 marine group"	"G"	24925	2	2	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.002198	0.0009973	NA	0.000613	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"uncultured"	"G"	24976	9	2	NA	NA	NA	3	NA	NA	NA	NA	9	NA	0.00989	0.0009973	NA	NA	NA	0.001543	NA	NA	NA	NA	0.00989	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aquibacter"	"G"	24849	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Salinimicrobium"	"G"	24947	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Gillisia"	"G"	24890	3	1	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003297	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.003297	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter 3"	"G"	24934	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter 1"	"G"	24932	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.000613	0.0004986	NA	0.000613	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Cellulophaga"	"G"	24864	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Subsaxibacter"	"G"	24959	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS3a marine group"	"G"	24923	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001028	0.0004986	NA	NA	NA	0.001028	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS2b marine group"	"G"	24922	2	1	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	0.001028	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Winogradskyella"	"G"	24968	1	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	0.000613	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Zeaxanthinibacter"	"G"	24971	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aquimarina"	"G"	24850	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001099	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.001099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Tenacibaculum"	"G"	24964	2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	0.002198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Crocinitomicaceae"	"F"	24826	313	87	9	41	NA	56	NA	2	NA	NA	313	NA	0.344	0.04338	0.1221	0.02513	NA	0.02879	NA	0.001099	NA	NA	0.344	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Fluviicola"	"G"	24829	303	85	9	40	NA	54	NA	2	NA	NA	303	NA	0.333	0.04238	0.1221	0.02452	NA	0.02777	NA	0.001099	NA	NA	0.333	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"uncultured"	"G"	24833	4	2	NA	1	NA	NA	NA	NA	NA	NA	4	NA	0.004396	0.0009973	NA	0.000613	NA	NA	NA	NA	NA	NA	0.004396	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Weeksellaceae"	"F"	24983	33	33	1	33	NA	6	NA	NA	NA	NA	18	NA	0.02023	0.01645	0.01356	0.02023	NA	0.003085	NA	NA	NA	NA	0.01978	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Chryseobacterium"	"G"	24989	30	29	1	30	NA	4	NA	NA	NA	NA	10	NA	0.01839	0.01446	0.01356	0.01839	NA	0.002057	NA	NA	NA	NA	0.01099	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Cloacibacterium"	"G"	24990	2	2	NA	2	NA	1	NA	NA	NA	NA	2	NA	0.002198	0.0009973	NA	0.001226	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Moheibacter"	"G"	24994	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"NS9 marine group"	"F"	24980	31	31	1	17	1	16	NA	NA	NA	NA	16	NA	0.625	0.01546	0.01356	0.01042	0.625	0.008227	NA	NA	NA	NA	0.01758	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Cryomorphaceae"	"F"	24834	31	6	NA	2	NA	6	NA	NA	NA	NA	31	NA	0.03407	0.002992	NA	0.001226	NA	0.003085	NA	NA	NA	NA	0.03407	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"uncultured"	"G"	24840	28	6	NA	2	NA	4	NA	NA	NA	NA	28	NA	0.03077	0.002992	NA	0.001226	NA	0.002057	NA	NA	NA	NA	0.03077	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"Blattabacteriaceae"	"F"	24820	2	1	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.002198	0.0004986	NA	NA	NA	0.0005142	NA	NA	NA	NA	0.002198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"uncultured"	"G"	24825	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004986	0.0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Chitinophagales"	"O"	24665	442	442	18	402	NA	341	NA	7	NA	NA	235	NA	0.2582	0.2204	0.2441	0.2464	NA	0.1753	NA	0.003848	NA	NA	0.2582	NA	"Bacteria>Bacteroidetes>Bacteroidia"
"Chitinophagaceae"	"F"	24667	306	306	17	213	NA	249	NA	6	NA	NA	153	NA	0.2305	0.1526	0.2305	0.1306	NA	0.128	NA	0.003298	NA	NA	0.1681	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
