"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"P3OB-42"	"F"	11486	9	6	NA	9	NA	5	NA	NA	NA	NA	3	NA	0.005565	0.003035	NA	0.005565	NA	0.002697	NA	NA	NA	NA	0.003585	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Polyangiaceae"	"F"	3236	9	4	NA	9	NA	1	NA	NA	NA	NA	2	NA	0.005565	0.002023	NA	0.005565	NA	0.0005394	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Pajaroellobacter"	"G"	26282	3	2	NA	3	NA	NA	NA	NA	NA	NA	1	NA	0.001855	0.001012	NA	0.001855	NA	NA	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Sorangium"	"G"	3239	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001012	0.001012	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Blfdi19"	"F"	11479	5	2	NA	1	NA	5	NA	NA	NA	NA	5	NA	0.005976	0.001012	NA	0.0006184	NA	0.002697	NA	NA	NA	NA	0.005976	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"MidBa8"	"F"	11483	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005394	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"uncultured"	"F"	3245	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001079	0.0005058	NA	NA	NA	0.001079	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Nannocystaceae"	"F"	3229	6	1	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	0.00371	0.0005058	NA	0.00371	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Nannocystis"	"G"	3231	6	1	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	0.00371	0.0005058	NA	0.00371	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Nannocystaceae"
"Myxococcaceae"	"F"	3225	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Myxococcus"	"G"	3227	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Myxococcaceae"
"Bdellovibrionales"	"O"	3091	61	37	NA	16	1	61	NA	2	NA	NA	14	NA	0.6289	0.01871	NA	0.009894	0.6289	0.03291	NA	0.001115	NA	NA	0.01673	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bdellovibrionaceae"	"F"	3098	55	27	NA	10	NA	55	NA	2	NA	NA	9	NA	0.02967	0.01366	NA	0.006184	NA	0.02967	NA	0.001115	NA	NA	0.01076	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"OM27 clade"	"G"	3100	54	26	NA	10	NA	54	NA	2	NA	NA	9	NA	0.02913	0.01315	NA	0.006184	NA	0.02913	NA	0.001115	NA	NA	0.01076	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Bdellovibrio"	"G"	3099	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005394	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Bacteriovoracaceae"	"F"	3092	10	10	NA	6	1	6	NA	NA	NA	NA	5	NA	0.6289	0.005058	NA	0.00371	0.6289	0.003237	NA	NA	NA	NA	0.005976	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"Peredibacter"	"G"	3096	4	4	NA	2	1	4	NA	NA	NA	NA	2	NA	0.6289	0.002023	NA	0.001237	0.6289	0.002158	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"uncultured"	"G"	3097	3	3	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001517	0.001517	NA	NA	NA	0.001079	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Bacteriovorax"	"G"	3093	3	2	NA	2	NA	NA	NA	NA	NA	NA	3	NA	0.003585	0.001012	NA	0.001237	NA	NA	NA	NA	NA	NA	0.003585	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Halobacteriovorax"	"G"	11474	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.001237	0.0005058	NA	0.001237	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Oligoflexales"	"O"	11497	37	14	1	8	NA	14	NA	NA	NA	NA	37	NA	0.04422	0.007081	0.01416	0.004947	NA	0.007552	NA	NA	NA	NA	0.04422	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"0319-6G20"	"F"	14610	20	9	1	5	NA	5	NA	NA	NA	NA	20	NA	0.0239	0.004552	0.01416	0.003092	NA	0.002697	NA	NA	NA	NA	0.0239	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"Oligoflexaceae"	"F"	11498	15	5	NA	3	NA	8	NA	NA	NA	NA	15	NA	0.01793	0.002529	NA	0.001855	NA	0.004315	NA	NA	NA	NA	0.01793	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"uncultured"	"G"	26286	4	4	NA	3	NA	3	NA	NA	NA	NA	3	NA	0.003585	0.002023	NA	0.001855	NA	0.001618	NA	NA	NA	NA	0.003585	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Oligoflexus"	"G"	11499	9	1	NA	NA	NA	3	NA	NA	NA	NA	9	NA	0.01076	0.0005058	NA	NA	NA	0.001618	NA	NA	NA	NA	0.01076	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Bradymonadales"	"O"	14584	12	12	NA	12	NA	7	NA	NA	NA	NA	4	NA	0.007421	0.006069	NA	0.007421	NA	0.003776	NA	NA	NA	NA	0.004781	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bradymonadaceae"	"F"	14585	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bradymonadales"
"Desulfobacterales"	"O"	3109	11	10	1	6	NA	11	NA	2	NA	1	3	1	1.754	0.005058	0.01416	0.00371	NA	0.005934	NA	0.001115	NA	1.754	0.003585	0.5525	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfobulbaceae"	"F"	3139	6	6	1	1	NA	2	NA	1	NA	NA	2	1	0.5525	0.003035	0.01416	0.0006184	NA	0.001079	NA	0.0005573	NA	NA	0.00239	0.5525	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"uncultured"	"G"	3151	3	3	NA	NA	NA	1	NA	NA	NA	NA	1	1	0.5525	0.001517	NA	NA	NA	0.0005394	NA	NA	NA	NA	0.001195	0.5525	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"SEEP-SRB2"	"G"	3149	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"[Desulfobacterium] catecholicum group"	"G"	14592	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfobulbus"	"G"	3140	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005394	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfobacteraceae"	"F"	3110	9	4	NA	5	NA	9	NA	1	NA	1	1	NA	1.754	0.002023	NA	0.003092	NA	0.004855	NA	0.0005573	NA	1.754	0.001195	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"Sva0081 sediment group"	"G"	3137	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001079	0.001012	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfatirhabdium"	"G"	3118	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001079	0.0005058	NA	NA	NA	0.001079	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"SEEP-SRB1"	"G"	3136	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001079	0.0005058	NA	NA	NA	0.001079	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Syntrophobacterales"	"O"	3251	26	4	NA	5	NA	26	NA	NA	NA	NA	2	NA	0.01403	0.002023	NA	0.003092	NA	0.01403	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophaceae"	"F"	3252	18	4	NA	5	NA	18	NA	NA	NA	NA	2	NA	0.00971	0.002023	NA	0.003092	NA	0.00971	NA	NA	NA	NA	0.00239	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"uncultured"	"G"	3257	3	2	NA	3	NA	3	NA	NA	NA	NA	NA	NA	0.001855	0.001012	NA	0.001855	NA	0.001618	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophus"	"G"	3256	5	1	NA	NA	NA	5	NA	NA	NA	NA	1	NA	0.002697	0.0005058	NA	NA	NA	0.002697	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Desulfobacca"	"G"	3253	8	1	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	0.004315	0.0005058	NA	NA	NA	0.004315	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"NB1-j"	"O"	14609	13	3	NA	NA	NA	13	NA	NA	NA	NA	3	NA	0.007013	0.001517	NA	NA	NA	0.007013	NA	NA	NA	NA	0.003585	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfuromonadales"	"O"	3181	17	2	NA	1	NA	17	NA	NA	NA	NA	7	NA	0.00917	0.001012	NA	0.0006184	NA	0.00917	NA	NA	NA	NA	0.008366	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Geobacteraceae"	"F"	3195	13	1	NA	NA	NA	13	NA	NA	NA	NA	6	NA	0.007171	0.0005058	NA	NA	NA	0.007013	NA	NA	NA	NA	0.007171	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	3197	8	1	NA	NA	NA	8	NA	NA	NA	NA	3	NA	0.004315	0.0005058	NA	NA	NA	0.004315	NA	NA	NA	NA	0.003585	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Desulfuromonadaceae"	"F"	3189	4	1	NA	1	NA	4	NA	NA	NA	NA	NA	NA	0.002158	0.0005058	NA	0.0006184	NA	0.002158	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Desulfuromusa"	"G"	3191	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005394	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Desulfovibrionales"	"O"	3156	4	2	NA	2	NA	3	NA	NA	NA	NA	4	NA	0.004781	0.001012	NA	0.001237	NA	0.001618	NA	NA	NA	NA	0.004781	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	3169	4	1	NA	2	NA	1	NA	NA	NA	NA	4	NA	0.004781	0.0005058	NA	0.001237	NA	0.0005394	NA	NA	NA	NA	0.004781	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"uncultured"	"G"	3175	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfohalobiaceae"	"F"	3157	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001079	0.0005058	NA	NA	NA	0.001079	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"uncultured"	"G"	3164	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"Desulfarculales"	"O"	3105	5	1	NA	4	NA	5	NA	NA	NA	NA	1	NA	0.002697	0.0005058	NA	0.002474	NA	0.002697	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculaceae"	"F"	3106	5	1	NA	4	NA	5	NA	NA	NA	NA	1	NA	0.002697	0.0005058	NA	0.002474	NA	0.002697	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales"
"uncultured"	"G"	3108	3	1	NA	2	NA	3	NA	NA	NA	NA	NA	NA	0.001618	0.0005058	NA	0.001237	NA	0.001618	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"DTB120"	"O"	3101	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.001195	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	0.001195	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bacteroidetes"	"P"	905	28269	8177	264	3846	8	6306	3	125	3	1	28269	5	33.79	4.136	3.738	2.378	5.031	3.402	2.069	0.06967	2.778	1.754	33.79	2.762	"Bacteria"
"Bacteroidia"	"C"	912	28248	8138	264	3834	8	6273	2	125	3	1	28248	5	33.76	4.116	3.738	2.371	5.031	3.384	1.379	0.06967	2.778	1.754	33.76	2.762	"Bacteria>Bacteroidetes"
"Sphingobacteriales"	"O"	25002	7797	4986	102	2407	2	3333	NA	56	2	NA	7797	2	9.319	2.522	1.444	1.488	1.258	1.798	NA	0.03121	1.852	NA	9.319	1.105	"Bacteria>Bacteroidetes>Bacteroidia"
"NS11-12 marine group"	"F"	25015	7583	4848	99	2325	2	3215	NA	54	2	NA	7583	2	9.063	2.452	1.402	1.438	1.258	1.734	NA	0.0301	1.852	NA	9.063	1.105	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobiaceae"	"F"	25012	37	37	1	19	NA	19	NA	NA	NA	NA	17	NA	0.02032	0.01871	0.01416	0.01175	NA	0.01025	NA	NA	NA	NA	0.02032	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobium"	"G"	25013	6	6	NA	4	NA	3	NA	NA	NA	NA	1	NA	0.003035	0.003035	NA	0.002474	NA	0.001618	NA	NA	NA	NA	0.001195	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Lentimicrobiaceae"
"Sphingobacteriaceae"	"F"	25020	110	33	1	22	NA	34	NA	1	NA	NA	110	NA	0.1315	0.01669	0.01416	0.0136	NA	0.01834	NA	0.0005573	NA	NA	0.1315	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Pedobacter"	"G"	25027	94	18	1	15	NA	24	NA	1	NA	NA	94	NA	0.1123	0.009104	0.01416	0.009276	NA	0.01295	NA	0.0005573	NA	NA	0.1123	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Solitalea"	"G"	25031	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001517	0.001517	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacterium"	"G"	25032	6	2	NA	3	NA	5	NA	NA	NA	NA	6	NA	0.007171	0.001012	NA	0.001855	NA	0.002697	NA	NA	NA	NA	0.007171	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Nubsella"	"G"	25024	5	2	NA	4	NA	1	NA	NA	NA	NA	5	NA	0.005976	0.001012	NA	0.002474	NA	0.0005394	NA	NA	NA	NA	0.005976	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"uncultured"	"G"	25033	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0005394	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Olivibacter"	"G"	25025	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Mucilaginibacter"	"G"	25023	3	1	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.003585	0.0005058	NA	NA	NA	0.0005394	NA	NA	NA	NA	0.003585	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"env.OPS 17"	"F"	25035	18	16	NA	11	NA	10	NA	NA	NA	NA	18	NA	0.02151	0.008092	NA	0.006802	NA	0.005394	NA	NA	NA	NA	0.02151	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"AKYH767"	"F"	25004	25	11	NA	8	NA	25	NA	1	NA	NA	9	NA	0.01349	0.005564	NA	0.004947	NA	0.01349	NA	0.0005573	NA	NA	0.01076	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"S15A-MN91"	"F"	25017	5	2	NA	1	NA	1	NA	NA	NA	NA	5	NA	0.005976	0.001012	NA	0.0006184	NA	0.0005394	NA	NA	NA	NA	0.005976	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"LiUU-11-161"	"F"	25014	8	2	NA	1	NA	3	NA	NA	NA	NA	8	NA	0.009561	0.001012	NA	0.0006184	NA	0.001618	NA	NA	NA	NA	0.009561	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"E6aC02"	"F"	25007	3	1	NA	NA	NA	3	NA	NA	NA	NA	2	NA	0.00239	0.0005058	NA	NA	NA	0.001618	NA	NA	NA	NA	0.00239	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"GWF2-29-10"	"F"	25009	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01416	0.0005058	0.01416	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Cytophagales"	"O"	24714	17478	1999	85	717	4	2114	1	53	1	1	17478	3	20.89	1.011	1.204	0.4434	2.516	1.14	0.6897	0.02954	0.9259	1.754	20.89	1.657	"Bacteria>Bacteroidetes>Bacteroidia"
"Spirosomaceae"	"F"	24794	16909	1897	82	670	4	2027	1	51	1	1	16909	2	20.21	0.9595	1.161	0.4143	2.516	1.093	0.6897	0.02842	0.9259	1.754	20.21	1.105	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Pseudarcicella"	"G"	24809	15954	1706	71	579	4	1723	1	45	1	1	15954	2	19.07	0.8629	1.005	0.358	2.516	0.9294	0.6897	0.02508	0.9259	1.754	19.07	1.105	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Lacihabitans"	"G"	24804	123	47	3	28	NA	123	NA	NA	NA	NA	51	NA	0.06635	0.02377	0.04248	0.01731	NA	0.06635	NA	NA	NA	NA	0.06095	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Arcicella"	"G"	24795	269	39	3	17	NA	65	NA	1	NA	NA	269	NA	0.3215	0.01973	0.04248	0.01051	NA	0.03506	NA	0.0005573	NA	NA	0.3215	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Runella"	"G"	24812	80	26	1	19	NA	19	NA	NA	NA	NA	80	NA	0.09561	0.01315	0.01416	0.01175	NA	0.01025	NA	NA	NA	NA	0.09561	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Flectobacillus"	"G"	24801	165	22	2	9	NA	30	NA	2	NA	NA	165	NA	0.1972	0.01113	0.02832	0.005565	NA	0.01618	NA	0.001115	NA	NA	0.1972	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Emticicia"	"G"	24798	15	15	1	1	NA	5	NA	NA	NA	NA	2	NA	0.01416	0.007587	0.01416	0.0006184	NA	0.002697	NA	NA	NA	NA	0.00239	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"uncultured"	"G"	24815	20	5	NA	2	NA	12	NA	1	NA	NA	20	NA	0.0239	0.002529	NA	0.001237	NA	0.006473	NA	0.0005573	NA	NA	0.0239	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Dyadobacter"	"G"	24797	38	4	NA	3	NA	6	NA	NA	NA	NA	38	NA	0.04542	0.002023	NA	0.001855	NA	0.003237	NA	NA	NA	NA	0.04542	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Taeseokella"	"G"	24814	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.001079	0.001012	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fluviimonas"	"G"	24802	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Microscillaceae"	"F"	24783	74	32	2	17	NA	24	NA	1	NA	NA	74	NA	0.08844	0.01618	0.02832	0.01051	NA	0.01295	NA	0.0005573	NA	NA	0.08844	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24793	65	26	2	15	NA	19	NA	1	NA	NA	65	NA	0.07768	0.01315	0.02832	0.009276	NA	0.01025	NA	0.0005573	NA	NA	0.07768	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"OLB12"	"G"	24789	4	4	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.002023	0.002023	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	0.001195	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Ohtaekwangia"	"G"	24790	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005058	0.0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Chryseolinea"	"G"	24784	3	1	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.003585	0.0005058	NA	NA	NA	0.001079	NA	NA	NA	NA	0.003585	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Cyclobacteriaceae"	"F"	24725	145	31	NA	14	NA	19	NA	1	NA	NA	145	1	0.5525	0.01568	NA	0.008657	NA	0.01025	NA	0.0005573	NA	NA	0.1733	0.5525	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Algoriphagus"	"G"	24726	75	13	NA	10	NA	10	NA	NA	NA	NA	75	NA	0.08964	0.006575	NA	0.006184	NA	0.005394	NA	NA	NA	NA	0.08964	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"uncultured"	"G"	24760	16	6	NA	1	NA	1	NA	NA	NA	NA	16	NA	0.01912	0.003035	NA	0.0006184	NA	0.0005394	NA	NA	NA	NA	0.01912	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Marinoscillum"	"G"	24746	7	4	NA	NA	NA	NA	NA	NA	NA	NA	7	1	0.5525	0.002023	NA	NA	NA	NA	NA	NA	NA	NA	0.008366	0.5525	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Nitritalea"	"G"	24753	10	2	NA	1	NA	2	NA	NA	NA	NA	10	NA	0.01195	0.001012	NA	0.0006184	NA	0.001079	NA	NA	NA	NA	0.01195	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
