"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"Oligosphaeria"	"C"	2260	120	2	NA	11	120	1	15	13	NA	8	25	5	NA	0.04212	0.01252	NA	0.004143	0.03083	0.04212	0.006062	0.004674	NA	0.002988	0.006854	0.002015	NA	"Bacteria>Lentisphaerae"
"SS1-B-02-17"	"O"	14453	35	2	NA	4	35	NA	3	1	NA	2	3	3	NA	0.01252	0.01252	NA	0.001506	0.008993	NA	0.001212	0.0003595	NA	0.0007469	0.0008225	0.001209	NA	"Bacteria>Lentisphaerae>Oligosphaeria"
"Lentisphaeria"	"C"	2250	227	1	2	13	227	NA	8	10	NA	10	16	12	NA	0.05833	0.006262	0.01045	0.004896	0.05833	NA	0.003233	0.003595	NA	0.003734	0.004387	0.004835	NA	"Bacteria>Lentisphaerae"
"Victivallales"	"O"	2254	208	1	1	12	208	NA	5	7	NA	8	14	9	NA	0.05344	0.006262	0.005223	0.004519	0.05344	NA	0.002021	0.002517	NA	0.002988	0.003838	0.003627	NA	"Bacteria>Lentisphaerae>Lentisphaeria"
"PRD18C08"	"F"	14442	42	1	1	1	42	NA	NA	1	NA	NA	1	1	NA	0.01079	0.006262	0.005223	0.0003766	0.01079	NA	NA	0.0003595	NA	NA	0.0002742	0.0004029	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Gemmatimonadetes"	"P"	2224	1474	3	2	246	1474	2	111	65	5	45	477	30	1	0.3787	0.01879	0.01045	0.09264	0.3787	0.08425	0.04486	0.02337	0.00124	0.01681	0.1308	0.01209	0.1776	"Bacteria"
"Gemmatimonadetes"	"C"	2225	1423	3	1	234	1423	2	98	58	4	36	436	25	1	0.3656	0.01879	0.005223	0.08812	0.3656	0.08425	0.0396	0.02085	0.0009921	0.01344	0.1195	0.01007	0.1776	"Bacteria>Gemmatimonadetes"
"Gemmatimonadales"	"O"	2228	1423	3	1	234	1423	2	98	58	4	36	436	25	1	0.3656	0.01879	0.005223	0.08812	0.3656	0.08425	0.0396	0.02085	0.0009921	0.01344	0.1195	0.01007	0.1776	"Bacteria>Gemmatimonadetes>Gemmatimonadetes"
"Gemmatimonadaceae"	"F"	2229	1423	3	1	234	1423	2	98	58	4	36	436	25	1	0.3656	0.01879	0.005223	0.08812	0.3656	0.08425	0.0396	0.02085	0.0009921	0.01344	0.1195	0.01007	0.1776	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales"
"uncultured"	"G"	2231	1126	3	NA	176	1126	1	72	42	3	19	336	20	1	0.2893	0.01879	NA	0.06628	0.2893	0.04212	0.0291	0.0151	0.0007441	0.007096	0.09212	0.008059	0.1776	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"Kiritimatiellaeota"	"P"	25707	224	3	1	83	224	NA	48	49	2	14	106	12	NA	0.05756	0.01879	0.005223	0.03126	0.05756	NA	0.0194	0.01762	0.000496	0.005228	0.02906	0.004835	NA	"Bacteria"
"Kiritimatiellae"	"C"	25708	224	3	1	83	224	NA	48	49	2	14	106	12	NA	0.05756	0.01879	0.005223	0.03126	0.05756	NA	0.0194	0.01762	0.000496	0.005228	0.02906	0.004835	NA	"Bacteria>Kiritimatiellaeota"
"WCHB1-41"	"O"	25715	214	3	1	65	214	NA	42	43	2	12	104	11	NA	0.05499	0.01879	0.005223	0.02448	0.05499	NA	0.01697	0.01546	0.000496	0.004481	0.02851	0.004432	NA	"Bacteria>Kiritimatiellaeota>Kiritimatiellae"
"Deinococcus-Thermus"	"P"	1610	37	3	NA	37	12	NA	4	8	NA	3	12	5	NA	0.01879	0.01879	NA	0.01393	0.003083	NA	0.001616	0.002876	NA	0.00112	0.00329	0.002015	NA	"Bacteria"
"Deinococci"	"C"	1611	37	3	NA	37	12	NA	4	8	NA	3	12	5	NA	0.01879	0.01879	NA	0.01393	0.003083	NA	0.001616	0.002876	NA	0.00112	0.00329	0.002015	NA	"Bacteria>Deinococcus&#x2011;Thermus"
"Deinococcales"	"O"	1612	36	2	NA	36	8	NA	3	5	NA	3	10	2	NA	0.01356	0.01252	NA	0.01356	0.002056	NA	0.001212	0.001798	NA	0.00112	0.002742	0.0008059	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci"
"Deinococcaceae"	"F"	1613	33	2	NA	33	3	NA	1	2	NA	2	9	2	NA	0.01252	0.01252	NA	0.01243	0.0007708	NA	0.0004041	0.000719	NA	0.0007469	0.002467	0.0008059	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales"
"Deinococcus"	"G"	1615	33	1	NA	33	3	NA	NA	2	NA	2	6	2	NA	0.01243	0.006262	NA	0.01243	0.0007708	NA	NA	0.000719	NA	0.0007469	0.001645	0.0008059	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae"
"uncultured"	"G"	1616	2	1	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	0.006262	0.006262	NA	NA	NA	NA	0.0004041	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae"
"Thermales"	"O"	1620	4	1	NA	1	4	NA	1	3	NA	NA	2	3	NA	0.006262	0.006262	NA	0.0003766	0.001028	NA	0.0004041	0.001079	NA	NA	0.0005483	0.001209	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci"
"Thermaceae"	"F"	1621	4	1	NA	1	4	NA	1	3	NA	NA	2	3	NA	0.006262	0.006262	NA	0.0003766	0.001028	NA	0.0004041	0.001079	NA	NA	0.0005483	0.001209	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Thermales"
"Meiothermus"	"G"	1623	1	1	NA	NA	1	NA	1	NA	NA	NA	1	1	NA	0.006262	0.006262	NA	NA	0.0002569	NA	0.0004041	NA	NA	NA	0.0002742	0.0004029	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae"
"Entotheonellaeota"	"P"	25560	24	1	NA	4	23	NA	1	7	NA	NA	24	NA	NA	0.00658	0.006262	NA	0.001506	0.00591	NA	0.0004041	0.002517	NA	NA	0.00658	NA	NA	"Bacteria"
"Entotheonellia"	"C"	25561	24	1	NA	4	23	NA	1	7	NA	NA	24	NA	NA	0.00658	0.006262	NA	0.001506	0.00591	NA	0.0004041	0.002517	NA	NA	0.00658	NA	NA	"Bacteria>Entotheonellaeota"
"Entotheonellales"	"O"	25562	24	1	NA	4	23	NA	1	7	NA	NA	24	NA	NA	0.00658	0.006262	NA	0.001506	0.00591	NA	0.0004041	0.002517	NA	NA	0.00658	NA	NA	"Bacteria>Entotheonellaeota>Entotheonellia"
"Entotheonellaceae"	"F"	25563	24	1	NA	4	23	NA	1	7	NA	NA	24	NA	NA	0.00658	0.006262	NA	0.001506	0.00591	NA	0.0004041	0.002517	NA	NA	0.00658	NA	NA	"Bacteria>Entotheonellaeota>Entotheonellia>Entotheonellales"
"Nitrospinae"	"P"	14465	143	1	NA	13	143	NA	7	1	1	4	46	1	NA	0.03674	0.006262	NA	0.004896	0.03674	NA	0.002829	0.0003595	0.000248	0.001494	0.01261	0.0004029	NA	"Bacteria"
"P9X2b3D02"	"C"	25733	136	1	NA	13	136	NA	7	1	NA	3	42	1	NA	0.03494	0.006262	NA	0.004896	0.03494	NA	0.002829	0.0003595	NA	0.00112	0.01151	0.0004029	NA	"Bacteria>Nitrospinae"
"Schekmanbacteria"	"P"	26898	4	1	NA	NA	3	NA	1	NA	NA	NA	4	1	NA	0.006262	0.006262	NA	NA	0.0007708	NA	0.0004041	NA	NA	NA	0.001097	0.0004029	NA	"Bacteria"
"FBP"	"P"	14342	8	1	NA	8	5	NA	7	3	NA	3	2	2	NA	0.006262	0.006262	NA	0.003013	0.001285	NA	0.002829	0.001079	NA	0.00112	0.0005483	0.0008059	NA	"Bacteria"
"Margulisbacteria"	"P"	25726	6	1	NA	3	3	NA	2	2	1	5	2	6	NA	0.006262	0.006262	NA	0.00113	0.0007708	NA	0.0008082	0.000719	0.000248	0.001867	0.0005483	0.002418	NA	"Bacteria"
"Atribacteria"	"P"	11163	7	1	1	3	7	NA	2	2	1	3	3	6	NA	0.006262	0.006262	0.005223	0.00113	0.001799	NA	0.0008082	0.000719	0.000248	0.00112	0.0008225	0.002418	NA	"Bacteria"
"JS1"	"C"	24594	7	1	1	3	7	NA	2	2	1	2	3	6	NA	0.006262	0.006262	0.005223	0.00113	0.001799	NA	0.0008082	0.000719	0.000248	0.0007469	0.0008225	0.002418	NA	"Bacteria>Atribacteria"
"Synergistetes"	"P"	3898	14	1	NA	8	14	NA	1	6	1	5	9	7	NA	0.006262	0.006262	NA	0.003013	0.003597	NA	0.0004041	0.002157	0.000248	0.001867	0.002467	0.002821	NA	"Bacteria"
"Synergistia"	"C"	3899	14	1	NA	8	14	NA	1	6	1	5	9	7	NA	0.006262	0.006262	NA	0.003013	0.003597	NA	0.0004041	0.002157	0.000248	0.001867	0.002467	0.002821	NA	"Bacteria>Synergistetes"
"Synergistales"	"O"	3900	14	1	NA	8	14	NA	1	6	1	5	9	7	NA	0.006262	0.006262	NA	0.003013	0.003597	NA	0.0004041	0.002157	0.000248	0.001867	0.002467	0.002821	NA	"Bacteria>Synergistetes>Synergistia"
"Synergistaceae"	"F"	3901	14	1	NA	8	14	NA	1	6	1	5	9	7	NA	0.006262	0.006262	NA	0.003013	0.003597	NA	0.0004041	0.002157	0.000248	0.001867	0.002467	0.002821	NA	"Bacteria>Synergistetes>Synergistia>Synergistales"
"Aminobacterium"	"G"	3904	1	1	NA	1	NA	NA	NA	1	NA	1	1	NA	NA	0.006262	0.006262	NA	0.0003766	NA	NA	NA	0.0003595	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Caldimonas"	"G"	26371	31	NA	5	16	10	NA	9	25	1	10	31	12	NA	0.02612	NA	0.02612	0.006026	0.002569	NA	0.003637	0.008988	0.000248	0.003734	0.008499	0.004835	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Hylemonella"	"G"	26400	21	NA	4	8	6	NA	NA	7	NA	11	21	3	NA	0.02089	NA	0.02089	0.003013	0.001542	NA	NA	0.002517	NA	0.004108	0.005757	0.001209	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidimonas"	"G"	26381	56	NA	4	28	19	NA	19	17	NA	18	56	26	NA	0.02089	NA	0.02089	0.01054	0.004882	NA	0.007678	0.006112	NA	0.006722	0.01535	0.01048	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rivibacter"	"G"	26447	31	NA	2	12	13	NA	11	12	NA	8	31	7	NA	0.01045	NA	0.01045	0.004519	0.00334	NA	0.004445	0.004314	NA	0.002988	0.008499	0.002821	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rugamonas"	"G"	26450	23	NA	1	10	9	NA	4	8	NA	7	23	15	NA	0.006306	NA	0.005223	0.003766	0.002313	NA	0.001616	0.002876	NA	0.002614	0.006306	0.006044	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Profftella"	"G"	26375	14	NA	1	7	7	NA	1	10	NA	4	14	14	NA	0.005641	NA	0.005223	0.002636	0.001799	NA	0.0004041	0.003595	NA	0.001494	0.003838	0.005641	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Orrella"	"G"	26420	22	NA	1	7	9	NA	10	2	NA	10	22	17	NA	0.00685	NA	0.005223	0.002636	0.002313	NA	0.004041	0.000719	NA	0.003734	0.006032	0.00685	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paraherbaspirillum"	"G"	26426	1	NA	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	0.005223	NA	0.005223	NA	0.0002569	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Aquincola"	"G"	26362	2	NA	1	2	2	NA	NA	1	NA	NA	1	NA	NA	0.005223	NA	0.005223	0.0007532	0.0005139	NA	NA	0.0003595	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Zhizhongheella"	"G"	26467	9	NA	1	5	5	NA	1	7	NA	1	9	5	NA	0.005223	NA	0.005223	0.001883	0.001285	NA	0.0004041	0.002517	NA	0.0003734	0.002467	0.002015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ampullimonas"	"G"	26360	14	NA	1	5	3	NA	4	6	NA	2	14	5	NA	0.005223	NA	0.005223	0.001883	0.0007708	NA	0.001616	0.002157	NA	0.0007469	0.003838	0.002015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sulfuricella"	"G"	26585	54	NA	2	33	54	NA	16	20	1	10	35	22	NA	0.01388	NA	0.01045	0.01243	0.01388	NA	0.006466	0.00719	0.000248	0.003734	0.009596	0.008865	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Sulfuricellaceae"
"Hydrogenophilus"	"G"	26505	21	NA	1	21	10	NA	6	3	NA	6	10	2	NA	0.007909	NA	0.005223	0.007909	0.002569	NA	0.002425	0.001079	NA	0.002241	0.002742	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Chromobacterium"	"G"	26488	48	NA	2	33	48	1	7	8	NA	6	20	21	NA	0.04212	NA	0.01045	0.01243	0.01233	0.04212	0.002829	0.002876	NA	0.002241	0.005483	0.008462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Vogesella"	"G"	26493	93	NA	1	27	93	NA	8	10	2	7	58	21	NA	0.0239	NA	0.005223	0.01017	0.0239	NA	0.003233	0.003595	0.000496	0.002614	0.0159	0.008462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Aquaspirillum"	"G"	26344	44	NA	1	31	44	NA	3	3	NA	1	4	1	NA	0.01167	NA	0.005223	0.01167	0.01131	NA	0.001212	0.001079	NA	0.0003734	0.001097	0.0004029	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Chitinimonadaceae"	"F"	26483	34	NA	1	10	34	NA	8	11	NA	10	27	15	NA	0.008736	NA	0.005223	0.003766	0.008736	NA	0.003233	0.003955	NA	0.003734	0.007402	0.006044	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Chitinimonas"	"G"	26484	24	NA	1	8	19	NA	3	5	NA	7	24	5	NA	0.00658	NA	0.005223	0.003013	0.004882	NA	0.001212	0.001798	NA	0.002614	0.00658	0.002015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinimonadaceae"
"Rahnella"	"G"	3520	33	NA	2	8	11	NA	1	1	33	NA	5	3	NA	0.01045	NA	0.01045	0.003013	0.002826	NA	0.0004041	0.0003595	0.008185	NA	0.001371	0.001209	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Kosakonia"	"G"	14637	270	NA	1	7	16	NA	4	3	270	3	7	8	NA	0.06697	NA	0.005223	0.002636	0.004111	NA	0.001616	0.001079	0.06697	0.00112	0.001919	0.003224	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Proteus"	"G"	3518	42	NA	1	8	13	NA	2	2	42	5	13	4	NA	0.01042	NA	0.005223	0.003013	0.00334	NA	0.0008082	0.000719	0.01042	0.001867	0.003564	0.001612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Arsenophonus"	"G"	3470	8	NA	1	1	7	NA	1	1	8	2	5	3	NA	0.005223	NA	0.005223	0.0003766	0.001799	NA	0.0004041	0.0003595	0.001984	0.0007469	0.001371	0.001209	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Sodalis"	"G"	3525	53	NA	1	7	10	NA	2	NA	53	NA	4	NA	NA	0.01315	NA	0.005223	0.002636	0.002569	NA	0.0008082	NA	0.01315	NA	0.001097	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Thorsellia"	"G"	3527	14	NA	1	NA	3	NA	NA	1	14	NA	NA	1	NA	0.005223	NA	0.005223	NA	0.0007708	NA	NA	0.0003595	0.003472	NA	NA	0.0004029	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Yokenella"	"G"	3532	16	NA	1	NA	1	NA	NA	NA	16	NA	NA	NA	NA	0.005223	NA	0.005223	NA	0.0002569	NA	NA	NA	0.003968	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts2"	"G"	14647	8	NA	1	2	8	NA	1	NA	8	NA	5	NA	NA	0.005223	NA	0.005223	0.0007532	0.002056	NA	0.0004041	NA	0.001984	NA	0.001371	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Buttiauxella"	"G"	3475	6	NA	1	1	3	NA	NA	1	6	NA	1	NA	NA	0.005223	NA	0.005223	0.0003766	0.0007708	NA	NA	0.0003595	0.001488	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"MB19"	"F"	3325	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005223	NA	0.005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Aquimonas"	"G"	26865	20	NA	1	5	6	NA	6	5	NA	1	20	4	NA	0.005483	NA	0.005223	0.001883	0.001542	NA	0.002425	0.001798	NA	0.0003734	0.005483	0.001612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Dyella"	"G"	26869	20	NA	1	20	12	NA	6	7	1	2	19	2	NA	0.007532	NA	0.005223	0.007532	0.003083	NA	0.002425	0.002517	0.000248	0.0007469	0.005209	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Fulvimonas"	"G"	26871	3	NA	1	2	1	NA	1	1	NA	1	3	NA	NA	0.005223	NA	0.005223	0.0007532	0.0002569	NA	0.0004041	0.0003595	NA	0.0003734	0.0008225	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Luteibacter"	"G"	26872	31	NA	1	31	7	NA	2	7	1	5	24	4	NA	0.01167	NA	0.005223	0.01167	0.001799	NA	0.0008082	0.002517	0.000248	0.001867	0.00658	0.001612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Idiomarinaceae"	"F"	3385	73	NA	2	21	73	NA	7	8	1	9	22	7	NA	0.01876	NA	0.01045	0.007909	0.01876	NA	0.002829	0.002876	0.000248	0.003361	0.006032	0.002821	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Idiomarina"	"G"	3387	18	NA	2	6	18	NA	NA	6	1	4	8	2	NA	0.01045	NA	0.01045	0.00226	0.004625	NA	NA	0.002157	0.000248	0.001494	0.002193	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"uncultured"	"F"	14621	7	NA	1	NA	3	NA	NA	NA	1	NA	7	4	NA	0.005223	NA	0.005223	NA	0.0007708	NA	NA	NA	0.000248	NA	0.001919	0.001612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Alteromonadales Incertae Sedis"	"F"	26309	3	NA	1	NA	3	NA	1	NA	NA	NA	NA	NA	NA	0.005223	NA	0.005223	NA	0.0007708	NA	0.0004041	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Alkalimonas"	"G"	26310	3	NA	1	NA	3	NA	1	NA	NA	NA	NA	NA	NA	0.005223	NA	0.005223	NA	0.0007708	NA	0.0004041	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadales&nbsp;Incertae&nbsp;Sedis"
"Endozoicomonadaceae"	"F"	26751	47	NA	1	11	47	NA	NA	6	1	7	4	7	NA	0.01208	NA	0.005223	0.004143	0.01208	NA	NA	0.002157	0.000248	0.002614	0.001097	0.002821	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Endozoicomonas"	"G"	26752	34	NA	1	10	34	NA	NA	6	1	6	4	7	NA	0.008736	NA	0.005223	0.003766	0.008736	NA	NA	0.002157	0.000248	0.002241	0.001097	0.002821	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae"
"Nitrincolaceae"	"F"	26768	34	NA	1	8	34	NA	3	5	2	2	9	9	NA	0.008736	NA	0.005223	0.003013	0.008736	NA	0.001212	0.001798	0.000496	0.0007469	0.002467	0.003627	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Nitrincola"	"G"	26776	11	NA	1	2	11	NA	1	3	NA	NA	2	4	NA	0.005223	NA	0.005223	0.0007532	0.002826	NA	0.0004041	0.001079	NA	NA	0.0005483	0.001612	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"BIyi10"	"G"	26781	116	NA	1	2	116	NA	NA	1	NA	NA	1	5	NA	0.02981	NA	0.005223	0.0007532	0.02981	NA	NA	0.0003595	NA	NA	0.0002742	0.002015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Pseudohongiellaceae"
"Wenzhouxiangella"	"G"	14660	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.005223	NA	0.005223	NA	0.0002569	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Porticoccaceae"	"F"	11538	185	NA	1	13	185	NA	6	5	NA	1	9	5	NA	0.04753	NA	0.005223	0.004896	0.04753	NA	0.002425	0.001798	NA	0.0003734	0.002467	0.002015	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"C1-B045"	"G"	11539	58	NA	1	8	58	NA	3	2	NA	1	5	1	NA	0.0149	NA	0.005223	0.003013	0.0149	NA	0.001212	0.000719	NA	0.0003734	0.001371	0.0004029	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Porticoccaceae"
"Pasteurella"	"G"	3705	6	NA	1	1	6	NA	NA	NA	NA	1	1	NA	NA	0.005223	NA	0.005223	0.0003766	0.001542	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Actinobacillus"	"G"	3690	11	NA	1	4	11	NA	1	1	4	NA	2	2	NA	0.005223	NA	0.005223	0.001506	0.002826	NA	0.0004041	0.0003595	0.0009921	NA	0.0005483	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"211ds20"	"O"	26297	77	NA	1	1	77	NA	1	2	NA	3	6	2	NA	0.01978	NA	0.005223	0.0003766	0.01978	NA	0.0004041	0.000719	NA	0.00112	0.001645	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Nitrococcales"	"O"	26715	9	NA	1	5	9	NA	1	NA	1	NA	1	1	NA	0.005223	NA	0.005223	0.001883	0.002313	NA	0.0004041	NA	0.000248	NA	0.0002742	0.0004029	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Halorhodospiraceae"	"F"	26716	3	NA	1	3	2	NA	1	NA	1	NA	NA	NA	NA	0.005223	NA	0.005223	0.00113	0.0005139	NA	0.0004041	NA	0.000248	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrococcales"
"Halorhodospira"	"G"	26719	2	NA	1	2	1	NA	1	NA	NA	NA	NA	NA	NA	0.005223	NA	0.005223	0.0007532	0.0002569	NA	0.0004041	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrococcales>Halorhodospiraceae"
"Methylophagaceae"	"F"	26733	17	NA	1	8	17	NA	4	3	1	1	9	2	NA	0.005223	NA	0.005223	0.003013	0.004368	NA	0.001616	0.001079	0.000248	0.0003734	0.002467	0.0008059	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales"
"Marine Methylotrophic Group 3"	"G"	26734	2	NA	1	1	2	NA	NA	1	NA	NA	NA	1	NA	0.005223	NA	0.005223	0.0003766	0.0005139	NA	NA	0.0003595	NA	NA	NA	0.0004029	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales>Methylophagaceae"
"Loktanella"	"G"	2587	171	NA	4	49	171	1	10	24	NA	9	63	6	NA	0.04394	NA	0.02089	0.01845	0.04394	0.04212	0.004041	0.008629	NA	0.003361	0.01727	0.002418	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseivivax"	"G"	2634	289	NA	1	74	289	NA	15	52	1	25	110	16	NA	0.07426	NA	0.005223	0.02787	0.07426	NA	0.006062	0.0187	0.000248	0.009336	0.03016	0.006447	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sedimentitalea"	"G"	11460	90	NA	1	16	90	NA	9	17	NA	7	37	4	NA	0.02313	NA	0.005223	0.006026	0.02313	NA	0.003637	0.006112	NA	0.002614	0.01014	0.001612	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
