"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Desulfomonile tiedjei"	"S"	2358	105	4	NA	30	105	NA	17	20	24	9	64	5	NA	0.02698	0.02505	NA	0.0113	0.02698	NA	0.00687	0.00719	0.005953	0.003361	0.01755	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Desulfomonile"
"Desulfomonile tiedjei DSM 6799"	"-"	706587	105	4	NA	30	105	NA	17	20	24	9	64	5	NA	0.02698	0.02505	NA	0.0113	0.02698	NA	0.00687	0.00719	0.005953	0.003361	0.01755	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Desulfomonile>Desulfomonile&nbsp;tiedjei"
"Syntrophus"	"G"	43773	241	2	2	32	241	NA	32	47	2	9	44	2	NA	0.06192	0.01252	0.01045	0.01205	0.06192	NA	0.01293	0.0169	0.000496	0.003361	0.01206	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophus aciditrophicus"	"S"	316277	241	2	2	32	241	NA	32	47	2	9	44	2	NA	0.06192	0.01252	0.01045	0.01205	0.06192	NA	0.01293	0.0169	0.000496	0.003361	0.01206	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Syntrophus"
"Syntrophus aciditrophicus SB"	"-"	56780	241	2	2	32	241	NA	32	47	2	9	44	2	NA	0.06192	0.01252	0.01045	0.01205	0.06192	NA	0.01293	0.0169	0.000496	0.003361	0.01206	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Syntrophus>Syntrophus&nbsp;aciditrophicus"
"Desulfobacca"	"G"	60892	125	2	NA	22	125	NA	9	14	10	2	36	4	NA	0.03212	0.01252	NA	0.008285	0.03212	NA	0.003637	0.005033	0.00248	0.0007469	0.00987	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Desulfobacca acetoxidans"	"S"	60893	125	2	NA	22	125	NA	9	14	10	2	36	4	NA	0.03212	0.01252	NA	0.008285	0.03212	NA	0.003637	0.005033	0.00248	0.0007469	0.00987	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Desulfobacca"
"Desulfobacca acetoxidans DSM 11109"	"-"	880072	125	2	NA	22	125	NA	9	14	10	2	36	4	NA	0.03212	0.01252	NA	0.008285	0.03212	NA	0.003637	0.005033	0.00248	0.0007469	0.00987	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Desulfobacca>Desulfobacca&nbsp;acetoxidans"
"Bradymonadales"	"O"	1779134	244	3	3	161	218	1	217	186	33	244	174	213	NA	0.09112	0.01879	0.01567	0.06063	0.05601	0.04212	0.08769	0.06687	0.008185	0.09112	0.0477	0.08583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Bradymonadaceae"	"F"	1779135	244	3	3	161	218	1	217	186	33	244	174	213	NA	0.09112	0.01879	0.01567	0.06063	0.05601	0.04212	0.08769	0.06687	0.008185	0.09112	0.0477	0.08583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales"
"Bradymonas"	"G"	1779136	244	3	3	161	218	1	217	186	33	244	174	213	NA	0.09112	0.01879	0.01567	0.06063	0.05601	0.04212	0.08769	0.06687	0.008185	0.09112	0.0477	0.08583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales>Bradymonadaceae"
"Bradymonas sediminis"	"S"	1548548	244	3	3	161	218	1	217	186	33	244	174	213	NA	0.09112	0.01879	0.01567	0.06063	0.05601	0.04212	0.08769	0.06687	0.008185	0.09112	0.0477	0.08583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales>Bradymonadaceae>Bradymonas"
"Desulfarculales"	"O"	453227	80	2	NA	40	80	NA	8	14	8	2	31	6	NA	0.02056	0.01252	NA	0.01506	0.02056	NA	0.003233	0.005033	0.001984	0.0007469	0.008499	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfarculaceae"	"F"	453228	80	2	NA	40	80	NA	8	14	8	2	31	6	NA	0.02056	0.01252	NA	0.01506	0.02056	NA	0.003233	0.005033	0.001984	0.0007469	0.008499	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfarculales"
"Desulfarculus"	"G"	453229	80	2	NA	40	80	NA	8	14	8	2	31	6	NA	0.02056	0.01252	NA	0.01506	0.02056	NA	0.003233	0.005033	0.001984	0.0007469	0.008499	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"Desulfarculus baarsii"	"S"	453230	80	2	NA	40	80	NA	8	14	8	2	31	6	NA	0.02056	0.01252	NA	0.01506	0.02056	NA	0.003233	0.005033	0.001984	0.0007469	0.008499	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfarculales>Desulfarculaceae>Desulfarculus"
"Desulfarculus baarsii DSM 2075"	"-"	644282	80	2	NA	40	80	NA	8	14	8	2	31	6	NA	0.02056	0.01252	NA	0.01506	0.02056	NA	0.003233	0.005033	0.001984	0.0007469	0.008499	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfarculales>Desulfarculaceae>Desulfarculus>Desulfarculus&nbsp;baarsii"
"Alphaproteobacteria"	"C"	28211	116550	559	339	24591	116547	197	8406	16820	2335	7634	38231	6860	41	29.95	3.5	1.771	9.261	29.95	8.298	3.397	6.047	0.5791	2.851	10.48	2.764	7.282	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Rhodobacterales"	"O"	204455	41807	191	131	11946	41807	83	2348	8098	465	2822	18190	2770	17	10.74	1.196	0.6842	4.499	10.74	3.496	0.9489	2.911	0.1153	1.054	4.987	1.116	3.02	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	31989	41438	188	131	11827	41438	83	2302	8051	456	2799	18084	2733	17	10.65	1.177	0.6842	4.454	10.65	3.496	0.9303	2.895	0.1131	1.045	4.958	1.101	3.02	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Tabrizicola"	"G"	1443919	10681	56	26	2652	10681	26	514	2007	67	573	4509	643	2	2.744	0.3507	0.1358	0.9987	2.744	1.095	0.2077	0.7216	0.01662	0.214	1.236	0.2591	0.3552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tabrizicola sp. K13M18"	"S"	2494374	10681	56	26	2652	10681	26	514	2007	67	573	4509	643	2	2.744	0.3507	0.1358	0.9987	2.744	1.095	0.2077	0.7216	0.01662	0.214	1.236	0.2591	0.3552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Tabrizicola"
"Rhodobacter"	"G"	1060	10011	45	27	3290	10011	21	470	1915	59	651	4452	650	5	2.572	0.2818	0.141	1.239	2.572	0.8846	0.1899	0.6885	0.01463	0.2431	1.221	0.2619	0.8881	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter blasticus"	"S"	1075	2232	17	6	1314	2232	7	108	370	12	121	984	93	3	0.5735	0.1064	0.03134	0.4948	0.5735	0.2949	0.04364	0.133	0.002976	0.04519	0.2698	0.03747	0.5329	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter capsulatus"	"S"	1061	1983	10	6	745	1983	9	73	412	13	152	888	129	NA	0.5095	0.06262	0.03134	0.2806	0.5095	0.3791	0.0295	0.1481	0.003224	0.05676	0.2435	0.05198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter capsulatus SB 1003"	"-"	272942	1983	10	6	745	1983	9	73	412	13	152	888	129	NA	0.5095	0.06262	0.03134	0.2806	0.5095	0.3791	0.0295	0.1481	0.003224	0.05676	0.2435	0.05198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter>Rhodobacter&nbsp;capsulatus"
"Rhodobacter sphaeroides"	"S"	1063	2433	10	5	428	2433	3	124	493	13	150	1024	187	NA	0.6251	0.06262	0.02612	0.1612	0.6251	0.1264	0.05011	0.1772	0.003224	0.05602	0.2807	0.07535	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter sphaeroides KD131"	"-"	557760	474	4	NA	117	474	1	24	68	2	28	194	44	NA	0.1218	0.02505	NA	0.04406	0.1218	0.04212	0.009699	0.02445	0.000496	0.01046	0.05319	0.01773	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter>Rhodobacter&nbsp;sphaeroides"
"Rhodobacter sp. CZR27"	"S"	2033869	866	1	4	157	866	NA	55	149	3	62	402	55	1	0.2225	0.006262	0.02089	0.05913	0.2225	NA	0.02223	0.05357	0.0007441	0.02315	0.1102	0.02216	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Paracoccus"	"G"	265	3315	23	15	1538	3315	6	195	558	31	187	1443	186	4	0.8518	0.144	0.07835	0.5792	0.8518	0.2527	0.0788	0.2006	0.007689	0.06984	0.3956	0.07495	0.7105	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus yeei"	"S"	147645	991	9	5	402	991	1	65	168	13	56	420	55	1	0.2546	0.05636	0.02612	0.1514	0.2546	0.04212	0.02627	0.0604	0.003224	0.02091	0.1151	0.02216	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. SC2-6"	"S"	2259340	501	3	2	145	501	1	14	82	1	25	181	25	1	0.1776	0.01879	0.01045	0.05461	0.1287	0.04212	0.005658	0.02948	0.000248	0.009336	0.04962	0.01007	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. Arc7-R13"	"S"	2500532	452	3	2	298	452	1	30	90	8	23	200	27	NA	0.1161	0.01879	0.01045	0.1122	0.1161	0.04212	0.01212	0.03236	0.001984	0.008589	0.05483	0.01088	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminophilus"	"S"	34003	383	2	NA	139	383	NA	27	61	2	16	187	26	1	0.1776	0.01252	NA	0.05235	0.09841	NA	0.01091	0.02193	0.000496	0.005975	0.05127	0.01048	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminophilus JCM 7686"	"-"	1367847	383	2	NA	139	383	NA	27	61	2	16	187	26	1	0.1776	0.01252	NA	0.05235	0.09841	NA	0.01091	0.02193	0.000496	0.005975	0.05127	0.01048	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus>Paracoccus&nbsp;aminophilus"
"Paracoccus denitrificans"	"S"	266	54	1	NA	54	45	NA	1	8	NA	2	18	1	NA	0.02034	0.006262	NA	0.02034	0.01156	NA	0.0004041	0.002876	NA	0.0007469	0.004935	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminovorans"	"S"	34004	32	1	NA	30	32	NA	2	8	NA	3	19	1	NA	0.0113	0.006262	NA	0.0113	0.008222	NA	0.0008082	0.002876	NA	0.00112	0.005209	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. CBA4604"	"S"	2065379	105	1	NA	47	105	NA	14	16	NA	5	35	10	NA	0.02698	0.006262	NA	0.0177	0.02698	NA	0.005658	0.005752	NA	0.001867	0.009596	0.004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Gemmobacter"	"G"	204456	4077	16	13	718	4077	9	198	949	36	294	1815	289	2	1.048	0.1002	0.0679	0.2704	1.048	0.3791	0.08001	0.3412	0.008929	0.1098	0.4976	0.1165	0.3552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Gemmobacter sp. HYN0069"	"S"	2169400	4077	16	13	718	4077	9	198	949	36	294	1815	289	2	1.048	0.1002	0.0679	0.2704	1.048	0.3791	0.08001	0.3412	0.008929	0.1098	0.4976	0.1165	0.3552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Gemmobacter"
"Defluviimonas"	"G"	1097466	3043	15	14	532	3043	3	149	603	11	209	1352	195	NA	0.7819	0.09393	0.07312	0.2003	0.7819	0.1264	0.06021	0.2168	0.002728	0.07805	0.3707	0.07857	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Defluviimonas alba"	"S"	1335048	3043	15	14	532	3043	3	149	603	11	209	1352	195	NA	0.7819	0.09393	0.07312	0.2003	0.7819	0.1264	0.06021	0.2168	0.002728	0.07805	0.3707	0.07857	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Defluviimonas"
"Roseovarius"	"G"	74030	911	4	2	313	911	NA	37	192	7	56	398	73	NA	0.2341	0.02505	0.01045	0.1179	0.2341	NA	0.01495	0.06903	0.001736	0.02091	0.1091	0.02941	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseovarius mucosus"	"S"	215743	756	4	2	224	756	NA	32	158	6	51	319	63	NA	0.1943	0.02505	0.01045	0.08436	0.1943	NA	0.01293	0.0568	0.001488	0.01905	0.08746	0.02539	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Roseovarius"
"Rhodovulum"	"G"	34008	190	1	NA	42	190	NA	7	32	NA	10	70	8	NA	0.04882	0.006262	NA	0.01582	0.04882	NA	0.002829	0.0115	NA	0.003734	0.01919	0.003224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Octadecabacter"	"G"	53945	54	1	NA	18	54	NA	4	8	1	2	28	1	NA	0.01388	0.006262	NA	0.006779	0.01388	NA	0.001616	0.002876	0.000248	0.0007469	0.007677	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"unclassified Rhodobacteraceae"	"-"	58840	599	1	2	416	599	2	27	79	1	26	169	17	NA	0.1567	0.006262	0.01045	0.1567	0.1539	0.08425	0.01091	0.0284	0.000248	0.00971	0.04633	0.00685	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacteraceae bacterium QY30"	"S"	2033435	510	1	2	394	510	2	24	64	1	17	143	14	NA	0.1484	0.006262	0.01045	0.1484	0.131	0.08425	0.009699	0.02301	0.000248	0.006349	0.03921	0.005641	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>unclassified&nbsp;Rhodobacteraceae"
"Ketogulonicigenium"	"G"	92944	755	1	3	128	755	NA	33	143	4	34	345	58	NA	0.194	0.006262	0.01567	0.0482	0.194	NA	0.01334	0.05141	0.0009921	0.0127	0.09459	0.02337	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ketogulonicigenium vulgare"	"S"	92945	138	1	NA	18	138	NA	5	23	NA	3	29	1	NA	0.03546	0.006262	NA	0.006779	0.03546	NA	0.002021	0.008269	NA	0.00112	0.007951	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ketogulonicigenium"
"Jannaschia"	"G"	188905	36	1	NA	17	36	NA	4	9	1	2	11	2	NA	0.00925	0.006262	NA	0.006402	0.00925	NA	0.001616	0.003236	0.000248	0.0007469	0.003016	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Jannaschia sp. CCS1"	"S"	290400	36	1	NA	17	36	NA	4	9	1	2	11	2	NA	0.00925	0.006262	NA	0.006402	0.00925	NA	0.001616	0.003236	0.000248	0.0007469	0.003016	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Jannaschia"
"Thioclava"	"G"	285107	104	1	1	26	104	NA	5	24	NA	9	37	8	NA	0.02672	0.006262	0.005223	0.009791	0.02672	NA	0.002021	0.008629	NA	0.003361	0.01014	0.003224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thioclava nitratireducens"	"S"	1915078	104	1	1	26	104	NA	5	24	NA	9	37	8	NA	0.02672	0.006262	0.005223	0.009791	0.02672	NA	0.002021	0.008629	NA	0.003361	0.01014	0.003224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Thioclava"
"Pelagibaca"	"G"	360528	52	1	2	8	52	NA	3	7	NA	3	19	1	NA	0.01336	0.006262	0.01045	0.003013	0.01336	NA	0.001212	0.002517	NA	0.00112	0.005209	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagibaca abyssi"	"S"	1250539	52	1	2	8	52	NA	3	7	NA	3	19	1	NA	0.01336	0.006262	0.01045	0.003013	0.01336	NA	0.001212	0.002517	NA	0.00112	0.005209	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Pelagibaca"
"Celeribacter"	"G"	875170	402	1	NA	104	402	NA	19	95	4	31	161	31	NA	0.1033	0.006262	NA	0.03917	0.1033	NA	0.007678	0.03415	0.0009921	0.01158	0.04414	0.01249	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Celeribacter manganoxidans"	"S"	1411902	153	1	NA	38	153	NA	9	29	1	11	59	16	NA	0.03931	0.006262	NA	0.01431	0.03931	NA	0.003637	0.01043	0.000248	0.004108	0.01618	0.006447	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Celeribacter"
"Sedimentitalea"	"G"	1541818	316	1	2	91	316	2	26	39	18	16	122	20	1	0.1776	0.006262	0.01045	0.03427	0.08119	0.08425	0.01051	0.01402	0.004464	0.005975	0.03345	0.008059	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sedimentitalea sp. W43"	"S"	2483033	316	1	2	91	316	2	26	39	18	16	122	20	1	0.1776	0.006262	0.01045	0.03427	0.08119	0.08425	0.01051	0.01402	0.004464	0.005975	0.03345	0.008059	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sedimentitalea"
"Hyphomonadaceae"	"F"	69657	346	3	NA	116	346	NA	44	46	4	22	100	37	NA	0.0889	0.01879	NA	0.04369	0.0889	NA	0.01778	0.01654	0.0009921	0.008216	0.02742	0.01491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Maricaulis"	"G"	74317	71	1	NA	15	71	NA	3	7	NA	2	20	2	NA	0.01824	0.006262	NA	0.005649	0.01824	NA	0.001212	0.002517	NA	0.0007469	0.005483	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Maricaulis maris"	"S"	74318	71	1	NA	15	71	NA	3	7	NA	2	20	2	NA	0.01824	0.006262	NA	0.005649	0.01824	NA	0.001212	0.002517	NA	0.0007469	0.005483	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Maricaulis"
"Maricaulis maris MCS10"	"-"	394221	71	1	NA	15	71	NA	3	7	NA	2	20	2	NA	0.01824	0.006262	NA	0.005649	0.01824	NA	0.001212	0.002517	NA	0.0007469	0.005483	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Maricaulis>Maricaulis&nbsp;maris"
"Glycocaulis"	"G"	1433402	44	1	NA	14	44	NA	5	9	NA	4	21	6	NA	0.01131	0.006262	NA	0.005272	0.01131	NA	0.002021	0.003236	NA	0.001494	0.005757	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Glycocaulis alkaliphilus"	"S"	1434191	44	1	NA	14	44	NA	5	9	NA	4	21	6	NA	0.01131	0.006262	NA	0.005272	0.01131	NA	0.002021	0.003236	NA	0.001494	0.005757	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Glycocaulis"
"Sphingomonadales"	"O"	204457	38189	149	91	4487	38189	44	2912	4352	539	2323	8728	2078	11	9.812	0.933	0.4753	1.69	9.812	1.853	1.177	1.565	0.1337	0.8675	2.393	0.8373	1.954	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	41297	30912	129	69	3578	30912	31	2297	3534	406	1841	6979	1671	9	7.943	0.8078	0.3604	1.347	7.943	1.306	0.9282	1.271	0.1007	0.6875	1.913	0.6733	1.599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingopyxis"	"G"	165697	11464	37	30	1113	11464	11	719	1432	46	695	2170	633	1	2.946	0.2317	0.1567	0.4192	2.946	0.4634	0.2906	0.5148	0.01141	0.2595	0.5949	0.2551	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis sp. LPB0140"	"S"	1913578	6123	24	19	608	6123	7	375	758	23	374	1105	313	1	1.573	0.1503	0.09924	0.229	1.573	0.2949	0.1515	0.2725	0.005705	0.1397	0.303	0.1261	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis fribergensis"	"S"	1515612	2062	7	5	185	2062	NA	137	284	9	125	402	149	NA	0.5298	0.04383	0.02612	0.06967	0.5298	NA	0.05536	0.1021	0.002232	0.04668	0.1102	0.06004	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis macrogoltabida"	"S"	33050	1311	2	1	127	1311	1	78	148	3	80	253	68	NA	0.3369	0.01252	0.005223	0.04783	0.3369	0.04212	0.03152	0.05321	0.0007441	0.02988	0.06936	0.0274	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis alaskensis"	"S"	117207	209	1	NA	29	209	NA	11	24	1	13	46	14	NA	0.0537	0.006262	NA	0.01092	0.0537	NA	0.004445	0.008629	0.000248	0.004855	0.01261	0.005641	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis alaskensis RB2256"	"-"	317655	209	1	NA	29	209	NA	11	24	1	13	46	14	NA	0.0537	0.006262	NA	0.01092	0.0537	NA	0.004445	0.008629	0.000248	0.004855	0.01261	0.005641	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis>Sphingopyxis&nbsp;alaskensis"
