"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Noviherbaspirillum"	"G"	1344552	2	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0007901	NA	NA	0.0007901	NA	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Noviherbaspirillum sp. YIM S61"	"S"	1750713	2	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0007901	NA	NA	0.0007901	NA	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Noviherbaspirillum"
"Achromobacter sp."	"S"	134375	1	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"environmental samples"	"-"	182689	3	NA	NA	1	3	NA	NA	1	NA	NA	2	2	NA	0.0008684	NA	NA	0.0003951	0.0008043	NA	NA	0.0003808	NA	NA	0.0005774	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"uncultured Achromobacter sp."	"S"	182690	3	NA	NA	1	3	NA	NA	1	NA	NA	2	2	NA	0.0008684	NA	NA	0.0003951	0.0008043	NA	NA	0.0003808	NA	NA	0.0005774	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter>environmental&nbsp;samples"
"Achromobacter sp. NBHCO3"	"S"	1343094	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	0.0004342	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Alcaligenes sp. X31"	"S"	1819880	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0004342	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Alcaligenes"
"Pelistega"	"G"	106146	2	NA	NA	1	NA	NA	1	2	NA	NA	2	NA	NA	0.0007616	NA	NA	0.0003951	NA	NA	0.0004247	0.0007616	NA	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Pelistega suis"	"S"	1631957	2	NA	NA	1	NA	NA	1	2	NA	NA	2	NA	NA	0.0007616	NA	NA	0.0003951	NA	NA	0.0004247	0.0007616	NA	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Pelistega"
"Advenella"	"G"	290425	1	NA	NA	1	NA	NA	NA	NA	NA	1	1	1	NA	0.0004342	NA	NA	0.0003951	NA	NA	NA	NA	NA	0.0003784	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Advenella sp. Xg13"	"S"	1820318	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Advenella"
"Candidimonas"	"G"	1074468	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Aquabacterium"	"G"	92793	13	NA	NA	5	13	NA	2	4	1	2	3	NA	NA	0.003485	NA	NA	0.001975	0.003485	NA	0.0008493	0.001523	0.0002587	0.0007568	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"environmental samples"	"-"	158752	13	NA	NA	5	13	NA	2	3	1	2	3	NA	NA	0.003485	NA	NA	0.001975	0.003485	NA	0.0008493	0.001142	0.0002587	0.0007568	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Aquabacterium"
"uncultured Aquabacterium sp."	"S"	158753	13	NA	NA	5	13	NA	2	3	1	2	3	NA	NA	0.003485	NA	NA	0.001975	0.003485	NA	0.0008493	0.001142	0.0002587	0.0007568	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Aquabacterium>environmental&nbsp;samples"
"Leptothrix"	"G"	88	1	NA	NA	1	1	NA	1	1	NA	NA	1	NA	NA	0.0004247	NA	NA	0.0003951	0.0002681	NA	0.0004247	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"environmental samples"	"-"	163536	1	NA	NA	1	1	NA	1	1	NA	NA	1	NA	NA	0.0004247	NA	NA	0.0003951	0.0002681	NA	0.0004247	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Leptothrix"
"uncultured Leptothrix sp."	"S"	248082	1	NA	NA	1	1	NA	1	1	NA	NA	1	NA	NA	0.0004247	NA	NA	0.0003951	0.0002681	NA	0.0004247	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Leptothrix>environmental&nbsp;samples"
"Sphaerotilus"	"G"	34102	2	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	0.0005774	NA	NA	0.0003951	0.0002681	NA	NA	NA	NA	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"environmental samples"	"-"	474983	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	0.0005774	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Sphaerotilus"
"uncultured Sphaerotilus sp."	"S"	474984	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	0.0005774	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Sphaerotilus>environmental&nbsp;samples"
"Neisseriaceae"	"F"	481	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	0.0003951	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales"
"Neisseria"	"G"	482	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	0.0003951	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae"
"Neisseria sp. feline oral taxon 352"	"S"	1577317	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004247	NA	NA	0.0003951	NA	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"bacterium Ellin5074"	"S"	234417	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>unclassified&nbsp;Betaproteobacteria&nbsp;(miscellaneous)"
"Nitrosovibrio"	"G"	1232	3	NA	NA	1	NA	NA	1	1	NA	1	3	1	NA	0.0008662	NA	NA	0.0003951	NA	NA	0.0004247	0.0003808	NA	0.0003784	0.0008662	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae"
"Nitrosovibrio sp. RY3C"	"S"	158584	3	NA	NA	1	NA	NA	1	1	NA	1	3	1	NA	0.0008662	NA	NA	0.0003951	NA	NA	0.0004247	0.0003808	NA	0.0003784	0.0008662	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosovibrio"
"Sterolibacteriaceae"	"F"	2008793	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales"
"Denitratisoma"	"G"	311181	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Sterolibacteriaceae"
"Denitratisoma oestradiolicum"	"S"	311182	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Sterolibacteriaceae>Denitratisoma"
"Rhodocyclales"	"O"	206389	5	NA	NA	3	5	NA	1	1	1	NA	5	NA	NA	0.001444	NA	NA	0.001185	0.00134	NA	0.0004247	0.0003808	0.0002587	NA	0.001444	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria"
"Rhodocyclaceae"	"F"	75787	4	NA	NA	1	3	NA	1	1	1	NA	4	NA	NA	0.001155	NA	NA	0.0003951	0.0008043	NA	0.0004247	0.0003808	0.0002587	NA	0.001155	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales"
"unclassified Rhodocyclaceae"	"-"	75788	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Rhodocyclaceae"
"Rhodocyclaceae bacterium MIYU12"	"S"	1751200	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Rhodocyclaceae>unclassified&nbsp;Rhodocyclaceae"
"Zoogloeaceae"	"F"	2008794	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales"
"Thauera"	"G"	33057	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae"
"environmental samples"	"-"	161488	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Thauera"
"uncultured Thauera sp."	"S"	161489	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Thauera>environmental&nbsp;samples"
"Azonexaceae"	"F"	2008795	2	NA	NA	1	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005362	NA	NA	0.0003951	0.0005362	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales"
"Dechloromonas"	"G"	73029	2	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005362	NA	NA	0.0003951	0.0005362	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Azonexaceae"
"environmental samples"	"-"	171718	2	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005362	NA	NA	0.0003951	0.0005362	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Azonexaceae>Dechloromonas"
"uncultured Dechloromonas sp."	"S"	171719	2	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005362	NA	NA	0.0003951	0.0005362	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Azonexaceae>Dechloromonas>environmental&nbsp;samples"
"Enterobacter hormaechei"	"S"	158836	9	NA	NA	1	NA	NA	1	1	9	NA	NA	NA	NA	0.002328	NA	NA	0.0003951	NA	NA	0.0004247	0.0003808	0.002328	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter sp."	"S"	42895	27	NA	NA	2	1	NA	NA	NA	27	NA	NA	1	NA	0.006984	NA	NA	0.0007901	0.0002681	NA	NA	NA	0.006984	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Enterobacter sp. ATA1"	"S"	1303377	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Klebsiella"	"G"	570	119	NA	NA	2	3	1	3	1	119	4	5	2	1	0.2584	NA	NA	0.0007901	0.0008043	0.08237	0.001274	0.0003808	0.03078	0.001514	0.001444	0.0008684	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Klebsiella pneumoniae"	"S"	573	90	NA	NA	2	1	1	NA	NA	90	NA	1	1	1	0.2584	NA	NA	0.0007901	0.0002681	0.08237	NA	NA	0.02328	NA	0.0002887	0.0004342	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella"
"environmental samples"	"-"	47938	69	NA	NA	1	1	NA	NA	NA	69	NA	3	2	NA	0.01785	NA	NA	0.0003951	0.0002681	NA	NA	NA	0.01785	NA	0.0008662	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"uncultured Enterobacteriaceae bacterium"	"S"	218034	69	NA	NA	1	1	NA	NA	NA	69	NA	3	2	NA	0.01785	NA	NA	0.0003951	0.0002681	NA	NA	NA	0.01785	NA	0.0008662	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>environmental&nbsp;samples"
"unclassified Enterobacteriaceae"	"-"	191675	49	NA	NA	1	3	NA	1	2	49	NA	3	NA	NA	0.01267	NA	NA	0.0003951	0.0008043	NA	0.0004247	0.0007616	0.01267	NA	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"ant, tsetse, mealybug, aphid, etc. endosymbionts"	"-"	84563	31	NA	NA	1	1	NA	NA	1	31	NA	3	NA	NA	0.008018	NA	NA	0.0003951	0.0002681	NA	NA	0.0003808	0.008018	NA	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae"
"Candidatus Annandia"	"G"	1302410	1	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts"
"Candidatus Annandia adelgestsuga"	"S"	1302411	1	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>Candidatus&nbsp;Annandia"
"Morganellaceae"	"F"	1903414	31	NA	NA	13	7	NA	24	18	31	23	11	20	NA	0.01019	NA	NA	0.005136	0.001877	NA	0.01019	0.006854	0.008018	0.008703	0.003176	0.008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Arsenophonus"	"G"	637	24	NA	NA	12	6	NA	24	18	3	23	9	20	NA	0.01019	NA	NA	0.004741	0.001609	NA	0.01019	0.006854	0.000776	0.008703	0.002599	0.008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Arsenophonus endosymbiont of Bemisia tabaci"	"S"	536059	24	NA	NA	12	6	NA	24	18	2	23	9	20	NA	0.01019	NA	NA	0.004741	0.001609	NA	0.01019	0.006854	0.0005173	0.008703	0.002599	0.008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus"
"Proteus"	"G"	583	27	NA	NA	1	1	NA	NA	NA	27	NA	1	NA	NA	0.006984	NA	NA	0.0003951	0.0002681	NA	NA	NA	0.006984	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Proteus mirabilis"	"S"	584	24	NA	NA	1	NA	NA	NA	NA	24	NA	NA	NA	NA	0.006208	NA	NA	0.0003951	NA	NA	NA	NA	0.006208	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Erwiniaceae"	"F"	1903409	39	NA	NA	5	10	NA	1	6	39	1	9	4	NA	0.01009	NA	NA	0.001975	0.002681	NA	0.0004247	0.002285	0.01009	0.0003784	0.002599	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Pantoea"	"G"	53335	34	NA	NA	3	4	NA	1	3	34	NA	2	3	NA	0.008794	NA	NA	0.001185	0.001072	NA	0.0004247	0.001142	0.008794	NA	0.0005774	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"environmental samples"	"-"	218083	2	NA	NA	1	2	NA	1	2	2	NA	2	NA	NA	0.0007616	NA	NA	0.0003951	0.0005362	NA	0.0004247	0.0007616	0.0005173	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"uncultured Pantoea sp."	"S"	218084	2	NA	NA	1	2	NA	1	2	2	NA	2	NA	NA	0.0007616	NA	NA	0.0003951	0.0005362	NA	0.0004247	0.0007616	0.0005173	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>environmental&nbsp;samples"
"Pantoea sp. IAC/BECa-042"	"S"	1511756	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea agglomerans group"	"S"	1654067	17	NA	NA	1	2	NA	NA	NA	17	NA	NA	NA	NA	0.004397	NA	NA	0.0003951	0.0005362	NA	NA	NA	0.004397	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea agglomerans"	"S"	549	17	NA	NA	1	2	NA	NA	NA	17	NA	NA	NA	NA	0.004397	NA	NA	0.0003951	0.0005362	NA	NA	NA	0.004397	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>Pantoea&nbsp;agglomerans&nbsp;group"
"Buchnera"	"G"	32199	5	NA	NA	2	5	NA	NA	2	NA	NA	5	NA	NA	0.001444	NA	NA	0.0007901	0.00134	NA	NA	0.0007616	NA	NA	0.001444	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Buchnera aphidicola"	"S"	9	5	NA	NA	2	5	NA	NA	2	NA	NA	5	NA	NA	0.001444	NA	NA	0.0007901	0.00134	NA	NA	0.0007616	NA	NA	0.001444	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera"
"Buchnera aphidicola (Yamatocallis tokyoensis)"	"-"	165262	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003951	NA	NA	0.0003951	0.0002681	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola (Cinara pinea)"	"-"	506618	4	NA	NA	1	4	NA	NA	1	NA	NA	2	NA	NA	0.001072	NA	NA	0.0003951	0.001072	NA	NA	0.0003808	NA	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Yersiniaceae"	"F"	1903411	162	NA	NA	4	5	NA	NA	NA	162	NA	3	1	NA	0.0419	NA	NA	0.00158	0.00134	NA	NA	NA	0.0419	NA	0.0008662	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Serratia"	"G"	613	160	NA	NA	3	4	NA	NA	NA	160	NA	3	1	NA	0.04138	NA	NA	0.001185	0.001072	NA	NA	NA	0.04138	NA	0.0008662	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Serratia symbiotica"	"S"	138074	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0007901	NA	NA	0.0007901	NA	NA	NA	NA	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia marcescens"	"S"	615	58	NA	NA	1	1	NA	NA	NA	58	NA	1	NA	NA	0.015	NA	NA	0.0003951	0.0002681	NA	NA	NA	0.015	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Yersinia"	"G"	629	1	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	0.0002681	NA	NA	NA	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Yersinia ruckeri"	"S"	29486	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
