"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC07.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC07.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Micromonosporaceae"	"F"	28056	3	1	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales"
"Actinoplanes"	"G"	1865	3	1	NA	NA	NA	1	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinoplanes violaceus"	"S"	122365	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Cyanobacteria/Melainabacteria group"	"-"	1798711	23	23	NA	21	NA	19	NA	NA	16	NA	7	NA	0.01293	0.01148	NA	0.01293	NA	0.009878	NA	NA	0.008801	NA	0.007839	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Cyanobacteria"	"P"	1117	23	23	NA	21	NA	19	NA	NA	16	NA	7	NA	0.01293	0.01148	NA	0.01293	NA	0.009878	NA	NA	0.008801	NA	0.007839	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group"
"environmental samples"	"-"	48504	20	20	NA	20	NA	18	NA	NA	12	NA	5	NA	0.01232	0.009982	NA	0.01232	NA	0.009358	NA	NA	0.006601	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"uncultured cyanobacterium"	"S"	1211	20	20	NA	20	NA	18	NA	NA	12	NA	5	NA	0.01232	0.009982	NA	0.01232	NA	0.009358	NA	NA	0.006601	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>environmental&nbsp;samples"
"Oscillatoriophycideae"	"-"	1301283	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Oscillatoriales"	"O"	1150	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae"
"Oscillatoriaceae"	"F"	1892254	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Oscillatoria"	"G"	1158	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Oscillatoria sancta"	"S"	102117	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria"
"Oscillatoria sancta SERB 31"	"-"	1610732	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Oscillatoria>Oscillatoria&nbsp;sancta"
"Chroococcidiopsidales"	"O"	1890505	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Chroococcidiopsidaceae"	"F"	1890528	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Chroococcidiopsidales"
"Chroococcidiopsis"	"G"	54298	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Chroococcidiopsidales>Chroococcidiopsidaceae"
"Chroococcidiopsis sp. PCC 6712"	"S"	118675	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Chroococcidiopsidales>Chroococcidiopsidaceae>Chroococcidiopsis"
"Chloroflexi"	"P"	200795	4	1	NA	3	NA	4	NA	NA	3	NA	1	NA	0.002079	0.0004991	NA	0.001847	NA	0.002079	NA	NA	0.00165	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Tenericutes"	"P"	544448	3	1	NA	NA	NA	3	NA	NA	2	NA	3	NA	0.00336	0.0004991	NA	NA	NA	0.00156	NA	NA	0.0011	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Mollicutes"	"C"	31969	3	1	NA	NA	NA	3	NA	NA	2	NA	3	NA	0.00336	0.0004991	NA	NA	NA	0.00156	NA	NA	0.0011	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes"
"Acholeplasmatales"	"O"	186329	3	1	NA	NA	NA	3	NA	NA	1	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.00156	NA	NA	0.0005501	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes"
"Acholeplasmataceae"	"F"	2146	3	1	NA	NA	NA	3	NA	NA	1	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.00156	NA	NA	0.0005501	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales"
"Candidatus Phytoplasma"	"G"	33926	3	1	NA	NA	NA	3	NA	NA	1	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.00156	NA	NA	0.0005501	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae"
"unclassified phytoplasmas"	"-"	85635	2	1	NA	NA	NA	2	NA	NA	1	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma"
"Chandigarh periwinkle phytoplasma"	"S"	591127	2	1	NA	NA	NA	2	NA	NA	1	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>unclassified&nbsp;phytoplasmas"
"FCB group"	"-"	1783270	220	90	2	47	NA	69	NA	NA	15	NA	220	NA	0.2464	0.04492	0.02849	0.02894	NA	0.03587	NA	NA	0.008251	NA	0.2464	NA	"cellular&nbsp;organisms>Bacteria"
"Bacteroidetes/Chlorobi group"	"-"	68336	219	89	2	47	NA	67	NA	NA	15	NA	219	NA	0.2453	0.04442	0.02849	0.02894	NA	0.03483	NA	NA	0.008251	NA	0.2453	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Bacteroidetes"	"P"	976	219	89	2	47	NA	67	NA	NA	15	NA	219	NA	0.2453	0.04442	0.02849	0.02894	NA	0.03483	NA	NA	0.008251	NA	0.2453	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group"
"Sphingobacteriia"	"C"	117747	98	29	1	10	NA	24	NA	NA	NA	NA	98	NA	0.1097	0.01447	0.01425	0.006158	NA	0.01248	NA	NA	NA	NA	0.1097	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Sphingobacteriales"	"O"	200666	98	28	1	10	NA	24	NA	NA	NA	NA	98	NA	0.1097	0.01397	0.01425	0.006158	NA	0.01248	NA	NA	NA	NA	0.1097	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia"
"Sphingobacteriaceae"	"F"	84566	29	18	NA	9	NA	14	NA	NA	NA	NA	29	NA	0.03248	0.008983	NA	0.005542	NA	0.007278	NA	NA	NA	NA	0.03248	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales"
"Sphingobacterium"	"G"	28453	4	1	NA	1	NA	3	NA	NA	NA	NA	4	NA	0.004479	0.0004991	NA	0.0006158	NA	0.00156	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacterium sp. Y15B"	"S"	489273	2	1	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium"
"environmental samples"	"-"	117769	69	10	1	1	NA	10	NA	NA	NA	NA	69	NA	0.07727	0.004991	0.01425	0.0006158	NA	0.005199	NA	NA	NA	NA	0.07727	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales"
"uncultured Sphingobacteriales bacterium"	"S"	212696	69	10	1	1	NA	10	NA	NA	NA	NA	69	NA	0.07727	0.004991	0.01425	0.0006158	NA	0.005199	NA	NA	NA	NA	0.07727	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>environmental&nbsp;samples"
"environmental samples"	"-"	246142	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia"
"uncultured Sphingobacteriia bacterium"	"S"	246143	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>environmental&nbsp;samples"
"Bacteroidia"	"C"	200643	22	22	NA	15	NA	11	NA	NA	1	NA	20	NA	0.0224	0.01098	NA	0.009237	NA	0.005719	NA	NA	0.0005501	NA	0.0224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Bacteroidales"	"O"	171549	22	22	NA	15	NA	11	NA	NA	1	NA	19	NA	0.02128	0.01098	NA	0.009237	NA	0.005719	NA	NA	0.0005501	NA	0.02128	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia"
"environmental samples"	"-"	189693	12	12	NA	7	NA	6	NA	NA	NA	NA	11	NA	0.01232	0.005989	NA	0.00431	NA	0.003119	NA	NA	NA	NA	0.01232	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"uncultured Bacteroidales bacterium"	"S"	194843	12	12	NA	7	NA	6	NA	NA	NA	NA	11	NA	0.01232	0.005989	NA	0.00431	NA	0.003119	NA	NA	NA	NA	0.01232	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>environmental&nbsp;samples"
"Bacteroidaceae"	"F"	815	6	6	NA	1	NA	2	NA	NA	1	NA	5	NA	0.005599	0.002994	NA	0.0006158	NA	0.00104	NA	NA	0.0005501	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroides"	"G"	816	6	6	NA	1	NA	2	NA	NA	1	NA	5	NA	0.005599	0.002994	NA	0.0006158	NA	0.00104	NA	NA	0.0005501	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae"
"Bacteroides thetaiotaomicron"	"S"	818	6	6	NA	1	NA	2	NA	NA	1	NA	3	NA	0.00336	0.002994	NA	0.0006158	NA	0.00104	NA	NA	0.0005501	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Rikenellaceae"	"F"	171550	5	2	NA	5	NA	1	NA	NA	NA	NA	NA	NA	0.003079	0.0009982	NA	0.003079	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Alistipes"	"G"	239759	5	2	NA	5	NA	1	NA	NA	NA	NA	NA	NA	0.003079	0.0009982	NA	0.003079	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"environmental samples"	"-"	538948	4	2	NA	4	NA	1	NA	NA	NA	NA	NA	NA	0.002463	0.0009982	NA	0.002463	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae>Alistipes"
"uncultured Alistipes sp."	"S"	538949	4	2	NA	4	NA	1	NA	NA	NA	NA	NA	NA	0.002463	0.0009982	NA	0.002463	NA	0.0005199	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae>Alistipes>environmental&nbsp;samples"
"Prevotellaceae"	"F"	171552	2	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	0.001232	0.0004991	NA	0.001232	NA	0.00104	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Prevotella"	"G"	838	2	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	0.001232	0.0004991	NA	0.001232	NA	0.00104	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella brevis"	"S"	83231	2	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	0.001232	0.0004991	NA	0.001232	NA	0.00104	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"environmental samples"	"-"	50742	11	11	NA	8	NA	7	NA	NA	2	NA	10	NA	0.0112	0.00549	NA	0.004926	NA	0.003639	NA	NA	0.0011	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"uncultured Bacteroidetes bacterium"	"S"	152509	11	11	NA	8	NA	7	NA	NA	2	NA	10	NA	0.0112	0.00549	NA	0.004926	NA	0.003639	NA	NA	0.0011	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>environmental&nbsp;samples"
"Cytophagia"	"C"	768503	51	8	1	7	NA	10	NA	NA	1	NA	51	NA	0.05711	0.003993	0.01425	0.00431	NA	0.005199	NA	NA	0.0005501	NA	0.05711	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Cytophagales"	"O"	768507	51	8	1	7	NA	10	NA	NA	1	NA	51	NA	0.05711	0.003993	0.01425	0.00431	NA	0.005199	NA	NA	0.0005501	NA	0.05711	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia"
"Cytophagaceae"	"F"	89373	27	5	NA	5	NA	9	NA	NA	1	NA	27	NA	0.03024	0.002495	NA	0.003079	NA	0.004679	NA	NA	0.0005501	NA	0.03024	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"unclassified Cytophagaceae"	"-"	94253	10	3	NA	3	NA	3	NA	NA	1	NA	10	NA	0.0112	0.001497	NA	0.001847	NA	0.00156	NA	NA	0.0005501	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Cytophagaceae bacterium SWCR1/8X65_1"	"S"	1582253	10	3	NA	3	NA	3	NA	NA	1	NA	10	NA	0.0112	0.001497	NA	0.001847	NA	0.00156	NA	NA	0.0005501	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>unclassified&nbsp;Cytophagaceae"
"Cytophaga"	"G"	978	8	1	NA	1	NA	3	NA	NA	NA	NA	8	NA	0.008959	0.0004991	NA	0.0006158	NA	0.00156	NA	NA	NA	NA	0.008959	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"environmental samples"	"-"	90877	8	1	NA	1	NA	3	NA	NA	NA	NA	8	NA	0.008959	0.0004991	NA	0.0006158	NA	0.00156	NA	NA	NA	NA	0.008959	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Cytophaga"
"uncultured Cytophaga sp."	"S"	160238	8	1	NA	1	NA	3	NA	NA	NA	NA	8	NA	0.008959	0.0004991	NA	0.0006158	NA	0.00156	NA	NA	NA	NA	0.008959	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Cytophaga>environmental&nbsp;samples"
"Dyadobacter"	"G"	120831	5	1	NA	1	NA	2	NA	NA	NA	NA	5	NA	0.005599	0.0004991	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Dyadobacter sp. 32"	"S"	538966	5	1	NA	1	NA	2	NA	NA	NA	NA	5	NA	0.005599	0.0004991	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Dyadobacter"
"Cyclobacteriaceae"	"F"	563798	20	3	1	2	NA	1	NA	NA	NA	NA	20	NA	0.0224	0.001497	0.01425	0.001232	NA	0.0005199	NA	NA	NA	NA	0.0224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Algoriphagus"	"G"	246875	20	3	1	2	NA	1	NA	NA	NA	NA	20	NA	0.0224	0.001497	0.01425	0.001232	NA	0.0005199	NA	NA	NA	NA	0.0224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Algoriphagus sp. AP37"	"S"	499633	20	3	1	2	NA	1	NA	NA	NA	NA	20	NA	0.0224	0.001497	0.01425	0.001232	NA	0.0005199	NA	NA	NA	NA	0.0224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Flavobacteriia"	"C"	117743	12	2	NA	3	NA	3	NA	NA	11	NA	12	NA	0.01344	0.0009982	NA	0.001847	NA	0.00156	NA	NA	0.006051	NA	0.01344	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Flavobacteriales"	"O"	200644	12	2	NA	3	NA	3	NA	NA	11	NA	12	NA	0.01344	0.0009982	NA	0.001847	NA	0.00156	NA	NA	0.006051	NA	0.01344	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia"
"Flavobacteriaceae"	"F"	49546	12	2	NA	3	NA	3	NA	NA	11	NA	12	NA	0.01344	0.0009982	NA	0.001847	NA	0.00156	NA	NA	0.006051	NA	0.01344	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Flavobacterium"	"G"	237	9	1	NA	1	NA	NA	NA	NA	9	NA	NA	NA	0.004951	0.0004991	NA	0.0006158	NA	NA	NA	NA	0.004951	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavobacterium sp. 6(2014)"	"S"	1490859	3	1	NA	1	NA	NA	NA	NA	3	NA	NA	NA	0.00165	0.0004991	NA	0.0006158	NA	NA	NA	NA	0.00165	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Muricauda"	"G"	111500	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"environmental samples"	"-"	608835	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Muricauda"
"uncultured Muricauda sp."	"S"	622614	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Muricauda>environmental&nbsp;samples"
"Saprospiria"	"C"	1937959	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
