"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Hungateiclostridium saccincola"	"S"	1677857	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Hungateiclostridium"
"unclassified Hungateiclostridiaceae"	"-"	2305130	3	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001497	0.001497	NA	0.001232	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Hungateiclostridiaceae bacterium KB18"	"S"	1834198	3	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001497	0.001497	NA	0.001232	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>unclassified&nbsp;Hungateiclostridiaceae"
"Mageeibacillus"	"G"	1637257	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Mageeibacillus indolicus"	"S"	884684	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Mageeibacillus"
"Mageeibacillus indolicus UPII9-5"	"-"	699246	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Mageeibacillus>Mageeibacillus&nbsp;indolicus"
"Thermoclostridium"	"G"	2304691	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Thermoclostridium stercorarium"	"S"	1510	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Thermoclostridium"
"Clostridiales incertae sedis"	"-"	538999	14	5	NA	4	NA	8	NA	NA	14	NA	NA	11	NA	0.01232	0.002495	NA	0.002463	NA	0.004159	NA	NA	0.007701	NA	NA	0.01232	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Clostridiales Family XIII. Incertae Sedis"	"F"	543314	8	3	NA	2	NA	4	NA	NA	3	NA	NA	8	NA	0.008959	0.001497	NA	0.001232	NA	0.002079	NA	NA	0.00165	NA	NA	0.008959	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis"
"Mogibacterium"	"G"	86331	3	3	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	0.001497	0.001497	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis"
"Mogibacterium diversum"	"S"	114527	3	3	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	0.001497	0.001497	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis>Mogibacterium"
"Clostridiales Family XVII. Incertae Sedis"	"F"	539000	4	2	NA	2	NA	4	NA	NA	2	NA	NA	3	NA	0.00336	0.0009982	NA	0.001232	NA	0.002079	NA	NA	0.0011	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis"
"Thermaerobacter"	"G"	73918	4	2	NA	2	NA	4	NA	NA	2	NA	NA	3	NA	0.00336	0.0009982	NA	0.001232	NA	0.002079	NA	NA	0.0011	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XVII.&nbsp;Incertae&nbsp;Sedis"
"Thermaerobacter marianensis"	"S"	73919	4	2	NA	2	NA	4	NA	NA	2	NA	NA	3	NA	0.00336	0.0009982	NA	0.001232	NA	0.002079	NA	NA	0.0011	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XVII.&nbsp;Incertae&nbsp;Sedis>Thermaerobacter"
"Thermaerobacter marianensis DSM 12885"	"-"	644966	4	2	NA	2	NA	4	NA	NA	2	NA	NA	3	NA	0.00336	0.0009982	NA	0.001232	NA	0.002079	NA	NA	0.0011	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XVII.&nbsp;Incertae&nbsp;Sedis>Thermaerobacter>Thermaerobacter&nbsp;marianensis"
"Syntrophomonadaceae"	"F"	68298	3	3	NA	1	NA	3	NA	NA	1	NA	NA	NA	NA	0.00156	0.001497	NA	0.0006158	NA	0.00156	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Syntrophomonas"	"G"	862	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae"
"Syntrophomonas wolfei"	"S"	863	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophomonas"
"Syntrophomonas wolfei subsp. wolfei"	"-"	370885	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophomonas>Syntrophomonas&nbsp;wolfei"
"Syntrophomonas wolfei subsp. wolfei str. Goettingen G311"	"-"	335541	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophomonas>Syntrophomonas&nbsp;wolfei>Syntrophomonas&nbsp;wolfei&nbsp;subsp.&nbsp;wolfei"
"Syntrophothermus"	"G"	129001	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.0005501	0.0004991	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae"
"Syntrophothermus lipocalidus"	"S"	86170	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.0005501	0.0004991	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophothermus"
"Syntrophothermus lipocalidus DSM 12680"	"-"	643648	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.0005501	0.0004991	NA	NA	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophothermus>Syntrophothermus&nbsp;lipocalidus"
"Christensenellaceae"	"F"	990719	9	3	NA	3	NA	6	NA	NA	6	NA	NA	9	NA	0.01008	0.001497	NA	0.001847	NA	0.003119	NA	NA	0.003301	NA	NA	0.01008	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Christensenella"	"G"	990721	9	3	NA	3	NA	6	NA	NA	6	NA	NA	9	NA	0.01008	0.001497	NA	0.001847	NA	0.003119	NA	NA	0.003301	NA	NA	0.01008	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae"
"Christensenella minuta"	"S"	626937	3	3	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.001497	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae>Christensenella"
"Oscillospiraceae"	"F"	216572	4	1	NA	1	NA	1	NA	NA	NA	NA	NA	4	NA	0.004479	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Oscillibacter"	"G"	459786	4	1	NA	1	NA	1	NA	NA	NA	NA	NA	4	NA	0.004479	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Oscillospiraceae"
"Oscillibacter sp. PEA192"	"S"	2109687	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Oscillospiraceae>Oscillibacter"
"Symbiobacteriaceae"	"F"	543349	5	1	NA	2	NA	1	NA	NA	3	NA	NA	5	NA	0.005599	0.0004991	NA	0.001232	NA	0.0005199	NA	NA	0.00165	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Symbiobacterium"	"G"	2733	5	1	NA	2	NA	1	NA	NA	3	NA	NA	5	NA	0.005599	0.0004991	NA	0.001232	NA	0.0005199	NA	NA	0.00165	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Symbiobacteriaceae"
"Symbiobacterium thermophilum"	"S"	2734	5	1	NA	2	NA	1	NA	NA	3	NA	NA	5	NA	0.005599	0.0004991	NA	0.001232	NA	0.0005199	NA	NA	0.00165	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Symbiobacteriaceae>Symbiobacterium"
"Symbiobacterium thermophilum IAM 14863"	"-"	292459	5	1	NA	2	NA	1	NA	NA	3	NA	NA	5	NA	0.005599	0.0004991	NA	0.001232	NA	0.0005199	NA	NA	0.00165	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Symbiobacteriaceae>Symbiobacterium>Symbiobacterium&nbsp;thermophilum"
"Halanaerobiales"	"O"	53433	211	210	9	211	NA	150	NA	NA	33	NA	NA	20	NA	0.1299	0.1048	0.1282	0.1299	NA	0.07798	NA	NA	0.01815	NA	NA	0.0224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia"
"Halanaerobiaceae"	"F"	972	177	177	6	162	NA	118	NA	NA	16	NA	NA	11	NA	0.09975	0.08834	0.08547	0.09975	NA	0.06134	NA	NA	0.008801	NA	NA	0.01232	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales"
"Halothermothrix"	"G"	32636	64	54	3	64	NA	47	NA	NA	NA	NA	NA	3	NA	0.04274	0.02695	0.04274	0.03941	NA	0.02443	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halanaerobiaceae"
"Halothermothrix orenii"	"S"	31909	64	54	3	64	NA	47	NA	NA	NA	NA	NA	3	NA	0.04274	0.02695	0.04274	0.03941	NA	0.02443	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halanaerobiaceae>Halothermothrix"
"Halothermothrix orenii H 168"	"-"	373903	64	54	3	64	NA	47	NA	NA	NA	NA	NA	3	NA	0.04274	0.02695	0.04274	0.03941	NA	0.02443	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halanaerobiaceae>Halothermothrix>Halothermothrix&nbsp;orenii"
"Halanaerobium"	"G"	2330	18	18	1	10	NA	3	NA	NA	15	NA	NA	NA	NA	0.01425	0.008983	0.01425	0.006158	NA	0.00156	NA	NA	0.008251	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halanaerobiaceae"
"Halanaerobium praevalens"	"S"	2331	16	16	1	5	NA	1	NA	NA	NA	NA	NA	NA	NA	0.01425	0.007985	0.01425	0.003079	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halanaerobiaceae>Halanaerobium"
"Halanaerobium praevalens DSM 2228"	"-"	572479	16	16	1	5	NA	1	NA	NA	NA	NA	NA	NA	NA	0.01425	0.007985	0.01425	0.003079	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halanaerobiaceae>Halanaerobium>Halanaerobium&nbsp;praevalens"
"Halobacteroidaceae"	"F"	53434	49	31	3	49	NA	31	NA	NA	7	NA	NA	8	NA	0.04274	0.01547	0.04274	0.03017	NA	0.01612	NA	NA	0.003851	NA	NA	0.008959	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales"
"Acetohalobium"	"G"	28186	21	8	1	21	NA	6	NA	NA	NA	NA	NA	5	NA	0.01425	0.003993	0.01425	0.01293	NA	0.003119	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halobacteroidaceae"
"Acetohalobium arabaticum"	"S"	28187	21	8	1	21	NA	6	NA	NA	NA	NA	NA	5	NA	0.01425	0.003993	0.01425	0.01293	NA	0.003119	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halobacteroidaceae>Acetohalobium"
"Acetohalobium arabaticum DSM 5501"	"-"	574087	21	8	1	21	NA	6	NA	NA	NA	NA	NA	5	NA	0.01425	0.003993	0.01425	0.01293	NA	0.003119	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halobacteroidaceae>Acetohalobium>Acetohalobium&nbsp;arabaticum"
"Halobacteroides"	"G"	42417	6	4	1	2	NA	3	NA	NA	6	NA	NA	1	NA	0.01425	0.001996	0.01425	0.001232	NA	0.00156	NA	NA	0.003301	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halobacteroidaceae"
"Halobacteroides halobius"	"S"	42422	6	4	1	2	NA	3	NA	NA	6	NA	NA	1	NA	0.01425	0.001996	0.01425	0.001232	NA	0.00156	NA	NA	0.003301	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halobacteroidaceae>Halobacteroides"
"Halobacteroides halobius DSM 5150"	"-"	748449	6	4	1	2	NA	3	NA	NA	6	NA	NA	1	NA	0.01425	0.001996	0.01425	0.001232	NA	0.00156	NA	NA	0.003301	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halobacteroidaceae>Halobacteroides>Halobacteroides&nbsp;halobius"
"unclassified Halanaerobiales"	"-"	387655	10	2	NA	NA	NA	1	NA	NA	10	NA	NA	1	NA	0.005501	0.0009982	NA	NA	NA	0.0005199	NA	NA	0.005501	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales"
"Anoxybacter"	"G"	1769008	10	2	NA	NA	NA	1	NA	NA	10	NA	NA	1	NA	0.005501	0.0009982	NA	NA	NA	0.0005199	NA	NA	0.005501	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>unclassified&nbsp;Halanaerobiales"
"Anoxybacter fermentans"	"S"	1323375	10	2	NA	NA	NA	1	NA	NA	10	NA	NA	1	NA	0.005501	0.0009982	NA	NA	NA	0.0005199	NA	NA	0.005501	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>unclassified&nbsp;Halanaerobiales>Anoxybacter"
"Thermoanaerobacterales"	"O"	68295	166	166	4	135	NA	124	NA	NA	14	NA	NA	16	NA	0.08313	0.08285	0.05698	0.08313	NA	0.06446	NA	NA	0.007701	NA	NA	0.01792	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia"
"Thermoanaerobacteraceae"	"F"	186814	106	106	2	82	NA	74	NA	NA	11	NA	NA	8	NA	0.0529	0.0529	0.02849	0.05049	NA	0.03847	NA	NA	0.006051	NA	NA	0.008959	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales"
"Thermoanaerobacter"	"G"	1754	93	93	2	75	NA	63	NA	NA	6	NA	NA	3	NA	0.04641	0.04641	0.02849	0.04618	NA	0.03275	NA	NA	0.003301	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Thermoanaerobacter ethanolicus"	"S"	1757	47	47	NA	28	NA	34	NA	NA	4	NA	NA	1	NA	0.02346	0.02346	NA	0.01724	NA	0.01768	NA	NA	0.0022	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter"
"Thermoanaerobacter ethanolicus JW 200"	"-"	509192	47	47	NA	28	NA	34	NA	NA	4	NA	NA	1	NA	0.02346	0.02346	NA	0.01724	NA	0.01768	NA	NA	0.0022	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter>Thermoanaerobacter&nbsp;ethanolicus"
"Thermoanaerobacter italicus"	"S"	108150	3	3	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001847	0.001497	NA	0.001847	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter"
"Thermoanaerobacter italicus Ab9"	"-"	580331	3	3	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001847	0.001497	NA	0.001847	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter>Thermoanaerobacter&nbsp;italicus"
"Thermoanaerobacter kivui"	"S"	2325	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter"
"Thermacetogenium"	"G"	140458	5	5	NA	3	NA	3	NA	NA	NA	NA	NA	1	NA	0.002495	0.002495	NA	0.001847	NA	0.00156	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Thermacetogenium phaeum"	"S"	85874	5	5	NA	3	NA	3	NA	NA	NA	NA	NA	1	NA	0.002495	0.002495	NA	0.001847	NA	0.00156	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermacetogenium"
"Thermacetogenium phaeum DSM 12270"	"-"	1089553	5	5	NA	3	NA	3	NA	NA	NA	NA	NA	1	NA	0.002495	0.002495	NA	0.001847	NA	0.00156	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermacetogenium>Thermacetogenium&nbsp;phaeum"
"Moorella group"	"-"	42857	3	3	NA	2	NA	3	NA	NA	1	NA	NA	2	NA	0.00224	0.001497	NA	0.001232	NA	0.00156	NA	NA	0.0005501	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Ammonifex"	"G"	42837	3	3	NA	2	NA	1	NA	NA	1	NA	NA	NA	NA	0.001497	0.001497	NA	0.001232	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group"
"Ammonifex degensii"	"S"	42838	3	3	NA	2	NA	1	NA	NA	1	NA	NA	NA	NA	0.001497	0.001497	NA	0.001232	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group>Ammonifex"
"Ammonifex degensii KC4"	"-"	429009	3	3	NA	2	NA	1	NA	NA	1	NA	NA	NA	NA	0.001497	0.001497	NA	0.001232	NA	0.0005199	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group>Ammonifex>Ammonifex&nbsp;degensii"
"Carboxydothermus"	"G"	129957	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA	2	NA	0.00224	0.001497	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Carboxydothermus hydrogenoformans"	"S"	129958	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA	2	NA	0.00224	0.001497	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Carboxydothermus"
"Carboxydothermus hydrogenoformans Z-2901"	"-"	246194	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA	2	NA	0.00224	0.001497	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Carboxydothermus>Carboxydothermus&nbsp;hydrogenoformans"
