"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Pseudomonas sp. URMO17WK12:I11"	"S"	1283291	13	NA	NA	1	13	NA	NA	1	NA	NA	4	NA	NA	0.003485	NA	NA	0.0003951	0.003485	NA	NA	0.0003808	NA	NA	0.001155	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. Os17"	"S"	1500686	53	NA	NA	1	53	1	1	1	2	NA	8	1	NA	0.08237	NA	NA	0.0003951	0.01421	0.08237	0.0004247	0.0003808	0.0005173	NA	0.00231	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas cerasi"	"S"	1583341	8	NA	NA	1	6	NA	NA	3	NA	2	8	NA	NA	0.00231	NA	NA	0.0003951	0.001609	NA	NA	0.001142	NA	0.0007568	0.00231	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas versuta"	"S"	1788301	22	NA	NA	1	22	NA	1	2	1	NA	1	2	NA	0.005898	NA	NA	0.0003951	0.005898	NA	0.0004247	0.0007616	0.0002587	NA	0.0002887	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. AK6U"	"S"	1978467	8	NA	NA	1	8	NA	NA	1	7	NA	NA	NA	NA	0.002145	NA	NA	0.0003951	0.002145	NA	NA	0.0003808	0.001811	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. HLS-6"	"S"	2049589	11	NA	NA	1	11	NA	NA	NA	NA	NA	4	1	NA	0.002949	NA	NA	0.0003951	0.002949	NA	NA	NA	NA	NA	0.001155	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. DTU12.3"	"S"	2073078	63	NA	NA	1	63	NA	NA	NA	NA	1	7	4	NA	0.01689	NA	NA	0.0003951	0.01689	NA	NA	NA	NA	0.0003784	0.002021	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Azotobacter group"	"-"	351	169	NA	NA	11	169	NA	4	11	44	NA	13	10	NA	0.04531	NA	NA	0.004346	0.04531	NA	0.001699	0.004189	0.01138	NA	0.003753	0.004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Azotobacter"	"G"	352	169	NA	NA	11	169	NA	4	11	44	NA	13	10	NA	0.04531	NA	NA	0.004346	0.04531	NA	0.001699	0.004189	0.01138	NA	0.003753	0.004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Azotobacter&nbsp;group"
"Azotobacter vinelandii"	"S"	354	118	NA	NA	11	118	NA	3	6	33	NA	11	8	NA	0.03163	NA	NA	0.004346	0.03163	NA	0.001274	0.002285	0.008535	NA	0.003176	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Azotobacter&nbsp;group>Azotobacter"
"Acinetobacter johnsonii XBB1"	"-"	1242245	84	NA	NA	7	84	NA	1	1	NA	1	2	8	NA	0.02252	NA	NA	0.002765	0.02252	NA	0.0004247	0.0003808	NA	0.0003784	0.0005774	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;johnsonii"
"Acinetobacter baumannii BJAB0868"	"-"	1096997	3	NA	NA	2	2	NA	NA	NA	NA	NA	3	NA	NA	0.0008662	NA	NA	0.0007901	0.0005362	NA	NA	NA	NA	NA	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex>Acinetobacter&nbsp;baumannii"
"Acinetobacter nosocomialis"	"S"	106654	30	NA	NA	1	30	NA	NA	NA	3	NA	NA	3	NA	0.008043	NA	NA	0.0003951	0.008043	NA	NA	NA	0.000776	NA	NA	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter bereziniae"	"S"	106648	62	NA	NA	17	62	NA	3	3	NA	2	8	NA	NA	0.01662	NA	NA	0.006716	0.01662	NA	0.001274	0.001142	NA	0.0007568	0.00231	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter larvae"	"S"	1789224	99	NA	NA	5	99	NA	1	4	1	1	2	2	NA	0.02654	NA	NA	0.001975	0.02654	NA	0.0004247	0.001523	0.0002587	0.0003784	0.0005774	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter lwoffii"	"S"	28090	31	NA	NA	2	31	NA	1	NA	NA	NA	NA	1	NA	0.008311	NA	NA	0.0007901	0.008311	NA	0.0004247	NA	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter schindleri"	"S"	108981	29	NA	NA	2	29	NA	NA	2	NA	NA	NA	NA	NA	0.007774	NA	NA	0.0007901	0.007774	NA	NA	0.0007616	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter sp. NCu2D-2"	"S"	1608473	8	NA	NA	2	8	NA	NA	NA	NA	NA	NA	NA	NA	0.002145	NA	NA	0.0007901	0.002145	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter sp. ACNIH2"	"S"	1758189	4	NA	NA	2	4	NA	NA	NA	NA	NA	NA	1	NA	0.001072	NA	NA	0.0007901	0.001072	NA	NA	NA	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter defluvii"	"S"	1871111	20	NA	NA	2	20	NA	NA	NA	NA	NA	2	NA	NA	0.005362	NA	NA	0.0007901	0.005362	NA	NA	NA	NA	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter wuhouensis"	"S"	1879050	4	NA	NA	2	4	NA	NA	NA	NA	1	NA	NA	NA	0.001072	NA	NA	0.0007901	0.001072	NA	NA	NA	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter oleivorans"	"S"	1148157	5	NA	NA	1	5	NA	NA	NA	NA	NA	1	NA	NA	0.00134	NA	NA	0.0003951	0.00134	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter oleivorans DR1"	"-"	436717	5	NA	NA	1	5	NA	NA	NA	NA	NA	1	NA	NA	0.00134	NA	NA	0.0003951	0.00134	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;oleivorans"
"Moraxella ovis"	"S"	29433	19	NA	NA	3	19	NA	1	1	NA	NA	10	1	NA	0.005094	NA	NA	0.001185	0.005094	NA	0.0004247	0.0003808	NA	NA	0.002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Moraxella"
"Psychrobacter"	"G"	497	168	NA	NA	15	168	NA	5	10	5	3	12	6	NA	0.04504	NA	NA	0.005926	0.04504	NA	0.002123	0.003808	0.001293	0.001135	0.003465	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Psychrobacter urativorans"	"S"	45610	10	NA	NA	2	10	NA	NA	NA	2	NA	NA	NA	NA	0.002681	NA	NA	0.0007901	0.002681	NA	NA	NA	0.0005173	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Psychrobacter"
"Psychrobacter alimentarius"	"S"	261164	5	NA	NA	1	5	NA	NA	NA	NA	NA	NA	NA	NA	0.00134	NA	NA	0.0003951	0.00134	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Psychrobacter"
"Thioalkalivibrio sp. K90mix"	"S"	396595	24	NA	NA	2	24	NA	2	4	1	4	8	NA	NA	0.006434	NA	NA	0.0007901	0.006434	NA	0.0008493	0.001523	0.0002587	0.001514	0.00231	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Thioalkalivibrio versutus"	"S"	106634	31	NA	NA	1	31	NA	3	3	5	NA	3	2	NA	0.008311	NA	NA	0.0003951	0.008311	NA	0.001274	0.001142	0.001293	NA	0.0008662	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Halorhodospira"	"G"	85108	52	NA	NA	9	52	NA	17	16	NA	10	22	6	NA	0.01394	NA	NA	0.003556	0.01394	NA	0.007219	0.006093	NA	0.003784	0.006352	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Halorhodospira halophila"	"S"	1053	13	NA	NA	3	13	NA	2	2	NA	1	7	NA	NA	0.003485	NA	NA	0.001185	0.003485	NA	0.0008493	0.0007616	NA	0.0003784	0.002021	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Halorhodospira"
"Halorhodospira halophila SL1"	"-"	349124	13	NA	NA	3	13	NA	2	2	NA	1	7	NA	NA	0.003485	NA	NA	0.001185	0.003485	NA	0.0008493	0.0007616	NA	0.0003784	0.002021	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Halorhodospira>Halorhodospira&nbsp;halophila"
"Halorhodospira halochloris"	"S"	1052	6	NA	NA	1	6	NA	1	NA	NA	NA	2	NA	NA	0.001609	NA	NA	0.0003951	0.001609	NA	0.0004247	NA	NA	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Halorhodospira"
"Coxiella burnetii"	"S"	777	130	NA	NA	20	130	NA	12	12	2	13	14	10	NA	0.03485	NA	NA	0.007901	0.03485	NA	0.005096	0.00457	0.0005173	0.004919	0.004042	0.004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Coxiellaceae>Coxiella"
"Candidatus Coxiella mudrowiae"	"S"	2054173	45	NA	NA	11	45	NA	1	4	NA	5	7	4	NA	0.01206	NA	NA	0.004346	0.01206	NA	0.0004247	0.001523	NA	0.001892	0.002021	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Coxiellaceae>Coxiella"
"Legionella pneumophila subsp. pneumophila"	"-"	91891	15	NA	NA	4	10	NA	15	4	1	9	1	1	NA	0.00637	NA	NA	0.00158	0.002681	NA	0.00637	0.001523	0.0002587	0.003406	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella>Legionella&nbsp;pneumophila"
"Legionella pneumophila subsp. fraseri"	"-"	91892	3	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	0.0008043	NA	NA	0.0003951	0.0008043	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella>Legionella&nbsp;pneumophila"
"Legionella clemsonensis"	"S"	1867846	77	NA	NA	9	77	NA	2	1	NA	NA	5	4	NA	0.02064	NA	NA	0.003556	0.02064	NA	0.0008493	0.0003808	NA	NA	0.001444	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella jordanis"	"S"	456	35	NA	NA	4	35	NA	2	1	NA	1	4	2	NA	0.009383	NA	NA	0.00158	0.009383	NA	0.0008493	0.0003808	NA	0.0003784	0.001155	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella cherrii"	"S"	28084	31	NA	NA	3	31	NA	NA	1	NA	NA	2	NA	NA	0.008311	NA	NA	0.001185	0.008311	NA	NA	0.0003808	NA	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Alteromonas mediterranea"	"S"	314275	30	NA	NA	2	30	NA	NA	1	8	1	4	2	NA	0.008043	NA	NA	0.0007901	0.008043	NA	NA	0.0003808	0.002069	0.0003784	0.001155	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Alteromonas mediterranea U8"	"-"	1300257	4	NA	NA	1	4	NA	NA	NA	1	1	2	NA	NA	0.001072	NA	NA	0.0003951	0.001072	NA	NA	NA	0.0002587	0.0003784	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas>Alteromonas&nbsp;mediterranea"
"Alteromonas australica"	"S"	589873	43	NA	NA	2	4	NA	5	NA	43	2	2	4	NA	0.01112	NA	NA	0.0007901	0.001072	NA	0.002123	NA	0.01112	0.0007568	0.0005774	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Alteromonas sp. MB-3u-76"	"S"	2058133	2	NA	NA	1	2	NA	NA	NA	NA	NA	2	NA	NA	0.0005774	NA	NA	0.0003951	0.0005362	NA	NA	NA	NA	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Marinobacter salarius"	"S"	1420917	68	NA	NA	2	68	NA	NA	1	1	1	6	4	NA	0.01823	NA	NA	0.0007901	0.01823	NA	NA	0.0003808	0.0002587	0.0003784	0.001732	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Marinobacter hydrocarbonoclasticus"	"S"	2743	10	NA	NA	1	10	NA	1	NA	NA	NA	NA	NA	NA	0.002681	NA	NA	0.0003951	0.002681	NA	0.0004247	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Catenovulum"	"G"	1172191	71	NA	NA	3	17	NA	1	NA	71	NA	6	1	NA	0.01836	NA	NA	0.001185	0.004557	NA	0.0004247	NA	0.01836	NA	0.001732	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Catenovulum sp. CCB-QB4"	"S"	2172099	71	NA	NA	3	17	NA	1	NA	71	NA	6	1	NA	0.01836	NA	NA	0.001185	0.004557	NA	0.0004247	NA	0.01836	NA	0.001732	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Catenovulum"
"Paraglaciecola"	"G"	1621534	13	NA	NA	3	13	NA	NA	1	3	1	NA	NA	NA	0.003485	NA	NA	0.001185	0.003485	NA	NA	0.0003808	0.000776	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Paraglaciecola psychrophila"	"S"	326544	13	NA	NA	3	13	NA	NA	1	3	1	NA	NA	NA	0.003485	NA	NA	0.001185	0.003485	NA	NA	0.0003808	0.000776	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Paraglaciecola"
"Paraglaciecola psychrophila 170"	"-"	1129794	13	NA	NA	3	13	NA	NA	1	3	1	NA	NA	NA	0.003485	NA	NA	0.001185	0.003485	NA	NA	0.0003808	0.000776	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Paraglaciecola>Paraglaciecola&nbsp;psychrophila"
"Shewanella japonica"	"S"	93973	44	NA	NA	7	35	NA	19	6	44	19	4	13	NA	0.01138	NA	NA	0.002765	0.009383	NA	0.008068	0.002285	0.01138	0.00719	0.001155	0.005645	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella amazonensis"	"S"	60478	6	NA	NA	4	6	NA	1	1	NA	NA	3	NA	NA	0.001609	NA	NA	0.00158	0.001609	NA	0.0004247	0.0003808	NA	NA	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella amazonensis SB2B"	"-"	326297	6	NA	NA	4	6	NA	1	1	NA	NA	3	NA	NA	0.001609	NA	NA	0.00158	0.001609	NA	0.0004247	0.0003808	NA	NA	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella>Shewanella&nbsp;amazonensis"
"Shewanella woodyi"	"S"	60961	3	NA	NA	2	3	NA	2	NA	1	NA	3	NA	NA	0.0008662	NA	NA	0.0007901	0.0008043	NA	0.0008493	NA	0.0002587	NA	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella woodyi ATCC 51908"	"-"	392500	3	NA	NA	2	3	NA	2	NA	1	NA	3	NA	NA	0.0008662	NA	NA	0.0007901	0.0008043	NA	0.0008493	NA	0.0002587	NA	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella>Shewanella&nbsp;woodyi"
"Shewanella piezotolerans"	"S"	404011	11	NA	NA	2	NA	NA	1	1	11	NA	1	NA	NA	0.002845	NA	NA	0.0007901	NA	NA	0.0004247	0.0003808	0.002845	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella piezotolerans WP3"	"-"	225849	11	NA	NA	2	NA	NA	1	1	11	NA	1	NA	NA	0.002845	NA	NA	0.0007901	NA	NA	0.0004247	0.0003808	0.002845	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella>Shewanella&nbsp;piezotolerans"
"Shewanella algae"	"S"	38313	48	NA	NA	1	2	NA	NA	1	48	NA	5	3	NA	0.01242	NA	NA	0.0003951	0.0005362	NA	NA	0.0003808	0.01242	NA	0.001444	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella sp. ANA-3"	"S"	94122	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella loihica"	"S"	359303	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella loihica PV-4"	"-"	323850	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella>Shewanella&nbsp;loihica"
"Colwellia sp. Arc7-D"	"S"	2161872	33	NA	NA	18	33	1	10	6	7	5	20	8	NA	0.08237	NA	NA	0.007111	0.008847	0.08237	0.004247	0.002285	0.001811	0.001892	0.005774	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Colwellia"
"Colwellia sp. PAMC 20917"	"S"	1816218	3	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	0.0008043	NA	NA	0.0003951	0.0008043	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Colwellia"
"Pseudoalteromonas agarivorans"	"S"	176102	23	NA	NA	6	23	NA	2	NA	17	4	12	2	NA	0.006166	NA	NA	0.00237	0.006166	NA	0.0008493	NA	0.004397	0.001514	0.003465	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas rubra"	"S"	43658	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas piscicida"	"S"	43662	261	NA	NA	1	14	NA	1	1	261	1	1	NA	NA	0.06751	NA	NA	0.0003951	0.003753	NA	0.0004247	0.0003808	0.06751	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas sp. SM9913"	"S"	234831	51	NA	NA	1	1	NA	NA	NA	51	1	NA	NA	NA	0.01319	NA	NA	0.0003951	0.0002681	NA	NA	NA	0.01319	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Psychromonas sp. CNPT3"	"S"	314282	2	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005173	NA	NA	0.0003951	NA	NA	NA	NA	0.0005173	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Psychromonadaceae>Psychromonas"
"Moritellaceae"	"F"	267891	38	NA	NA	3	38	NA	NA	1	6	1	8	1	NA	0.01019	NA	NA	0.001185	0.01019	NA	NA	0.0003808	0.001552	0.0003784	0.00231	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Moritella"	"G"	58050	38	NA	NA	3	38	NA	NA	1	6	1	8	1	NA	0.01019	NA	NA	0.001185	0.01019	NA	NA	0.0003808	0.001552	0.0003784	0.00231	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae"
"Moritella viscosa"	"S"	80854	3	NA	NA	3	1	NA	NA	NA	3	1	2	NA	NA	0.001185	NA	NA	0.001185	0.0002681	NA	NA	NA	0.000776	0.0003784	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae>Moritella"
"Idiomarina loihiensis"	"S"	135577	2	NA	NA	1	2	NA	NA	1	NA	NA	NA	NA	NA	0.0005362	NA	NA	0.0003951	0.0005362	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae>Idiomarina"
"Bathymodiolus septemdierum thioautotrophic gill symbiont"	"S"	113267	29	NA	NA	4	29	NA	NA	4	1	1	5	NA	NA	0.007774	NA	NA	0.00158	0.007774	NA	NA	0.001523	0.0002587	0.0003784	0.001444	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>sulfur&#x2011;oxidizing&nbsp;symbionts"
