"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"Iranian alfalfa phytoplasma X11"	"S"	1151033	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>16SrII&nbsp;(Peanut&nbsp;WB&nbsp;group)"
"unclassified phytoplasmas"	"-"	85635	35	1	NA	NA	NA	15	8	18	35	NA	1	10	NA	0.00224	0.0002852	NA	NA	NA	0.001545	0.0008309	0.00224	0.001986	NA	0.0006512	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma"
"Chandigarh periwinkle phytoplasma"	"S"	591127	19	1	NA	NA	NA	15	8	16	19	NA	1	10	NA	0.001991	0.0002852	NA	NA	NA	0.001545	0.0008309	0.001991	0.001078	NA	0.0006512	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>unclassified&nbsp;phytoplasmas"
"Mycoplasmatales"	"O"	2085	8	2	2	NA	NA	5	4	8	NA	NA	NA	6	NA	0.003822	0.0005704	0.003822	NA	NA	0.0005151	0.0004154	0.0009955	NA	NA	NA	0.0006396	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes"
"Mycoplasmataceae"	"F"	2092	8	2	2	NA	NA	5	4	8	NA	NA	NA	6	NA	0.003822	0.0005704	0.003822	NA	NA	0.0005151	0.0004154	0.0009955	NA	NA	NA	0.0006396	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales"
"Mycoplasma"	"G"	2093	7	2	2	NA	NA	5	4	7	NA	NA	NA	6	NA	0.003822	0.0005704	0.003822	NA	NA	0.0005151	0.0004154	0.0008711	NA	NA	NA	0.0006396	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae"
"environmental samples"	"-"	167966	3	1	1	NA	NA	1	NA	3	NA	NA	NA	2	NA	0.001911	0.0002852	0.001911	NA	NA	0.000103	NA	0.0003733	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"uncultured Mycoplasma sp."	"S"	167967	3	1	1	NA	NA	1	NA	3	NA	NA	NA	2	NA	0.001911	0.0002852	0.001911	NA	NA	0.000103	NA	0.0003733	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>environmental&nbsp;samples"
"Entomoplasmatales"	"O"	186328	4	2	NA	NA	NA	2	3	1	4	NA	NA	4	NA	0.0005704	0.0005704	NA	NA	NA	0.0002061	0.0003116	0.0001244	0.0002269	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes"
"Spiroplasmataceae"	"F"	2131	4	2	NA	NA	NA	2	3	1	4	NA	NA	4	NA	0.0005704	0.0005704	NA	NA	NA	0.0002061	0.0003116	0.0001244	0.0002269	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales"
"Spiroplasma"	"G"	2132	4	2	NA	NA	NA	2	3	1	4	NA	NA	4	NA	0.0005704	0.0005704	NA	NA	NA	0.0002061	0.0003116	0.0001244	0.0002269	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae"
"Spiroplasma leptinotarsae"	"S"	216941	2	1	NA	NA	NA	1	2	NA	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0002077	NA	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"environmental samples"	"-"	319048	3	1	NA	NA	NA	1	1	1	3	NA	NA	3	NA	0.0003198	0.0002852	NA	NA	NA	0.000103	0.0001039	0.0001244	0.0001702	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"uncultured Spiroplasma sp."	"S"	319049	3	1	NA	NA	NA	1	1	1	3	NA	NA	3	NA	0.0003198	0.0002852	NA	NA	NA	0.000103	0.0001039	0.0001244	0.0001702	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma>environmental&nbsp;samples"
"environmental samples"	"-"	220136	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes"
"uncultured Mollicutes bacterium"	"S"	220137	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>environmental&nbsp;samples"
"Deinococcus-Thermus"	"P"	1297	6	1	NA	NA	NA	6	5	2	NA	NA	NA	3	NA	0.0006182	0.0002852	NA	NA	NA	0.0006182	0.0005193	0.0002489	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Deinococci"	"C"	188787	6	1	NA	NA	NA	6	5	2	NA	NA	NA	3	NA	0.0006182	0.0002852	NA	NA	NA	0.0006182	0.0005193	0.0002489	NA	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus"
"Deinococcales"	"O"	118964	5	1	NA	NA	NA	5	5	2	NA	NA	NA	2	NA	0.0005193	0.0002852	NA	NA	NA	0.0005151	0.0005193	0.0002489	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci"
"Deinococcaceae"	"F"	183710	5	1	NA	NA	NA	5	5	1	NA	NA	NA	NA	NA	0.0005193	0.0002852	NA	NA	NA	0.0005151	0.0005193	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales"
"Deinococcus"	"G"	1298	5	1	NA	NA	NA	5	5	1	NA	NA	NA	NA	NA	0.0005193	0.0002852	NA	NA	NA	0.0005151	0.0005193	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae"
"Deinococcus sp. RCML-5"	"S"	557906	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae>Deinococcus"
"unclassified Bacteria"	"-"	2323	317	90	16	NA	NA	232	317	233	175	NA	39	294	12	0.03292	0.02567	0.03058	NA	NA	0.0239	0.03292	0.029	0.009928	NA	0.0254	0.03134	0.02427	"cellular&nbsp;organisms>Bacteria"
"unclassified Bacteria (miscellaneous)"	"-"	49928	274	80	15	NA	NA	189	258	166	167	NA	33	274	12	0.02921	0.02282	0.02866	NA	NA	0.01947	0.0268	0.02066	0.009474	NA	0.02149	0.02921	0.02427	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria"
"bacterium CYCU-0259"	"S"	362066	184	51	8	NA	NA	117	184	42	3	NA	6	53	5	0.01911	0.01455	0.01529	NA	NA	0.01205	0.01911	0.005227	0.0001702	NA	0.003907	0.00565	0.01011	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium NLAE-zl-G96"	"S"	1190148	9	5	NA	NA	NA	9	9	5	2	NA	NA	5	1	0.002023	0.001426	NA	NA	NA	0.0009273	0.0009348	0.0006222	0.0001135	NA	NA	0.000533	0.002023	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium ASP47"	"S"	1703203	11	4	1	NA	NA	11	10	4	1	NA	NA	3	NA	0.001911	0.001141	0.001911	NA	NA	0.001133	0.001039	0.0004978	5.673e-05	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"sediment bacterium 22-39"	"S"	488855	5	3	NA	NA	NA	1	2	5	NA	NA	2	NA	NA	0.001302	0.0008557	NA	NA	NA	0.000103	0.0002077	0.0006222	NA	NA	0.001302	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"iodide-oxidizing bacterium YS-11"	"S"	261464	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium SM4-6"	"S"	298628	3	1	NA	NA	NA	NA	1	NA	NA	NA	NA	3	1	0.002023	0.0002852	NA	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.0003198	0.002023	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium 5as"	"S"	1030078	11	1	NA	NA	NA	6	11	3	NA	NA	NA	4	1	0.002023	0.0002852	NA	NA	NA	0.0006182	0.001142	0.0003733	NA	NA	NA	0.0004264	0.002023	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium NLAE-zl-P390"	"S"	1146253	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium WHC4-9"	"S"	1165239	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium JP34"	"S"	1305894	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001911	0.0002852	0.001911	NA	NA	NA	NA	NA	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"bacterium endosymbiont of Onthophagus Taurus"	"S"	1399952	2	1	NA	NA	NA	2	1	NA	2	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.0002061	0.0001039	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>unclassified&nbsp;Bacteria&nbsp;(miscellaneous)"
"Bacteria candidate phyla"	"-"	1783234	66	10	1	NA	NA	43	58	66	8	NA	6	20	NA	0.008213	0.002852	0.001911	NA	NA	0.00443	0.006024	0.008213	0.0004538	NA	0.003907	0.002132	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria"
"Candidatus Saccharibacteria"	"P"	95818	35	6	NA	NA	NA	22	25	35	2	NA	NA	2	NA	0.004355	0.001711	NA	NA	NA	0.002267	0.002597	0.004355	0.0001135	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla"
"environmental samples"	"-"	95900	34	6	NA	NA	NA	22	25	34	1	NA	NA	1	NA	0.004231	0.001711	NA	NA	NA	0.002267	0.002597	0.004231	5.673e-05	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Saccharibacteria"
"uncultured Candidatus Saccharibacteria bacterium"	"S"	179883	34	6	NA	NA	NA	22	25	34	1	NA	NA	1	NA	0.004231	0.001711	NA	NA	NA	0.002267	0.002597	0.004231	5.673e-05	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Saccharibacteria>environmental&nbsp;samples"
"Patescibacteria group"	"-"	1783273	25	3	NA	NA	NA	14	24	25	5	NA	5	9	NA	0.003256	0.0008557	NA	NA	NA	0.001442	0.002493	0.003111	0.0002836	NA	0.003256	0.0009594	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla"
"Microgenomates group"	"-"	1794810	18	2	NA	NA	NA	12	18	12	4	NA	4	5	NA	0.002605	0.0005704	NA	NA	NA	0.001236	0.00187	0.001493	0.0002269	NA	0.002605	0.000533	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group"
"unclassified Microgenomates group"	"-"	1794839	8	2	NA	NA	NA	7	8	8	1	NA	1	1	NA	0.0009955	0.0005704	NA	NA	NA	0.0007212	0.0008309	0.0009955	5.673e-05	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group>Microgenomates&nbsp;group"
"Microgenomates group bacterium GW2011_GWE1_47_12"	"S"	1618535	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group>Microgenomates&nbsp;group>unclassified&nbsp;Microgenomates&nbsp;group"
"environmental samples"	"-"	1798919	8	1	NA	NA	NA	7	8	8	1	NA	1	1	NA	0.0009955	0.0002852	NA	NA	NA	0.0007212	0.0008309	0.0009955	5.673e-05	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group>Microgenomates&nbsp;group>unclassified&nbsp;Microgenomates&nbsp;group"
"uncultured Microgenomates group bacterium"	"S"	174293	8	1	NA	NA	NA	7	8	8	1	NA	1	1	NA	0.0009955	0.0002852	NA	NA	NA	0.0007212	0.0008309	0.0009955	5.673e-05	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group>Microgenomates&nbsp;group>unclassified&nbsp;Microgenomates&nbsp;group>environmental&nbsp;samples"
"Parcubacteria group"	"-"	1794811	13	1	NA	NA	NA	2	6	13	1	NA	1	4	NA	0.001618	0.0002852	NA	NA	NA	0.0002061	0.0006232	0.001618	5.673e-05	NA	0.0006512	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group"
"Candidatus Azambacteria"	"P"	1752741	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group>Parcubacteria&nbsp;group"
"Candidatus Azambacteria bacterium GW2011_GWE2_46_45"	"S"	1618625	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Patescibacteria&nbsp;group>Parcubacteria&nbsp;group>Candidatus&nbsp;Azambacteria"
"Candidatus Dependentiae"	"-"	95901	5	1	NA	NA	NA	NA	5	1	NA	NA	NA	1	NA	0.0005193	0.0002852	NA	NA	NA	NA	0.0005193	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla"
"environmental samples"	"-"	95902	5	1	NA	NA	NA	NA	5	1	NA	NA	NA	1	NA	0.0005193	0.0002852	NA	NA	NA	NA	0.0005193	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Dependentiae"
"uncultured Candidatus Dependentiae bacterium"	"S"	171954	5	1	NA	NA	NA	NA	5	1	NA	NA	NA	1	NA	0.0005193	0.0002852	NA	NA	NA	NA	0.0005193	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>unclassified&nbsp;Bacteria>Bacteria&nbsp;candidate&nbsp;phyla>Candidatus&nbsp;Dependentiae>environmental&nbsp;samples"
"Spirochaetes"	"P"	203691	73	44	5	NA	NA	73	55	43	33	NA	2	11	1	0.01255	0.01255	0.009555	NA	NA	0.007521	0.005712	0.005351	0.001872	NA	0.001302	0.001173	0.002023	"cellular&nbsp;organisms>Bacteria"
"Spirochaetia"	"C"	203692	68	43	5	NA	NA	68	47	30	16	NA	2	8	NA	0.01226	0.01226	0.009555	NA	NA	0.007006	0.004881	0.003733	0.0009077	NA	0.001302	0.0008528	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes"
"Spirochaetales"	"O"	136	66	43	5	NA	NA	66	47	29	16	NA	2	8	NA	0.01226	0.01226	0.009555	NA	NA	0.0068	0.004881	0.003609	0.0009077	NA	0.001302	0.0008528	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia"
"Spirochaetaceae"	"F"	137	62	40	4	NA	NA	62	41	19	5	NA	1	6	NA	0.01141	0.01141	0.007644	NA	NA	0.006388	0.004258	0.002364	0.0002836	NA	0.0006512	0.0006396	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales"
"Treponema"	"G"	157	15	8	1	NA	NA	7	15	9	5	NA	1	4	NA	0.002282	0.002282	0.001911	NA	NA	0.0007212	0.001558	0.00112	0.0002836	NA	0.0006512	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"environmental samples"	"-"	77353	13	7	1	NA	NA	5	13	8	3	NA	1	2	NA	0.001997	0.001997	0.001911	NA	NA	0.0005151	0.00135	0.0009955	0.0001702	NA	0.0006512	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"uncultured Treponema sp."	"S"	162155	13	7	1	NA	NA	5	13	7	2	NA	1	2	NA	0.001997	0.001997	0.001911	NA	NA	0.0005151	0.00135	0.0008711	0.0001135	NA	0.0006512	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema>environmental&nbsp;samples"
"Sediminispirochaeta"	"G"	1911556	1	1	NA	NA	NA	1	1	1	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0001039	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Sediminispirochaeta bajacaliforniensis"	"S"	148	1	1	NA	NA	NA	1	1	1	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0001039	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Sediminispirochaeta"
"environmental samples"	"-"	56766	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales"
"uncultured spirochete"	"S"	156406	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>environmental&nbsp;samples"
"Borreliaceae"	"F"	1643685	10	1	1	NA	NA	2	6	10	9	NA	1	1	NA	0.001911	0.0002852	0.001911	NA	NA	0.0002061	0.0006232	0.001244	0.0005106	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales"
"Borrelia"	"G"	138	5	1	NA	NA	NA	1	3	5	4	NA	1	1	NA	0.0006512	0.0002852	NA	NA	NA	0.000103	0.0003116	0.0006222	0.0002269	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae"
"Borrelia miyamotoi"	"S"	47466	5	1	NA	NA	NA	1	3	5	4	NA	1	1	NA	0.0006512	0.0002852	NA	NA	NA	0.000103	0.0003116	0.0006222	0.0002269	NA	0.0006512	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Nitrospirae"	"P"	40117	73	40	5	NA	NA	73	40	40	8	NA	11	32	NA	0.01141	0.01141	0.009555	NA	NA	0.007521	0.004154	0.004978	0.0004538	NA	0.007164	0.003411	NA	"cellular&nbsp;organisms>Bacteria"
"Nitrospira"	"C"	203693	51	26	2	NA	NA	51	25	11	5	NA	NA	9	NA	0.007416	0.007416	0.003822	NA	NA	0.005254	0.002597	0.001369	0.0002836	NA	NA	0.0009594	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae"
"Nitrospirales"	"O"	189778	51	26	2	NA	NA	51	25	11	5	NA	NA	9	NA	0.007416	0.007416	0.003822	NA	NA	0.005254	0.002597	0.001369	0.0002836	NA	NA	0.0009594	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira"
"Nitrospiraceae"	"F"	189779	51	26	2	NA	NA	51	25	11	5	NA	NA	8	NA	0.007416	0.007416	0.003822	NA	NA	0.005254	0.002597	0.001369	0.0002836	NA	NA	0.0008528	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales"
"Nitrospira"	"G"	1234	49	26	2	NA	NA	49	23	7	5	NA	NA	7	NA	0.007416	0.007416	0.003822	NA	NA	0.005048	0.002389	0.0008711	0.0002836	NA	NA	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Nitrospira sp."	"S"	70125	45	24	2	NA	NA	45	19	1	1	NA	NA	NA	NA	0.006845	0.006845	0.003822	NA	NA	0.004636	0.001973	0.0001244	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"environmental samples"	"-"	157175	7	2	NA	NA	NA	2	3	2	4	NA	NA	7	NA	0.0007462	0.0005704	NA	NA	NA	0.0002061	0.0003116	0.0002489	0.0002269	NA	NA	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"uncultured Nitrospira sp."	"S"	157176	5	2	NA	NA	NA	2	1	2	4	NA	NA	5	NA	0.0005704	0.0005704	NA	NA	NA	0.0002061	0.0001039	0.0002489	0.0002269	NA	NA	0.000533	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira>environmental&nbsp;samples"
"Acidobacteria"	"P"	57723	167	40	8	NA	NA	124	167	158	100	NA	11	43	2	0.01966	0.01141	0.01529	NA	NA	0.01278	0.01734	0.01966	0.005673	NA	0.007164	0.004584	0.004045	"cellular&nbsp;organisms>Bacteria"
"environmental samples"	"-"	57727	129	28	7	NA	NA	83	129	97	12	NA	8	21	1	0.0134	0.007986	0.01338	NA	NA	0.008551	0.0134	0.01207	0.0006808	NA	0.00521	0.002239	0.002023	"cellular&nbsp;organisms>Bacteria>Acidobacteria"
"uncultured Acidobacteria bacterium"	"S"	171953	129	28	7	NA	NA	83	129	97	12	NA	8	20	1	0.0134	0.007986	0.01338	NA	NA	0.008551	0.0134	0.01207	0.0006808	NA	0.00521	0.002132	0.002023	"cellular&nbsp;organisms>Bacteria>Acidobacteria>environmental&nbsp;samples"
"Acidobacteriia"	"C"	204432	83	8	1	NA	NA	25	28	25	83	NA	1	8	NA	0.004709	0.002282	0.001911	NA	NA	0.002576	0.002908	0.003111	0.004709	NA	0.0006512	0.0008528	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria"
