"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"UASB-TL25"	"F"	11492	25	1	NA	3	25	NA	NA	NA	NA	NA	6	NA	NA	0.007172	0.00701	NA	0.001271	0.007172	NA	NA	NA	NA	NA	0.001892	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"bacteriap25"	"F"	11496	145	1	NA	31	145	NA	8	13	NA	2	92	2	NA	0.0416	0.00701	NA	0.01313	0.0416	NA	0.003534	0.005269	NA	0.0007881	0.02902	0.0009132	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Archangiaceae"	"F"	14597	71	1	NA	22	71	NA	4	4	NA	NA	17	3	NA	0.02037	0.00701	NA	0.009321	0.02037	NA	0.001767	0.001621	NA	NA	0.005362	0.00137	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Anaeromyxobacter"	"G"	14598	71	1	NA	20	71	NA	4	4	NA	NA	16	3	NA	0.02037	0.00701	NA	0.008474	0.02037	NA	0.001767	0.001621	NA	NA	0.005046	0.00137	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Archangiaceae"
"Syntrophobacterales"	"O"	3251	1215	27	4	163	1215	1	127	138	2	24	293	21	NA	0.3486	0.1893	0.0246	0.06906	0.3486	0.08787	0.0561	0.05593	0.0005232	0.009457	0.09241	0.009589	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophaceae"	"F"	3252	1010	23	3	131	1010	NA	116	123	1	22	244	18	NA	0.2898	0.1612	0.01845	0.0555	0.2898	NA	0.05124	0.04985	0.0002616	0.008669	0.07696	0.008219	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"Desulfobacca"	"G"	3253	170	9	NA	31	170	NA	10	8	1	1	73	NA	NA	0.06309	0.06309	NA	0.01313	0.04877	NA	0.004417	0.003242	0.0002616	0.000394	0.02302	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophus"	"G"	3256	373	6	2	29	373	NA	38	51	NA	12	34	6	NA	0.107	0.04206	0.0123	0.01229	0.107	NA	0.01678	0.02067	NA	0.004728	0.01072	0.00274	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"uncultured"	"G"	3257	292	5	1	39	292	NA	34	23	NA	2	80	7	NA	0.08377	0.03505	0.006151	0.01652	0.08377	NA	0.01502	0.009322	NA	0.0007881	0.02523	0.003196	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Smithella"	"G"	3255	121	2	NA	21	121	NA	32	27	NA	5	35	5	NA	0.03471	0.01402	NA	0.008898	0.03471	NA	0.01413	0.01094	NA	0.00197	0.01104	0.002283	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophobacteraceae"	"F"	3258	205	4	1	32	205	1	11	15	1	2	49	3	NA	0.08787	0.02804	0.006151	0.01356	0.05881	0.08787	0.004859	0.00608	0.0002616	0.0007881	0.01545	0.00137	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"uncultured"	"G"	3266	119	3	NA	23	119	NA	7	12	1	NA	31	1	NA	0.03414	0.02103	NA	0.009745	0.03414	NA	0.003092	0.004864	0.0002616	NA	0.009777	0.0004566	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Syntrophobacter"	"G"	3264	41	1	NA	8	41	1	3	1	NA	2	12	2	NA	0.08787	0.00701	NA	0.00339	0.01176	0.08787	0.001325	0.0004053	NA	0.0007881	0.003785	0.0009132	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Oligoflexales"	"O"	11497	3328	22	5	250	3328	NA	136	181	2	132	158	103	NA	0.9548	0.1542	0.03076	0.1059	0.9548	NA	0.06007	0.07336	0.0005232	0.05201	0.04983	0.04703	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"0319-6G20"	"F"	14610	1834	16	2	202	1834	NA	69	99	1	71	100	65	NA	0.5262	0.1122	0.0123	0.08559	0.5262	NA	0.03048	0.04012	0.0002616	0.02798	0.03154	0.02968	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"Oligoflexaceae"	"F"	11498	1470	6	3	43	1470	NA	65	82	1	61	57	38	NA	0.4217	0.04206	0.01845	0.01822	0.4217	NA	0.02871	0.03323	0.0002616	0.02404	0.01798	0.01735	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"Oligoflexus"	"G"	11499	748	5	3	12	748	NA	31	40	1	35	32	25	NA	0.2146	0.03505	0.01845	0.005084	0.2146	NA	0.01369	0.01621	0.0002616	0.01379	0.01009	0.01142	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"uncultured"	"G"	26286	496	1	NA	23	496	NA	23	35	NA	23	25	6	NA	0.1423	0.00701	NA	0.009745	0.1423	NA	0.01016	0.01419	NA	0.009063	0.007885	0.00274	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Bdellovibrionales"	"O"	3091	3415	17	6	178	3415	3	225	156	1	171	195	143	NA	0.9797	0.1192	0.03691	0.07542	0.9797	0.2636	0.09938	0.06323	0.0002616	0.06738	0.0615	0.0653	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bacteriovoracaceae"	"F"	3092	3081	11	5	86	3081	3	198	143	1	167	56	139	NA	0.8839	0.07711	0.03076	0.03644	0.8839	0.2636	0.08746	0.05796	0.0002616	0.0658	0.01766	0.06347	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"Bacteriovorax"	"G"	3093	2357	6	4	45	2357	3	161	110	1	139	41	105	NA	0.6762	0.04206	0.0246	0.01907	0.6762	0.2636	0.07111	0.04458	0.0002616	0.05477	0.01293	0.04795	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Peredibacter"	"G"	3096	277	4	1	11	277	NA	12	18	NA	16	6	17	NA	0.07947	0.02804	0.006151	0.004661	0.07947	NA	0.0053	0.007295	NA	0.006304	0.001892	0.007763	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"uncultured"	"G"	3097	407	1	NA	24	407	NA	23	9	NA	9	8	15	NA	0.1168	0.00701	NA	0.01017	0.1168	NA	0.01016	0.003648	NA	0.003546	0.002523	0.006849	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Bdellovibrionaceae"	"F"	3098	334	6	1	92	334	NA	27	13	NA	4	139	4	NA	0.09582	0.04206	0.006151	0.03898	0.09582	NA	0.01193	0.005269	NA	0.001576	0.04384	0.001826	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"OM27 clade"	"G"	3100	293	6	1	82	293	NA	27	12	NA	2	137	4	NA	0.08406	0.04206	0.006151	0.03474	0.08406	NA	0.01193	0.004864	NA	0.0007881	0.04321	0.001826	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Desulfuromonadales"	"O"	3181	1048	10	2	103	1048	NA	72	79	1	24	147	24	NA	0.3007	0.0701	0.0123	0.04364	0.3007	NA	0.0318	0.03202	0.0002616	0.009457	0.04636	0.01096	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Geobacteraceae"	"F"	3195	829	7	2	93	829	NA	53	60	1	18	108	20	NA	0.2378	0.04907	0.0123	0.0394	0.2378	NA	0.02341	0.02432	0.0002616	0.007093	0.03406	0.009132	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	3197	674	7	2	72	674	NA	44	44	NA	17	75	20	NA	0.1934	0.04907	0.0123	0.03051	0.1934	NA	0.01943	0.01783	NA	0.006699	0.02365	0.009132	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Desulfuromonadaceae"	"F"	3189	171	3	NA	7	171	NA	14	13	NA	4	21	2	NA	0.04906	0.02103	NA	0.002966	0.04906	NA	0.006184	0.005269	NA	0.001576	0.006623	0.0009132	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Desulfuromonas"	"G"	3190	151	2	NA	6	151	NA	13	11	NA	2	19	2	NA	0.04332	0.01402	NA	0.002542	0.04332	NA	0.005742	0.004458	NA	0.0007881	0.005993	0.0009132	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Desulfuromusa"	"G"	3191	9	1	NA	NA	9	NA	NA	1	NA	NA	2	NA	NA	0.00701	0.00701	NA	NA	0.002582	NA	NA	0.0004053	NA	NA	0.0006308	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"NB1-j"	"O"	14609	414	8	1	50	414	NA	34	28	NA	3	259	7	NA	0.1188	0.05608	0.006151	0.02118	0.1188	NA	0.01502	0.01135	NA	0.001182	0.08169	0.003196	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bradymonadales"	"O"	14584	334	5	1	334	88	1	27	20	NA	7	65	6	NA	0.1415	0.03505	0.006151	0.1415	0.02525	0.08787	0.01193	0.008106	NA	0.002758	0.0205	0.00274	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculales"	"O"	3105	254	5	NA	21	254	1	22	20	1	1	90	3	NA	0.08787	0.03505	NA	0.008898	0.07287	0.08787	0.009717	0.008106	0.0002616	0.000394	0.02839	0.00137	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculaceae"	"F"	3106	254	5	NA	21	254	1	22	20	1	1	90	3	NA	0.08787	0.03505	NA	0.008898	0.07287	0.08787	0.009717	0.008106	0.0002616	0.000394	0.02839	0.00137	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales"
"Desulfatiglans"	"G"	11475	144	4	NA	13	144	1	7	6	1	1	23	3	NA	0.08787	0.02804	NA	0.005508	0.04131	0.08787	0.003092	0.002432	0.0002616	0.000394	0.007254	0.00137	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"uncultured"	"G"	3108	108	1	NA	8	108	NA	15	14	NA	NA	67	NA	NA	0.03098	0.00701	NA	0.00339	0.03098	NA	0.006625	0.005674	NA	NA	0.02113	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"Sva0485"	"O"	3250	267	4	1	44	267	1	54	56	NA	14	40	2	NA	0.08787	0.02804	0.006151	0.01864	0.0766	0.08787	0.02385	0.0227	NA	0.005516	0.01262	0.0009132	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"SAR324 clade(Marine group B)"	"O"	3247	39	4	NA	32	39	NA	15	17	NA	8	27	9	NA	0.02804	0.02804	NA	0.01356	0.01119	NA	0.006625	0.00689	NA	0.003152	0.008516	0.00411	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"PB19"	"O"	26287	106	3	2	22	106	1	5	2	NA	NA	25	1	NA	0.08787	0.02103	0.0123	0.009321	0.03041	0.08787	0.002208	0.0008106	NA	NA	0.007885	0.0004566	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfobacterales"	"O"	3109	261	3	2	96	261	1	57	47	1	21	159	6	NA	0.08787	0.02103	0.0123	0.04068	0.07488	0.08787	0.02518	0.01905	0.0002616	0.008275	0.05015	0.00274	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfobacteraceae"	"F"	3110	167	2	2	64	167	1	30	32	NA	15	95	6	NA	0.08787	0.01402	0.0123	0.02712	0.04791	0.08787	0.01325	0.01297	NA	0.00591	0.02996	0.00274	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"Sva0081 sediment group"	"G"	3137	39	2	NA	19	22	1	4	9	NA	NA	39	NA	NA	0.08787	0.01402	NA	0.00805	0.006312	0.08787	0.001767	0.003648	NA	NA	0.0123	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobulbaceae"	"F"	3139	94	1	NA	32	94	NA	25	15	1	6	64	NA	NA	0.02697	0.00701	NA	0.01356	0.02697	NA	0.01104	0.00608	0.0002616	0.002364	0.02019	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"Desulfobulbus"	"G"	3140	10	1	NA	3	8	NA	8	3	NA	NA	10	NA	NA	0.00701	0.00701	NA	0.001271	0.002295	NA	0.003534	0.001216	NA	NA	0.003154	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"DTB120"	"O"	3101	94	2	NA	3	94	NA	11	3	NA	2	19	NA	NA	0.02697	0.01402	NA	0.001271	0.02697	NA	0.004859	0.001216	NA	0.0007881	0.005993	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Deltaproteobacteria Incertae Sedis"	"O"	3102	164	2	1	13	164	NA	16	15	NA	NA	38	NA	NA	0.04705	0.01402	0.006151	0.005508	0.04705	NA	0.007067	0.00608	NA	NA	0.01199	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophorhabdaceae"	"F"	3103	164	2	1	13	164	NA	16	15	NA	NA	37	NA	NA	0.04705	0.01402	0.006151	0.005508	0.04705	NA	0.007067	0.00608	NA	NA	0.01167	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis"
"Syntrophorhabdus"	"G"	3104	164	2	1	13	164	NA	16	15	NA	NA	37	NA	NA	0.04705	0.01402	0.006151	0.005508	0.04705	NA	0.007067	0.00608	NA	NA	0.01167	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis>Syntrophorhabdaceae"
"Desulfovibrionales"	"O"	3156	58	1	NA	16	58	NA	7	6	1	4	29	10	NA	0.01664	0.00701	NA	0.006779	0.01664	NA	0.003092	0.002432	0.0002616	0.001576	0.009147	0.004566	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	3169	54	1	NA	14	54	NA	5	6	1	4	28	10	NA	0.01549	0.00701	NA	0.005932	0.01549	NA	0.002208	0.002432	0.0002616	0.001576	0.008831	0.004566	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfovibrio"	"G"	3173	49	1	NA	12	49	NA	2	3	1	4	26	9	NA	0.01406	0.00701	NA	0.005084	0.01406	NA	0.0008834	0.001216	0.0002616	0.001576	0.0082	0.00411	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Magnetococcia"	"C"	26883	5	1	NA	3	5	NA	NA	NA	NA	1	2	2	NA	0.00701	0.00701	NA	0.001271	0.001434	NA	NA	NA	NA	0.000394	0.0006308	0.0009132	NA	"Bacteria>Proteobacteria"
"Magnetococcales"	"O"	26884	5	1	NA	3	5	NA	NA	NA	NA	1	2	2	NA	0.00701	0.00701	NA	0.001271	0.001434	NA	NA	NA	NA	0.000394	0.0006308	0.0009132	NA	"Bacteria>Proteobacteria>Magnetococcia"
"Magnetococcaceae"	"F"	26885	5	1	NA	3	5	NA	NA	NA	NA	1	2	2	NA	0.00701	0.00701	NA	0.001271	0.001434	NA	NA	NA	NA	0.000394	0.0006308	0.0009132	NA	"Bacteria>Proteobacteria>Magnetococcia>Magnetococcales"
"Magnetococcus"	"G"	26886	5	1	NA	3	5	NA	NA	NA	NA	1	2	2	NA	0.00701	0.00701	NA	0.001271	0.001434	NA	NA	NA	NA	0.000394	0.0006308	0.0009132	NA	"Bacteria>Proteobacteria>Magnetococcia>Magnetococcales>Magnetococcaceae"
"Bacteroidetes"	"P"	905	99941	3288	2361	43686	39506	202	56562	65508	330	99941	33085	75831	68	39.38	23.05	14.52	18.51	11.33	17.75	24.98	26.55	0.08633	39.38	10.43	34.63	18.43	"Bacteria"
"Bacteroidia"	"C"	912	99892	3270	2360	43624	39428	202	56415	65471	329	99892	32997	75805	67	39.36	22.92	14.52	18.48	11.31	17.75	24.92	26.54	0.08607	39.36	10.41	34.61	18.16	"Bacteria>Bacteroidetes"
"Cytophagales"	"O"	24714	52874	2264	1434	16208	16889	93	18475	33321	155	52874	12890	41653	25	20.83	15.87	8.821	6.867	4.845	8.172	8.16	13.51	0.04055	20.83	4.065	19.02	6.775	"Bacteria>Bacteroidetes>Bacteroidia"
"Spirosomaceae"	"F"	24794	51910	2230	1409	15719	16442	90	17979	32713	150	51910	12566	40966	24	20.45	15.63	8.667	6.66	4.717	7.909	7.941	13.26	0.03924	20.45	3.963	18.71	6.504	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Pseudarcicella"	"G"	24809	50295	2134	1339	14571	15694	86	16942	31406	143	50295	11911	39561	23	19.82	14.96	8.236	6.174	4.502	7.557	7.483	12.73	0.03741	19.82	3.757	18.06	6.233	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Lacihabitans"	"G"	24804	287	32	12	183	154	NA	256	287	2	181	166	190	1	0.271	0.2243	0.07381	0.07754	0.04418	NA	0.1131	0.1163	0.0005232	0.07132	0.05236	0.08676	0.271	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"uncultured"	"G"	24815	338	15	13	159	173	NA	338	287	2	232	115	206	NA	0.1493	0.1051	0.07997	0.06737	0.04963	NA	0.1493	0.1163	0.0005232	0.09141	0.03627	0.09406	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Flectobacillus"	"G"	24801	219	12	11	82	81	1	80	132	2	219	61	196	NA	0.0895	0.08412	0.06766	0.03474	0.02324	0.08787	0.03534	0.0535	0.0005232	0.08629	0.01924	0.0895	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Arcicella"	"G"	24795	303	11	11	112	121	1	108	196	1	303	119	279	NA	0.1274	0.07711	0.06766	0.04745	0.03471	0.08787	0.0477	0.07944	0.0002616	0.1194	0.03753	0.1274	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Runella"	"G"	24812	382	5	5	382	32	2	40	58	NA	83	31	71	NA	0.1757	0.03505	0.03076	0.1619	0.009181	0.1757	0.01767	0.02351	NA	0.0327	0.009777	0.03242	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Spirosoma"	"G"	24813	14	2	1	7	6	NA	7	7	NA	9	3	14	NA	0.01402	0.01402	0.006151	0.002966	0.001721	NA	0.003092	0.002837	NA	0.003546	0.0009462	0.006393	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Dyadobacter"	"G"	24797	74	2	2	29	20	NA	28	38	NA	74	26	46	NA	0.02916	0.01402	0.0123	0.01229	0.005738	NA	0.01237	0.0154	NA	0.02916	0.0082	0.021	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Emticicia"	"G"	24798	19	1	NA	7	13	NA	14	11	NA	19	7	17	NA	0.007763	0.00701	NA	0.002966	0.00373	NA	0.006184	0.004458	NA	0.007487	0.002208	0.007763	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fluviimonas"	"G"	24802	3	1	NA	1	NA	NA	1	2	NA	3	2	2	NA	0.00701	0.00701	NA	0.0004237	NA	NA	0.0004417	0.0008106	NA	0.001182	0.0006308	0.0009132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Larkinella"	"G"	24805	26	1	1	8	6	NA	5	16	NA	26	4	15	NA	0.01024	0.00701	0.006151	0.00339	0.001721	NA	0.002208	0.006485	NA	0.01024	0.001262	0.006849	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Microscillaceae"	"F"	24783	219	10	7	219	75	1	162	133	NA	153	87	112	1	0.271	0.0701	0.04306	0.09279	0.02152	0.08787	0.07155	0.05391	NA	0.06029	0.02744	0.05114	0.271	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24793	121	9	4	114	56	1	109	95	NA	121	63	90	1	0.271	0.06309	0.0246	0.0483	0.01607	0.08787	0.04814	0.0385	NA	0.04768	0.01987	0.0411	0.271	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Siphonobacter"	"G"	24791	7	1	2	NA	2	NA	1	7	NA	4	3	5	NA	0.0123	0.00701	0.0123	NA	0.0005738	NA	0.0004417	0.002837	NA	0.001576	0.0009462	0.002283	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Hymenobacteraceae"	"F"	24776	83	6	1	31	27	NA	30	57	NA	83	23	52	NA	0.04206	0.04206	0.006151	0.01313	0.007746	NA	0.01325	0.0231	NA	0.0327	0.007254	0.02374	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Hymenobacter"	"G"	24778	45	4	1	16	12	NA	11	31	NA	45	11	27	NA	0.02804	0.02804	0.006151	0.006779	0.003443	NA	0.004859	0.01256	NA	0.01773	0.003469	0.01233	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Nibribacter"	"G"	24779	7	1	NA	3	4	NA	1	3	NA	7	1	7	NA	0.00701	0.00701	NA	0.001271	0.001148	NA	0.0004417	0.001216	NA	0.002758	0.0003154	0.003196	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Adhaeribacter"	"G"	24777	18	1	NA	5	7	NA	7	12	NA	18	7	9	NA	0.007093	0.00701	NA	0.002118	0.002008	NA	0.003092	0.004864	NA	0.007093	0.002208	0.00411	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Cyclobacteriaceae"	"F"	24725	354	6	2	133	216	1	169	227	NA	354	109	251	NA	0.1395	0.04206	0.0123	0.05635	0.06197	0.08787	0.07465	0.092	NA	0.1395	0.03438	0.1146	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Algoriphagus"	"G"	24726	252	3	NA	86	163	1	120	162	NA	252	90	184	NA	0.0993	0.02103	NA	0.03644	0.04676	0.08787	0.053	0.06566	NA	0.0993	0.02839	0.08402	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cyclobacterium"	"G"	24734	3	1	NA	1	1	NA	2	3	NA	2	NA	2	NA	0.00701	0.00701	NA	0.0004237	0.0002869	NA	0.0008834	0.001216	NA	0.0007881	NA	0.0009132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Nitritalea"	"G"	24753	15	1	NA	7	3	NA	4	13	NA	15	6	15	NA	0.00701	0.00701	NA	0.002966	0.0008607	NA	0.001767	0.005269	NA	0.00591	0.001892	0.006849	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"uncultured"	"G"	24760	36	1	1	18	20	NA	16	20	NA	36	4	15	NA	0.01419	0.00701	0.006151	0.007627	0.005738	NA	0.007067	0.008106	NA	0.01419	0.001262	0.006849	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cytophagaceae"	"F"	24761	111	3	4	28	41	NA	53	60	2	111	54	82	NA	0.04374	0.02103	0.0246	0.01186	0.01176	NA	0.02341	0.02432	0.0005232	0.04374	0.01703	0.03744	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Cytophaga"	"G"	24762	98	3	4	19	33	NA	43	51	2	98	40	70	NA	0.03861	0.02103	0.0246	0.00805	0.009467	NA	0.01899	0.02067	0.0005232	0.03861	0.01262	0.03196	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Flammeovirgaceae"	"F"	24766	13	1	NA	4	1	NA	2	4	1	9	6	13	NA	0.00701	0.00701	NA	0.001695	0.0002869	NA	0.0008834	0.001621	0.0002616	0.003546	0.001892	0.005936	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Perexilibacter"	"G"	24772	6	1	NA	2	1	NA	1	2	NA	5	1	6	NA	0.00701	0.00701	NA	0.0008474	0.0002869	NA	0.0004417	0.0008106	NA	0.00197	0.0003154	0.00274	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Flavobacteriales"	"O"	24819	9941	358	186	2626	3522	20	5143	7425	50	9941	2624	8163	10	3.917	2.509	1.144	1.113	1.01	1.757	2.272	3.009	0.01308	3.917	0.8276	3.727	2.71	"Bacteria>Bacteroidetes>Bacteroidia"
"Flavobacteriaceae"	"F"	24841	8443	327	173	2105	2808	18	4263	6616	47	8443	2125	7057	9	3.327	2.292	1.064	0.8919	0.8056	1.582	1.883	2.681	0.0123	3.327	0.6702	3.222	2.439	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Flavobacterium"	"G"	24881	8265	322	169	2025	2714	17	4175	6507	46	8265	2081	6922	9	3.257	2.257	1.04	0.858	0.7786	1.494	1.844	2.637	0.01203	3.257	0.6563	3.161	2.439	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Xanthomarina"	"G"	24969	2	1	NA	NA	1	NA	NA	NA	NA	2	1	1	NA	0.00701	0.00701	NA	NA	0.0002869	NA	NA	NA	NA	0.0007881	0.0003154	0.0004566	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Algibacter"	"G"	24846	9	1	NA	3	1	NA	2	5	NA	8	1	9	NA	0.00701	0.00701	NA	0.001271	0.0002869	NA	0.0008834	0.002027	NA	0.003152	0.0003154	0.00411	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
